col_time_id,col_date,col_annee,col_mois,col_jour,col_heure,col_trimestre,col_semaine,col_nom_jour,col_saison,col_est_weekend,col_creneau_horaire,col_polluant,col_concentration,col_unite,col_station_poll,col_condition_meteo,col_temperature_celsius,col_ressentie_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km,col_precipitations_mm,col_indice_uv,col_qualite_air_locale,col_alerte_meteo,col_nom_zone,col_type_zone,col_indice_pollution,col_niveau_bruit_db,col_biodiversite_index,col_type_horaire_pointe
TIM_00095,2024-01-01 00:00:00,2024,8,28,9,2.70,1.64,19,1.59,OUI,9.78,PM10,8.82,6.40,6.99,Soleil,8.39,5.34,2.54,9.40,3.21,8.17,9.93,9.41,3.23,5.21,Centre-Ville,Zone Industrielle,1.56,1.41,72,5.42
TIM_00096,2024-01-01 00:00:00,2024,1,14,2,2.86,6.30,20,7.46,NON,7.06,PM10,24.22,1.20,8.06,Pluie,3.91,2.60,7.75,2.07,8.97,1.07,3.24,3.50,1.42,6.04,Résidentiel,Parc Central,8.32,4.61,21,3.99
TIM_00097,2024-01-01 00:00:00,2024,8,18,11,2.90,3.64,5,7.44,NON,7.33,O3,19.67,7.64,4.48,Brouillard,4.27,5.27,1.70,4.96,2.13,3.58,6.54,2.96,6.98,6.30,Centre-Ville,ZAC Ouest,2.38,8.69,45,7.54
TIM_00098,2024-01-01 00:00:00,2024,8,16,4,7.28,7.52,19,4.44,NON,4.51,O3,28.43,6.42,6.20,Soleil,8.26,8.97,9.85,5.01,8.34,3.10,6.01,7.98,2.43,1.17,Parc Central,Banlieue Sud,1.56,8.16,23,5.40
TIM_00099,2024-01-01 00:00:00,2024,4,2,1,1.31,7.82,6,9.08,OUI,2.41,NO2,29.26,6.74,9.15,Soleil,4.11,1.63,6.20,1.09,9.52,5.06,4.77,9.41,9.47,5.38,Zone Industrielle,ZAC Ouest,3.48,9.90,71,9.27
TIM_00100,2024-01-01 00:00:00,2024,12,2,17,1.58,7.79,23,2.86,NON,8.03,NO2,42.11,5.94,7.26,Brouillard,2.29,9.41,6.27,7.85,7.54,7.17,6.50,8.25,7.85,1.91,Parc Central,Zone Industrielle,1.11,9.61,36,3.64
TIM_00101,2024-01-01 00:00:00,2024,5,4,6,4.94,4.78,16,8.05,NON,5.92,NO2,43.49,3.72,8.87,Orage,1.43,6.82,1.97,8.99,2.84,9.80,2.46,3.03,6.70,3.06,Zone Industrielle,Quartier Nord,1.11,3.56,58,6.29
TIM_00102,2024-01-01 00:00:00,2024,4,28,3,6.03,9.62,18,9.40,NON,8.72,NO2,45.89,2.58,9.50,Orage,1.03,5.66,6.45,7.12,3.11,8.27,2.66,4.47,9.50,6.38,Centre-Ville,Quartier Nord,1.97,9.68,20,9.29
TIM_00103,2024-01-01 00:00:00,2024,11,16,12,4.05,3.98,15,3.91,OUI,1.45,SO2,1.09,6.76,2.86,Nuageux,3.21,6.20,2.15,7.10,3.07,7.56,3.88,6.33,5.38,7.59,ZAC Ouest,Zone Industrielle,7.89,3.27,26,8.69
TIM_00104,2024-01-01 00:00:00,2024,3,21,17,8.46,6.71,20,8.28,OUI,2.60,CO2,33.23,4.29,8.53,Brouillard,4.98,2.28,2.62,3.96,8.53,3.91,8.70,3.49,1.91,3.47,Centre-Ville,Centre-Ville,9.13,7.17,18,8.83
TIM_00105,2024-01-01 00:00:00,2024,10,20,9,8.66,9.45,10,2.21,OUI,2.11,O3,3.64,6.01,2.76,Brouillard,4.82,9.70,3.67,3.99,1.77,2.75,2.17,9.99,2.21,1.82,ZAC Ouest,Banlieue Sud,5.16,8.81,51,5.67
TIM_00106,2024-01-01 00:00:00,2024,7,4,16,1.89,5.61,7,1.29,NON,1.04,PM10,3.17,5.29,2.09,Orage,6.35,7.78,8.11,3.40,9.89,8.85,4.43,7.84,8.58,4.51,Quartier Nord,ZAC Ouest,3.22,8.40,88,8.06
TIM_00107,2024-01-01 00:00:00,2024,4,6,13,3.18,8.39,21,7.37,OUI,5.29,PM2.5,38.02,1.94,4.73,Brouillard,8.55,5.24,4.35,5.43,8.73,9.41,9.43,3.53,2.79,7.95,Centre-Ville,Centre-Ville,3.25,9.48,49,4.67
TIM_00108,2024-01-01 00:00:00,2024,10,26,21,6.00,1.90,18,1.62,OUI,8.47,PM2.5,3.22,9.05,5.82,Brouillard,1.84,3.92,7.53,2.26,9.44,2.78,6.53,5.60,4.35,7.66,Centre-Ville,Banlieue Sud,8.89,2.48,25,5.25
TIM_00109,2024-01-01 00:00:00,2024,6,24,6,1.19,8.64,17,8.19,OUI,7.53,PM2.5,22.43,5.67,7.28,Nuageux,1.31,7.92,5.26,5.71,1.99,8.58,5.14,8.15,9.63,8.49,Zone Industrielle,Centre-Ville,1.86,7.40,65,3.31
TIM_00110,2024-01-01 00:00:00,2024,2,15,8,9.84,4.95,25,5.92,NON,8.26,O3,8.64,2.19,6.20,Brouillard,8.16,9.49,9.36,1.67,2.09,1.80,6.49,2.36,4.88,9.71,Résidentiel,Parc Central,8.75,4.88,22,8.22
TIM_00111,2024-01-01 00:00:00,2024,12,25,12,2.02,9.21,18,9.77,NON,8.35,SO2,4.44,4.35,1.08,Pluie,5.64,1.36,1.38,6.78,5.34,3.80,1.25,7.17,5.18,5.49,Banlieue Sud,Zone Industrielle,7.98,6.40,30,2.10
TIM_00112,2024-01-01 00:00:00,2024,4,6,9,7.22,6.61,17,7.34,OUI,5.74,PM10,24.09,5.33,8.12,Pluie,9.48,4.58,9.36,1.80,2.75,4.68,6.90,8.22,9.75,9.58,Centre-Ville,Quartier Nord,8.85,2.77,22,5.74
TIM_00113,2024-01-01 00:00:00,2024,7,2,13,3.04,3.08,19,2.87,OUI,8.61,PM10,46.50,1.24,8.79,Pluie,6.92,7.77,8.02,3.70,2.32,3.35,6.23,7.09,6.59,3.85,Banlieue Sud,Centre-Ville,3.05,3.92,20,9.81
TIM_00114,2024-01-01 00:00:00,2024,11,12,2,5.75,1.85,11,3.35,NON,3.26,CO2,14.05,4.46,8.99,Nuageux,6.02,1.79,9.62,9.45,3.19,1.37,2.66,8.50,5.43,3.95,Zone Industrielle,Banlieue Sud,8.41,4.67,23,6.14
TIM_00115,2024-01-01 00:00:00,2024,11,7,21,7.02,2.86,21,3.50,NON,6.52,SO2,29.84,7.79,3.99,Nuageux,7.14,2.17,5.84,7.73,3.93,4.69,7.87,1.61,5.29,1.19,Parc Central,Banlieue Sud,3.74,3.82,99,9.18
TIM_00116,2024-01-01 00:00:00,2024,3,15,8,8.14,5.03,20,3.74,NON,1.07,CO2,11.27,8.17,4.33,Nuageux,1.56,5.97,3.37,4.58,7.79,7.17,6.44,1.65,1.86,4.10,Résidentiel,Centre-Ville,4.52,5.63,90,2.86
TIM_00117,2024-01-01 00:00:00,2024,3,4,15,8.18,3.94,25,7.37,OUI,2.39,CO2,43.31,3.59,8.02,Orage,8.22,1.33,9.28,1.81,2.88,1.97,8.88,4.78,3.71,3.32,Zone Industrielle,Centre-Ville,8.60,9.93,77,4.54
TIM_00118,2024-01-01 00:00:00,2024,11,13,8,5.39,6.38,20,6.26,NON,2.39,SO2,9.56,1.89,8.02,Soleil,1.41,2.20,8.35,2.58,6.02,5.43,4.51,8.63,4.27,6.88,ZAC Ouest,Résidentiel,8.36,2.44,10,6.00
TIM_00119,2024-01-01 00:00:00,2024,4,17,13,8.69,9.79,26,8.78,NON,8.23,NO2,17.64,9.29,7.12,Nuageux,1.95,9.98,6.42,7.39,4.80,7.41,7.48,3.89,3.18,4.16,ZAC Ouest,ZAC Ouest,7.35,4.04,100,1.71
TIM_00120,2024-01-01 00:00:00,2024,4,20,21,2.74,1.95,12,7.78,OUI,6.13,O3,31.12,6.05,9.52,Orage,8.33,2.86,3.56,9.40,2.95,2.67,1.26,9.12,2.77,2.22,Banlieue Sud,Parc Central,2.11,5.20,69,8.45
TIM_00121,2024-01-01 00:00:00,2024,1,18,12,6.46,5.00,21,1.58,OUI,1.49,PM2.5,6.68,5.44,3.03,Soleil,1.36,8.91,1.47,6.69,3.32,4.82,9.27,7.31,4.18,4.30,Zone Industrielle,Résidentiel,1.83,7.05,30,7.25
TIM_00122,2024-01-01 00:00:00,2024,7,11,12,7.96,2.27,10,1.02,OUI,2.01,CO2,40.59,1.01,6.08,Brouillard,4.53,9.64,4.79,4.69,7.00,5.92,2.42,2.48,1.21,4.42,Banlieue Sud,Résidentiel,8.95,8.19,27,2.85
TIM_00123,2024-01-01 00:00:00,2024,10,25,21,6.63,8.86,22,1.49,NON,8.94,CO2,7.23,4.22,9.01,Pluie,6.46,7.95,4.95,2.32,7.36,9.06,8.42,6.42,3.14,4.91,Zone Industrielle,ZAC Ouest,7.46,1.79,18,8.38
TIM_00124,2024-01-01 00:00:00,2024,11,16,3,6.95,9.48,10,6.98,OUI,7.94,CO2,42.71,3.02,8.23,Pluie,7.57,8.47,7.80,4.97,2.06,6.78,9.60,1.09,5.77,6.44,Centre-Ville,Centre-Ville,4.83,9.12,11,6.02
TIM_00125,2024-01-01 00:00:00,2024,12,8,18,2.53,2.19,11,2.91,OUI,7.65,PM10,19.17,6.67,8.25,Pluie,6.73,6.60,8.33,5.67,8.57,9.07,7.11,6.00,4.22,1.69,Centre-Ville,Banlieue Sud,1.90,3.37,81,8.05
TIM_00126,2024-01-01 00:00:00,2024,4,17,22,4.24,8.25,2,5.19,NON,8.48,NO2,46.42,1.08,9.07,Pluie,7.70,9.50,8.22,6.72,9.94,3.30,6.26,5.31,2.97,2.86,Banlieue Sud,Zone Industrielle,6.59,5.04,74,5.96
TIM_00127,2024-01-01 00:00:00,2024,2,6,20,6.25,1.98,13,1.90,NON,4.99,PM10,35.45,3.97,1.83,Orage,9.92,3.89,2.09,9.14,5.49,8.65,3.15,5.48,7.23,5.94,Parc Central,ZAC Ouest,4.87,9.01,43,1.68
TIM_00128,2024-01-01 00:00:00,2024,12,24,15,4.31,6.39,2,3.62,NON,7.19,PM10,8.86,3.15,5.26,Soleil,1.84,2.36,6.62,2.46,9.02,7.73,8.79,7.88,3.38,6.44,Quartier Nord,Centre-Ville,5.95,7.25,19,6.42
TIM_00129,2024-01-01 00:00:00,2024,11,18,23,1.23,4.89,6,7.09,OUI,8.44,CO2,38.82,9.35,2.75,Soleil,5.48,3.88,7.98,9.29,9.27,4.05,3.28,3.44,6.12,5.73,Résidentiel,ZAC Ouest,2.16,2.42,34,7.10
TIM_00130,2024-01-01 00:00:00,2024,12,9,8,9.80,8.72,27,4.15,OUI,4.54,NO2,34.78,7.30,2.42,Nuageux,8.87,2.65,6.84,3.46,1.85,3.91,2.78,1.26,6.87,1.14,Centre-Ville,Zone Industrielle,9.20,5.77,81,8.78
TIM_00131,2024-01-01 00:00:00,2024,12,23,8,6.68,6.99,20,7.49,OUI,9.20,PM10,25.88,8.08,4.42,Nuageux,7.30,1.29,1.33,4.85,2.80,5.14,3.43,2.08,7.69,9.47,Résidentiel,Banlieue Sud,9.28,5.26,34,5.79
TIM_00132,2024-01-01 00:00:00,2024,2,6,8,4.37,3.13,27,2.36,OUI,7.37,PM2.5,49.94,6.40,5.23,Brouillard,6.30,1.04,4.08,1.90,6.45,9.71,3.04,1.55,5.78,7.84,Parc Central,Zone Industrielle,2.56,1.54,66,4.91
TIM_00133,2024-01-01 00:00:00,2024,1,19,6,5.80,5.15,22,2.42,OUI,1.55,PM2.5,11.59,7.10,8.92,Orage,6.60,3.86,5.67,1.52,4.51,5.53,9.62,3.00,8.95,5.22,Zone Industrielle,Parc Central,2.32,4.14,4,1.08
TIM_00134,2024-01-01 00:00:00,2024,4,22,8,7.16,9.20,7,9.00,OUI,6.97,PM2.5,17.01,9.81,9.13,Nuageux,4.76,5.60,9.33,6.20,5.03,8.76,5.24,9.51,7.92,6.80,Centre-Ville,Parc Central,3.64,7.00,23,4.56
TIM_00135,2024-01-01 00:00:00,2024,5,23,6,6.76,4.70,8,8.52,NON,1.51,O3,25.74,4.86,2.20,Orage,7.47,4.74,9.72,9.63,1.27,6.19,5.95,5.85,8.24,1.69,Parc Central,Parc Central,6.87,1.50,94,9.94
TIM_00136,2024-01-01 00:00:00,2024,9,3,6,8.18,4.84,16,2.93,OUI,6.94,PM10,30.60,9.95,2.75,Orage,5.36,8.05,3.48,5.02,5.20,4.17,6.67,9.43,6.30,6.56,Banlieue Sud,Zone Industrielle,5.91,2.94,3,5.79
TIM_00137,2024-01-01 00:00:00,2024,3,6,8,1.94,9.65,1,6.49,NON,4.83,CO2,13.08,7.99,2.21,Pluie,6.50,9.50,5.84,7.61,6.14,5.32,4.37,6.36,5.37,1.72,Quartier Nord,Banlieue Sud,4.67,8.20,84,6.69
TIM_00138,2024-01-01 00:00:00,2024,11,1,23,2.36,6.89,28,7.93,NON,4.43,PM10,32.70,5.09,6.17,Soleil,4.75,6.96,7.09,1.27,6.25,8.32,9.05,7.83,1.54,8.33,Résidentiel,Résidentiel,8.82,3.01,42,7.68
TIM_00139,2024-01-01 00:00:00,2024,2,18,7,2.49,9.72,1,2.55,NON,5.55,NO2,38.27,7.89,1.93,Pluie,3.32,8.04,7.09,1.31,3.44,4.24,8.76,3.84,4.22,9.39,Banlieue Sud,Zone Industrielle,3.35,5.01,27,6.17
TIM_00140,2024-01-01 00:00:00,2024,1,11,12,4.87,1.56,24,4.81,NON,8.39,PM10,6.17,6.56,8.47,Soleil,4.20,3.37,9.42,8.90,4.91,2.57,6.43,8.16,1.30,2.99,Zone Industrielle,Banlieue Sud,5.19,5.65,82,5.61
TIM_00141,2024-01-01 00:00:00,2024,8,4,0,7.86,1.90,18,6.77,OUI,8.93,NO2,11.28,8.13,2.54,Soleil,4.48,5.67,5.92,9.14,5.74,7.41,9.96,2.30,6.85,9.07,Quartier Nord,ZAC Ouest,9.20,8.83,67,9.13
TIM_00142,2024-01-01 00:00:00,2024,10,27,11,8.64,3.53,17,8.62,OUI,3.20,SO2,19.08,8.26,4.02,Nuageux,7.52,3.23,1.30,8.85,7.86,7.91,5.27,3.92,7.95,4.79,ZAC Ouest,Parc Central,5.85,3.76,30,8.18
TIM_00143,2024-01-01 00:00:00,2024,11,5,22,8.11,3.49,14,6.82,OUI,7.21,NO2,47.23,4.21,2.57,Soleil,7.86,8.68,4.23,7.08,5.03,9.13,3.41,8.57,6.39,4.46,Centre-Ville,Banlieue Sud,3.78,1.26,16,5.73
TIM_00144,2024-01-01 00:00:00,2024,1,7,10,9.03,6.85,17,5.05,OUI,2.88,O3,45.98,8.54,3.07,Nuageux,8.69,1.88,4.56,9.66,3.32,7.64,9.05,6.11,8.65,2.35,Quartier Nord,Quartier Nord,2.20,6.41,99,5.95
TIM_00145,2024-01-01 00:00:00,2024,1,9,2,9.73,7.61,13,4.54,OUI,9.29,CO2,32.03,5.22,5.95,Soleil,3.93,6.23,2.94,8.09,2.38,7.27,5.95,2.40,1.64,6.03,Centre-Ville,Résidentiel,1.63,6.54,10,3.29
TIM_00146,2024-01-01 00:00:00,2024,11,25,6,2.94,2.71,15,2.17,OUI,9.22,PM2.5,16.02,7.38,4.14,Pluie,6.46,1.37,6.06,4.80,2.77,5.65,4.26,9.31,2.48,6.09,Résidentiel,Quartier Nord,9.29,6.86,33,9.99
TIM_00147,2024-01-01 00:00:00,2024,1,27,14,2.66,4.27,26,3.06,NON,3.42,NO2,1.45,9.88,1.62,Soleil,1.01,2.84,2.54,1.26,6.83,1.46,5.15,7.30,3.59,7.35,ZAC Ouest,ZAC Ouest,1.98,1.20,28,6.44
TIM_00148,2024-01-01 00:00:00,2024,6,14,23,7.35,7.50,21,3.39,NON,3.72,SO2,9.79,8.66,1.20,Soleil,1.01,3.42,9.77,7.16,8.93,2.30,9.93,2.42,8.95,4.56,Banlieue Sud,Résidentiel,3.04,3.31,23,3.09
TIM_00149,2024-01-01 00:00:00,2024,8,2,16,4.67,6.79,25,9.15,OUI,5.81,PM2.5,38.90,9.33,8.32,Soleil,8.47,4.31,2.56,3.05,8.47,4.64,3.46,2.31,2.46,4.54,Quartier Nord,Parc Central,3.53,8.57,66,4.14
TIM_00150,2024-01-01 00:00:00,2024,6,14,12,4.62,1.35,9,6.44,NON,1.49,SO2,4.19,2.19,8.18,Soleil,1.50,6.07,1.02,3.19,6.27,6.32,4.24,4.24,1.82,5.92,Zone Industrielle,Résidentiel,9.79,3.58,100,6.26
TIM_00151,2024-01-01 00:00:00,2024,9,23,18,8.35,4.45,4,2.02,NON,4.92,O3,37.81,6.69,2.50,Pluie,8.64,9.93,1.86,9.44,9.84,1.30,6.08,1.53,9.46,1.08,ZAC Ouest,Résidentiel,7.83,2.94,61,3.57
TIM_00152,2024-01-01 00:00:00,2024,6,23,14,5.43,6.54,24,5.42,OUI,1.12,PM2.5,33.37,3.67,9.52,Brouillard,9.74,1.12,4.83,6.00,6.06,7.96,5.85,7.94,1.15,6.56,Centre-Ville,ZAC Ouest,5.79,3.26,59,1.92
TIM_00153,2024-01-01 00:00:00,2024,3,3,6,6.54,3.68,25,6.76,OUI,1.31,PM10,23.55,7.37,9.33,Nuageux,7.63,2.47,3.44,2.29,3.04,6.26,6.07,9.16,3.73,2.96,Banlieue Sud,Zone Industrielle,5.69,9.61,81,4.48
TIM_00154,2024-01-01 00:00:00,2024,6,10,15,4.21,7.84,18,8.02,OUI,2.58,CO2,7.12,7.84,9.33,Pluie,2.63,8.09,5.59,8.79,9.95,2.43,6.93,1.89,2.76,6.44,Parc Central,Zone Industrielle,6.45,6.83,75,1.02
TIM_00155,2024-01-01 00:00:00,2024,6,1,16,6.92,1.23,1,3.72,NON,6.27,SO2,46.40,8.14,3.27,Brouillard,4.65,5.77,4.41,2.42,1.81,8.33,4.06,7.44,6.94,8.95,Centre-Ville,Parc Central,3.20,3.54,31,1.89
TIM_00156,2024-01-01 00:00:00,2024,2,15,1,1.15,3.30,17,2.55,NON,6.79,PM10,29.18,3.52,6.17,Orage,1.55,3.46,3.03,4.63,3.32,5.47,4.89,8.61,5.99,3.74,ZAC Ouest,Parc Central,3.43,7.24,20,6.58
TIM_00157,2024-01-01 00:00:00,2024,5,17,21,4.77,8.64,3,5.14,OUI,2.61,PM2.5,9.74,5.38,7.45,Soleil,4.85,7.37,3.16,3.13,4.22,9.23,1.54,5.50,8.73,2.41,Quartier Nord,Résidentiel,5.62,3.61,46,9.44
TIM_00158,2024-01-01 00:00:00,2024,8,28,13,1.17,8.26,23,7.26,OUI,4.57,CO2,32.80,1.76,2.49,Nuageux,2.10,6.67,2.31,9.37,5.11,1.21,5.43,3.30,9.68,6.91,Résidentiel,Quartier Nord,1.56,2.50,60,2.38
TIM_00159,2024-01-01 00:00:00,2024,11,5,8,2.60,3.59,27,8.92,OUI,7.06,CO2,13.17,9.35,2.23,Soleil,5.05,7.25,5.35,6.78,6.17,1.46,1.34,7.95,6.27,7.04,Centre-Ville,Centre-Ville,2.98,5.89,7,7.35
TIM_00160,2024-01-01 00:00:00,2024,7,4,16,9.36,6.55,1,4.76,NON,8.09,SO2,23.25,6.29,4.81,Brouillard,1.18,1.17,1.09,3.07,5.04,5.40,8.48,7.34,1.91,4.79,Parc Central,Zone Industrielle,6.24,8.93,28,9.65
TIM_00161,2024-01-01 00:00:00,2024,9,20,9,7.99,8.10,6,4.27,NON,7.01,O3,35.68,5.51,8.88,Nuageux,4.05,2.08,3.78,3.71,5.92,5.83,5.83,5.14,8.61,8.75,Banlieue Sud,Résidentiel,9.77,7.70,13,8.27
TIM_00162,2024-01-01 00:00:00,2024,10,15,8,7.16,6.58,11,1.54,NON,3.03,CO2,23.99,4.20,9.40,Nuageux,2.16,3.08,8.15,8.62,4.40,6.32,1.87,9.99,5.21,4.16,Centre-Ville,Parc Central,2.63,8.16,20,1.66
TIM_00163,2024-01-01 00:00:00,2024,12,26,11,7.90,4.00,28,3.83,OUI,3.56,PM2.5,35.19,7.38,2.02,Brouillard,5.78,8.84,8.25,1.74,4.02,1.44,6.29,7.61,5.53,8.89,Centre-Ville,ZAC Ouest,9.23,4.99,37,7.88
TIM_00164,2024-01-01 00:00:00,2024,8,26,0,4.55,2.05,25,3.87,OUI,5.40,SO2,17.33,7.61,9.78,Orage,2.46,5.19,8.03,1.30,8.85,8.59,1.19,1.93,9.00,7.98,Quartier Nord,Zone Industrielle,7.92,9.22,97,1.97
TIM_00165,2024-01-01 00:00:00,2024,4,27,20,8.22,7.72,16,2.63,OUI,7.33,O3,39.31,2.84,1.16,Pluie,3.12,2.96,5.10,6.99,9.70,1.26,6.88,6.57,8.02,4.16,Banlieue Sud,Quartier Nord,6.37,7.88,78,4.35
TIM_00166,2024-01-01 00:00:00,2024,2,21,7,5.34,3.47,9,9.11,OUI,6.10,CO2,4.78,4.26,7.36,Orage,5.00,1.68,9.67,1.10,9.33,6.42,6.57,6.63,4.46,5.26,Centre-Ville,Quartier Nord,1.63,9.51,17,5.84
TIM_00167,2024-01-01 00:00:00,2024,5,1,13,4.78,8.36,27,4.96,NON,6.95,NO2,19.88,1.35,9.55,Brouillard,8.43,7.13,7.35,5.26,9.85,7.03,5.58,4.26,8.89,4.13,Quartier Nord,Résidentiel,2.27,2.70,4,5.24
TIM_00168,2024-01-01 00:00:00,2024,3,11,7,6.95,8.93,28,1.64,NON,1.88,NO2,12.27,4.16,4.20,Soleil,8.92,6.54,4.77,7.39,8.03,9.88,8.86,4.36,7.57,1.86,Zone Industrielle,Résidentiel,8.55,4.27,23,4.36
TIM_00169,2024-01-01 00:00:00,2024,6,24,18,5.12,6.96,13,6.08,OUI,1.79,CO2,6.17,2.13,1.57,Orage,7.73,2.36,6.75,4.38,7.75,5.23,4.87,3.63,5.02,8.22,Quartier Nord,ZAC Ouest,5.99,9.02,8,8.65
TIM_00170,2024-01-01 00:00:00,2024,1,13,12,2.14,3.10,10,7.50,OUI,7.41,NO2,14.36,2.35,3.84,Pluie,5.28,5.17,3.54,6.94,6.43,9.25,6.69,9.58,3.47,1.44,ZAC Ouest,ZAC Ouest,2.95,4.51,15,1.63
TIM_00171,2024-01-01 00:00:00,2024,10,28,5,3.32,6.99,11,1.29,OUI,3.88,CO2,21.62,8.72,9.51,Soleil,8.38,7.58,3.99,9.07,5.75,5.91,2.59,2.20,8.62,9.99,Quartier Nord,Quartier Nord,7.88,8.71,64,8.43
TIM_00172,2024-01-01 00:00:00,2024,7,17,16,9.54,4.73,28,7.48,OUI,2.12,PM2.5,11.09,7.60,4.62,Soleil,4.08,6.18,7.68,2.28,8.18,7.45,8.54,8.99,3.93,4.62,ZAC Ouest,Zone Industrielle,6.00,8.22,76,4.93
TIM_00173,2024-01-01 00:00:00,2024,7,21,14,3.76,8.86,6,8.23,NON,4.89,O3,18.03,5.63,4.17,Orage,5.56,9.74,1.14,8.32,2.84,4.95,3.31,9.24,5.97,2.88,Centre-Ville,Quartier Nord,8.02,3.30,95,1.06
TIM_00174,2024-01-01 00:00:00,2024,6,12,8,2.62,4.04,19,5.49,NON,9.71,NO2,38.10,9.36,5.76,Orage,1.67,6.67,8.43,5.89,6.03,8.33,6.44,9.76,9.07,5.14,Banlieue Sud,Quartier Nord,7.28,2.52,10,1.08
TIM_00175,2024-01-01 00:00:00,2024,6,5,5,3.41,1.78,12,8.95,NON,3.08,O3,45.34,4.91,8.28,Soleil,8.31,9.39,9.27,9.72,3.90,8.52,8.30,7.39,8.44,6.02,Parc Central,Parc Central,8.67,9.59,84,4.63
TIM_00176,2024-01-01 00:00:00,2024,5,13,19,3.50,1.28,25,9.95,OUI,9.82,SO2,2.36,8.81,7.47,Pluie,9.72,6.12,8.74,9.91,9.65,1.26,4.56,5.39,7.68,9.34,Parc Central,Quartier Nord,8.22,6.72,89,8.74
TIM_00177,2024-01-01 00:00:00,2024,9,23,17,8.52,9.31,14,5.20,NON,1.68,SO2,15.27,2.00,5.36,Brouillard,1.50,9.57,3.30,8.34,4.32,6.27,8.17,5.38,7.46,2.61,Quartier Nord,Banlieue Sud,4.71,4.25,92,2.95
TIM_00178,2024-01-01 00:00:00,2024,8,15,21,3.88,5.75,11,5.73,OUI,1.11,CO2,47.33,7.92,5.15,Pluie,7.77,6.23,1.60,6.47,7.87,8.14,9.70,6.86,7.38,5.22,Zone Industrielle,Résidentiel,7.74,7.51,51,4.30
TIM_00179,2024-01-01 00:00:00,2024,4,20,0,5.96,1.74,26,4.83,NON,8.83,PM10,18.55,2.26,2.67,Pluie,5.00,6.53,2.99,3.90,7.23,4.87,6.45,8.42,5.37,8.99,Résidentiel,Centre-Ville,3.48,8.92,90,3.66
TIM_00180,2024-01-01 00:00:00,2024,2,28,8,2.89,5.94,16,7.37,OUI,6.22,NO2,15.00,5.59,2.86,Soleil,4.10,1.34,9.86,8.77,9.06,9.65,9.63,6.67,9.58,5.02,Résidentiel,Zone Industrielle,4.34,2.41,43,6.15
TIM_00181,2024-01-01 00:00:00,2024,11,20,17,8.33,2.34,15,7.94,OUI,8.73,CO2,49.15,8.77,1.83,Nuageux,8.00,6.21,3.79,2.18,6.50,5.75,5.67,9.86,3.35,3.24,Parc Central,Parc Central,2.79,5.20,25,6.86
TIM_00182,2024-01-01 00:00:00,2024,11,9,15,9.65,8.29,17,8.79,OUI,8.62,SO2,23.86,4.50,9.95,Soleil,2.81,5.10,2.80,5.06,8.15,4.38,5.91,7.51,1.04,5.21,Banlieue Sud,Centre-Ville,1.76,1.48,69,5.19
TIM_00183,2024-01-01 00:00:00,2024,6,21,8,7.23,1.62,4,3.87,NON,2.69,PM10,39.83,4.67,4.63,Nuageux,7.52,1.64,6.46,3.51,8.81,1.93,9.02,5.61,3.46,9.93,Quartier Nord,Centre-Ville,5.41,2.46,66,5.57
TIM_00184,2024-01-01 00:00:00,2024,5,17,17,8.75,3.46,25,9.29,NON,1.26,SO2,27.85,5.42,9.93,Brouillard,6.86,5.17,9.91,4.74,6.87,8.81,8.94,1.96,5.10,5.72,Parc Central,Centre-Ville,3.48,4.96,55,8.73
TIM_00185,2024-01-01 00:00:00,2024,11,12,22,6.27,1.72,2,7.30,NON,2.02,O3,21.17,6.25,8.13,Orage,1.38,2.05,2.09,8.22,8.78,8.67,2.58,4.41,9.60,8.27,Parc Central,Quartier Nord,9.32,4.97,96,7.31
TIM_00186,2024-01-01 00:00:00,2024,6,15,11,1.10,8.30,4,4.54,NON,5.17,CO2,30.84,6.45,9.56,Nuageux,7.46,3.89,2.74,8.31,8.99,9.53,7.65,8.50,3.23,7.97,Centre-Ville,Parc Central,7.92,5.77,28,5.53
TIM_00187,2024-01-01 00:00:00,2024,6,13,7,1.69,6.94,1,3.51,NON,2.28,CO2,39.51,6.33,1.81,Brouillard,6.43,8.61,1.54,4.77,7.91,2.46,5.03,3.09,3.02,5.84,Parc Central,ZAC Ouest,5.82,7.35,8,2.78
TIM_00188,2024-01-01 00:00:00,2024,4,10,6,2.68,4.43,3,6.76,NON,8.58,PM10,28.25,8.37,6.30,Pluie,7.02,1.07,9.40,6.67,3.05,8.21,5.35,9.70,7.49,2.74,Centre-Ville,ZAC Ouest,8.22,8.94,28,3.84
TIM_00189,2024-01-01 00:00:00,2024,11,10,4,7.15,2.65,21,2.48,NON,5.09,PM2.5,4.84,4.51,5.28,Orage,8.80,2.34,5.00,4.55,7.40,2.29,2.37,9.25,5.15,5.20,Banlieue Sud,Centre-Ville,1.57,3.76,65,3.60
TIM_00190,2024-01-01 00:00:00,2024,3,28,1,5.80,3.15,25,3.26,OUI,3.79,NO2,33.24,8.91,7.51,Soleil,1.29,9.33,3.78,4.69,1.09,2.99,7.03,7.96,2.88,7.78,Zone Industrielle,Zone Industrielle,9.30,2.34,5,1.26
