col_stop_id,col_stop_nom,col_lat,col_lon,col_ville,col_zone_id,col_accessibilite,col_opened,col_station,col_lignes,col_trafic_journalier,col_trafic_annuel,col_nombre_correspondances,col_zone_tarifaire,col_source,col_date_maj,col_arret_id,col_nom_arret,col_type_arret,col_est_accessible_pmr,col_equipement_abri,col_equipement_affichage_temps_reel,col_latitude,col_longitude,col_commune
ARR_00105,Nom_105,48.954151,2.725084,Lyon,00105,3.30,7.11,3.12,1.56,7,4.03,Nom_105,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,00105,Nom_105,7.31,5.05,8.35,3.49,48.541836,2.643908,Nantes
ARR_00106,Nom_106,48.875011,2.481416,Lyon,00106,9.84,9.29,1.19,8.91,15,4.64,Nom_106,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,00106,Nom_106,8.67,5.64,5.58,9.96,48.997580,2.603820,Bordeaux
ARR_00107,Nom_107,49.078186,2.150685,Montpellier,00107,6.51,5.94,9.91,1.76,13,4.06,Nom_107,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,00107,Nom_107,6.38,4.32,5.59,7.11,48.581967,2.818006,Toulouse
ARR_00108,Nom_108,49.026469,2.013542,Nantes,00108,5.74,8.33,5.62,6.19,23,7.46,Nom_108,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,00108,Nom_108,2.35,6.59,1.83,3.42,49.160204,2.756188,Lille
ARR_00109,Nom_109,49.202450,2.724567,Toulouse,00109,5.66,9.40,9.44,3.65,24,8.18,Nom_109,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,00109,Nom_109,1.41,7.42,8.96,1.62,48.575137,2.668701,Toulouse
ARR_00110,Nom_110,48.416214,1.861861,Bordeaux,00110,1.24,6.52,4.55,1.43,17,5.89,Nom_110,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,00110,Nom_110,7.06,2.73,6.29,7.30,49.143488,2.294535,Nantes
ARR_00111,Nom_111,48.406172,2.589577,Strasbourg,00111,4.21,1.59,3.05,4.93,18,5.28,Nom_111,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,00111,Nom_111,7.34,7.17,8.87,9.46,48.751448,2.812385,Montpellier
ARR_00112,Nom_112,48.864437,2.674922,Marseille,00112,3.68,4.14,6.48,8.13,27,4.41,Nom_112,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,00112,Nom_112,2.85,8.56,7.07,1.95,49.258000,2.062125,Nantes
ARR_00113,Nom_113,49.303378,2.226033,Lyon,00113,3.80,2.94,8.80,1.46,10,7.24,Nom_113,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,00113,Nom_113,1.44,7.43,7.14,1.25,48.634443,2.807626,Lyon
ARR_00114,Nom_114,48.485138,2.210888,Lyon,00114,2.92,2.84,8.89,6.37,13,2.14,Nom_114,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,00114,Nom_114,6.99,8.22,3.85,9.56,49.027268,2.553481,Marseille
ARR_00115,Nom_115,49.294451,2.593261,Bordeaux,00115,2.02,5.30,8.58,1.02,28,3.70,Nom_115,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,00115,Nom_115,4.61,7.61,9.11,2.56,49.291733,2.587453,Paris
ARR_00116,Nom_116,48.988975,2.773790,Paris,00116,3.76,1.37,3.20,9.22,20,4.81,Nom_116,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,00116,Nom_116,6.76,4.37,5.23,6.82,48.687266,2.032451,Nantes
ARR_00117,Nom_117,49.031789,1.944807,Toulouse,00117,2.98,1.86,4.98,2.11,13,4.33,Nom_117,Parc Central,Meteo_France,2024-01-01 00:00:00,00117,Nom_117,4.79,1.85,4.75,6.59,48.668893,2.460717,Strasbourg
ARR_00118,Nom_118,49.255140,2.821340,Strasbourg,00118,7.36,4.97,6.36,9.14,6,4.01,Nom_118,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,00118,Nom_118,2.88,7.50,7.45,9.35,49.273529,2.776550,Nantes
ARR_00119,Nom_119,48.512245,2.503714,Bordeaux,00119,5.23,4.46,1.95,4.44,18,7.57,Nom_119,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,00119,Nom_119,7.37,1.80,5.63,6.05,48.929090,1.909871,Nantes
ARR_00120,Nom_120,49.058522,2.218849,Lille,00120,4.86,6.24,5.29,1.21,7,4.30,Nom_120,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,00120,Nom_120,2.46,7.00,4.60,5.15,48.788283,2.586715,Nice
ARR_00121,Nom_121,48.510961,2.706525,Montpellier,00121,2.33,5.32,3.26,6.01,19,5.16,Nom_121,Centre-Ville,Meteo_France,2024-01-01 00:00:00,00121,Nom_121,2.04,7.01,5.98,6.10,48.811249,2.474686,Nice
ARR_00122,Nom_122,48.849288,2.352698,Nice,00122,6.18,4.52,8.55,6.82,17,1.18,Nom_122,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,00122,Nom_122,3.16,8.27,9.65,9.42,49.214444,2.171159,Bordeaux
ARR_00123,Nom_123,48.939769,2.287866,Strasbourg,00123,8.36,7.62,5.93,7.76,10,9.22,Nom_123,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,00123,Nom_123,2.93,3.49,4.17,9.55,49.088211,2.413154,Marseille
ARR_00124,Nom_124,48.689679,2.749998,Paris,00124,3.15,2.74,7.79,5.32,17,2.27,Nom_124,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,00124,Nom_124,4.26,6.67,3.52,8.81,49.159456,2.717189,Montpellier
ARR_00125,Nom_125,48.830294,1.884736,Toulouse,00125,4.02,4.83,3.20,8.38,20,5.07,Nom_125,Résidentiel,AirParif_2024,2024-01-01 00:00:00,00125,Nom_125,5.87,7.57,1.26,8.07,48.404732,2.842898,Bordeaux
ARR_00126,Nom_126,48.457054,2.522058,Lyon,00126,4.62,3.66,2.80,4.00,24,1.15,Nom_126,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,00126,Nom_126,9.95,2.84,7.46,6.28,49.297776,2.330214,Toulouse
ARR_00127,Nom_127,49.212745,2.080019,Nantes,00127,9.62,1.44,1.70,9.07,19,9.86,Nom_127,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,00127,Nom_127,9.09,4.90,8.11,7.83,48.889481,2.626186,Marseille
ARR_00128,Nom_128,49.015078,2.174239,Nantes,00128,2.48,7.26,2.69,5.19,8,1.78,Nom_128,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,00128,Nom_128,2.26,2.28,8.18,9.37,48.550602,2.254960,Toulouse
ARR_00129,Nom_129,48.601461,2.200279,Nantes,00129,4.75,9.66,8.04,9.26,11,3.73,Nom_129,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,00129,Nom_129,2.99,5.81,5.38,3.53,48.410911,2.208255,Nice
ARR_00130,Nom_130,48.785305,2.123298,Strasbourg,00130,4.39,2.01,6.47,6.25,9,6.54,Nom_130,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,00130,Nom_130,2.97,7.01,7.41,2.07,49.332338,1.869441,Lyon
ARR_00131,Nom_131,49.260094,2.164492,Bordeaux,00131,8.03,7.61,3.69,2.08,4,5.54,Nom_131,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,00131,Nom_131,3.85,3.58,2.97,4.97,48.824691,2.611716,Nice
ARR_00132,Nom_132,49.135712,2.222615,Bordeaux,00132,5.29,2.35,5.07,7.63,1,7.62,Nom_132,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,00132,Nom_132,1.33,4.10,4.46,7.63,48.542700,2.426167,Toulouse
ARR_00133,Nom_133,49.169811,2.503785,Montpellier,00133,8.92,8.82,5.95,5.15,2,6.51,Nom_133,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,00133,Nom_133,2.83,6.16,1.47,9.17,48.566386,2.135056,Bordeaux
ARR_00134,Nom_134,48.717554,2.000040,Paris,00134,7.01,6.32,1.50,2.78,13,5.30,Nom_134,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,00134,Nom_134,9.08,4.77,3.15,4.73,48.998225,2.588272,Marseille
ARR_00135,Nom_135,48.971030,2.336051,Lille,00135,2.96,2.25,4.18,9.62,27,8.11,Nom_135,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,00135,Nom_135,7.32,4.47,4.67,3.43,48.580653,1.973920,Lille
ARR_00136,Nom_136,49.257840,2.734980,Nice,00136,4.08,9.08,2.24,6.63,24,5.14,Nom_136,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,00136,Nom_136,5.38,4.11,5.30,6.19,49.083586,2.063599,Montpellier
ARR_00137,Nom_137,48.514239,2.692509,Lille,00137,5.15,3.33,2.57,3.70,5,1.83,Nom_137,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,00137,Nom_137,1.36,4.57,3.13,3.76,49.028848,1.928510,Toulouse
ARR_00138,Nom_138,48.679364,2.734065,Paris,00138,5.50,5.72,9.57,2.68,19,8.87,Nom_138,Résidentiel,Meteo_France,2024-01-01 00:00:00,00138,Nom_138,8.73,8.12,6.03,7.42,48.356178,2.653065,Toulouse
ARR_00139,Nom_139,49.204820,2.371133,Montpellier,00139,6.58,6.69,4.84,9.07,15,5.12,Nom_139,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,00139,Nom_139,1.63,9.35,8.28,4.03,48.701166,2.196977,Montpellier
ARR_00140,Nom_140,49.126228,2.332762,Bordeaux,00140,9.89,7.25,2.98,5.70,11,2.20,Nom_140,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,00140,Nom_140,9.41,2.33,9.66,2.93,48.656633,2.023988,Toulouse
ARR_00141,Nom_141,48.733851,1.850317,Bordeaux,00141,1.44,1.02,8.30,3.65,7,9.05,Nom_141,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,00141,Nom_141,6.07,1.06,5.81,9.40,48.858860,2.300878,Toulouse
ARR_00142,Nom_142,49.055378,2.604883,Montpellier,00142,5.63,1.56,4.44,3.36,10,8.39,Nom_142,Parc Central,Meteo_France,2024-01-01 00:00:00,00142,Nom_142,9.15,9.60,9.58,6.41,48.386887,2.626947,Nantes
ARR_00143,Nom_143,48.535695,2.237917,Paris,00143,7.79,1.52,5.63,4.26,17,9.68,Nom_143,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,00143,Nom_143,3.98,4.80,7.20,9.68,49.019361,2.472165,Lille
ARR_00144,Nom_144,48.688779,2.648360,Paris,00144,6.40,4.28,8.03,2.14,17,3.41,Nom_144,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,00144,Nom_144,6.22,7.57,6.22,4.06,48.514490,2.197996,Nice
ARR_00145,Nom_145,48.953883,2.235714,Lyon,00145,3.33,4.72,6.54,7.31,24,1.47,Nom_145,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,00145,Nom_145,5.00,5.43,6.93,9.43,49.163095,2.209440,Montpellier
ARR_00146,Nom_146,48.704717,1.880964,Montpellier,00146,5.42,4.49,8.64,4.89,24,3.29,Nom_146,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,00146,Nom_146,8.86,8.88,3.30,9.43,48.693383,1.854516,Nice
ARR_00147,Nom_147,48.932830,2.233240,Toulouse,00147,8.26,9.68,7.47,2.95,14,4.00,Nom_147,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,00147,Nom_147,4.91,6.17,7.27,1.28,49.038403,2.289475,Lyon
ARR_00148,Nom_148,48.957657,2.756576,Bordeaux,00148,7.89,7.83,4.67,2.33,9,5.48,Nom_148,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,00148,Nom_148,2.03,7.21,3.69,1.65,48.385070,2.725139,Paris
ARR_00149,Nom_149,48.487556,2.714229,Nice,00149,7.40,6.23,6.34,4.49,4,2.66,Nom_149,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,00149,Nom_149,6.80,4.17,5.96,1.18,48.638824,1.899368,Nice
ARR_00150,Nom_150,49.153944,2.103530,Nantes,00150,1.93,6.31,1.66,9.17,11,6.48,Nom_150,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,00150,Nom_150,8.21,4.03,7.84,3.79,49.218306,2.407470,Strasbourg
ARR_00151,Nom_151,49.262500,2.519096,Lille,00151,3.63,3.67,2.40,4.03,22,4.91,Nom_151,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,00151,Nom_151,5.75,1.53,6.49,7.60,48.948313,2.733138,Toulouse
ARR_00152,Nom_152,48.879697,1.927346,Lille,00152,3.59,8.02,1.35,3.54,8,4.16,Nom_152,Résidentiel,AirParif_2024,2024-01-01 00:00:00,00152,Nom_152,1.00,7.28,9.49,5.74,49.208351,2.239426,Strasbourg
ARR_00153,Nom_153,49.002129,2.723656,Toulouse,00153,4.38,6.76,8.76,9.96,10,4.24,Nom_153,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,00153,Nom_153,5.98,8.08,7.18,6.91,48.410210,1.956946,Montpellier
ARR_00154,Nom_154,49.178835,2.489740,Paris,00154,6.27,5.27,7.37,6.35,26,2.04,Nom_154,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,00154,Nom_154,8.58,7.91,4.33,5.95,48.420108,2.187179,Nice
ARR_00155,Nom_155,48.572297,2.040025,Nice,00155,5.46,3.06,9.48,7.60,9,5.43,Nom_155,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,00155,Nom_155,6.56,7.53,6.87,6.62,48.769901,2.618138,Marseille
ARR_00156,Nom_156,49.156799,2.219630,Montpellier,00156,2.69,3.73,7.97,7.93,19,3.76,Nom_156,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,00156,Nom_156,2.28,2.39,1.39,9.49,49.020837,2.620845,Lyon
ARR_00157,Nom_157,48.399468,2.841748,Montpellier,00157,7.77,6.43,5.27,4.51,26,5.40,Nom_157,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,00157,Nom_157,9.96,9.41,8.18,9.46,48.585387,2.776034,Lyon
ARR_00158,Nom_158,49.290937,2.629549,Montpellier,00158,2.17,7.58,8.36,9.27,16,8.06,Nom_158,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,00158,Nom_158,9.82,6.16,3.42,5.88,49.177478,2.705596,Nantes
ARR_00159,Nom_159,48.932919,2.136328,Nice,00159,6.25,4.13,9.42,2.91,17,8.61,Nom_159,Centre-Ville,Meteo_France,2024-01-01 00:00:00,00159,Nom_159,6.01,2.99,1.47,5.36,48.696997,2.147920,Bordeaux
ARR_00160,Nom_160,49.021756,2.753955,Paris,00160,9.93,4.41,7.51,6.10,14,7.12,Nom_160,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,00160,Nom_160,9.68,7.67,6.37,6.31,48.796530,2.540917,Nantes
ARR_00161,Nom_161,48.645816,2.403871,Marseille,00161,2.77,4.54,7.21,6.26,19,3.83,Nom_161,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,00161,Nom_161,4.84,9.37,5.70,5.16,48.460565,2.670212,Strasbourg
ARR_00162,Nom_162,48.692060,2.623123,Lyon,00162,1.45,4.82,6.60,9.76,8,5.89,Nom_162,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,00162,Nom_162,5.50,1.44,2.90,8.09,48.467818,2.808481,Nantes
ARR_00163,Nom_163,48.594162,2.747865,Lille,00163,3.79,2.95,3.68,8.75,15,2.88,Nom_163,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,00163,Nom_163,1.04,4.31,1.13,9.07,48.402105,2.002179,Nantes
ARR_00164,Nom_164,49.164202,2.342253,Nantes,00164,4.51,9.36,3.89,5.72,7,4.41,Nom_164,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,00164,Nom_164,8.53,3.58,4.37,7.85,48.629966,2.417871,Toulouse
ARR_00165,Nom_165,48.479762,1.913664,Nantes,00165,2.31,4.26,8.41,8.79,13,8.86,Nom_165,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,00165,Nom_165,7.86,6.24,9.32,7.70,48.600832,2.813661,Montpellier
ARR_00166,Nom_166,48.662888,2.694596,Nantes,00166,9.86,5.84,3.64,2.03,17,2.21,Nom_166,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,00166,Nom_166,9.15,4.53,5.65,2.95,49.138429,2.786067,Bordeaux
ARR_00167,Nom_167,49.001979,2.372662,Bordeaux,00167,3.73,2.58,5.67,8.99,7,4.89,Nom_167,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,00167,Nom_167,5.87,4.32,6.07,7.61,49.109071,2.543264,Bordeaux
ARR_00168,Nom_168,48.415871,2.549644,Montpellier,00168,3.03,4.31,1.15,4.89,21,6.91,Nom_168,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,00168,Nom_168,3.51,4.00,5.26,5.25,48.951626,2.551968,Lille
ARR_00169,Nom_169,49.184915,2.613678,Bordeaux,00169,1.80,6.95,2.70,2.63,9,9.66,Nom_169,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,00169,Nom_169,6.03,6.61,6.03,8.77,49.155053,2.676206,Paris
ARR_00170,Nom_170,48.427156,2.135024,Nantes,00170,6.52,7.62,1.52,8.03,19,4.50,Nom_170,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,00170,Nom_170,7.31,5.54,9.77,2.44,48.762235,2.323439,Montpellier
ARR_00171,Nom_171,49.327014,2.355084,Lille,00171,9.08,5.48,6.86,2.25,14,5.96,Nom_171,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,00171,Nom_171,9.97,9.59,5.34,4.51,49.057105,2.025261,Paris
ARR_00172,Nom_172,49.230027,1.980799,Bordeaux,00172,7.08,5.53,8.00,7.90,26,1.97,Nom_172,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,00172,Nom_172,5.27,8.15,1.51,3.07,48.633587,2.404975,Marseille
ARR_00173,Nom_173,48.950626,2.183876,Marseille,00173,8.73,6.46,4.30,3.95,9,1.86,Nom_173,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,00173,Nom_173,3.89,8.61,7.10,1.02,48.624562,2.598290,Nantes
ARR_00174,Nom_174,48.782297,2.194454,Marseille,00174,6.30,3.85,8.45,8.38,24,2.47,Nom_174,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,00174,Nom_174,9.11,1.91,2.80,6.41,48.467675,2.110744,Bordeaux
ARR_00175,Nom_175,49.293707,1.853639,Montpellier,00175,6.64,1.80,1.80,7.60,22,9.49,Nom_175,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,00175,Nom_175,7.75,3.06,5.29,1.52,48.985279,2.274270,Lyon
ARR_00176,Nom_176,49.104054,2.151431,Lille,00176,9.66,1.84,3.39,8.25,7,6.94,Nom_176,Résidentiel,Meteo_France,2024-01-01 00:00:00,00176,Nom_176,1.46,3.55,3.57,8.79,48.889600,2.435041,Toulouse
ARR_00177,Nom_177,49.202227,2.772085,Toulouse,00177,1.33,4.18,1.88,4.49,25,2.82,Nom_177,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,00177,Nom_177,6.38,2.93,4.36,8.80,49.105416,2.135143,Lyon
ARR_00178,Nom_178,48.578208,2.243420,Bordeaux,00178,5.65,4.30,7.91,5.65,8,4.89,Nom_178,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,00178,Nom_178,1.63,3.58,5.60,9.15,48.362386,2.452354,Toulouse
ARR_00179,Nom_179,49.336788,2.422297,Montpellier,00179,7.56,5.51,2.29,3.07,6,7.33,Nom_179,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,00179,Nom_179,9.50,9.81,3.05,4.81,48.668003,2.832741,Toulouse
ARR_00180,Nom_180,48.790261,2.452732,Paris,00180,8.93,7.34,5.10,5.90,27,7.93,Nom_180,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,00180,Nom_180,3.47,5.72,5.25,5.75,48.764160,2.207667,Lille
ARR_00181,Nom_181,48.800453,2.659780,Lyon,00181,8.47,5.03,5.01,2.92,26,7.09,Nom_181,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,00181,Nom_181,1.29,4.70,5.46,8.12,48.611664,2.809672,Nice
ARR_00182,Nom_182,48.709705,2.526760,Nice,00182,5.67,8.25,6.06,3.86,17,1.94,Nom_182,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,00182,Nom_182,5.81,8.22,9.41,6.62,49.137788,2.450410,Montpellier
ARR_00183,Nom_183,49.326098,2.613121,Bordeaux,00183,2.98,4.40,4.68,6.24,14,2.67,Nom_183,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,00183,Nom_183,5.43,5.61,9.41,3.34,49.237919,2.717921,Bordeaux
ARR_00184,Nom_184,48.843046,2.722110,Bordeaux,00184,3.48,9.86,4.04,9.29,5,5.26,Nom_184,Parc Central,Meteo_France,2024-01-01 00:00:00,00184,Nom_184,4.40,8.53,4.78,1.33,49.085685,2.574709,Lille
ARR_00185,Nom_185,48.713307,2.845533,Lille,00185,7.28,5.11,2.37,7.39,12,8.57,Nom_185,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,00185,Nom_185,2.28,7.01,6.04,4.09,49.070810,2.312938,Paris
ARR_00186,Nom_186,48.655978,2.326905,Strasbourg,00186,3.87,7.28,8.46,4.70,10,9.01,Nom_186,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,00186,Nom_186,4.57,7.08,6.32,4.07,48.677788,2.687004,Nice
ARR_00187,Nom_187,49.342028,2.599235,Strasbourg,00187,8.40,3.52,7.24,9.10,13,5.81,Nom_187,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,00187,Nom_187,6.39,2.43,3.34,2.40,48.412889,2.268797,Lyon
ARR_00188,Nom_188,48.831886,2.548588,Bordeaux,00188,4.97,4.57,3.57,9.49,25,9.96,Nom_188,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,00188,Nom_188,5.39,8.76,7.30,8.82,48.974782,2.453429,Strasbourg
ARR_00189,Nom_189,48.798311,2.144248,Toulouse,00189,5.33,3.09,9.17,9.21,26,9.98,Nom_189,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,00189,Nom_189,5.96,4.48,4.90,7.94,49.221782,2.835808,Lyon
ARR_00190,Nom_190,48.998807,2.411840,Marseille,00190,7.94,9.88,6.97,3.22,21,7.90,Nom_190,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,00190,Nom_190,7.57,6.74,3.24,7.13,48.383930,1.924345,Montpellier
ARR_00191,Nom_191,49.285946,1.862863,Lille,00191,6.12,6.12,2.88,9.75,28,3.00,Nom_191,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,00191,Nom_191,8.36,9.62,3.50,6.82,49.160150,2.601035,Lyon
ARR_00192,Nom_192,48.427386,2.078713,Montpellier,00192,3.39,8.05,5.94,6.50,11,1.52,Nom_192,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,00192,Nom_192,2.62,2.38,2.37,5.46,48.716119,1.920595,Paris
ARR_00193,Nom_193,49.051910,1.943228,Nantes,00193,8.12,3.60,5.89,3.21,28,3.17,Nom_193,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,00193,Nom_193,8.81,1.19,7.59,9.18,49.335659,2.401850,Bordeaux
ARR_00194,Nom_194,48.759744,2.539031,Bordeaux,00194,6.95,5.37,8.90,1.68,6,9.29,Nom_194,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,00194,Nom_194,9.87,7.57,4.04,4.36,48.847990,2.610864,Paris
ARR_00195,Nom_195,49.078002,1.868045,Lyon,00195,3.21,1.87,8.08,5.04,18,4.66,Nom_195,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,00195,Nom_195,1.63,2.84,2.94,8.13,48.478563,1.973584,Montpellier
ARR_00196,Nom_196,49.101502,2.598103,Montpellier,00196,5.90,9.52,6.60,6.44,1,4.21,Nom_196,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,00196,Nom_196,1.89,9.06,9.37,6.78,48.381764,1.894438,Toulouse
ARR_00197,Nom_197,48.897698,2.768699,Lyon,00197,8.06,7.70,6.08,7.41,28,5.93,Nom_197,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,00197,Nom_197,1.18,9.30,7.02,3.93,48.843559,2.695588,Nice
ARR_00198,Nom_198,48.604035,2.579703,Lyon,00198,4.43,2.42,6.26,5.52,14,3.07,Nom_198,Parc Central,AirParif_2024,2024-01-01 00:00:00,00198,Nom_198,5.03,3.78,1.25,1.46,49.185145,1.958245,Lyon
ARR_00199,Nom_199,49.105422,2.806751,Nice,00199,9.73,4.82,1.45,9.95,28,8.37,Nom_199,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,00199,Nom_199,6.93,1.65,5.20,4.54,49.093343,2.313870,Bordeaux
ARR_00200,Nom_200,49.048631,1.854342,Strasbourg,00200,3.08,2.84,9.15,2.22,18,3.52,Nom_200,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,00200,Nom_200,7.52,8.96,8.41,5.19,48.721319,1.892875,Strasbourg
ARR_00201,Nom_201,48.639792,2.274557,Marseille,00201,3.61,6.78,7.88,7.99,8,7.98,Nom_201,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,00201,Nom_201,3.87,3.64,4.13,4.09,49.301984,2.813870,Lyon
ARR_00202,Nom_202,48.687934,1.912922,Paris,00202,6.74,7.54,8.82,5.21,4,4.17,Nom_202,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,00202,Nom_202,7.18,9.69,7.23,9.32,48.991356,2.700599,Nantes
ARR_00203,Nom_203,49.277062,2.035583,Marseille,00203,2.86,2.69,9.57,6.55,15,2.39,Nom_203,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,00203,Nom_203,9.41,6.52,9.68,4.72,48.816469,2.054689,Marseille
ARR_00204,Nom_204,49.018649,2.125809,Lyon,00204,3.72,5.78,9.52,5.41,4,3.27,Nom_204,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,00204,Nom_204,7.00,7.59,8.72,8.62,48.620399,2.552984,Nantes
ARR_00205,Nom_205,48.774501,2.290564,Lyon,00205,6.54,8.01,6.93,7.98,17,5.40,Nom_205,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,00205,Nom_205,7.54,8.05,6.44,2.29,48.748867,2.501710,Montpellier
ARR_00206,Nom_206,49.204711,2.590525,Lyon,00206,3.54,6.13,2.74,2.80,21,7.57,Nom_206,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,00206,Nom_206,3.15,2.92,6.91,9.17,48.628308,1.891890,Bordeaux
ARR_00207,Nom_207,49.150824,2.293592,Marseille,00207,8.68,5.46,3.74,4.52,16,3.01,Nom_207,Centre-Ville,Meteo_France,2024-01-01 00:00:00,00207,Nom_207,6.07,1.78,6.82,9.24,48.572140,2.452067,Toulouse
ARR_00208,Nom_208,49.205657,2.000544,Bordeaux,00208,7.04,7.15,2.05,1.62,15,4.17,Nom_208,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,00208,Nom_208,8.99,3.76,5.45,5.00,48.724867,1.872719,Lyon
ARR_00209,Nom_209,48.567368,2.518811,Marseille,00209,2.28,1.56,2.88,2.44,26,9.13,Nom_209,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,00209,Nom_209,7.71,3.71,7.55,8.08,48.574630,2.034555,Marseille
