col_emission_id,col_annee,col_mois,col_zone_id,col_mode,col_activity_type,col_activity_value,col_emission_factor,col_co2_kg
ID_048,4.92,4.84,ID_048,Transilien,4.1,4.53,2.94,5.69
ID_049,2.24,4.29,ID_049,RER,3.0,5.81,5.58,4.89
ID_050,3.56,5.59,ID_050,TGV,4.63,5.38,2.61,3.55
ID_051,7.21,5.91,ID_051,Transilien,5.64,7.54,1.74,3.43
ID_052,4.27,8.63,ID_052,Tramway,5.84,7.66,4.89,6.05
ID_053,2.25,4.5,ID_053,Transilien,2.22,1.39,3.89,7.08
ID_054,3.72,4.41,ID_054,Tramway,7.51,6.65,3.55,1.3
ID_055,5.89,5.75,ID_055,Transilien,1.81,7.37,1.55,5.56
ID_056,8.1,1.23,ID_056,TER,6.19,2.81,7.98,5.91
ID_057,8.06,5.31,ID_057,TER,6.42,5.49,8.43,2.6
ID_058,4.88,8.07,ID_058,TER,2.1,6.29,4.85,7.07
ID_059,5.76,6.93,ID_059,Bus RATP,7.05,7.31,1.84,3.79
ID_060,2.04,2.27,ID_060,Transilien,3.11,8.2,4.72,1.45
ID_061,5.14,8.57,ID_061,RER,8.03,2.09,4.44,1.97
ID_062,6.33,5.85,ID_062,Tramway,2.82,1.99,8.3,2.64
ID_063,8.76,3.4,ID_063,RER,3.04,7.32,5.15,5.92
ID_064,2.53,4.89,ID_064,Métro,5.2,6.77,4.46,3.28
ID_065,5.75,1.49,ID_065,Bus RATP,7.03,6.5,3.79,7.54
ID_066,2.5,2.4,ID_066,Métro,8.54,4.52,7.89,1.97
ID_067,5.76,3.84,ID_067,RER,1.25,2.25,7.18,5.26
ID_068,2.93,2.25,ID_068,TER,7.65,3.9,7.91,4.1
ID_069,1.25,1.83,ID_069,TGV,6.28,7.05,7.32,4.57
ID_070,6.69,4.36,ID_070,Métro,3.28,6.45,6.23,3.64
ID_071,5.76,6.72,ID_071,RER,5.89,4.98,5.39,2.21
ID_072,4.39,4.75,ID_072,Métro,6.4,6.3,7.52,6.49
ID_073,3.93,1.25,ID_073,TER,8.19,2.86,5.63,3.93
ID_074,3.28,8.33,ID_074,Tramway,1.94,2.78,2.02,7.7
ID_075,4.86,5.6,ID_075,TGV,5.97,7.66,6.94,1.79
ID_076,4.27,6.93,ID_076,Métro,3.09,5.2,5.72,1.4
ID_077,1.56,4.98,ID_077,TER,6.62,2.46,6.17,2.02
ID_078,7.17,2.12,ID_078,TGV,6.2,3.23,2.42,6.12
ID_079,8.11,5.52,ID_079,Métro,2.91,3.77,4.07,7.99
ID_080,7.75,2.6,ID_080,Tramway,4.3,3.73,1.53,3.34
ID_081,2.97,7.26,ID_081,Bus RATP,1.25,3.67,5.54,4.31
ID_082,6.26,2.03,ID_082,TGV,3.7,4.92,7.44,5.29
ID_083,1.39,1.84,ID_083,Métro,5.76,8.04,6.14,3.73
ID_084,2.51,6.35,ID_084,TGV,7.43,2.75,7.54,6.76
ID_085,6.78,5.93,ID_085,Tramway,7.35,3.4,5.53,5.39
ID_086,6.54,6.44,ID_086,Métro,2.35,5.39,7.38,3.58
ID_087,3.24,8.55,ID_087,Métro,5.08,5.5,3.32,7.14
ID_088,4.99,2.4,ID_088,Tramway,2.34,3.13,8.41,7.08
ID_089,1.93,3.58,ID_089,RER,4.1,5.25,6.46,2.31
ID_090,3.13,1.44,ID_090,Métro,2.79,4.81,8.46,6.69
ID_091,4.0,3.15,ID_091,Métro,3.48,8.74,3.59,8.11
ID_092,4.65,1.55,ID_092,Métro,5.44,2.09,4.04,7.6
ID_093,2.26,1.84,ID_093,Bus RATP,3.33,2.87,2.24,1.82
ID_094,3.33,3.6,ID_094,TER,4.67,2.98,7.51,2.07
ID_095,3.61,7.95,ID_095,RER,2.58,2.53,3.69,5.97
ID_096,2.92,4.94,ID_096,TER,1.44,4.2,7.61,1.83
ID_097,6.04,6.7,ID_097,Bus RATP,7.2,1.95,6.72,4.69
ID_098,5.05,5.75,ID_098,Bus RATP,2.88,5.22,7.31,6.24
ID_099,8.7,7.62,ID_099,TER,8.79,5.26,5.52,7.51
ID_000,8.13,2.18,ID_000,Bus RATP,7.09,6.96,3.51,3.41
ID_001,5.52,2.39,ID_001,RER,6.31,2.22,6.04,8.02
ID_002,4.06,7.64,ID_002,RER,2.84,8.47,6.75,2.01
ID_003,7.75,3.66,ID_003,Métro,4.58,3.18,2.19,8.75
ID_004,1.87,4.15,ID_004,RER,8.55,2.48,3.42,6.88
ID_005,5.9,4.29,ID_005,Bus RATP,3.1,4.35,5.95,7.01
ID_006,7.29,5.14,ID_006,TGV,1.55,7.05,8.77,4.86
ID_007,6.65,7.83,ID_007,TGV,1.31,5.51,7.99,2.11
ID_008,8.53,6.86,ID_008,RER,1.83,7.85,7.61,3.31
ID_009,4.89,1.72,ID_009,TER,3.12,8.21,5.39,5.13
ID_010,1.68,4.17,ID_010,Transilien,3.89,8.41,5.51,6.12
ID_011,6.57,2.56,ID_011,Métro,4.71,7.78,3.98,8.08
ID_012,4.29,2.32,ID_012,TGV,7.89,2.07,1.33,6.27
ID_013,4.74,7.06,ID_013,RER,5.19,2.03,4.62,2.84
ID_014,1.21,7.05,ID_014,Transilien,3.08,2.76,7.19,6.08
ID_015,2.6,1.5,ID_015,Tramway,1.4,7.65,1.95,7.48
ID_016,8.5,5.71,ID_016,Bus RATP,4.03,4.44,7.35,3.14
ID_017,8.67,6.19,ID_017,Bus RATP,2.75,7.44,2.67,2.36
ID_018,8.17,3.83,ID_018,Tramway,2.86,1.76,1.29,7.33
ID_019,3.99,1.77,ID_019,TGV,6.42,6.39,6.14,3.95
ID_020,1.89,5.61,ID_020,TER,5.83,3.41,1.51,8.49
ID_021,2.0,5.55,ID_021,Métro,5.09,3.68,4.26,5.01
ID_022,5.58,2.19,ID_022,RER,3.84,1.94,1.44,8.02
ID_023,3.74,6.96,ID_023,Bus RATP,4.57,2.66,4.47,2.81
ID_024,8.43,8.3,ID_024,RER,3.14,4.41,2.17,8.03
ID_025,2.35,1.93,ID_025,Bus RATP,8.69,6.23,4.07,6.69
ID_026,2.89,5.01,ID_026,Transilien,8.45,7.58,6.4,4.01
ID_027,2.64,4.69,ID_027,RER,2.07,7.61,3.39,4.67
ID_028,8.06,5.18,ID_028,TER,4.01,6.39,8.07,4.13
ID_029,6.74,1.95,ID_029,Bus RATP,2.88,6.37,7.9,4.73
ID_030,7.14,3.21,ID_030,TER,4.94,4.64,7.18,7.65
ID_031,5.9,4.53,ID_031,Transilien,2.13,8.23,7.4,8.67
ID_032,7.31,6.65,ID_032,Bus RATP,1.49,4.56,2.86,2.77
ID_033,8.31,8.28,ID_033,Tramway,7.47,6.09,8.47,7.84
ID_034,2.01,4.96,ID_034,Métro,1.78,8.31,6.49,2.63
ID_035,5.59,2.34,ID_035,RER,3.52,2.47,8.28,6.0
ID_036,1.31,3.09,ID_036,Tramway,2.64,3.9,5.13,8.4
ID_037,5.7,3.11,ID_037,RER,2.43,4.82,2.67,4.24
ID_038,4.88,3.4,ID_038,Transilien,3.37,1.6,7.09,2.06
ID_039,7.86,2.81,ID_039,Bus RATP,7.9,7.46,3.25,8.25
ID_040,3.53,1.97,ID_040,Bus RATP,8.58,1.73,3.84,8.34
ID_041,6.46,5.68,ID_041,TER,4.84,7.77,2.58,5.17
ID_042,7.79,6.12,ID_042,Tramway,5.39,7.26,4.0,7.63
ID_043,4.23,3.58,ID_043,RER,8.56,6.12,6.38,3.1
ID_044,5.8,8.48,ID_044,RER,6.72,5.91,3.45,8.64
ID_045,8.16,6.18,ID_045,Bus RATP,4.47,3.99,6.36,7.78
ID_046,4.18,2.04,ID_046,Tramway,1.24,1.55,2.86,2.55
ID_047,7.75,4.73,ID_047,Bus RATP,4.03,8.11,1.99,2.09
ID_048,3.27,5.01,ID_048,RER,5.49,4.11,2.37,4.9
ID_049,7.78,7.98,ID_049,TER,2.17,1.61,5.14,1.65
ID_050,8.26,4.2,ID_050,Bus RATP,4.29,2.41,1.53,8.35
ID_051,3.93,4.32,ID_051,TGV,7.72,2.45,3.97,7.55
ID_052,6.45,2.34,ID_052,Transilien,5.32,2.1,3.25,2.3
ID_053,8.45,2.18,ID_053,Transilien,1.92,3.38,6.36,8.47
ID_054,4.75,3.32,ID_054,TGV,2.05,5.06,8.12,2.86
ID_055,3.71,3.51,ID_055,Transilien,4.1,4.71,8.21,8.38
ID_056,7.42,6.44,ID_056,Transilien,4.68,7.46,6.18,7.78
ID_057,5.98,4.4,ID_057,TGV,2.48,4.68,5.99,1.5
ID_058,2.2,5.76,ID_058,Transilien,4.89,2.09,4.26,5.97
ID_059,5.44,6.85,ID_059,TER,2.18,1.57,1.74,1.68
ID_060,4.38,4.42,ID_060,Tramway,4.88,2.81,5.29,1.4
ID_061,4.99,2.19,ID_061,TER,2.77,2.71,6.26,7.45
ID_062,2.33,4.21,ID_062,Transilien,7.32,5.03,2.63,1.76
ID_063,5.57,3.08,ID_063,Transilien,3.36,1.61,4.55,8.54
ID_064,7.28,5.03,ID_064,RER,2.22,7.35,8.66,1.57
ID_065,3.11,8.79,ID_065,TER,5.66,5.03,6.06,4.38
ID_066,4.72,2.73,ID_066,RER,8.55,2.2,5.65,4.07
ID_067,7.17,3.54,ID_067,Tramway,6.58,3.48,2.44,3.02
ID_068,3.1,8.15,ID_068,Tramway,6.58,6.45,6.08,6.95
ID_069,1.95,4.42,ID_069,Métro,2.22,2.39,8.48,7.78
ID_070,3.98,6.6,ID_070,Bus RATP,3.71,6.72,1.82,3.34
ID_071,8.06,3.73,ID_071,RER,2.14,7.49,4.58,5.59
ID_072,1.92,2.24,ID_072,Tramway,5.92,5.77,7.05,5.11
ID_073,6.24,5.49,ID_073,TGV,7.98,8.41,6.61,6.92
ID_074,8.17,6.06,ID_074,RER,1.8,6.81,2.9,6.72
ID_075,4.9,2.44,ID_075,Transilien,4.85,6.28,4.37,5.03
ID_076,4.0,7.07,ID_076,RER,1.98,3.79,2.54,7.56
ID_077,5.31,8.42,ID_077,TER,2.62,3.94,5.91,7.89
ID_078,2.82,5.72,ID_078,Tramway,2.85,7.12,4.03,2.76
ID_079,3.43,8.31,ID_079,TGV,7.48,1.3,2.99,3.09
ID_080,6.99,7.04,ID_080,Métro,2.83,5.75,3.0,7.3
ID_081,8.8,7.37,ID_081,Tramway,7.54,6.81,3.31,2.19
ID_082,3.12,7.61,ID_082,RER,5.19,3.22,8.63,4.96
ID_083,6.58,5.0,ID_083,Bus RATP,7.0,2.21,1.62,7.96
ID_084,1.58,7.52,ID_084,Bus RATP,5.49,8.77,2.59,1.56
ID_085,3.94,1.97,ID_085,TER,6.6,1.4,6.1,1.9
ID_086,7.26,6.68,ID_086,Tramway,7.56,1.97,1.25,1.65
ID_087,5.99,5.17,ID_087,Tramway,1.29,7.09,2.49,1.8
ID_088,7.46,7.44,ID_088,Métro,5.1,1.38,1.75,8.67
ID_089,8.0,3.31,ID_089,TGV,1.94,1.93,6.86,7.28
ID_090,5.25,6.58,ID_090,Métro,2.9,5.16,5.27,7.72
ID_091,1.73,1.63,ID_091,TER,2.34,4.52,1.9,5.14
ID_092,1.28,1.56,ID_092,Métro,1.42,3.54,3.87,5.44
ID_093,4.41,8.77,ID_093,TGV,3.98,2.34,5.78,3.84
ID_094,6.64,2.35,ID_094,RER,8.01,2.72,7.07,6.06
ID_095,4.64,3.1,ID_095,Métro,6.97,7.95,3.32,6.43
ID_096,3.56,8.71,ID_096,TER,7.08,2.81,5.98,5.25
ID_097,6.97,2.19,ID_097,TGV,5.08,8.73,7.15,7.12
ID_098,2.97,2.52,ID_098,Transilien,2.4,3.28,7.37,6.97
ID_099,6.37,5.32,ID_099,Transilien,1.45,1.42,3.22,5.39
ID_000,8.8,7.78,ID_000,Métro,2.53,3.59,2.58,2.55
ID_001,4.52,8.21,ID_001,Transilien,4.11,4.82,1.74,2.71
ID_002,3.42,2.88,ID_002,Transilien,1.33,1.44,4.75,2.99
ID_003,5.65,5.1,ID_003,Bus RATP,6.14,4.18,3.98,5.11
ID_004,2.13,8.6,ID_004,RER,4.83,5.78,8.31,5.86
ID_005,8.7,4.37,ID_005,RER,4.62,7.39,3.75,1.69
ID_006,2.15,4.48,ID_006,Bus RATP,1.91,6.29,6.15,2.27
ID_007,6.84,5.17,ID_007,Bus RATP,5.53,4.61,6.5,3.35
ID_008,2.38,3.76,ID_008,Métro,1.61,7.11,1.28,5.03
ID_009,6.54,5.4,ID_009,Tramway,8.05,6.6,4.53,8.36
ID_010,7.14,2.52,ID_010,Métro,8.79,1.44,5.88,3.79
ID_011,5.17,7.99,ID_011,Transilien,8.77,6.2,8.78,8.61
ID_012,2.15,6.51,ID_012,TER,2.1,8.76,5.61,2.46
ID_013,7.62,8.36,ID_013,Bus RATP,2.36,8.36,2.15,7.29
ID_014,6.7,5.78,ID_014,Tramway,8.05,2.52,6.15,3.47
ID_015,8.43,3.57,ID_015,TGV,5.95,1.85,5.74,6.17
ID_016,1.22,6.95,ID_016,RER,5.84,2.24,8.68,8.46
ID_017,2.5,3.35,ID_017,Transilien,5.1,2.58,2.19,5.39
ID_018,6.95,3.61,ID_018,Transilien,4.59,2.37,7.9,3.14
ID_019,6.79,5.61,ID_019,Métro,6.01,5.86,7.92,5.19
ID_020,7.65,2.2,ID_020,RER,5.74,8.51,5.7,3.76
ID_021,7.98,6.72,ID_021,TGV,4.4,1.4,6.68,6.17
ID_022,3.41,5.34,ID_022,TGV,7.62,2.77,3.63,8.52
ID_023,7.58,2.48,ID_023,TGV,1.74,1.22,3.45,2.04
ID_024,2.08,1.57,ID_024,TGV,5.16,2.11,8.17,6.7
ID_025,1.87,7.58,ID_025,Métro,8.54,4.84,1.79,4.73
ID_026,6.26,4.14,ID_026,Métro,6.96,4.0,2.07,7.65
ID_027,2.82,1.24,ID_027,Tramway,4.82,3.77,6.97,7.82
ID_028,7.84,4.21,ID_028,Transilien,8.16,2.78,5.66,3.06
ID_029,6.16,2.69,ID_029,RER,4.95,8.69,5.8,6.72
ID_030,6.95,4.31,ID_030,TGV,1.93,6.98,1.66,3.01
ID_031,1.26,4.11,ID_031,Transilien,2.74,3.6,4.1,2.08
ID_032,4.38,4.47,ID_032,TGV,6.85,4.32,1.53,5.72
ID_033,8.27,8.38,ID_033,Transilien,3.33,6.53,7.94,4.56
ID_034,7.14,6.57,ID_034,Bus RATP,2.56,2.79,2.4,7.16
ID_035,4.29,2.24,ID_035,Métro,8.0,6.72,8.78,4.43
ID_036,7.31,6.75,ID_036,Métro,7.87,4.19,5.26,5.02
ID_037,5.38,6.57,ID_037,Tramway,6.25,2.82,7.57,3.04
ID_038,5.04,1.58,ID_038,RER,5.1,7.74,2.56,7.57
ID_039,2.16,6.98,ID_039,TER,8.1,8.16,1.64,2.19
ID_040,7.09,6.4,ID_040,Bus RATP,3.65,2.26,2.11,4.15
ID_041,1.4,4.89,ID_041,TER,4.45,7.1,1.96,5.15
ID_042,2.78,4.7,ID_042,TGV,4.41,5.37,2.28,2.6
ID_043,7.32,4.95,ID_043,Bus RATP,4.48,1.87,7.68,8.75
ID_044,1.83,8.65,ID_044,TER,2.21,2.64,6.26,5.6
ID_045,7.52,6.98,ID_045,RER,6.7,5.35,6.7,2.05
ID_046,4.07,1.58,ID_046,RER,2.48,2.39,3.6,7.97
ID_047,2.43,8.79,ID_047,Transilien,5.5,4.46,7.4,4.87
ID_048,7.09,1.84,ID_048,Transilien,7.35,5.48,3.95,3.55
ID_049,5.47,1.89,ID_049,Transilien,2.02,7.12,5.8,6.78
ID_050,3.23,5.84,ID_050,Tramway,5.19,4.6,1.8,3.79
ID_051,1.28,2.43,ID_051,TGV,4.85,6.43,1.66,8.39
ID_052,2.05,4.84,ID_052,RER,7.18,3.76,1.3,1.27
ID_053,4.95,3.93,ID_053,TER,1.45,1.22,8.06,8.09
ID_054,1.63,1.67,ID_054,Tramway,3.81,2.17,8.06,6.0
ID_055,1.56,2.0,ID_055,Bus RATP,3.89,7.88,1.95,4.11
ID_056,6.59,2.5,ID_056,Transilien,6.74,7.61,1.32,1.56
ID_057,2.21,7.65,ID_057,RER,5.25,1.27,8.18,7.72
ID_058,6.12,7.39,ID_058,RER,1.49,7.88,1.49,7.71
ID_059,6.91,4.31,ID_059,TER,3.29,2.21,4.28,5.78
ID_060,7.8,7.66,ID_060,Métro,3.7,2.16,6.37,6.95
ID_061,5.69,1.72,ID_061,TER,7.34,4.14,7.32,2.36
ID_062,6.9,1.55,ID_062,TGV,8.79,3.79,7.95,5.87
ID_063,8.57,5.71,ID_063,Transilien,3.49,2.75,5.07,8.34
ID_064,3.93,7.31,ID_064,Tramway,2.84,2.97,4.5,4.3
ID_065,8.0,4.81,ID_065,TGV,1.91,5.77,6.73,3.03
ID_066,1.72,7.03,ID_066,Tramway,3.75,3.76,4.61,3.5
ID_067,8.54,3.92,ID_067,Bus RATP,1.52,7.14,1.83,2.2
ID_068,3.42,7.44,ID_068,TGV,2.36,7.28,7.07,3.64
ID_069,3.25,4.46,ID_069,Bus RATP,4.5,8.04,3.16,6.56
ID_070,4.33,5.03,ID_070,TER,5.37,6.58,8.37,6.88
ID_071,4.04,1.36,ID_071,RER,6.06,1.23,5.56,1.99
ID_072,2.33,4.16,ID_072,Bus RATP,8.74,6.98,4.97,6.21
ID_073,3.9,2.25,ID_073,Métro,6.45,2.75,2.32,2.2
ID_074,1.91,2.42,ID_074,Tramway,6.29,4.76,5.57,8.6
ID_075,5.45,4.44,ID_075,Bus RATP,5.4,6.57,3.52,6.09
ID_076,2.76,4.76,ID_076,RER,7.02,7.22,7.68,1.88
ID_077,8.5,7.8,ID_077,Bus RATP,3.98,6.85,6.54,1.95
ID_078,7.61,2.93,ID_078,Tramway,7.67,6.82,6.75,7.38
ID_079,6.48,1.72,ID_079,Métro,7.17,1.58,6.47,8.69
ID_080,4.3,4.91,ID_080,Métro,4.12,6.51,1.79,4.43
ID_081,7.19,2.47,ID_081,TGV,1.97,7.44,2.7,6.07
ID_082,3.66,7.83,ID_082,TER,5.88,8.03,4.43,4.68
ID_083,3.64,2.26,ID_083,Transilien,5.99,7.1,5.46,7.49
ID_084,2.32,4.3,ID_084,RER,1.89,6.86,2.54,7.94
ID_085,7.22,3.19,ID_085,Tramway,5.37,6.83,7.94,2.31
ID_086,4.4,5.54,ID_086,Métro,5.2,7.33,1.86,3.49
ID_087,2.09,3.61,ID_087,TGV,2.46,2.93,2.67,4.15
ID_088,5.7,2.23,ID_088,Bus RATP,8.61,6.99,4.07,1.3
ID_089,3.12,8.0,ID_089,Bus RATP,6.34,1.7,4.81,5.25
ID_090,1.51,5.02,ID_090,Transilien,8.48,2.21,4.37,7.85
ID_091,4.76,3.06,ID_091,Bus RATP,5.97,2.94,8.39,5.89
ID_092,4.46,1.79,ID_092,Transilien,6.57,3.78,6.07,4.21
ID_093,6.83,8.24,ID_093,Transilien,6.68,1.94,5.56,4.22
ID_094,2.09,5.0,ID_094,TER,4.16,7.22,6.8,4.49
ID_095,8.17,4.08,ID_095,TER,5.72,3.85,7.68,6.44
ID_096,7.67,6.65,ID_096,Bus RATP,6.91,7.92,6.46,1.44
ID_097,2.42,7.3,ID_097,Métro,5.82,3.45,7.48,5.49
ID_098,1.31,7.03,ID_098,TER,3.44,7.44,2.83,4.85
ID_099,1.96,8.35,ID_099,Métro,6.84,7.71,2.69,1.98
ID_000,4.26,1.79,ID_000,TGV,5.67,7.83,7.9,6.93
ID_001,4.8,1.3,ID_001,TGV,4.51,3.78,4.19,5.17
ID_002,8.63,6.86,ID_002,Bus RATP,3.16,5.71,6.11,5.75
ID_003,8.65,2.48,ID_003,Bus RATP,8.27,2.19,8.56,4.03
ID_004,8.24,4.14,ID_004,TER,5.34,5.15,4.11,2.81
ID_005,2.13,8.28,ID_005,Métro,6.21,8.59,5.52,3.88
ID_006,8.22,8.49,ID_006,TGV,1.86,2.22,3.02,6.7
ID_007,1.51,1.35,ID_007,Bus RATP,1.51,4.06,1.8,6.55
ID_008,4.06,4.21,ID_008,Transilien,8.45,6.09,6.09,6.17
ID_009,6.93,2.7,ID_009,TER,7.05,1.34,5.71,7.17
ID_010,7.65,7.31,ID_010,TER,7.0,2.16,2.22,8.16
ID_011,4.02,8.29,ID_011,TGV,2.92,4.24,7.34,4.98
ID_012,1.58,1.74,ID_012,Métro,5.26,2.8,5.65,5.59
ID_013,3.69,6.38,ID_013,Transilien,2.33,5.84,5.45,1.91
ID_014,5.31,5.69,ID_014,Transilien,8.63,5.12,7.32,8.17
ID_015,4.75,5.39,ID_015,Tramway,1.73,1.86,6.49,6.79
ID_016,3.13,4.58,ID_016,TGV,7.67,6.8,3.53,5.63
ID_017,7.19,7.36,ID_017,TGV,3.38,7.34,7.7,6.46
ID_018,3.46,3.98,ID_018,Bus RATP,6.16,2.09,7.49,4.24
ID_019,8.18,3.87,ID_019,Tramway,5.06,7.18,1.25,4.95
ID_020,7.33,1.57,ID_020,Transilien,5.51,3.33,4.7,6.81
ID_021,3.21,1.27,ID_021,Bus RATP,1.66,6.1,4.08,1.75
ID_022,7.27,3.63,ID_022,Bus RATP,7.68,6.4,4.87,4.87
ID_023,7.42,1.78,ID_023,TGV,8.15,5.66,4.74,7.75
ID_024,2.32,3.77,ID_024,TGV,2.63,6.32,1.72,3.01
ID_025,7.51,3.47,ID_025,Métro,7.49,4.65,3.51,5.69
ID_026,2.61,3.23,ID_026,TER,5.87,7.56,2.86,6.76
ID_027,7.45,2.31,ID_027,TGV,1.76,4.88,2.05,5.89
ID_028,3.06,5.96,ID_028,RER,6.72,5.55,7.86,3.52
ID_029,7.22,3.14,ID_029,Tramway,5.59,2.45,7.64,4.76
ID_030,7.15,1.65,ID_030,Tramway,1.4,3.17,2.23,3.43
ID_031,5.36,8.1,ID_031,RER,7.27,5.66,4.11,7.91
ID_032,5.98,3.14,ID_032,TGV,1.59,8.57,3.06,7.12
ID_033,7.55,4.57,ID_033,TER,3.13,4.22,2.73,6.41
ID_034,7.96,3.74,ID_034,TGV,5.82,1.31,5.43,5.75
ID_035,6.96,6.85,ID_035,TGV,4.2,2.24,6.28,8.62
ID_036,2.08,7.97,ID_036,Bus RATP,1.96,7.96,2.7,3.22
ID_037,3.9,2.42,ID_037,Transilien,4.9,5.89,7.92,2.96
ID_038,4.74,4.78,ID_038,Bus RATP,6.33,2.53,8.6,6.21
ID_039,2.41,6.84,ID_039,Bus RATP,5.58,7.89,7.93,2.62
ID_040,3.93,8.36,ID_040,Métro,4.87,4.07,7.63,6.2
ID_041,4.14,2.16,ID_041,Tramway,5.49,4.25,6.41,6.7
ID_042,4.13,1.43,ID_042,Tramway,1.52,5.66,7.51,3.26
ID_043,5.76,5.04,ID_043,TER,3.58,4.49,2.71,1.39
ID_044,8.78,3.99,ID_044,TER,8.22,1.88,5.16,3.58
ID_045,7.4,2.21,ID_045,Transilien,2.25,4.7,3.46,7.36
ID_046,5.35,5.27,ID_046,TER,4.64,8.38,8.65,8.27
ID_047,2.29,4.0,ID_047,TER,5.37,8.43,5.43,2.08
ID_048,7.45,3.74,ID_048,TGV,4.97,6.6,4.92,5.39
ID_049,1.22,2.01,ID_049,Tramway,5.96,7.13,4.82,1.46
ID_050,4.56,7.88,ID_050,Tramway,8.79,4.01,2.17,3.05
ID_051,3.79,5.18,ID_051,Transilien,7.03,1.45,3.98,6.53
ID_052,6.68,3.6,ID_052,Bus RATP,4.62,3.24,3.75,2.06
ID_053,6.82,8.42,ID_053,Bus RATP,7.76,3.3,4.66,7.49
ID_054,7.78,7.88,ID_054,TGV,6.66,7.31,2.67,4.94
ID_055,6.59,3.69,ID_055,Transilien,1.64,6.25,6.47,8.38
ID_056,4.01,8.4,ID_056,TGV,6.97,2.26,4.97,2.45
ID_057,1.44,1.89,ID_057,Métro,5.94,6.78,6.05,6.14
ID_058,7.78,1.98,ID_058,Métro,3.63,3.66,3.21,3.29
ID_059,4.68,6.71,ID_059,Bus RATP,5.34,6.09,4.66,5.88
ID_060,5.49,2.17,ID_060,RER,4.63,2.99,3.71,4.07
ID_061,2.58,5.45,ID_061,Transilien,7.86,3.71,3.23,7.9
ID_062,7.22,5.7,ID_062,Métro,5.5,5.2,4.96,6.73
ID_063,1.85,3.88,ID_063,TGV,6.56,8.18,1.48,4.65
ID_064,6.64,2.26,ID_064,TER,1.83,7.09,7.81,8.2
ID_065,4.2,3.94,ID_065,Métro,3.51,1.89,5.03,3.17
ID_066,6.06,5.83,ID_066,Bus RATP,7.52,7.61,7.06,3.2
ID_067,6.67,1.29,ID_067,RER,8.77,3.75,4.93,2.61
ID_068,4.89,2.96,ID_068,Transilien,4.96,4.5,2.98,6.25
ID_069,4.9,1.79,ID_069,TER,7.78,3.66,1.47,6.77
ID_070,7.22,5.12,ID_070,RER,6.16,6.92,7.68,5.12
ID_071,5.5,2.35,ID_071,Métro,2.2,3.53,4.04,5.12
ID_072,1.89,2.17,ID_072,RER,8.28,3.67,6.45,4.41
ID_073,7.31,6.96,ID_073,Bus RATP,1.35,8.33,2.59,6.79
ID_074,1.22,1.45,ID_074,TER,1.96,8.67,2.04,8.01
ID_075,3.17,1.84,ID_075,TER,1.54,6.44,7.45,8.68
ID_076,1.29,7.94,ID_076,RER,4.26,3.0,1.41,2.55
ID_077,6.41,8.1,ID_077,TER,2.53,1.66,3.01,3.45
ID_078,3.17,6.9,ID_078,Tramway,7.81,6.63,7.75,7.06
ID_079,3.2,6.05,ID_079,Bus RATP,4.36,3.04,6.52,8.23
ID_080,2.81,4.05,ID_080,Bus RATP,1.74,3.13,2.37,5.31
ID_081,6.11,5.02,ID_081,Métro,3.54,4.38,7.92,6.13
ID_082,7.57,4.71,ID_082,TER,4.9,5.24,7.82,5.97
ID_083,4.74,7.33,ID_083,Transilien,6.51,8.37,1.75,5.13
ID_084,1.44,8.55,ID_084,TER,6.92,4.93,7.27,5.43
ID_085,7.49,6.87,ID_085,TER,3.3,6.43,8.17,7.4
ID_086,6.27,3.87,ID_086,Transilien,4.54,7.38,6.9,2.96
ID_087,8.74,5.56,ID_087,Transilien,7.67,2.77,8.47,4.88
ID_088,4.65,6.31,ID_088,TGV,4.39,1.51,4.8,5.59
ID_089,3.49,3.37,ID_089,Tramway,3.79,8.67,8.56,2.2
ID_090,3.31,6.64,ID_090,Transilien,5.27,1.7,8.41,2.95
ID_091,3.73,2.45,ID_091,Tramway,3.73,7.86,7.85,7.05
ID_092,1.66,8.77,ID_092,Transilien,2.24,8.04,2.4,5.12
ID_093,6.22,8.59,ID_093,Tramway,8.55,3.24,2.38,3.7
ID_094,7.0,4.64,ID_094,TER,5.93,4.82,8.15,5.97
ID_095,2.73,4.26,ID_095,TER,4.81,3.89,8.58,5.61
ID_096,4.98,6.22,ID_096,Bus RATP,6.13,8.61,1.92,7.24
ID_097,4.86,1.68,ID_097,TGV,6.46,5.56,6.08,4.72
ID_098,3.07,6.39,ID_098,Tramway,2.19,2.58,2.58,6.77
ID_099,6.72,7.4,ID_099,Bus RATP,2.51,2.01,1.75,5.51
ID_000,1.56,5.78,ID_000,Transilien,5.81,4.26,2.31,6.98
ID_001,1.77,5.33,ID_001,Métro,4.1,7.34,6.14,4.24
ID_002,7.55,3.35,ID_002,Tramway,2.87,2.99,1.93,7.15
ID_003,2.33,5.54,ID_003,TER,6.57,8.63,8.55,5.91
ID_004,7.63,2.72,ID_004,RER,4.6,8.14,2.66,5.84
ID_005,1.7,2.92,ID_005,Bus RATP,8.58,7.64,8.06,5.86
ID_006,3.5,6.17,ID_006,RER,3.68,1.65,1.5,3.66
ID_007,1.77,4.2,ID_007,Bus RATP,8.57,4.48,4.86,3.9
ID_008,1.87,2.94,ID_008,Tramway,7.16,4.87,5.31,6.25
ID_009,6.51,4.36,ID_009,TGV,7.95,6.74,2.07,2.99
