col_scenario,col_nom_scenario,col_description,col_annee,col_age_moyen_parc,col_taux_renouvellement_annuel,col_reduction_emissions_pct,col_nombre_vehicules_remplaces_cumules,col_cout_politique_millions_eur,col_co2_evite_millions_tonnes,col_gain_qualite_air_pct,col_emplois_crees_estimes,col_rentabilite_annees,col_region,col_code_type,col_type_vehicule,col_tranche_age,col_age_moyen_tranche,col_nombre_vehicules,col_pourcentage_type_region,col_pourcentage_total_national,col_emissions_co2_g_km,col_consommation_l_100km,col_norme_euro,col_critair,col_impact_environnemental,col_cout_entretien_annuel_eur,col_taux_controle_technique_defaut,col_risque_accident,col_date_mise_circulation_moyenne,col_ville,col_population,col_date_mise_place_zfe,col_niveau_critair,col_total_vehicules_ville,col_vehicules_impactes,col_pourcentage_impactes,col_reduction_emissions_locale_pct,col_amelioration_qualite_air_pct,col_cout_adaptation_estime_eur,col_economies_sante_estimees_eur,col_date_conformite_complete
2.2,3.31,7.91,2.9,5.07,3.76,3.72,4.8,7.62,7.11,2.63,2024-09-25 00:00:00,1.7,Grand Est,1.42,6.61,4.92,5.4,7.86,Pays de la Loire,4.86,8.03,2.33,3.9,2.88,3.16,3.41,1.65,ID_056,51.639382,Toulouse,51.639382,2024-11-28 00:00:00,6.2,Paris,6.65,8.38,7.22,7.41,2024-08-18 00:00:00,2024-10-26 00:00:00,2024-07-03 00:00:00
5.66,3.09,1.4,7.93,3.58,6.56,8.69,1.87,4.0,5.37,8.7,2024-08-09 00:00:00,5.88,Provence-Alpes-Côte d'Azur,6.47,1.23,1.59,7.95,1.3,Grand Est,4.08,2.41,2.81,1.39,6.6,4.02,5.35,7.28,ID_057,50.141564,Marseille,50.141564,2024-11-24 00:00:00,6.29,Nice,2.0,5.87,4.74,3.45,2024-06-18 00:00:00,2024-11-11 00:00:00,2024-06-28 00:00:00
4.61,3.85,2.33,6.97,7.22,4.01,3.65,2.92,2.71,4.38,7.63,2024-12-20 00:00:00,4.13,Grand Est,6.95,6.72,8.35,2.7,3.95,Pays de la Loire,7.63,4.0,7.86,5.06,8.26,5.66,4.22,4.28,ID_058,49.589048,Lille,49.589048,2024-10-04 00:00:00,5.85,Toulouse,2.53,4.47,1.5,7.44,2024-10-26 00:00:00,2024-08-11 00:00:00,2024-10-25 00:00:00
4.85,2.72,4.67,4.97,4.48,4.31,5.98,8.15,6.53,1.76,5.6,2024-01-25 00:00:00,2.18,Occitanie,4.66,2.05,3.37,5.47,3.88,Auvergne-Rhône-Alpes,7.6,7.92,3.23,7.48,7.79,5.73,8.63,4.93,ID_059,49.053378,Lyon,49.053378,2024-06-24 00:00:00,7.5,Marseille,1.33,3.87,5.98,2.58,2024-07-20 00:00:00,2024-06-07 00:00:00,2024-02-29 00:00:00
6.62,5.67,5.76,6.36,7.77,6.92,6.15,7.43,7.93,7.59,3.45,2024-01-31 00:00:00,5.13,Nouvelle-Aquitaine,5.34,5.91,5.87,2.01,2.75,Île-de-France,3.1,3.32,3.02,2.37,4.18,5.88,3.49,2.76,ID_060,52.206004,Montpellier,52.206004,2024-03-21 00:00:00,7.04,Marseille,1.45,6.5,3.83,2.89,2024-01-20 00:00:00,2024-07-01 00:00:00,2024-08-22 00:00:00
6.67,2.58,4.01,1.33,1.28,8.76,2.68,8.37,3.89,6.57,2.52,2024-02-13 00:00:00,7.95,Bretagne,1.62,3.48,5.87,4.34,1.3,Île-de-France,1.61,2.85,6.59,8.45,6.1,6.85,4.68,5.28,ID_061,49.442835,Nice,49.442835,2024-06-14 00:00:00,8.46,Nantes,2.49,5.0,8.01,1.63,2024-11-01 00:00:00,2024-03-24 00:00:00,2024-10-19 00:00:00
1.83,4.01,8.63,3.88,3.64,6.64,8.19,2.73,2.22,5.59,1.93,2024-05-10 00:00:00,4.32,Provence-Alpes-Côte d'Azur,6.34,2.52,3.43,8.19,2.3,Normandie,7.23,7.04,3.86,4.67,5.12,1.58,6.01,1.53,ID_062,46.217262,Nice,46.217262,2024-09-29 00:00:00,7.48,Paris,3.2,1.8,7.87,2.29,2024-11-06 00:00:00,2024-10-27 00:00:00,2024-09-11 00:00:00
6.93,4.5,2.18,4.13,8.27,2.72,6.3,5.77,6.32,6.5,4.22,2024-11-19 00:00:00,7.32,Auvergne-Rhône-Alpes,4.81,8.64,8.48,1.31,1.28,Occitanie,1.75,1.26,2.71,3.31,1.83,7.84,2.58,6.95,ID_063,48.314299,Lille,48.314299,2024-03-18 00:00:00,1.96,Montpellier,2.3,3.38,7.75,5.47,2024-03-19 00:00:00,2024-06-22 00:00:00,2024-11-10 00:00:00
6.71,3.78,4.9,8.58,5.33,3.53,2.12,3.76,3.0,1.43,8.57,2024-10-03 00:00:00,3.82,Normandie,3.24,7.4,7.66,1.58,5.42,Nouvelle-Aquitaine,4.42,7.14,7.84,7.67,8.03,1.38,6.24,3.83,ID_064,48.841852,Marseille,48.841852,2024-01-26 00:00:00,4.03,Lille,2.1,4.87,5.25,7.24,2024-04-20 00:00:00,2024-07-06 00:00:00,2024-10-03 00:00:00
3.6,8.45,1.23,7.27,4.54,8.71,4.33,5.39,7.98,4.42,5.08,2024-05-08 00:00:00,6.27,Occitanie,8.75,5.83,7.61,2.22,6.82,Pays de la Loire,1.35,3.69,1.89,1.86,6.76,6.56,1.52,3.46,ID_065,47.725788,Marseille,47.725788,2024-04-05 00:00:00,2.18,Lyon,4.99,7.36,4.37,6.52,2024-12-16 00:00:00,2024-04-08 00:00:00,2024-09-10 00:00:00
8.19,4.56,7.39,6.63,4.0,5.88,5.27,6.06,2.65,8.4,5.5,2024-08-25 00:00:00,7.12,Occitanie,3.14,7.61,3.27,4.7,6.12,Pays de la Loire,4.47,6.91,8.19,1.91,2.64,6.57,7.63,6.2,ID_066,52.050073,Strasbourg,52.050073,2024-01-22 00:00:00,4.0,Toulouse,5.98,1.54,1.37,4.95,2024-08-18 00:00:00,2024-03-11 00:00:00,2024-02-22 00:00:00
8.48,4.68,7.85,7.99,6.24,4.47,8.7,3.88,7.85,2.4,8.21,2024-04-21 00:00:00,3.71,Île-de-France,2.88,4.99,2.75,2.48,1.93,Hauts-de-France,1.27,3.55,1.28,5.98,4.43,1.58,2.16,6.76,ID_067,46.777656,Toulouse,46.777656,2024-08-22 00:00:00,7.03,Montpellier,1.85,7.83,6.85,4.75,2024-06-11 00:00:00,2024-12-08 00:00:00,2024-09-01 00:00:00
1.33,4.09,3.35,1.55,2.38,2.56,3.64,7.54,7.63,3.88,4.8,2024-01-17 00:00:00,5.17,Auvergne-Rhône-Alpes,2.67,2.46,1.98,7.09,2.2,Occitanie,6.21,7.26,7.15,7.36,1.79,1.83,7.49,6.16,ID_068,52.183672,Paris,52.183672,2024-02-23 00:00:00,2.06,Marseille,7.19,8.5,6.39,7.18,2024-03-13 00:00:00,2024-01-02 00:00:00,2024-03-11 00:00:00
8.58,4.74,7.8,7.69,6.53,3.84,6.31,1.55,2.22,8.08,6.97,2024-08-05 00:00:00,2.31,Hauts-de-France,6.24,7.84,8.19,5.54,1.96,Nouvelle-Aquitaine,2.44,3.8,3.52,1.31,1.83,4.3,3.96,3.86,ID_069,50.759981,Marseille,50.759981,2024-12-11 00:00:00,5.38,Nice,8.75,2.65,7.28,4.84,2024-05-19 00:00:00,2024-01-21 00:00:00,2024-12-11 00:00:00
6.04,2.38,4.64,1.57,8.4,4.21,5.49,7.25,1.65,3.29,4.51,2024-07-19 00:00:00,3.76,Île-de-France,3.87,6.96,7.26,8.43,3.63,Normandie,3.8,6.91,4.93,5.33,5.29,3.1,1.57,7.04,ID_070,51.078513,Paris,51.078513,2024-12-24 00:00:00,1.73,Strasbourg,8.63,3.59,3.51,1.52,2024-11-18 00:00:00,2024-01-01 00:00:00,2024-05-30 00:00:00
8.58,3.48,1.98,2.1,4.57,7.9,8.12,5.25,8.76,3.96,1.71,2024-11-03 00:00:00,7.61,Occitanie,4.56,6.78,2.93,2.3,6.94,Pays de la Loire,7.52,3.38,1.68,6.07,2.99,4.71,8.27,6.44,ID_071,45.550751,Bordeaux,45.550751,2024-12-23 00:00:00,7.57,Bordeaux,7.05,5.4,3.13,5.88,2024-08-30 00:00:00,2024-06-18 00:00:00,2024-10-24 00:00:00
3.06,6.54,1.27,7.55,5.75,3.28,6.07,5.35,5.67,5.36,6.69,2024-07-18 00:00:00,2.47,Grand Est,3.98,8.26,3.57,2.79,5.19,Provence-Alpes-Côte d'Azur,8.52,6.96,2.35,7.6,3.79,8.21,2.19,3.26,ID_072,45.595745,Marseille,45.595745,2024-03-31 00:00:00,7.72,Nantes,3.42,4.01,6.3,6.3,2024-10-24 00:00:00,2024-02-04 00:00:00,2024-07-19 00:00:00
4.76,8.24,8.62,4.8,2.38,4.23,4.2,7.58,4.93,8.7,8.13,2024-06-24 00:00:00,5.7,Pays de la Loire,8.11,5.86,8.27,3.71,5.81,Provence-Alpes-Côte d'Azur,3.05,1.88,1.98,1.83,1.3,6.32,5.25,4.35,ID_073,48.499823,Marseille,48.499823,2024-01-11 00:00:00,4.31,Lyon,1.75,1.88,1.34,5.12,2024-02-27 00:00:00,2024-10-27 00:00:00,2024-05-08 00:00:00
6.02,8.12,2.12,6.36,1.38,8.39,7.48,1.87,3.89,7.46,8.36,2024-05-15 00:00:00,7.82,Normandie,6.72,4.38,1.91,8.73,5.0,Hauts-de-France,4.39,7.19,4.7,5.25,4.21,4.06,7.88,8.01,ID_074,45.51384,Lyon,45.51384,2024-03-25 00:00:00,1.92,Nice,5.05,6.19,3.79,3.43,2024-04-09 00:00:00,2024-02-28 00:00:00,2024-05-13 00:00:00
8.24,5.69,5.54,6.33,2.36,2.48,5.52,5.77,8.45,3.5,1.45,2024-11-08 00:00:00,8.26,Île-de-France,4.52,3.75,4.73,6.08,6.84,Hauts-de-France,8.48,3.24,6.66,8.06,2.06,1.95,3.78,8.51,ID_075,50.767512,Paris,50.767512,2024-12-19 00:00:00,7.1,Montpellier,6.93,4.9,5.79,3.14,2024-09-20 00:00:00,2024-03-13 00:00:00,2024-05-27 00:00:00
1.44,4.26,1.93,8.65,7.63,5.0,4.69,7.11,3.77,8.68,4.98,2024-09-07 00:00:00,5.01,Nouvelle-Aquitaine,7.86,7.74,5.79,2.46,5.69,Île-de-France,3.02,8.64,6.97,7.19,6.35,8.19,7.8,1.41,ID_076,46.094836,Marseille,46.094836,2024-07-12 00:00:00,4.46,Toulouse,3.28,4.51,2.89,5.08,2024-09-04 00:00:00,2024-06-20 00:00:00,2024-05-26 00:00:00
7.68,1.64,5.34,6.64,6.62,3.87,4.85,5.87,1.58,8.13,3.69,2024-06-03 00:00:00,1.65,Hauts-de-France,8.06,8.64,1.22,3.22,4.91,Pays de la Loire,6.04,6.57,6.16,8.12,7.07,5.04,3.46,7.77,ID_077,50.960063,Paris,50.960063,2024-02-18 00:00:00,5.28,Nantes,7.55,2.58,7.78,4.46,2024-04-03 00:00:00,2024-10-06 00:00:00,2024-11-05 00:00:00
3.09,5.13,7.73,6.04,7.35,3.35,3.52,4.89,2.81,2.51,2.98,2024-12-21 00:00:00,3.97,Bretagne,7.55,8.31,8.44,8.78,1.42,Grand Est,4.81,1.81,4.61,4.23,1.76,7.67,2.76,3.24,ID_078,47.130811,Paris,47.130811,2024-07-25 00:00:00,8.59,Strasbourg,6.67,4.6,1.92,1.49,2024-07-21 00:00:00,2024-12-05 00:00:00,2024-12-08 00:00:00
7.79,6.86,6.78,3.41,2.73,3.88,8.35,4.73,6.93,6.33,8.4,2024-08-31 00:00:00,7.51,Nouvelle-Aquitaine,4.56,8.38,2.96,7.8,6.0,Provence-Alpes-Côte d'Azur,7.28,6.25,1.38,2.18,2.16,5.13,3.15,1.38,ID_079,49.180717,Strasbourg,49.180717,2024-07-09 00:00:00,7.71,Montpellier,8.56,6.78,2.56,5.98,2024-06-05 00:00:00,2024-09-18 00:00:00,2024-01-31 00:00:00
2.58,7.29,6.9,6.65,4.51,7.21,2.05,8.35,1.49,4.98,3.28,2024-05-16 00:00:00,1.38,Normandie,6.55,2.85,6.01,2.42,4.51,Auvergne-Rhône-Alpes,2.47,7.97,4.03,8.48,7.97,1.51,6.13,4.3,ID_080,49.279578,Paris,49.279578,2024-06-28 00:00:00,5.89,Toulouse,3.15,8.43,4.19,4.31,2024-03-03 00:00:00,2024-02-08 00:00:00,2024-12-01 00:00:00
4.4,6.67,3.6,6.05,6.72,1.26,1.74,6.35,6.77,2.08,7.29,2024-01-23 00:00:00,7.09,Pays de la Loire,7.32,3.18,4.5,8.28,4.06,Hauts-de-France,6.68,2.73,7.82,2.12,1.3,6.77,1.38,4.01,ID_081,51.154935,Toulouse,51.154935,2024-03-04 00:00:00,8.74,Marseille,5.66,4.29,6.72,4.1,2024-09-08 00:00:00,2024-08-19 00:00:00,2024-03-24 00:00:00
8.09,1.99,5.36,6.78,4.95,3.99,7.57,2.2,1.91,5.87,4.77,2024-03-10 00:00:00,6.54,Provence-Alpes-Côte d'Azur,5.98,3.65,2.78,6.3,7.9,Auvergne-Rhône-Alpes,6.54,8.3,4.26,2.33,8.53,3.43,3.36,7.86,ID_082,44.92859,Strasbourg,44.92859,2024-01-12 00:00:00,4.36,Toulouse,6.64,6.65,2.77,8.62,2024-04-29 00:00:00,2024-09-29 00:00:00,2024-08-21 00:00:00
5.44,3.7,8.01,8.35,1.35,5.29,4.97,2.91,3.5,7.63,5.45,2024-01-13 00:00:00,6.82,Normandie,8.16,2.39,3.91,2.62,2.67,Nouvelle-Aquitaine,8.14,5.99,7.65,3.3,6.38,7.87,7.18,4.5,ID_083,52.269119,Montpellier,52.269119,2024-09-23 00:00:00,1.37,Paris,2.4,8.21,6.55,2.15,2024-12-18 00:00:00,2024-01-15 00:00:00,2024-12-21 00:00:00
8.26,3.36,1.9,7.06,3.26,5.32,3.97,6.88,5.89,2.67,3.93,2024-01-17 00:00:00,7.47,Occitanie,1.49,6.79,3.37,6.63,7.63,Auvergne-Rhône-Alpes,1.31,6.73,4.72,8.56,6.0,2.15,3.21,6.17,ID_084,52.84284,Toulouse,52.84284,2024-07-21 00:00:00,1.21,Lille,2.43,7.0,4.83,7.73,2024-10-27 00:00:00,2024-05-29 00:00:00,2024-12-22 00:00:00
2.01,4.69,5.25,2.08,3.03,3.34,3.91,5.04,7.71,1.92,1.54,2024-10-26 00:00:00,3.82,Bretagne,2.1,7.56,8.04,3.73,4.44,Île-de-France,7.23,3.02,7.86,5.9,3.22,4.43,1.59,7.29,ID_085,51.876237,Paris,51.876237,2024-04-05 00:00:00,8.31,Nice,5.72,3.57,5.15,6.01,2024-11-18 00:00:00,2024-12-09 00:00:00,2024-05-29 00:00:00
7.94,2.36,2.75,1.57,2.6,5.54,6.58,7.85,2.38,1.45,4.01,2024-11-15 00:00:00,5.96,Normandie,7.46,2.09,8.53,4.92,7.42,Grand Est,2.45,7.84,6.08,1.4,3.22,2.95,8.5,5.05,ID_086,48.748319,Bordeaux,48.748319,2024-03-25 00:00:00,1.76,Marseille,6.93,1.57,1.24,8.75,2024-12-09 00:00:00,2024-04-24 00:00:00,2024-03-09 00:00:00
8.74,5.75,1.28,2.49,7.54,4.37,3.81,4.71,2.56,3.12,3.84,2024-12-25 00:00:00,4.39,Grand Est,8.71,3.75,8.37,1.25,4.99,Grand Est,3.94,3.83,3.4,3.09,5.82,6.92,7.61,5.3,ID_087,51.421984,Paris,51.421984,2024-06-14 00:00:00,7.4,Marseille,8.08,2.06,3.56,7.8,2024-07-26 00:00:00,2024-11-20 00:00:00,2024-03-01 00:00:00
8.24,1.39,6.13,5.31,2.39,7.07,8.35,1.91,3.58,6.95,2.47,2024-12-08 00:00:00,7.99,Grand Est,6.78,1.73,7.49,7.42,8.76,Provence-Alpes-Côte d'Azur,4.99,5.81,7.19,5.04,8.24,5.74,2.28,7.53,ID_088,45.891375,Nice,45.891375,2024-10-20 00:00:00,5.15,Nantes,6.47,2.57,2.35,1.54,2024-11-29 00:00:00,2024-03-20 00:00:00,2024-10-19 00:00:00
1.33,4.31,7.15,1.3,4.23,3.91,3.67,5.28,1.89,8.45,3.05,2024-03-23 00:00:00,3.7,Pays de la Loire,5.05,7.79,8.53,8.6,6.28,Occitanie,3.65,7.6,8.49,8.33,4.42,1.54,1.55,3.31,ID_089,49.415166,Nice,49.415166,2024-08-22 00:00:00,8.25,Bordeaux,7.06,7.16,5.51,1.62,2024-04-21 00:00:00,2024-01-06 00:00:00,2024-07-06 00:00:00
1.58,5.02,1.5,6.89,7.52,2.93,7.96,3.1,7.37,4.72,6.33,2024-06-01 00:00:00,3.9,Auvergne-Rhône-Alpes,6.13,4.22,5.61,4.14,2.32,Auvergne-Rhône-Alpes,1.8,6.79,8.76,4.44,6.24,5.24,4.8,5.53,ID_090,47.623764,Nice,47.623764,2024-08-01 00:00:00,6.01,Strasbourg,7.57,2.69,3.37,1.25,2024-08-30 00:00:00,2024-09-01 00:00:00,2024-04-26 00:00:00
6.58,7.58,5.24,6.53,3.03,5.33,7.42,2.47,7.3,2.43,4.5,2024-09-18 00:00:00,4.45,Provence-Alpes-Côte d'Azur,5.1,2.03,2.55,7.39,3.05,Île-de-France,1.54,6.24,5.98,1.82,1.54,5.99,3.32,8.68,ID_091,47.927289,Lille,47.927289,2024-05-01 00:00:00,7.35,Toulouse,3.39,6.23,4.36,4.74,2024-07-20 00:00:00,2024-01-12 00:00:00,2024-07-08 00:00:00
5.86,7.95,8.23,5.34,3.21,1.2,4.07,4.75,6.19,5.72,5.85,2024-11-27 00:00:00,6.8,Hauts-de-France,5.06,4.14,2.09,2.75,7.39,Bretagne,5.18,3.33,6.8,8.15,8.37,1.58,3.46,8.53,ID_092,45.785153,Marseille,45.785153,2024-09-10 00:00:00,6.28,Nantes,2.53,2.52,8.45,6.62,2024-10-31 00:00:00,2024-07-31 00:00:00,2024-01-26 00:00:00
1.68,3.93,5.01,7.68,6.02,5.07,3.11,5.47,7.41,1.27,4.13,2024-12-06 00:00:00,6.42,Île-de-France,5.13,2.77,5.85,3.67,2.24,Normandie,3.54,8.04,8.56,2.53,2.11,1.79,7.53,5.27,ID_093,48.75673,Nice,48.75673,2024-09-01 00:00:00,2.06,Montpellier,3.32,5.24,4.19,5.98,2024-11-25 00:00:00,2024-09-30 00:00:00,2024-06-13 00:00:00
1.84,1.46,7.11,4.91,3.01,4.1,6.45,1.86,5.68,2.24,2.2,2024-03-17 00:00:00,7.75,Auvergne-Rhône-Alpes,8.44,3.27,4.27,5.88,8.73,Nouvelle-Aquitaine,5.67,4.38,7.74,7.83,4.21,3.37,4.06,2.23,ID_094,49.200932,Marseille,49.200932,2024-10-16 00:00:00,2.38,Nice,5.03,1.59,6.89,2.15,2024-03-14 00:00:00,2024-01-28 00:00:00,2024-07-29 00:00:00
7.59,2.04,2.78,3.4,5.45,6.93,5.19,6.07,2.55,6.06,3.64,2024-11-24 00:00:00,2.16,Provence-Alpes-Côte d'Azur,5.38,2.24,7.34,2.02,8.02,Bretagne,2.62,6.78,6.06,5.93,3.0,2.07,6.99,8.33,ID_095,46.30156,Bordeaux,46.30156,2024-02-10 00:00:00,8.59,Marseille,7.67,8.21,5.8,8.09,2024-06-15 00:00:00,2024-07-27 00:00:00,2024-04-25 00:00:00
8.55,8.49,1.33,4.89,4.15,3.31,3.44,3.69,8.74,4.8,7.51,2024-12-08 00:00:00,1.55,Hauts-de-France,5.01,2.25,8.33,8.5,1.36,Bretagne,3.07,4.77,8.58,7.89,2.29,2.87,5.11,7.81,ID_096,50.238497,Montpellier,50.238497,2024-08-29 00:00:00,5.76,Lyon,5.97,3.5,1.62,5.25,2024-03-24 00:00:00,2024-01-27 00:00:00,2024-01-23 00:00:00
1.58,1.5,5.11,6.78,5.4,6.19,6.34,3.24,4.45,6.14,6.01,2024-08-14 00:00:00,3.34,Nouvelle-Aquitaine,4.82,5.15,1.9,2.15,2.6,Nouvelle-Aquitaine,3.0,1.71,1.52,4.37,3.48,1.95,7.84,3.51,ID_097,45.288766,Marseille,45.288766,2024-03-06 00:00:00,6.08,Montpellier,5.69,6.67,6.87,4.53,2024-07-31 00:00:00,2024-12-13 00:00:00,2024-05-26 00:00:00
5.83,5.66,3.76,3.93,3.68,5.97,2.63,2.05,8.51,4.94,5.75,2024-10-26 00:00:00,8.54,Bretagne,5.31,2.82,5.85,3.28,1.91,Grand Est,3.38,7.95,1.71,2.28,2.65,6.55,8.58,8.07,ID_098,47.104001,Nice,47.104001,2024-10-03 00:00:00,6.93,Bordeaux,4.08,5.29,1.84,3.38,2024-01-14 00:00:00,2024-03-05 00:00:00,2024-01-02 00:00:00
5.04,6.13,5.7,4.63,6.73,5.23,4.44,2.94,8.56,4.96,5.73,2024-02-26 00:00:00,5.5,Normandie,5.69,7.73,1.52,1.3,2.98,Hauts-de-France,4.66,6.55,1.35,7.02,3.68,3.86,3.34,1.57,ID_099,46.672603,Bordeaux,46.672603,2024-02-09 00:00:00,2.59,Marseille,3.7,8.74,6.87,1.22,2024-11-03 00:00:00,2024-10-16 00:00:00,2024-03-19 00:00:00
5.56,5.05,3.97,8.4,8.27,7.27,7.43,6.71,7.18,6.39,4.05,2024-12-26 00:00:00,1.93,Normandie,7.23,3.58,1.61,3.25,3.39,Pays de la Loire,1.24,2.11,4.93,7.62,4.04,6.43,4.59,7.34,ID_000,51.461776,Nantes,51.461776,2024-10-17 00:00:00,1.78,Toulouse,2.7,4.59,3.81,2.2,2024-03-03 00:00:00,2024-03-26 00:00:00,2024-11-19 00:00:00
3.77,5.5,4.6,6.87,2.49,7.35,1.42,4.6,4.4,6.48,8.18,2024-04-30 00:00:00,1.68,Occitanie,2.52,1.35,8.78,4.32,5.82,Grand Est,2.99,6.42,7.71,7.38,1.83,1.77,1.29,6.0,ID_001,51.292122,Toulouse,51.292122,2024-05-11 00:00:00,3.75,Strasbourg,2.75,2.47,8.54,7.13,2024-09-17 00:00:00,2024-03-29 00:00:00,2024-10-03 00:00:00
3.88,4.04,8.2,7.31,6.84,6.64,3.08,7.51,7.37,2.16,3.76,2024-02-08 00:00:00,7.88,Provence-Alpes-Côte d'Azur,3.53,3.66,7.44,3.5,5.64,Normandie,5.95,5.12,6.74,2.94,5.73,3.49,6.0,5.02,ID_002,48.939684,Lille,48.939684,2024-01-04 00:00:00,6.06,Strasbourg,1.68,3.42,6.66,4.04,2024-04-10 00:00:00,2024-01-30 00:00:00,2024-03-24 00:00:00
7.45,1.83,4.07,5.7,5.36,3.56,4.94,6.64,6.2,5.26,4.08,2024-03-07 00:00:00,5.36,Normandie,5.06,4.68,6.62,4.32,1.85,Hauts-de-France,7.74,6.9,3.89,3.37,6.68,3.01,3.17,2.25,ID_003,47.679303,Strasbourg,47.679303,2024-05-25 00:00:00,2.26,Paris,3.7,3.05,3.95,1.67,2024-05-02 00:00:00,2024-10-06 00:00:00,2024-05-07 00:00:00
2.03,6.57,7.56,5.23,8.64,2.52,5.96,7.71,3.67,5.57,2.86,2024-07-09 00:00:00,4.11,Normandie,3.7,8.27,5.99,4.87,5.5,Bretagne,5.78,2.53,2.17,5.49,1.91,4.92,3.67,5.27,ID_004,48.558115,Toulouse,48.558115,2024-05-18 00:00:00,3.46,Lille,5.83,4.85,7.84,8.56,2024-04-23 00:00:00,2024-05-03 00:00:00,2024-04-25 00:00:00
2.7,1.48,2.27,6.6,2.53,3.12,5.52,7.54,1.42,3.56,4.49,2024-01-28 00:00:00,2.28,Pays de la Loire,1.38,2.32,6.47,7.58,5.5,Hauts-de-France,1.6,3.17,8.31,4.73,8.28,7.3,4.03,2.41,ID_005,48.953964,Nice,48.953964,2024-07-15 00:00:00,6.49,Montpellier,3.05,3.11,4.88,8.49,2024-03-29 00:00:00,2024-05-18 00:00:00,2024-07-12 00:00:00
1.93,5.77,8.4,1.36,2.15,2.28,6.43,6.61,6.59,7.66,6.86,2024-10-11 00:00:00,2.02,Pays de la Loire,5.18,6.15,7.35,7.04,5.9,Normandie,8.27,1.76,3.94,4.36,4.56,1.9,1.5,3.23,ID_006,48.46261,Montpellier,48.46261,2024-09-03 00:00:00,1.51,Nice,4.49,4.98,1.61,2.78,2024-07-29 00:00:00,2024-07-07 00:00:00,2024-06-02 00:00:00
2.12,5.41,6.47,2.31,3.77,3.18,7.73,6.05,1.87,6.28,5.96,2024-02-22 00:00:00,4.08,Île-de-France,2.11,3.95,2.64,2.23,7.5,Bretagne,4.46,2.07,7.3,6.41,5.86,3.58,2.48,5.15,ID_007,46.510615,Toulouse,46.510615,2024-09-03 00:00:00,2.73,Montpellier,3.8,4.4,2.5,1.34,2024-03-06 00:00:00,2024-03-31 00:00:00,2024-11-13 00:00:00
2.92,8.64,6.57,8.57,1.26,2.1,3.4,3.61,4.22,3.37,6.06,2024-02-12 00:00:00,3.74,Nouvelle-Aquitaine,1.95,7.89,4.92,2.49,7.0,Occitanie,7.69,1.63,1.41,7.34,4.53,8.73,3.83,6.77,ID_008,45.328896,Lille,45.328896,2024-05-16 00:00:00,5.98,Toulouse,6.09,5.99,8.63,1.5,2024-08-03 00:00:00,2024-05-23 00:00:00,2024-06-30 00:00:00
3.75,8.64,8.67,7.48,7.9,7.53,1.62,7.9,2.19,8.06,1.86,2024-09-19 00:00:00,7.76,Occitanie,2.68,8.7,6.07,8.34,4.95,Grand Est,2.63,4.53,2.25,3.24,6.93,2.55,3.73,3.93,ID_009,47.746333,Bordeaux,47.746333,2024-08-18 00:00:00,6.73,Lille,2.73,2.15,5.82,1.55,2024-07-26 00:00:00,2024-09-28 00:00:00,2024-04-05 00:00:00
2.09,5.91,4.43,2.09,4.46,2.69,3.26,2.59,4.32,6.81,3.09,2024-09-10 00:00:00,5.56,Bretagne,5.49,6.71,8.07,7.58,6.87,Bretagne,1.85,8.33,1.35,1.56,3.14,2.53,1.65,7.79,ID_010,50.594335,Paris,50.594335,2024-08-31 00:00:00,6.12,Bordeaux,4.76,6.58,8.23,5.5,2024-12-05 00:00:00,2024-10-06 00:00:00,2024-12-10 00:00:00
5.16,1.89,6.35,5.37,4.24,7.09,4.09,8.59,4.43,4.31,8.47,2024-08-15 00:00:00,3.68,Occitanie,7.15,1.87,2.17,2.9,5.53,Bretagne,2.66,1.4,8.26,4.12,6.1,8.74,6.84,8.3,ID_011,45.505695,Strasbourg,45.505695,2024-10-10 00:00:00,2.52,Lille,3.75,4.58,1.51,3.7,2024-12-22 00:00:00,2024-05-28 00:00:00,2024-07-09 00:00:00
3.5,8.42,6.2,7.59,1.22,4.46,7.84,2.81,3.0,8.14,6.59,2024-05-10 00:00:00,5.98,Occitanie,2.97,5.69,7.85,3.81,5.49,Bretagne,2.84,2.72,7.88,6.06,4.78,6.46,5.13,7.0,ID_012,47.447419,Lyon,47.447419,2024-06-26 00:00:00,6.97,Bordeaux,6.7,3.8,2.14,4.91,2024-10-26 00:00:00,2024-09-10 00:00:00,2024-08-21 00:00:00
8.51,7.51,8.14,4.94,2.46,5.48,7.31,8.49,5.99,2.41,3.21,2024-10-19 00:00:00,3.4,Hauts-de-France,6.37,4.19,3.74,6.05,2.07,Bretagne,6.92,3.58,1.59,8.49,3.31,8.29,5.05,5.49,ID_013,46.398739,Lyon,46.398739,2024-06-22 00:00:00,3.92,Marseille,8.39,4.14,2.41,8.03,2024-10-24 00:00:00,2024-02-19 00:00:00,2024-09-30 00:00:00
4.69,2.53,3.19,7.42,5.83,4.89,5.66,3.83,2.96,3.46,1.39,2024-09-19 00:00:00,5.15,Hauts-de-France,4.5,1.62,7.1,8.26,6.93,Grand Est,2.73,5.06,3.57,8.44,6.76,2.99,7.54,6.35,ID_014,48.943859,Montpellier,48.943859,2024-03-29 00:00:00,1.22,Nantes,6.1,2.94,7.23,5.69,2024-11-13 00:00:00,2024-04-02 00:00:00,2024-03-09 00:00:00
