col_mode_transport,col_polluant,col_emission_totale,col_emission_moyenne,col_concentration_moyenne,col_date,col_saison,col_ville,col_emission_par_usager_gkm,col_nb_usagers_journaliers,col_emission_totale_kg,col_concentration_ugm3,col_indice_qualite_air,col_source
TGV,PM2.5,3.36,3.14,33.97,2024-07-23 00:00:00,8.26,Bordeaux,6.64,2.25,1.65,55.25,8.24,RATP_Open_Data_2024
Métro,PM2.5,7.06,4.17,44.89,2024-11-20 00:00:00,1.64,Bordeaux,2.52,5.0,7.67,15.44,5.57,Data.gouv.fr
Transilien,CO,1.83,3.31,38.89,2024-08-10 00:00:00,4.19,Nantes,1.85,8.19,7.8,35.37,4.04,SNCF_Open_Data
RER,O3,8.22,2.77,64.91,2024-01-27 00:00:00,2.06,Marseille,1.62,3.44,5.32,38.33,5.67,Data.gouv.fr
TGV,CO,4.55,3.78,54.44,2024-08-10 00:00:00,1.46,Marseille,4.81,3.78,3.67,79.71,6.49,Airparif
Tramway,NO2,7.65,8.04,77.37,2024-07-21 00:00:00,4.11,Marseille,6.59,3.27,4.94,15.7,6.6,Météo-France
RER,NO2,8.11,1.26,75.57,2024-06-27 00:00:00,6.67,Marseille,7.62,5.92,5.3,21.84,7.71,SNCF_Open_Data
Métro,NO2,6.53,4.1,10.34,2024-10-12 00:00:00,2.88,Lille,3.12,2.62,7.3,84.43,7.12,Data.gouv.fr
Tramway,O3,2.75,4.3,7.74,2024-09-11 00:00:00,4.65,Strasbourg,8.29,7.57,5.13,81.99,1.76,SNCF_Open_Data
Bus RATP,NO2,1.4,1.51,78.14,2024-01-20 00:00:00,2.54,Nice,5.68,3.21,7.78,56.18,7.05,RATP_Open_Data_2024
Métro,PM2.5,8.5,5.78,4.11,2024-09-06 00:00:00,6.23,Toulouse,2.35,5.3,2.69,40.12,6.94,Data.gouv.fr
Tramway,SO2,6.87,4.94,81.45,2024-03-18 00:00:00,8.13,Marseille,2.01,7.96,7.36,36.81,8.78,Airparif
Tramway,CO,4.4,2.95,11.32,2024-02-29 00:00:00,1.37,Marseille,6.21,5.8,7.64,42.89,3.84,Data.gouv.fr
RER,PM2.5,4.84,2.06,39.39,2024-06-06 00:00:00,1.78,Toulouse,5.42,2.63,4.83,61.77,4.2,SNCF_Open_Data
Métro,PM10,4.45,6.3,4.24,2024-02-22 00:00:00,3.91,Montpellier,5.27,7.43,7.92,7.52,6.28,Météo-France
TGV,PM10,4.22,4.95,19.7,2024-02-03 00:00:00,1.92,Nice,3.94,4.1,3.72,68.29,3.89,RATP_Open_Data_2024
Bus RATP,PM2.5,8.11,6.34,41.35,2024-10-23 00:00:00,5.45,Nantes,5.86,3.6,2.03,53.89,6.35,Météo-France
Métro,NO2,1.68,6.95,64.63,2024-10-16 00:00:00,5.75,Montpellier,3.9,4.22,3.19,52.07,5.9,Météo-France
Transilien,NO2,8.03,6.86,81.59,2024-10-04 00:00:00,3.45,Toulouse,3.65,4.84,4.55,40.53,2.47,Data.gouv.fr
Tramway,SO2,3.74,7.41,27.06,2024-03-19 00:00:00,5.94,Paris,2.4,5.97,8.26,21.02,2.92,SNCF_Open_Data
RER,O3,1.42,4.83,44.09,2024-02-02 00:00:00,1.59,Bordeaux,5.89,4.77,3.8,81.15,4.66,SNCF_Open_Data
Bus RATP,SO2,5.62,5.71,28.35,2024-12-20 00:00:00,5.1,Paris,2.53,4.18,8.03,62.46,1.71,Météo-France
RER,CO,3.81,8.19,2.73,2024-11-24 00:00:00,8.06,Nantes,4.4,7.21,2.11,8.33,2.36,Airparif
Bus RATP,NO2,2.43,8.19,58.64,2024-05-14 00:00:00,5.34,Lille,1.2,2.34,8.43,82.15,7.25,RATP_Open_Data_2024
TER,PM2.5,5.11,2.83,26.88,2024-02-16 00:00:00,6.74,Marseille,1.21,2.65,6.09,25.2,1.24,SNCF_Open_Data
TER,O3,3.17,3.81,10.49,2024-05-07 00:00:00,1.32,Nice,5.97,8.71,7.91,23.69,5.06,Météo-France
Métro,PM2.5,1.86,2.75,79.89,2024-12-05 00:00:00,1.5,Toulouse,1.55,6.67,8.75,59.7,6.22,SNCF_Open_Data
Transilien,O3,1.32,2.56,77.06,2024-01-12 00:00:00,7.43,Nice,6.85,7.79,5.64,17.84,3.55,RATP_Open_Data_2024
Tramway,NO2,2.63,4.25,26.09,2024-11-04 00:00:00,5.5,Lyon,5.56,2.61,6.0,64.71,2.38,RATP_Open_Data_2024
Tramway,NO2,7.33,7.16,6.86,2024-02-09 00:00:00,3.45,Strasbourg,5.23,6.63,4.19,67.12,3.3,Airparif
Transilien,O3,2.14,1.53,26.26,2024-07-30 00:00:00,8.53,Marseille,2.31,2.92,4.4,63.93,3.7,SNCF_Open_Data
RER,SO2,4.62,7.17,17.8,2024-07-23 00:00:00,4.66,Toulouse,3.05,7.08,6.38,43.93,4.42,Data.gouv.fr
RER,SO2,6.21,4.21,4.13,2024-03-26 00:00:00,7.54,Paris,1.39,3.14,7.88,18.67,4.69,RATP_Open_Data_2024
TER,SO2,1.96,3.38,68.52,2024-02-22 00:00:00,7.31,Nice,8.56,3.63,5.8,60.04,7.89,RATP_Open_Data_2024
Bus RATP,O3,6.21,1.94,68.92,2024-05-22 00:00:00,3.36,Paris,8.2,3.26,7.42,69.0,2.32,SNCF_Open_Data
TER,CO,4.82,1.6,72.49,2024-02-16 00:00:00,4.99,Montpellier,4.54,6.19,8.1,70.17,8.21,SNCF_Open_Data
TER,SO2,2.5,4.51,12.8,2024-12-02 00:00:00,3.34,Lyon,6.49,3.64,7.09,25.3,6.5,Météo-France
TGV,O3,1.66,1.46,4.95,2024-01-21 00:00:00,6.61,Montpellier,5.18,7.62,7.79,54.95,4.91,Airparif
TGV,NO2,2.56,7.98,70.65,2024-02-14 00:00:00,6.89,Paris,2.18,6.86,5.43,50.44,1.27,Data.gouv.fr
Tramway,PM10,3.61,5.37,48.52,2024-06-16 00:00:00,4.76,Strasbourg,8.69,1.38,6.93,17.2,8.11,RATP_Open_Data_2024
RER,CO,5.84,5.43,56.35,2024-10-26 00:00:00,2.2,Lyon,6.1,6.98,3.45,63.99,7.37,Airparif
TER,NO2,4.76,4.01,42.06,2024-02-02 00:00:00,5.17,Lyon,4.01,1.7,6.32,61.71,7.71,SNCF_Open_Data
Tramway,PM10,3.98,4.01,58.12,2024-09-26 00:00:00,5.09,Toulouse,5.84,5.57,1.94,63.77,3.17,Airparif
Tramway,PM10,4.21,3.22,36.58,2024-04-28 00:00:00,7.03,Paris,8.19,6.51,3.12,49.42,2.38,RATP_Open_Data_2024
TER,CO,1.64,8.78,74.48,2024-08-24 00:00:00,5.35,Marseille,8.12,4.19,3.59,67.69,8.41,Airparif
TGV,PM2.5,2.37,7.38,29.54,2024-09-12 00:00:00,5.23,Lyon,2.16,4.99,8.69,61.81,3.08,SNCF_Open_Data
Métro,CO,7.52,5.73,26.57,2024-07-08 00:00:00,3.14,Nantes,4.84,6.57,7.17,58.25,6.51,Data.gouv.fr
Bus RATP,CO,1.9,1.61,52.54,2024-08-23 00:00:00,5.47,Paris,5.4,6.26,2.22,67.67,2.74,Météo-France
TER,PM2.5,5.03,1.35,23.79,2024-10-02 00:00:00,4.39,Toulouse,8.59,3.31,4.2,27.77,5.95,Airparif
TER,PM2.5,4.79,2.91,23.28,2024-04-24 00:00:00,6.9,Lyon,3.76,7.79,6.76,25.77,6.33,RATP_Open_Data_2024
Bus RATP,CO,4.18,7.83,79.23,2024-10-10 00:00:00,5.7,Paris,6.46,4.22,4.86,31.54,8.68,Data.gouv.fr
TGV,PM2.5,5.29,4.54,16.67,2024-06-26 00:00:00,5.81,Bordeaux,1.71,3.23,1.24,38.33,2.37,RATP_Open_Data_2024
Tramway,O3,1.79,7.57,35.53,2024-12-22 00:00:00,8.33,Toulouse,6.45,2.81,2.55,81.31,4.26,Météo-France
Bus RATP,CO,3.95,2.99,21.77,2024-12-21 00:00:00,7.13,Lille,3.96,4.56,2.13,72.87,3.59,Data.gouv.fr
Transilien,PM10,5.55,4.3,84.9,2024-03-24 00:00:00,4.84,Strasbourg,7.32,1.29,2.71,81.75,5.72,Météo-France
Métro,PM2.5,1.21,2.54,38.07,2024-02-05 00:00:00,8.3,Montpellier,3.67,6.05,4.49,65.74,7.41,SNCF_Open_Data
Bus RATP,SO2,6.09,3.19,41.33,2024-06-19 00:00:00,4.63,Montpellier,3.02,5.68,8.72,36.01,4.67,RATP_Open_Data_2024
Métro,SO2,5.12,7.05,36.85,2024-06-21 00:00:00,4.85,Nice,2.4,2.42,8.27,19.75,3.34,Data.gouv.fr
Bus RATP,NO2,2.35,6.46,45.98,2024-06-29 00:00:00,4.1,Montpellier,3.6,5.08,7.31,77.52,2.82,SNCF_Open_Data
TER,PM2.5,7.02,3.18,61.12,2024-12-12 00:00:00,4.7,Nantes,5.86,6.42,1.35,44.11,4.64,Météo-France
TER,O3,7.25,1.21,3.54,2024-10-13 00:00:00,3.63,Toulouse,4.73,7.68,6.02,47.45,5.48,RATP_Open_Data_2024
TER,O3,2.09,5.16,36.19,2024-11-18 00:00:00,3.91,Marseille,5.07,8.68,8.78,80.99,2.35,Data.gouv.fr
Tramway,O3,3.74,4.61,77.14,2024-04-05 00:00:00,4.64,Strasbourg,3.76,1.6,7.66,28.71,2.33,Data.gouv.fr
Tramway,CO,1.68,4.46,14.3,2024-10-09 00:00:00,8.62,Bordeaux,5.71,6.75,7.2,66.3,4.31,Data.gouv.fr
TGV,PM2.5,5.13,4.9,38.03,2024-06-27 00:00:00,2.2,Montpellier,1.7,1.34,8.01,37.39,5.02,Météo-France
TGV,O3,3.39,4.42,50.29,2024-07-03 00:00:00,7.83,Marseille,6.41,6.11,7.58,12.08,4.93,Airparif
TER,PM2.5,2.9,6.7,52.82,2024-08-22 00:00:00,6.09,Montpellier,6.35,3.91,1.41,16.07,4.03,RATP_Open_Data_2024
Transilien,NO2,1.62,7.15,71.07,2024-06-23 00:00:00,7.36,Nice,7.44,2.91,3.68,41.89,7.77,Météo-France
TER,PM10,1.94,6.53,26.6,2024-12-06 00:00:00,2.47,Paris,7.77,7.61,5.34,29.17,6.73,Airparif
Bus RATP,NO2,7.09,7.45,26.97,2024-12-03 00:00:00,4.59,Lille,6.95,3.9,3.47,38.33,5.87,Météo-France
Transilien,O3,6.14,3.61,11.92,2024-08-29 00:00:00,3.02,Nice,2.94,7.93,3.46,31.4,8.49,Airparif
Bus RATP,O3,6.42,6.17,71.34,2024-10-01 00:00:00,3.86,Paris,6.98,4.72,5.62,32.53,3.74,SNCF_Open_Data
Bus RATP,NO2,8.1,4.3,12.11,2024-08-01 00:00:00,5.17,Nantes,5.23,1.3,5.35,36.22,3.31,RATP_Open_Data_2024
Bus RATP,CO,4.43,7.85,80.24,2024-12-25 00:00:00,7.51,Bordeaux,1.95,8.41,4.98,16.45,3.09,RATP_Open_Data_2024
TER,O3,7.69,7.69,58.25,2024-04-22 00:00:00,8.01,Nantes,7.95,4.28,3.77,29.92,7.59,Airparif
TER,NO2,2.8,6.74,29.34,2024-10-31 00:00:00,7.8,Strasbourg,5.42,2.04,8.77,18.5,5.99,Airparif
TER,PM2.5,7.48,5.89,6.25,2024-09-20 00:00:00,5.3,Paris,2.32,1.62,8.08,60.03,1.45,RATP_Open_Data_2024
TGV,PM2.5,2.96,2.28,39.69,2024-07-02 00:00:00,8.59,Paris,3.1,6.99,2.18,2.11,7.52,Airparif
Tramway,NO2,3.5,3.76,13.48,2024-06-10 00:00:00,3.1,Bordeaux,5.05,1.49,5.32,21.53,1.45,Météo-France
TGV,PM10,2.92,8.34,43.3,2024-10-20 00:00:00,6.3,Lille,7.17,3.52,3.33,33.4,1.6,Météo-France
TGV,CO,7.92,8.35,70.5,2024-09-19 00:00:00,4.84,Montpellier,7.75,3.16,5.61,37.8,3.3,Météo-France
TGV,O3,4.42,8.71,31.6,2024-10-26 00:00:00,8.0,Montpellier,7.32,3.17,3.75,8.33,8.14,Data.gouv.fr
Bus RATP,NO2,5.79,4.56,18.32,2024-02-01 00:00:00,8.61,Lille,3.49,5.81,5.43,61.62,5.98,Météo-France
Tramway,PM2.5,6.59,4.86,83.81,2024-09-18 00:00:00,8.01,Paris,6.12,6.64,6.43,13.88,8.41,Airparif
TGV,SO2,5.49,2.19,66.12,2024-03-22 00:00:00,3.67,Montpellier,6.3,5.98,6.72,57.51,2.43,Météo-France
Bus RATP,NO2,1.77,5.79,78.83,2024-12-15 00:00:00,4.51,Paris,5.96,3.6,6.21,4.02,4.98,Météo-France
Transilien,O3,2.36,4.89,54.91,2024-03-02 00:00:00,7.01,Marseille,6.92,4.26,1.65,29.75,3.28,RATP_Open_Data_2024
Métro,NO2,3.25,5.47,81.5,2024-08-20 00:00:00,3.2,Nantes,3.54,4.69,7.06,20.22,8.56,RATP_Open_Data_2024
Tramway,CO,3.62,2.23,23.21,2024-11-11 00:00:00,5.23,Marseille,4.6,1.32,7.18,49.71,2.43,SNCF_Open_Data
TGV,CO,1.75,3.11,28.79,2024-05-16 00:00:00,7.69,Strasbourg,1.77,5.63,5.99,5.55,8.75,SNCF_Open_Data
TGV,SO2,5.79,4.36,31.49,2024-05-19 00:00:00,8.15,Montpellier,8.08,7.2,6.2,10.89,2.93,Data.gouv.fr
TER,CO,2.99,5.08,8.25,2024-03-07 00:00:00,5.59,Bordeaux,2.07,2.95,4.45,79.59,5.1,SNCF_Open_Data
Tramway,O3,5.98,1.88,32.75,2024-01-10 00:00:00,2.7,Nantes,8.57,1.23,6.93,71.0,4.54,Météo-France
Métro,CO,4.33,7.15,49.89,2024-11-04 00:00:00,5.13,Strasbourg,6.93,6.7,2.32,16.89,3.57,SNCF_Open_Data
Tramway,NO2,7.9,2.34,45.7,2024-06-28 00:00:00,5.82,Toulouse,3.87,8.29,2.58,78.53,5.7,SNCF_Open_Data
Bus RATP,PM2.5,5.01,3.63,82.97,2024-05-31 00:00:00,1.35,Lille,2.75,8.38,7.24,70.49,4.86,Data.gouv.fr
Métro,SO2,6.49,6.68,48.04,2024-11-11 00:00:00,3.96,Lyon,3.46,5.87,5.22,25.25,5.5,Météo-France
Transilien,CO,2.46,8.08,27.25,2024-09-22 00:00:00,4.03,Lyon,4.88,2.6,5.67,2.29,7.11,Météo-France
TER,NO2,2.77,4.42,56.35,2024-10-05 00:00:00,2.16,Montpellier,3.29,5.14,3.27,16.11,7.36,Airparif
Transilien,PM10,5.72,6.48,4.29,2024-10-07 00:00:00,6.52,Paris,3.97,2.25,6.67,35.94,3.74,Météo-France
RER,PM2.5,6.38,6.43,50.54,2024-10-14 00:00:00,3.05,Montpellier,6.48,7.06,4.06,40.84,7.92,SNCF_Open_Data
Transilien,CO,3.46,7.17,60.58,2024-03-20 00:00:00,8.13,Toulouse,5.79,1.44,4.72,37.85,8.06,Data.gouv.fr
Tramway,PM2.5,5.19,2.11,82.22,2024-11-24 00:00:00,4.18,Bordeaux,4.87,1.66,3.31,22.7,5.95,SNCF_Open_Data
Bus RATP,PM2.5,2.23,4.42,12.39,2024-10-01 00:00:00,4.05,Nantes,6.56,5.11,4.36,70.29,6.02,Data.gouv.fr
Tramway,SO2,4.13,6.91,45.48,2024-02-01 00:00:00,2.56,Montpellier,8.12,6.7,6.24,6.76,2.34,RATP_Open_Data_2024
Transilien,SO2,5.38,2.39,55.85,2024-07-18 00:00:00,5.66,Montpellier,4.13,8.27,4.59,46.33,5.07,Airparif
RER,SO2,2.52,5.91,63.61,2024-02-14 00:00:00,8.62,Marseille,3.43,6.8,3.6,39.72,3.89,Airparif
Tramway,CO,2.65,5.86,73.46,2024-10-10 00:00:00,5.99,Strasbourg,8.29,1.37,6.98,47.8,5.12,Data.gouv.fr
TER,CO,8.17,3.81,77.92,2024-03-15 00:00:00,4.87,Lille,4.14,7.22,5.01,21.97,7.94,Météo-France
Métro,CO,3.35,6.98,11.57,2024-05-23 00:00:00,8.24,Nantes,1.82,6.42,3.63,66.03,8.09,SNCF_Open_Data
RER,O3,5.17,8.0,15.16,2024-08-30 00:00:00,3.25,Montpellier,3.36,2.95,3.6,22.03,4.51,Data.gouv.fr
TER,NO2,7.97,4.11,69.12,2024-10-14 00:00:00,3.46,Bordeaux,2.2,6.95,8.5,11.05,6.33,Airparif
Tramway,PM2.5,4.79,7.65,47.79,2024-02-26 00:00:00,6.03,Lille,2.16,3.52,8.45,33.9,5.12,SNCF_Open_Data
TGV,SO2,8.08,8.33,38.88,2024-09-29 00:00:00,5.13,Paris,6.84,6.0,3.82,7.62,1.62,RATP_Open_Data_2024
TER,PM10,2.36,7.89,31.31,2024-01-27 00:00:00,2.18,Strasbourg,7.3,7.56,4.82,35.73,7.81,Data.gouv.fr
TGV,O3,7.02,8.08,33.21,2024-02-09 00:00:00,4.73,Montpellier,6.52,2.0,1.32,14.68,2.93,Data.gouv.fr
Métro,O3,5.81,6.0,25.65,2024-07-29 00:00:00,3.9,Toulouse,1.75,2.9,7.01,19.43,3.25,RATP_Open_Data_2024
TER,SO2,2.01,3.33,41.82,2024-07-05 00:00:00,2.47,Toulouse,2.48,1.85,2.15,29.07,3.83,SNCF_Open_Data
Métro,O3,8.7,3.03,2.83,2024-04-03 00:00:00,8.18,Lille,5.28,2.56,4.11,30.06,8.56,Airparif
TGV,SO2,8.35,1.93,80.28,2024-11-03 00:00:00,2.17,Lyon,8.7,3.41,3.63,78.12,8.65,SNCF_Open_Data
Métro,SO2,7.01,5.77,12.95,2024-12-03 00:00:00,1.94,Lille,8.42,7.69,6.59,81.61,7.59,Data.gouv.fr
Bus RATP,O3,8.04,8.22,18.06,2024-03-21 00:00:00,2.5,Montpellier,7.7,7.89,8.12,12.4,1.79,RATP_Open_Data_2024
RER,PM2.5,6.7,3.08,59.88,2024-05-10 00:00:00,5.07,Lyon,1.78,6.02,2.73,71.38,4.19,RATP_Open_Data_2024
TGV,O3,2.7,3.58,20.7,2024-03-16 00:00:00,4.93,Marseille,3.61,2.12,6.33,75.41,3.61,RATP_Open_Data_2024
Tramway,CO,3.58,1.56,47.22,2024-06-15 00:00:00,3.64,Marseille,1.49,3.42,6.98,27.8,1.81,SNCF_Open_Data
RER,PM10,1.9,7.19,78.07,2024-12-09 00:00:00,6.16,Lyon,5.51,7.18,6.0,27.95,7.88,SNCF_Open_Data
Bus RATP,NO2,1.71,2.16,68.59,2024-02-22 00:00:00,3.59,Bordeaux,4.0,3.83,4.23,69.54,7.95,Météo-France
RER,O3,8.73,8.04,12.87,2024-09-04 00:00:00,4.97,Strasbourg,7.07,8.12,4.58,4.75,2.37,Météo-France
Bus RATP,PM2.5,8.64,4.32,49.07,2024-10-09 00:00:00,3.49,Lille,7.07,3.28,1.61,49.1,1.6,Data.gouv.fr
Transilien,CO,2.35,2.11,66.14,2024-12-08 00:00:00,7.38,Marseille,1.64,7.22,4.98,83.88,3.74,Météo-France
Tramway,SO2,8.41,8.01,26.56,2024-06-13 00:00:00,5.22,Marseille,1.22,2.24,8.31,49.31,2.05,Airparif
TER,PM2.5,3.18,5.64,44.51,2024-10-24 00:00:00,4.66,Nice,3.3,3.08,6.81,45.76,1.37,Data.gouv.fr
TER,PM10,4.43,5.88,38.74,2024-07-01 00:00:00,2.96,Marseille,2.49,3.3,4.96,20.25,4.34,Météo-France
RER,PM10,2.32,5.97,58.86,2024-03-10 00:00:00,7.04,Strasbourg,2.44,3.42,3.3,53.34,5.86,Météo-France
Transilien,O3,6.79,5.94,7.85,2024-10-08 00:00:00,7.94,Nantes,1.23,8.63,7.06,28.98,7.14,Data.gouv.fr
RER,PM2.5,1.72,3.41,80.32,2024-12-19 00:00:00,6.66,Lille,3.79,3.9,1.75,22.87,4.69,Data.gouv.fr
Métro,NO2,7.77,2.11,71.54,2024-03-08 00:00:00,7.38,Marseille,4.38,3.53,5.41,45.27,2.66,Data.gouv.fr
TER,PM10,6.73,3.3,67.57,2024-04-06 00:00:00,6.41,Lyon,4.91,5.46,5.9,40.46,2.82,Airparif
TER,PM10,4.46,5.2,76.93,2024-07-23 00:00:00,3.5,Lyon,6.12,6.92,7.98,44.43,7.16,Météo-France
TER,NO2,1.74,2.64,4.88,2024-08-09 00:00:00,3.18,Lille,7.45,6.82,8.65,40.97,1.93,RATP_Open_Data_2024
TER,PM10,7.88,7.16,24.88,2024-04-24 00:00:00,6.21,Strasbourg,8.44,8.2,6.89,45.97,4.46,RATP_Open_Data_2024
Tramway,NO2,7.22,6.65,35.72,2024-01-25 00:00:00,4.56,Paris,1.32,5.7,5.72,74.48,8.12,RATP_Open_Data_2024
Tramway,CO,7.33,7.31,19.02,2024-02-26 00:00:00,6.72,Montpellier,4.38,6.41,2.02,7.35,5.48,SNCF_Open_Data
TER,SO2,8.57,5.49,47.38,2024-04-05 00:00:00,1.5,Bordeaux,6.82,3.09,2.01,52.63,7.79,Data.gouv.fr
Métro,O3,8.0,4.0,77.84,2024-05-29 00:00:00,6.58,Strasbourg,6.45,1.79,5.48,31.54,5.9,SNCF_Open_Data
Transilien,O3,2.51,2.02,65.07,2024-06-26 00:00:00,8.68,Marseille,5.5,4.58,7.53,83.08,4.1,RATP_Open_Data_2024
Tramway,O3,2.47,5.64,78.41,2024-06-27 00:00:00,4.0,Lille,8.51,4.38,2.21,16.77,4.6,Airparif
TGV,SO2,4.04,7.32,67.52,2024-07-16 00:00:00,8.76,Montpellier,2.43,7.01,8.43,11.66,5.2,Data.gouv.fr
RER,SO2,5.18,1.85,32.43,2024-02-05 00:00:00,8.69,Nantes,7.13,7.22,5.07,55.24,1.7,Data.gouv.fr
Tramway,PM2.5,2.67,1.29,68.43,2024-07-13 00:00:00,7.4,Bordeaux,5.23,8.48,1.43,13.09,2.95,Airparif
Tramway,PM10,5.15,2.46,30.78,2024-08-31 00:00:00,6.23,Paris,5.13,3.87,2.6,11.65,2.37,Data.gouv.fr
Bus RATP,SO2,1.83,3.02,14.29,2024-02-09 00:00:00,6.13,Lyon,8.58,7.98,7.17,83.04,6.57,RATP_Open_Data_2024
Bus RATP,PM2.5,2.31,8.78,4.48,2024-10-02 00:00:00,7.18,Montpellier,8.18,4.25,8.04,43.13,2.57,SNCF_Open_Data
TER,NO2,4.87,8.56,82.63,2024-01-25 00:00:00,8.39,Toulouse,7.81,4.09,2.68,40.04,4.08,RATP_Open_Data_2024
RER,O3,1.89,8.03,52.82,2024-07-20 00:00:00,2.78,Lyon,1.89,8.25,1.57,12.95,3.66,Data.gouv.fr
Métro,O3,5.9,6.0,30.25,2024-01-09 00:00:00,3.13,Lyon,8.37,7.56,6.73,45.48,1.51,RATP_Open_Data_2024
Transilien,NO2,5.67,8.42,81.51,2024-02-23 00:00:00,1.93,Marseille,6.79,5.94,1.49,64.05,2.38,Data.gouv.fr
Métro,PM10,2.44,2.6,73.71,2024-03-25 00:00:00,3.01,Marseille,5.0,3.84,7.59,70.98,2.63,SNCF_Open_Data
RER,O3,6.0,7.02,82.62,2024-04-02 00:00:00,5.24,Nantes,1.6,7.71,1.41,6.78,5.68,RATP_Open_Data_2024
TER,PM10,6.47,7.88,60.41,2024-05-17 00:00:00,7.8,Marseille,5.73,4.8,3.02,77.83,1.76,Airparif
Bus RATP,SO2,8.77,5.01,10.18,2024-03-18 00:00:00,3.0,Strasbourg,3.06,5.55,3.57,10.83,5.01,Airparif
Métro,SO2,8.27,4.14,83.79,2024-05-11 00:00:00,7.04,Lyon,2.37,1.53,6.23,49.06,5.18,Airparif
Tramway,CO,1.98,1.67,52.39,2024-02-04 00:00:00,8.61,Toulouse,7.82,6.68,4.69,2.15,2.43,RATP_Open_Data_2024
Transilien,NO2,8.3,1.89,5.9,2024-05-15 00:00:00,2.99,Lyon,1.54,5.9,3.98,23.16,4.12,RATP_Open_Data_2024
Bus RATP,O3,8.43,5.98,64.9,2024-09-03 00:00:00,2.45,Lyon,2.82,6.4,2.15,57.71,4.25,Airparif
Bus RATP,PM10,3.68,4.04,21.65,2024-10-11 00:00:00,7.7,Strasbourg,3.03,3.72,3.79,6.7,7.9,SNCF_Open_Data
RER,CO,2.73,3.28,73.75,2024-05-30 00:00:00,3.17,Bordeaux,3.29,1.46,8.69,31.63,2.32,RATP_Open_Data_2024
Tramway,O3,6.13,6.96,24.3,2024-09-21 00:00:00,7.01,Lyon,4.4,2.36,8.66,2.76,5.16,RATP_Open_Data_2024
RER,PM10,1.6,3.44,17.94,2024-07-07 00:00:00,2.95,Lille,7.64,1.28,4.85,64.63,4.68,Airparif
TGV,PM10,7.97,1.32,48.38,2024-12-10 00:00:00,5.42,Montpellier,2.06,5.2,2.87,2.9,1.74,Météo-France
RER,PM2.5,4.72,5.52,16.47,2024-02-18 00:00:00,2.62,Paris,3.04,4.53,2.58,67.87,3.77,Météo-France
TGV,NO2,7.91,5.62,69.66,2024-07-20 00:00:00,4.41,Paris,7.09,8.78,2.49,56.54,6.81,RATP_Open_Data_2024
Métro,PM10,7.33,8.67,34.49,2024-11-18 00:00:00,3.26,Lyon,6.36,7.35,6.81,69.2,7.68,Airparif
RER,SO2,7.57,1.4,54.93,2024-11-10 00:00:00,5.1,Montpellier,3.73,7.35,4.75,11.4,6.82,Airparif
TER,PM10,2.23,6.26,56.5,2024-05-17 00:00:00,7.38,Lyon,4.04,8.79,6.71,48.65,3.87,Data.gouv.fr
Bus RATP,PM2.5,3.14,8.18,82.95,2024-02-11 00:00:00,4.81,Montpellier,3.24,3.24,6.68,28.73,6.91,Data.gouv.fr
TGV,CO,1.99,3.39,39.61,2024-11-24 00:00:00,2.44,Lyon,1.73,3.46,5.2,21.02,4.99,Data.gouv.fr
Bus RATP,PM2.5,2.87,7.61,81.99,2024-10-29 00:00:00,7.44,Lyon,5.98,4.7,7.65,70.61,2.81,SNCF_Open_Data
Bus RATP,CO,2.0,4.79,63.03,2024-04-26 00:00:00,8.02,Marseille,6.02,7.66,2.56,75.93,5.46,Data.gouv.fr
Métro,O3,6.73,6.04,70.24,2024-09-11 00:00:00,1.96,Toulouse,3.19,1.3,3.35,6.83,4.18,SNCF_Open_Data
RER,PM10,6.37,7.11,18.37,2024-01-06 00:00:00,3.32,Nantes,2.49,8.38,7.64,11.52,7.94,Data.gouv.fr
Tramway,PM10,3.73,2.13,58.45,2024-05-04 00:00:00,6.45,Lyon,3.82,8.37,8.59,71.34,5.41,Airparif
Tramway,PM2.5,4.68,4.17,12.68,2024-02-22 00:00:00,2.74,Nice,6.95,4.95,7.82,70.99,2.25,Airparif
RER,PM10,6.87,4.81,67.81,2024-02-07 00:00:00,3.95,Strasbourg,3.67,7.38,3.19,30.4,3.88,SNCF_Open_Data
Tramway,O3,2.07,1.57,62.64,2024-07-21 00:00:00,8.28,Montpellier,2.62,5.05,1.68,81.18,8.13,SNCF_Open_Data
Transilien,PM2.5,7.23,8.68,58.93,2024-03-29 00:00:00,7.52,Toulouse,6.66,8.35,3.23,12.19,2.26,Data.gouv.fr
Bus RATP,NO2,2.2,8.07,82.01,2024-06-05 00:00:00,5.64,Strasbourg,6.68,2.61,2.44,73.79,3.76,SNCF_Open_Data
TER,NO2,3.34,2.97,75.86,2024-03-08 00:00:00,6.34,Montpellier,7.73,2.41,1.27,50.82,2.28,Data.gouv.fr
RER,NO2,3.55,4.59,4.09,2024-05-14 00:00:00,7.18,Bordeaux,3.95,4.18,4.84,5.29,4.88,RATP_Open_Data_2024
Bus RATP,SO2,1.27,8.0,11.5,2024-03-22 00:00:00,7.63,Bordeaux,4.74,1.82,5.79,17.23,4.1,Data.gouv.fr
Tramway,PM10,4.92,7.7,66.85,2024-01-23 00:00:00,2.69,Lyon,2.78,4.36,7.96,37.45,6.29,SNCF_Open_Data
TER,PM10,4.01,6.96,22.71,2024-05-01 00:00:00,7.82,Toulouse,1.54,3.84,3.09,54.68,4.94,Data.gouv.fr
