col_environnement_id,col_time_id,col_zone_environnement_id,col_mode_environnement_id,col_polluant_id,col_station_mesure_id,col_type_carburant_id,col_emission_co2_kg,col_emission_co2_km,col_emission_par_habitant_kg,col_reduction_emission_pct,col_indice_aqi,col_niveau_qualite_air,col_pm25_ugm3,col_pm10_ugm3,col_no2_ugm3,col_o3_ugm3,col_energie_consommee_kwh,col_part_renouvelable_pct,col_cout_energie_eur,col_age_vehicule_moyen,col_nb_vehicules_electriques,col_taux_renouvellement_pct,col_valeur_cible,col_ecart_objectif_pct,col_atteint_objectif,col_reduction_trafic_covid_pct,col_gain_environnemental_kg
ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,2.28,7.46,6.16,2.86,10.82,4.21,2.83,5.32,1.92,3.85,5.11,7.84,4.61,6.14,3.87,5.61,11.06,7.42,3.37,ID_053,3.72
ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,8.32,7.79,3.33,3.2,2.46,6.81,8.0,7.2,8.27,6.03,7.08,2.01,7.89,8.56,6.19,6.92,59.88,7.02,4.53,ID_054,2.65
ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,5.61,1.46,4.77,8.01,64.43,6.37,6.61,3.45,6.39,3.75,3.62,4.66,8.09,3.8,4.16,8.37,65.86,3.13,5.54,ID_055,2.42
ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,5.5,2.43,2.09,4.74,79.61,6.53,8.25,4.77,2.17,8.35,4.95,3.1,4.52,6.87,2.69,7.85,73.0,6.97,1.79,ID_056,7.56
ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,7.67,3.65,5.43,8.02,57.98,2.77,4.81,6.81,4.37,4.34,8.13,2.53,3.64,8.17,2.11,7.32,59.44,7.14,8.67,ID_057,3.49
ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,4.39,5.89,1.48,1.33,68.91,6.12,3.78,5.44,4.57,3.9,5.6,4.58,3.83,8.58,5.31,5.85,72.79,8.3,8.32,ID_058,6.87
ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,2.25,8.22,8.74,5.6,22.31,3.58,5.5,7.79,6.42,8.67,7.27,4.36,4.38,1.78,5.27,5.41,21.57,1.88,5.21,ID_059,7.61
ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,3.62,4.75,6.49,6.9,82.92,5.65,4.64,5.01,6.16,2.24,8.12,7.18,2.44,5.58,8.17,5.81,41.09,4.34,7.12,ID_060,3.83
ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,4.97,6.61,3.04,8.18,57.73,3.45,4.13,1.78,7.85,6.46,4.01,8.76,3.38,7.48,2.89,4.39,34.52,5.52,5.84,ID_061,6.72
ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,2.61,2.75,6.16,5.71,81.69,1.98,5.47,3.77,5.71,5.64,5.21,1.48,2.0,4.2,2.31,8.34,72.75,5.59,2.02,ID_062,3.23
ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,2.01,5.79,6.83,8.25,27.17,5.49,7.75,4.96,5.47,3.36,1.38,4.08,7.05,5.29,7.59,3.92,64.41,5.16,6.02,ID_063,3.75
ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,7.4,1.28,5.87,2.17,62.49,7.55,3.82,5.09,2.21,4.76,4.11,4.46,3.53,1.39,2.5,5.13,30.82,8.7,2.3,ID_064,5.45
ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,5.74,2.98,7.63,3.17,28.3,8.67,6.53,8.32,1.74,2.29,4.46,3.07,5.04,7.94,5.75,4.53,33.03,3.03,2.89,ID_065,3.72
ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,3.35,2.2,8.11,1.45,3.68,2.38,2.16,7.8,1.23,3.77,7.23,5.36,5.09,1.21,1.72,4.91,75.82,3.75,3.62,ID_066,1.21
ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,3.36,6.34,8.29,2.16,83.12,6.06,7.71,5.78,5.75,1.87,3.43,7.61,8.2,8.2,6.91,5.29,44.05,4.62,1.67,ID_067,2.06
ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,5.8,2.08,6.41,4.5,27.63,2.87,1.52,7.89,7.04,6.74,1.56,6.14,4.38,6.88,4.99,2.38,10.1,3.96,2.56,ID_068,3.77
ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,7.34,5.86,3.78,8.36,7.31,5.89,2.32,7.51,7.9,3.69,3.17,7.45,5.47,3.29,5.15,2.41,32.54,7.43,6.82,ID_069,1.25
ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,4.64,7.17,4.54,4.07,6.72,7.5,5.02,6.94,8.08,1.29,6.63,3.79,4.48,2.98,7.95,6.44,10.56,6.84,2.12,ID_070,8.31
ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,2.78,3.77,5.47,6.83,8.19,6.9,7.51,1.81,8.54,7.73,8.33,6.8,7.17,4.18,4.38,8.05,2.77,1.63,5.15,ID_071,5.62
ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,3.03,5.56,1.96,5.57,46.45,3.41,1.53,7.14,6.25,2.45,4.4,2.89,2.72,7.28,6.15,2.09,33.29,2.23,4.41,ID_072,5.66
ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,1.92,6.76,4.55,2.16,38.85,4.5,4.25,2.73,6.9,8.26,2.49,4.29,6.32,4.19,1.45,1.64,3.46,3.3,7.51,ID_073,4.53
ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,3.66,8.47,4.39,6.27,53.05,1.5,7.25,5.55,5.37,1.76,1.3,1.26,6.34,4.17,5.89,5.04,49.01,5.97,5.88,ID_074,3.86
ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,8.33,1.29,7.93,3.6,68.7,2.17,1.37,6.4,6.84,5.36,8.15,8.75,8.48,4.92,7.95,2.66,7.38,8.7,7.46,ID_075,2.88
ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,7.49,3.62,3.27,4.4,3.68,2.02,6.79,8.57,6.5,2.53,7.49,2.51,2.67,6.28,4.38,8.64,47.9,2.81,4.93,ID_076,6.3
ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,3.48,7.44,8.29,8.03,31.22,1.66,6.35,1.46,8.57,8.27,8.25,1.62,5.85,3.91,1.52,7.73,20.88,1.27,4.2,ID_077,6.58
ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,2.98,2.87,4.5,5.84,29.59,1.34,7.44,4.65,2.53,5.47,1.66,3.19,5.36,6.0,5.79,4.83,2.37,4.69,2.63,ID_078,6.27
ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,7.25,7.81,6.36,8.21,78.88,1.39,1.76,7.89,5.24,6.26,5.71,8.23,5.81,3.28,6.22,8.01,80.4,1.76,2.32,ID_079,3.95
ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,5.61,2.26,8.46,6.85,71.26,5.34,5.65,3.74,7.09,2.83,6.9,5.35,2.9,6.28,5.91,8.61,33.26,1.23,4.14,ID_080,8.36
ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,6.78,6.22,2.34,4.54,66.57,8.29,4.39,8.5,2.89,2.67,3.63,7.89,8.32,2.61,3.48,3.47,74.61,3.73,8.23,ID_081,2.64
ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,5.17,1.24,1.27,4.09,3.27,1.91,8.08,5.11,5.74,3.75,8.53,8.77,1.66,8.62,8.08,3.23,19.07,2.67,6.91,ID_082,1.21
ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,6.78,2.35,5.72,1.94,7.07,7.59,2.63,4.43,8.53,3.43,6.42,6.57,4.55,1.52,5.59,6.06,61.41,6.04,1.95,ID_083,7.99
ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,2.52,6.18,2.5,2.22,24.62,4.94,4.2,6.36,4.11,4.19,4.25,6.28,5.75,4.68,2.12,7.98,51.28,3.7,1.52,ID_084,3.98
ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,1.72,5.34,2.3,2.29,59.26,7.35,3.44,7.76,7.22,3.58,7.31,7.39,5.55,6.35,1.57,7.23,43.38,6.65,5.63,ID_085,2.12
ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,1.93,4.6,2.38,8.38,56.83,5.15,5.73,8.07,4.75,5.23,2.32,7.35,4.61,5.25,8.76,6.97,35.96,6.87,4.7,ID_086,1.88
ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,8.78,1.85,2.3,7.98,59.48,5.61,6.33,2.7,5.6,5.15,2.82,3.81,6.97,5.83,3.24,1.72,35.88,8.24,8.71,ID_087,4.9
ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,1.74,1.28,7.7,6.29,73.94,2.99,8.78,4.97,2.34,5.33,6.9,1.24,6.12,5.16,6.85,3.41,64.47,3.82,5.54,ID_088,6.06
ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,8.0,4.64,3.19,3.19,33.73,6.08,4.1,2.56,6.09,2.18,5.34,1.45,4.77,8.22,7.77,6.16,21.91,3.8,6.89,ID_089,4.66
ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,6.33,5.89,3.41,3.47,34.55,7.86,6.16,5.77,7.97,3.61,7.21,7.57,5.96,5.31,1.52,3.17,26.76,5.5,3.73,ID_090,6.26
ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,5.63,1.78,7.42,1.45,61.69,2.98,5.13,3.49,3.74,6.49,4.59,3.01,1.21,4.99,4.49,2.85,57.51,8.52,2.41,ID_091,2.02
ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,5.8,4.16,7.13,2.67,73.08,7.77,6.36,3.46,5.58,4.14,3.44,6.73,1.38,8.4,4.0,6.28,49.73,8.05,6.26,ID_092,5.7
ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,3.14,8.28,5.07,2.88,50.72,6.11,7.33,7.74,6.78,2.45,3.77,5.32,5.65,2.38,5.64,1.98,20.36,7.94,8.74,ID_093,7.02
ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,7.22,6.82,2.33,7.15,40.74,5.06,5.69,7.29,4.95,4.48,8.33,3.61,4.8,6.74,6.62,8.74,72.79,5.78,3.65,ID_094,5.3
ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,8.54,1.99,8.68,8.68,32.49,3.16,5.71,2.01,6.58,2.37,6.98,1.4,5.59,8.16,2.03,3.68,59.86,4.1,2.13,ID_095,3.93
ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,4.81,2.47,2.66,7.51,36.27,3.35,5.74,1.54,3.01,6.0,4.07,8.18,3.55,1.99,6.14,3.43,43.61,8.67,5.32,ID_096,2.87
ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,8.27,5.14,4.46,6.94,44.25,2.7,3.24,5.81,7.57,6.58,6.79,8.76,2.62,2.24,3.62,1.7,76.48,3.39,4.93,ID_097,5.83
ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,7.76,6.52,6.56,4.44,3.63,8.24,5.27,2.45,3.64,2.82,4.18,5.53,1.64,4.78,8.3,3.11,82.14,1.27,5.06,ID_098,5.54
ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,6.5,4.24,6.21,7.09,49.74,4.37,8.19,3.58,4.38,6.59,2.49,5.5,3.11,5.27,2.19,7.78,7.06,2.63,7.36,ID_099,4.74
ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,5.27,5.3,7.04,8.26,33.56,4.42,4.98,5.88,6.08,4.34,3.58,4.36,2.53,1.28,2.35,5.53,56.51,3.09,8.6,ID_000,7.57
ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,8.13,7.34,1.82,6.34,58.49,3.87,1.83,1.27,7.6,7.62,7.11,6.28,1.24,4.94,5.61,3.82,37.01,7.44,3.33,ID_001,3.24
ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,7.2,4.58,3.08,7.07,84.23,4.55,6.76,6.47,4.23,7.3,4.43,1.77,2.71,6.6,6.56,6.69,37.11,4.06,5.09,ID_002,4.58
ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,5.58,6.4,8.33,3.24,38.84,4.34,8.64,7.5,4.22,3.6,8.27,7.69,6.35,6.72,6.67,2.8,61.05,7.23,3.48,ID_003,6.01
ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,5.12,7.66,8.57,2.16,36.17,8.08,7.21,4.48,1.79,6.29,8.39,8.4,2.66,5.03,5.59,6.63,28.13,1.37,6.02,ID_004,7.82
ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,3.71,1.59,2.9,4.22,33.05,1.45,7.57,2.83,4.31,7.74,2.79,1.9,7.68,4.54,1.24,6.58,60.71,3.3,6.41,ID_005,4.93
ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,4.06,4.66,3.41,1.64,56.78,7.29,6.24,8.58,4.48,1.43,1.38,3.55,6.34,3.6,1.6,7.92,42.05,2.67,6.4,ID_006,6.27
ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,7.3,6.08,2.57,2.1,71.33,7.85,8.22,7.52,7.11,2.65,3.68,4.03,8.74,7.35,8.31,6.37,34.52,3.48,6.54,ID_007,2.61
ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,8.64,7.4,2.65,7.79,11.57,8.77,6.28,2.16,4.9,7.92,1.52,3.32,2.87,4.69,6.29,8.45,3.92,4.0,7.55,ID_008,3.65
ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,4.65,1.43,1.74,4.36,63.4,6.64,1.89,3.15,2.94,1.44,4.88,5.93,5.54,1.77,6.84,6.86,24.96,1.74,7.36,ID_009,1.47
ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,6.1,6.7,3.04,2.28,45.51,5.52,7.89,6.59,7.11,1.56,8.59,6.45,6.5,7.47,5.95,2.24,60.94,2.98,1.61,ID_010,5.27
ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,7.21,4.39,4.64,2.38,29.78,6.06,5.81,4.78,3.0,2.61,5.92,6.26,6.77,8.34,1.75,2.01,14.23,2.02,1.82,ID_011,5.42
ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,7.79,7.84,3.59,7.53,29.77,4.14,5.27,4.14,4.67,8.36,8.15,5.26,5.42,2.74,5.45,6.27,28.73,5.13,8.26,ID_012,8.12
ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,6.21,2.25,1.29,4.05,40.52,3.51,5.31,7.3,1.39,6.47,7.5,4.57,6.49,1.53,6.96,4.32,51.52,7.8,2.2,ID_013,4.88
ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,2.62,3.98,1.55,2.91,18.6,8.75,6.29,1.99,8.36,4.23,5.7,7.72,8.05,6.92,3.98,8.16,6.81,6.79,6.88,ID_014,8.69
ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,2.07,1.32,3.77,2.6,4.38,1.98,8.58,7.57,7.76,7.39,3.27,8.78,2.81,5.3,7.92,7.02,47.55,7.72,8.4,ID_015,7.96
ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,4.55,3.67,6.7,7.3,68.88,7.8,6.54,7.69,2.08,7.88,4.13,6.69,1.33,7.43,1.36,5.74,79.08,7.07,5.68,ID_016,3.25
ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,5.51,3.7,1.35,7.29,52.39,1.58,5.04,3.62,8.55,7.21,4.05,8.23,3.45,8.29,5.63,3.08,14.11,6.69,5.31,ID_017,5.09
ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,6.34,8.62,4.34,3.63,26.38,6.27,3.49,3.07,6.01,3.36,5.2,4.4,2.36,2.26,6.08,5.34,60.69,1.42,3.59,ID_018,8.78
ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,1.51,1.98,7.73,6.51,70.03,6.53,7.48,2.9,5.38,4.96,8.58,2.52,4.05,6.31,6.6,7.52,20.81,1.77,7.19,ID_019,5.77
ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,7.25,3.49,3.64,2.06,7.25,4.66,5.08,6.38,2.71,1.84,5.3,4.33,8.06,1.7,6.82,2.38,22.14,4.47,6.24,ID_020,8.54
ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,8.22,5.12,5.64,1.87,58.84,8.74,4.62,2.06,6.77,7.76,2.17,4.36,3.28,4.67,6.29,3.32,84.9,5.81,2.67,ID_021,6.96
ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,8.64,8.55,1.35,1.56,71.06,6.13,5.37,2.13,6.66,2.37,8.12,8.32,3.69,4.44,2.37,6.96,43.06,1.57,8.28,ID_022,1.64
ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,1.82,5.82,8.2,5.86,79.75,7.34,8.5,1.78,4.34,5.5,5.19,6.55,4.79,4.51,6.4,4.61,23.28,6.21,8.72,ID_023,1.47
ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,6.12,5.07,8.06,4.23,48.11,7.18,2.94,7.21,2.51,1.53,7.41,4.03,7.11,8.78,6.46,3.21,45.89,5.3,1.52,ID_024,1.77
ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,1.71,7.08,6.25,2.22,25.13,3.38,6.95,7.61,1.3,8.59,3.85,2.61,1.58,8.53,5.9,4.19,28.0,6.19,7.23,ID_025,2.08
ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,8.25,5.28,8.03,5.69,60.15,1.23,7.38,5.48,6.73,1.63,5.98,1.62,4.82,4.47,3.2,3.32,73.94,5.32,1.5,ID_026,6.83
ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,7.12,8.03,1.45,2.84,33.77,5.15,3.44,7.85,6.17,4.07,6.03,3.0,4.13,7.24,5.42,5.58,26.94,6.76,2.28,ID_027,1.43
ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,8.04,5.54,5.18,7.58,13.44,2.89,1.75,4.72,1.77,4.61,2.63,1.77,6.54,8.52,2.34,4.66,73.34,6.6,6.43,ID_028,6.89
ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,8.14,4.29,2.93,7.96,40.33,1.92,8.76,2.79,2.17,8.33,5.75,6.95,1.79,5.81,4.23,5.97,17.0,1.87,5.05,ID_029,1.51
ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,6.97,5.25,5.57,1.88,6.51,5.68,2.68,4.16,7.03,7.04,2.65,3.4,4.4,7.88,3.86,8.37,7.62,3.98,3.57,ID_030,3.76
ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,4.69,1.26,8.66,4.8,83.53,6.51,6.73,6.79,3.36,4.5,3.96,8.6,3.94,5.81,1.61,2.54,84.04,6.18,6.86,ID_031,8.25
ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,2.17,6.32,7.58,2.05,44.15,3.07,4.66,1.25,7.69,7.23,8.16,4.48,2.66,3.45,2.96,2.2,58.57,5.3,7.24,ID_032,4.64
ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,1.21,6.19,1.2,5.33,53.72,7.01,6.78,4.96,1.33,6.57,1.75,3.11,7.28,4.62,7.98,3.59,52.57,4.04,8.11,ID_033,5.39
ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,5.56,1.9,6.11,1.98,83.36,3.65,2.39,3.59,7.25,4.24,6.07,1.62,7.28,3.53,4.48,4.73,57.38,2.99,5.24,ID_034,4.56
ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,3.11,4.81,5.3,7.38,6.23,2.82,3.69,5.56,3.68,8.47,1.63,3.42,5.31,8.66,7.08,3.83,7.47,5.58,8.62,ID_035,5.73
ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,2.05,8.26,3.99,7.56,9.74,7.05,6.34,5.14,5.04,6.75,3.1,7.91,7.16,5.14,4.34,2.77,14.74,1.3,5.42,ID_036,7.28
ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,3.03,7.86,4.67,2.72,18.71,6.14,5.68,7.27,4.37,2.23,4.91,4.48,4.58,1.84,3.72,5.26,51.25,2.69,3.01,ID_037,3.89
ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,7.75,6.9,8.67,4.69,8.91,6.44,5.13,8.67,8.55,3.08,8.07,5.65,3.42,6.61,7.27,6.12,73.66,7.11,8.4,ID_038,1.48
ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,2.88,1.88,6.05,6.23,38.19,7.38,1.95,7.03,7.27,4.49,3.85,5.0,7.57,3.81,8.54,1.99,7.38,6.21,5.77,ID_039,5.61
ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,3.01,8.73,5.27,4.63,4.98,2.98,7.58,4.93,2.19,7.43,2.92,6.05,5.51,2.43,4.25,3.9,65.4,7.96,4.34,ID_040,5.05
ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,8.21,8.66,6.55,2.91,27.6,6.31,7.67,6.5,5.92,4.74,7.91,3.48,8.49,7.76,2.37,7.64,75.66,4.32,8.27,ID_041,6.23
ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,1.95,5.47,4.57,4.98,60.0,1.52,6.46,7.34,5.45,5.5,4.48,6.23,7.08,1.84,8.17,1.2,23.47,2.81,3.04,ID_042,7.99
ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,2.95,6.97,3.21,1.9,62.42,2.2,5.77,6.79,8.78,7.93,6.38,1.42,7.75,6.17,6.52,8.73,49.4,2.14,1.76,ID_043,7.26
ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,1.52,2.96,1.85,2.04,28.13,2.49,5.56,7.61,4.0,2.92,5.83,7.99,7.56,6.65,4.98,7.72,80.81,1.85,4.26,ID_044,2.62
ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,6.09,2.94,2.64,5.56,18.77,6.98,1.56,4.97,8.55,3.79,7.16,4.7,4.8,3.22,4.22,7.16,8.72,2.68,8.59,ID_045,1.29
ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,7.39,8.53,1.95,7.74,8.03,4.93,4.71,4.38,3.61,6.77,2.09,1.23,2.72,4.0,8.03,8.0,8.35,2.35,6.89,ID_046,6.88
ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,5.02,3.44,6.06,7.81,45.13,8.34,8.46,2.35,7.82,8.36,2.4,5.96,1.35,8.28,2.29,1.29,43.19,8.52,2.51,ID_047,3.83
ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,6.27,5.36,7.15,8.12,49.87,8.27,1.93,4.36,1.79,6.51,4.44,5.66,7.04,8.12,3.98,4.71,18.68,7.89,4.42,ID_048,3.49
ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,3.24,8.38,3.41,5.77,81.38,7.74,4.54,3.42,6.85,4.31,4.95,2.8,1.24,3.01,5.32,4.1,81.44,4.85,2.81,ID_049,4.6
ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,8.22,7.57,8.21,7.51,22.13,5.61,6.98,1.87,8.68,7.2,3.53,5.72,2.19,2.47,5.04,7.68,83.88,4.91,7.54,ID_050,2.52
ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,7.6,6.13,6.8,4.33,54.57,4.39,6.89,4.83,8.73,1.58,3.34,2.87,2.52,3.94,7.5,5.51,15.54,8.07,4.83,ID_051,3.45
ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,5.46,1.88,7.97,2.52,45.22,2.34,2.94,2.66,4.45,8.19,1.71,8.45,6.92,1.43,7.88,6.57,13.29,1.82,2.19,ID_052,3.92
ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,2.43,3.14,5.56,8.52,15.66,2.78,2.21,4.13,3.35,3.22,7.34,7.49,1.57,5.83,7.2,5.51,66.57,2.97,1.6,ID_053,6.75
ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,3.67,2.05,3.47,2.03,57.45,2.82,4.81,2.67,6.15,4.06,2.75,6.08,7.14,5.79,6.78,5.62,77.02,6.26,8.72,ID_054,2.72
ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,1.46,3.27,8.46,3.53,67.77,1.92,1.33,6.34,3.88,5.71,8.78,5.18,6.94,4.31,7.96,2.99,74.62,4.51,5.02,ID_055,8.68
ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,3.68,1.99,1.5,6.14,67.58,6.88,5.6,4.38,6.82,8.62,2.06,7.78,7.18,6.9,4.47,4.11,50.97,2.96,2.48,ID_056,7.06
ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,5.21,1.64,7.08,4.32,33.89,6.21,1.75,3.92,7.89,7.48,5.14,3.97,8.03,6.54,3.88,7.25,75.66,5.47,2.47,ID_057,2.21
ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,2.82,7.02,3.61,5.26,58.37,1.23,5.01,7.27,3.91,6.13,6.32,7.88,7.72,4.09,5.87,1.62,12.11,3.3,6.0,ID_058,2.56
ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,3.18,2.82,4.13,6.28,6.07,2.42,8.45,7.32,6.51,6.28,6.81,6.21,6.95,2.39,6.0,2.42,10.52,4.91,7.5,ID_059,7.55
ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,7.27,7.38,2.33,5.8,14.22,3.64,6.61,4.46,8.24,2.81,2.66,5.9,2.16,4.27,4.23,5.23,20.83,5.62,5.41,ID_060,4.85
ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,4.81,2.68,4.56,2.31,55.71,5.23,7.4,6.64,3.26,6.0,7.22,1.5,1.49,2.99,7.6,6.88,6.01,2.57,1.46,ID_061,3.17
ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,8.74,1.78,8.57,4.27,52.84,4.99,7.04,4.33,1.6,6.26,4.61,3.25,3.52,3.87,3.14,1.45,35.07,7.83,2.34,ID_062,3.55
ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,7.51,2.02,7.93,8.3,59.41,7.02,1.79,7.05,4.91,5.7,2.96,8.21,8.47,1.81,7.03,6.12,77.28,2.84,3.46,ID_063,1.78
ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,7.85,7.68,4.77,6.85,30.92,8.26,7.05,5.24,4.3,5.26,1.52,5.59,6.16,5.09,8.36,1.74,71.78,3.62,2.95,ID_064,1.9
ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,2.08,7.11,3.58,8.12,78.33,3.17,6.64,3.01,5.25,6.96,8.52,2.22,3.59,8.33,2.14,3.34,47.79,1.94,5.64,ID_065,5.6
ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,6.3,4.06,5.18,5.41,40.3,3.63,6.85,4.76,5.88,4.9,4.37,8.61,1.59,7.25,7.22,8.74,9.0,4.47,3.22,ID_066,4.35
