col_table_source,col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_source,col_annee,col_secteur,col_emissions_mt_co2eq,col_evolution_annuelle_pourcent,col_part_nationale_pourcent,col_date_collecte,col_emissions_co2_transport_mt,col_indice_qualite_air,col_consommation_energie_transport_twh,col_part_transport_emissions_pourcent,col_reduction_emissions_vs_2019_pourcent,col_amelioration_qualite_air_pourcent,col_objectif_atteint,col_energy_id,col_mois,col_line_id,col_mode,col_energie_kwh,col_ville,col_condition_meteo,col_temperature_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km
RATP_Open_Data_2024,ID_080,2024-05-17 00:00:00,ID_080,2.35,3.23,48.24,Data.gouv.fr,2.14,3.19,2.25,3.04,2.31,2024-03-28 00:00:00,2.39,5.64,1.74,1.72,6.94,5.29,2.12,ID_080,4.93,ID_080,RER,5.28,Bordeaux,3.56,25.6,ID_080,1005.0,80,8.52
Data.gouv.fr,ID_081,2024-08-26 00:00:00,ID_081,1.44,3.32,20.12,RATP_Open_Data_2024,5.85,3.22,2.38,2.78,7.03,2024-08-12 00:00:00,4.49,4.36,5.66,3.87,2.97,8.09,2.88,ID_081,6.79,ID_081,Bus RATP,3.99,Nice,7.58,5.1,ID_081,1013.1,110,4.74
Météo-France,ID_082,2024-09-11 00:00:00,ID_082,8.43,5.42,24.68,Météo-France,6.81,5.63,8.1,1.45,8.78,2024-07-10 00:00:00,6.16,3.63,3.75,8.16,2.05,1.22,3.63,ID_082,4.18,ID_082,TER,4.69,Nantes,4.24,14.0,ID_082,1024.0,70,4.69
Airparif,ID_083,2024-05-07 00:00:00,ID_083,5.26,6.12,40.83,Airparif,6.3,6.77,4.32,1.74,3.32,2024-12-10 00:00:00,3.01,4.69,3.72,3.13,7.98,4.64,8.31,ID_083,5.85,ID_083,TGV,7.64,Nantes,3.54,11.3,ID_083,1006.2,45,7.92
RATP_Open_Data_2024,ID_084,2024-03-28 00:00:00,ID_084,7.33,6.93,49.55,RATP_Open_Data_2024,3.22,2.42,7.29,5.5,2.69,2024-06-15 00:00:00,1.65,8.5,3.37,1.23,7.43,3.39,6.1,ID_084,6.08,ID_084,Transilien,2.57,Nantes,3.74,9.3,ID_084,1007.5,130,2.16
SNCF_Open_Data,ID_085,2024-09-14 00:00:00,ID_085,1.41,1.76,64.41,RATP_Open_Data_2024,6.41,6.91,7.37,8.73,4.45,2024-10-29 00:00:00,4.21,8.39,4.71,6.5,6.71,1.81,4.98,ID_085,4.72,ID_085,TER,6.86,Nice,1.6,13.3,ID_085,999.3,80,6.58
SNCF_Open_Data,ID_086,2024-04-30 00:00:00,ID_086,2.11,7.79,67.51,SNCF_Open_Data,7.07,2.97,5.21,7.68,2.82,2024-09-07 00:00:00,7.66,2.19,7.0,3.78,3.8,6.42,3.95,ID_086,5.68,ID_086,Bus RATP,5.5,Lille,2.95,14.0,ID_086,1022.1,30,6.07
Airparif,ID_087,2024-07-18 00:00:00,ID_087,8.43,6.26,16.27,Data.gouv.fr,3.48,1.45,7.88,2.54,5.58,2024-03-31 00:00:00,4.81,6.67,3.74,5.66,3.24,4.48,1.9,ID_087,2.59,ID_087,TER,2.31,Nantes,4.26,13.3,ID_087,1018.4,70,5.59
RATP_Open_Data_2024,ID_088,2024-07-13 00:00:00,ID_088,7.57,5.9,52.04,SNCF_Open_Data,7.81,3.15,8.2,5.21,5.08,2024-02-08 00:00:00,4.25,6.92,3.83,5.8,2.55,8.02,6.35,ID_088,2.97,ID_088,TER,7.81,Toulouse,4.58,5.1,ID_088,1006.6,110,7.01
RATP_Open_Data_2024,ID_089,2024-06-23 00:00:00,ID_089,5.29,5.24,29.14,Airparif,7.83,5.67,3.12,3.35,6.63,2024-05-25 00:00:00,3.23,2.45,2.8,1.47,4.07,6.71,7.61,ID_089,4.46,ID_089,TER,8.16,Lyon,6.21,9.0,ID_089,1019.2,130,2.89
SNCF_Open_Data,ID_090,2024-05-13 00:00:00,ID_090,2.8,2.16,53.32,Météo-France,1.63,1.62,5.79,8.2,7.33,2024-10-08 00:00:00,5.54,1.95,5.85,2.26,8.12,7.38,1.46,ID_090,3.21,ID_090,TGV,2.48,Bordeaux,7.78,24.9,ID_090,1022.7,110,6.82
Data.gouv.fr,ID_091,2024-03-18 00:00:00,ID_091,7.56,7.84,50.3,Météo-France,6.48,1.74,4.42,6.66,1.62,2024-05-13 00:00:00,5.48,3.15,1.32,2.9,3.58,5.98,1.43,ID_091,1.28,ID_091,Transilien,3.91,Bordeaux,6.61,25.1,ID_091,1009.6,30,6.86
Data.gouv.fr,ID_092,2024-01-11 00:00:00,ID_092,5.66,7.13,31.35,Airparif,4.24,1.4,5.32,2.25,2.61,2024-10-12 00:00:00,2.8,2.37,3.98,1.32,1.52,8.37,3.56,ID_092,8.48,ID_092,Métro,7.81,Toulouse,6.11,5.5,ID_092,1003.5,45,3.16
Airparif,ID_093,2024-12-16 00:00:00,ID_093,6.5,2.02,41.23,Airparif,1.33,3.21,6.39,7.32,6.47,2024-02-07 00:00:00,7.65,4.37,7.89,5.99,6.76,3.83,5.67,ID_093,4.07,ID_093,Métro,6.82,Lille,1.35,25.0,ID_093,1015.0,50,3.07
Airparif,ID_094,2024-08-19 00:00:00,ID_094,8.54,8.23,77.62,Airparif,4.35,6.89,2.45,5.01,4.32,2024-01-19 00:00:00,6.13,8.46,6.56,8.76,2.88,3.54,6.24,ID_094,3.66,ID_094,Transilien,8.1,Montpellier,3.87,16.5,ID_094,1008.2,110,5.88
SNCF_Open_Data,ID_095,2024-03-25 00:00:00,ID_095,8.67,2.28,21.39,Data.gouv.fr,8.39,3.53,3.09,5.13,2.62,2024-07-06 00:00:00,6.94,8.43,6.5,7.75,3.9,3.43,8.19,ID_095,4.34,ID_095,Métro,8.51,Toulouse,8.12,5.1,ID_095,1004.0,80,2.05
RATP_Open_Data_2024,ID_096,2024-12-17 00:00:00,ID_096,3.78,7.65,34.28,SNCF_Open_Data,6.33,5.1,2.94,3.37,1.95,2024-09-28 00:00:00,4.13,6.04,1.98,4.56,5.63,6.29,1.88,ID_096,4.6,ID_096,TER,2.79,Nice,3.24,25.8,ID_096,995.7,110,6.27
RATP_Open_Data_2024,ID_097,2024-03-15 00:00:00,ID_097,3.42,6.36,59.19,Airparif,2.25,7.09,4.79,7.56,6.62,2024-12-18 00:00:00,3.2,5.34,5.44,3.71,3.44,6.54,1.24,ID_097,5.07,ID_097,Tramway,1.68,Toulouse,3.14,25.2,ID_097,1009.5,50,3.53
Data.gouv.fr,ID_098,2024-08-14 00:00:00,ID_098,4.54,1.75,18.55,Data.gouv.fr,4.25,5.03,3.01,8.68,4.94,2024-07-18 00:00:00,2.24,2.03,2.15,3.0,5.25,7.18,5.42,ID_098,8.01,ID_098,Tramway,3.54,Marseille,8.3,12.4,ID_098,1022.9,110,5.21
Airparif,ID_099,2024-03-26 00:00:00,ID_099,1.56,7.47,18.38,Météo-France,5.7,8.37,3.08,4.85,6.88,2024-04-19 00:00:00,1.29,3.49,1.34,3.1,7.31,3.18,7.55,ID_099,4.56,ID_099,Bus RATP,5.21,Montpellier,5.53,16.1,ID_099,1017.1,30,8.41
Airparif,ID_000,2024-03-07 00:00:00,ID_000,6.47,5.26,18.31,Airparif,8.08,4.6,5.54,7.8,4.75,2024-10-04 00:00:00,8.18,2.58,2.47,6.15,3.93,8.61,4.77,ID_000,7.52,ID_000,Bus RATP,6.54,Nantes,5.41,6.4,ID_000,1003.8,80,8.02
Data.gouv.fr,ID_001,2024-04-18 00:00:00,ID_001,5.22,8.02,56.16,Airparif,6.55,7.61,5.07,1.52,4.71,2024-03-27 00:00:00,2.13,1.95,3.38,4.63,5.14,6.78,8.72,ID_001,6.95,ID_001,Métro,7.04,Lyon,6.42,24.3,ID_001,1018.5,130,3.66
Airparif,ID_002,2024-05-09 00:00:00,ID_002,6.23,6.98,67.88,SNCF_Open_Data,7.53,4.54,6.99,8.67,8.45,2024-09-23 00:00:00,4.27,1.22,8.75,6.85,3.19,2.51,2.94,ID_002,2.17,ID_002,Transilien,7.48,Bordeaux,4.61,8.2,ID_002,1002.0,30,6.14
Météo-France,ID_003,2024-01-28 00:00:00,ID_003,6.14,4.8,72.32,SNCF_Open_Data,5.82,2.71,2.8,3.63,4.27,2024-10-31 00:00:00,3.61,6.03,4.11,3.44,5.34,4.87,8.33,ID_003,8.49,ID_003,Tramway,8.2,Paris,3.67,15.4,ID_003,996.2,30,2.27
Data.gouv.fr,ID_004,2024-10-13 00:00:00,ID_004,7.88,5.71,7.33,Météo-France,1.8,5.42,5.98,5.92,5.44,2024-01-29 00:00:00,2.26,2.13,6.0,1.75,3.17,3.29,5.39,ID_004,5.59,ID_004,TGV,8.13,Paris,4.03,11.8,ID_004,1006.2,80,6.82
Météo-France,ID_005,2024-01-30 00:00:00,ID_005,4.47,8.19,75.36,Météo-France,1.2,3.19,4.44,5.65,7.1,2024-11-24 00:00:00,8.66,7.81,4.02,8.01,1.6,2.57,1.28,ID_005,1.87,ID_005,TER,7.17,Lille,6.01,4.8,ID_005,1014.9,80,7.41
Airparif,ID_006,2024-08-25 00:00:00,ID_006,3.34,4.94,32.57,RATP_Open_Data_2024,4.59,8.13,2.33,3.48,8.03,2024-01-19 00:00:00,5.84,1.49,3.66,8.66,4.83,7.95,3.83,ID_006,8.09,ID_006,TER,7.15,Montpellier,8.17,21.2,ID_006,1022.8,130,6.7
Météo-France,ID_007,2024-03-05 00:00:00,ID_007,5.9,3.8,81.54,SNCF_Open_Data,3.86,3.66,7.75,8.43,5.54,2024-08-27 00:00:00,7.61,6.39,7.43,3.86,4.09,2.28,6.18,ID_007,2.18,ID_007,Tramway,5.3,Nantes,2.18,25.7,ID_007,998.1,50,1.64
Météo-France,ID_008,2024-08-13 00:00:00,ID_008,3.86,5.01,41.3,Airparif,7.56,3.0,3.8,3.79,5.63,2024-04-26 00:00:00,5.53,6.1,2.36,5.0,6.52,5.5,4.39,ID_008,6.14,ID_008,RER,5.92,Paris,3.12,6.4,ID_008,1023.6,70,1.57
Airparif,ID_009,2024-08-03 00:00:00,ID_009,6.05,1.35,10.91,SNCF_Open_Data,3.36,1.78,4.77,6.12,4.07,2024-11-13 00:00:00,3.09,6.16,7.17,5.91,1.44,8.54,1.36,ID_009,7.78,ID_009,Métro,7.73,Lyon,2.53,18.6,ID_009,998.4,70,2.55
RATP_Open_Data_2024,ID_010,2024-12-23 00:00:00,ID_010,7.44,5.09,21.31,Data.gouv.fr,6.87,3.84,2.71,2.0,2.64,2024-09-27 00:00:00,6.27,7.93,4.9,6.88,2.09,3.12,6.18,ID_010,3.19,ID_010,TER,1.31,Bordeaux,5.93,20.4,ID_010,1002.7,110,1.88
SNCF_Open_Data,ID_011,2024-12-12 00:00:00,ID_011,1.8,3.58,52.94,Météo-France,7.8,2.18,6.66,6.89,2.25,2024-08-31 00:00:00,2.95,8.1,7.03,3.68,2.34,7.39,5.62,ID_011,7.65,ID_011,TER,4.01,Montpellier,3.43,11.9,ID_011,1004.3,30,7.68
RATP_Open_Data_2024,ID_012,2024-04-15 00:00:00,ID_012,5.34,7.84,14.71,Data.gouv.fr,3.44,4.4,7.8,7.52,5.93,2024-02-08 00:00:00,4.74,7.78,7.7,7.57,6.1,5.81,3.91,ID_012,8.12,ID_012,RER,2.52,Nantes,4.68,10.4,ID_012,1012.9,110,3.96
Météo-France,ID_013,2024-01-29 00:00:00,ID_013,1.5,1.6,64.91,Météo-France,7.85,3.82,2.45,6.97,7.59,2024-05-06 00:00:00,2.27,5.8,2.96,5.3,4.56,7.08,3.92,ID_013,4.03,ID_013,TER,5.22,Montpellier,6.5,27.3,ID_013,1006.1,45,8.33
SNCF_Open_Data,ID_014,2024-07-20 00:00:00,ID_014,7.47,4.3,5.64,Météo-France,4.59,1.21,4.87,3.25,5.73,2024-11-29 00:00:00,3.14,2.93,1.34,1.42,5.23,3.38,1.54,ID_014,3.42,ID_014,Bus RATP,4.93,Nice,8.17,26.3,ID_014,1015.0,130,8.26
SNCF_Open_Data,ID_015,2024-01-31 00:00:00,ID_015,5.14,5.67,5.69,RATP_Open_Data_2024,8.75,4.88,5.97,1.66,5.08,2024-05-13 00:00:00,3.85,4.2,3.7,1.61,7.78,3.03,7.41,ID_015,3.13,ID_015,TER,3.36,Lyon,7.03,18.3,ID_015,1004.9,70,6.44
SNCF_Open_Data,ID_016,2024-06-18 00:00:00,ID_016,4.13,2.65,13.98,RATP_Open_Data_2024,7.88,6.7,1.81,2.2,4.21,2024-08-24 00:00:00,7.65,6.79,5.84,6.81,1.65,5.08,4.68,ID_016,7.78,ID_016,Transilien,7.16,Bordeaux,6.22,15.0,ID_016,1018.6,50,6.07
Data.gouv.fr,ID_017,2024-09-28 00:00:00,ID_017,7.63,4.15,44.59,Airparif,7.29,3.63,5.61,3.7,7.67,2024-05-21 00:00:00,6.95,6.14,4.91,5.31,2.22,7.1,1.81,ID_017,6.34,ID_017,Transilien,2.67,Montpellier,7.64,25.5,ID_017,1003.3,80,5.38
Airparif,ID_018,2024-07-25 00:00:00,ID_018,2.05,3.08,79.83,Data.gouv.fr,4.39,8.1,5.45,8.4,1.53,2024-07-21 00:00:00,5.13,2.36,7.79,7.29,6.9,4.12,7.46,ID_018,8.77,ID_018,TGV,4.22,Lyon,4.47,10.8,ID_018,1015.9,130,3.48
SNCF_Open_Data,ID_019,2024-02-18 00:00:00,ID_019,5.2,6.95,11.07,SNCF_Open_Data,2.0,5.18,7.1,3.25,3.53,2024-04-07 00:00:00,2.45,2.19,8.55,2.78,3.57,4.65,3.04,ID_019,1.81,ID_019,Transilien,7.51,Nantes,2.17,16.8,ID_019,1007.5,130,2.09
Météo-France,ID_020,2024-07-24 00:00:00,ID_020,3.02,7.77,29.88,RATP_Open_Data_2024,7.47,2.65,3.3,4.03,5.41,2024-05-19 00:00:00,4.13,8.55,5.95,6.29,3.05,3.77,3.69,ID_020,2.3,ID_020,TER,2.72,Bordeaux,5.94,19.0,ID_020,1021.6,50,1.95
RATP_Open_Data_2024,ID_021,2024-04-26 00:00:00,ID_021,4.35,8.68,13.56,Airparif,1.57,4.23,4.0,3.08,1.42,2024-10-23 00:00:00,2.32,8.34,8.27,6.34,7.22,3.89,7.46,ID_021,2.64,ID_021,Transilien,5.89,Toulouse,6.17,4.8,ID_021,1008.9,45,5.89
Data.gouv.fr,ID_022,2024-09-30 00:00:00,ID_022,6.64,3.28,56.37,RATP_Open_Data_2024,4.27,2.96,4.55,6.95,8.77,2024-07-28 00:00:00,1.45,5.67,7.12,5.4,2.83,1.38,6.96,ID_022,2.95,ID_022,TGV,2.13,Lille,8.51,16.1,ID_022,1018.0,30,2.92
Météo-France,ID_023,2024-10-15 00:00:00,ID_023,6.89,7.92,35.39,RATP_Open_Data_2024,1.58,1.83,3.97,4.44,2.68,2024-12-01 00:00:00,4.27,6.57,2.22,1.45,4.92,3.7,3.31,ID_023,6.36,ID_023,Bus RATP,1.78,Lyon,4.91,25.0,ID_023,1005.2,80,7.92
RATP_Open_Data_2024,ID_024,2024-11-30 00:00:00,ID_024,4.0,7.81,9.15,SNCF_Open_Data,2.46,8.31,7.92,1.99,5.12,2024-02-09 00:00:00,5.47,6.31,4.86,7.84,2.4,4.97,6.01,ID_024,3.73,ID_024,TGV,7.46,Nice,3.71,14.9,ID_024,1004.2,30,2.09
Météo-France,ID_025,2024-11-14 00:00:00,ID_025,6.93,5.52,76.94,Airparif,4.61,4.55,4.97,7.41,7.21,2024-04-04 00:00:00,8.13,7.68,2.72,5.93,5.26,5.38,2.15,ID_025,5.42,ID_025,Transilien,2.96,Lille,8.18,17.7,ID_025,1023.4,30,2.21
SNCF_Open_Data,ID_026,2024-02-03 00:00:00,ID_026,7.7,4.09,19.86,Data.gouv.fr,1.7,4.27,3.98,5.9,8.78,2024-07-10 00:00:00,5.11,7.11,3.58,5.77,1.87,2.65,7.08,ID_026,3.97,ID_026,RER,7.95,Bordeaux,1.57,20.2,ID_026,1010.0,110,2.92
Météo-France,ID_027,2024-06-17 00:00:00,ID_027,4.97,3.79,59.07,SNCF_Open_Data,2.05,2.6,6.13,4.99,5.58,2024-03-11 00:00:00,8.24,5.39,3.56,3.7,6.57,7.7,3.42,ID_027,4.43,ID_027,TGV,5.27,Lille,1.53,24.8,ID_027,1020.5,30,6.84
Data.gouv.fr,ID_028,2024-04-30 00:00:00,ID_028,2.82,2.03,23.91,Météo-France,2.27,1.58,4.65,6.14,2.29,2024-04-04 00:00:00,4.86,8.39,5.04,7.56,1.97,1.88,8.07,ID_028,6.95,ID_028,Tramway,4.24,Nice,6.3,13.9,ID_028,1021.6,130,2.26
Météo-France,ID_029,2024-09-10 00:00:00,ID_029,8.14,6.72,53.09,RATP_Open_Data_2024,3.98,4.16,1.54,1.69,3.22,2024-08-19 00:00:00,3.69,2.0,3.74,3.85,8.18,2.98,1.76,ID_029,8.21,ID_029,TER,7.72,Nantes,6.58,25.9,ID_029,1008.9,80,8.41
Airparif,ID_030,2024-02-09 00:00:00,ID_030,2.99,1.81,27.77,Airparif,4.09,6.05,5.42,6.45,6.58,2024-05-08 00:00:00,6.5,7.39,6.84,3.86,8.57,2.2,7.27,ID_030,6.88,ID_030,TGV,4.5,Montpellier,4.1,5.9,ID_030,1011.1,45,3.89
Météo-France,ID_031,2024-08-14 00:00:00,ID_031,3.57,7.99,73.73,SNCF_Open_Data,1.31,2.34,2.09,8.7,1.38,2024-03-30 00:00:00,8.56,3.77,5.14,3.67,3.82,2.83,1.47,ID_031,5.24,ID_031,Transilien,4.12,Bordeaux,5.13,22.8,ID_031,1010.1,130,2.5
Data.gouv.fr,ID_032,2024-09-29 00:00:00,ID_032,7.92,4.9,10.76,Data.gouv.fr,1.22,1.45,2.53,5.33,3.92,2024-12-22 00:00:00,8.66,6.14,1.57,3.85,1.92,8.51,6.68,ID_032,2.87,ID_032,TER,4.35,Montpellier,4.91,10.8,ID_032,1018.1,110,1.64
SNCF_Open_Data,ID_033,2024-03-18 00:00:00,ID_033,5.31,6.16,58.37,Météo-France,3.84,2.24,6.87,2.2,1.76,2024-02-10 00:00:00,8.44,3.66,4.29,3.18,5.76,7.64,8.29,ID_033,1.66,ID_033,Métro,5.32,Lille,2.66,17.5,ID_033,1009.5,70,6.6
RATP_Open_Data_2024,ID_034,2024-07-10 00:00:00,ID_034,3.74,4.57,36.45,SNCF_Open_Data,1.24,4.45,4.32,3.87,6.1,2024-01-31 00:00:00,4.47,7.77,4.29,8.41,6.9,6.11,2.46,ID_034,4.49,ID_034,TER,5.27,Montpellier,5.44,17.6,ID_034,1012.4,130,8.8
SNCF_Open_Data,ID_035,2024-05-20 00:00:00,ID_035,5.12,2.58,25.29,Data.gouv.fr,8.41,5.1,2.48,2.61,7.63,2024-09-14 00:00:00,6.76,2.18,7.96,3.49,5.07,3.53,5.7,ID_035,2.99,ID_035,Transilien,5.73,Nice,3.85,12.6,ID_035,1021.5,50,6.57
Airparif,ID_036,2024-06-11 00:00:00,ID_036,2.92,1.37,73.98,Data.gouv.fr,7.71,4.98,4.78,5.6,8.29,2024-01-24 00:00:00,4.86,2.12,2.05,3.49,1.63,6.97,3.3,ID_036,8.7,ID_036,RER,6.11,Strasbourg,7.15,9.0,ID_036,1015.6,130,7.16
RATP_Open_Data_2024,ID_037,2024-10-03 00:00:00,ID_037,3.55,5.48,63.12,Data.gouv.fr,1.57,7.29,8.58,8.71,2.64,2024-04-18 00:00:00,2.64,1.85,8.43,5.66,2.46,6.17,6.35,ID_037,7.69,ID_037,TGV,2.2,Marseille,5.09,12.3,ID_037,1018.1,80,8.28
SNCF_Open_Data,ID_038,2024-05-08 00:00:00,ID_038,2.61,6.16,48.89,RATP_Open_Data_2024,2.46,7.05,4.83,7.84,6.85,2024-08-26 00:00:00,5.62,3.78,5.49,4.04,1.83,6.36,3.64,ID_038,3.22,ID_038,Bus RATP,8.7,Paris,3.56,7.7,ID_038,1002.0,45,7.82
Data.gouv.fr,ID_039,2024-09-08 00:00:00,ID_039,4.98,7.9,79.48,SNCF_Open_Data,6.09,4.46,6.05,3.51,8.36,2024-06-07 00:00:00,5.14,1.51,8.37,2.13,3.58,1.69,8.55,ID_039,8.26,ID_039,Métro,1.63,Toulouse,3.63,13.1,ID_039,1005.8,130,4.18
Météo-France,ID_040,2024-08-04 00:00:00,ID_040,4.92,1.27,79.96,RATP_Open_Data_2024,3.75,3.23,4.12,5.63,8.37,2024-07-31 00:00:00,2.21,3.92,7.65,2.86,3.54,3.2,3.03,ID_040,2.6,ID_040,TER,4.4,Montpellier,8.65,11.6,ID_040,1006.9,110,8.66
Data.gouv.fr,ID_041,2024-09-30 00:00:00,ID_041,1.2,2.94,4.24,Airparif,4.73,6.53,4.66,1.8,2.23,2024-04-23 00:00:00,7.28,1.6,2.08,1.26,6.9,2.43,5.94,ID_041,8.67,ID_041,Tramway,4.51,Lyon,7.45,5.5,ID_041,1016.2,110,2.16
RATP_Open_Data_2024,ID_042,2024-07-26 00:00:00,ID_042,2.29,6.32,84.71,SNCF_Open_Data,2.65,3.17,8.75,4.13,1.4,2024-11-25 00:00:00,3.07,6.27,6.21,6.1,5.16,6.19,4.51,ID_042,2.07,ID_042,Tramway,2.06,Nice,3.29,11.1,ID_042,1023.3,30,5.29
RATP_Open_Data_2024,ID_043,2024-11-20 00:00:00,ID_043,5.39,5.71,5.28,Data.gouv.fr,1.27,6.09,6.64,3.25,7.23,2024-04-13 00:00:00,5.3,3.47,8.6,2.96,5.86,2.87,1.54,ID_043,1.62,ID_043,TER,2.0,Strasbourg,5.54,17.7,ID_043,1023.5,70,7.36
RATP_Open_Data_2024,ID_044,2024-06-22 00:00:00,ID_044,8.04,6.68,42.07,RATP_Open_Data_2024,2.98,2.9,4.3,7.88,6.68,2024-03-28 00:00:00,2.87,4.68,4.11,5.74,4.09,3.97,4.28,ID_044,7.13,ID_044,Tramway,8.72,Lyon,2.28,8.0,ID_044,1009.5,30,5.27
RATP_Open_Data_2024,ID_045,2024-09-11 00:00:00,ID_045,5.82,1.93,70.12,Data.gouv.fr,1.58,3.31,7.05,3.52,6.6,2024-05-18 00:00:00,8.43,1.39,8.65,3.79,7.54,7.97,6.36,ID_045,2.28,ID_045,TGV,3.52,Marseille,8.08,9.4,ID_045,1024.7,30,4.42
RATP_Open_Data_2024,ID_046,2024-05-14 00:00:00,ID_046,8.51,6.75,83.27,Météo-France,5.57,8.18,8.48,4.26,3.77,2024-08-04 00:00:00,4.77,7.03,3.15,7.61,5.8,4.84,1.9,ID_046,1.39,ID_046,Bus RATP,6.86,Paris,5.19,5.7,ID_046,1018.5,70,4.47
SNCF_Open_Data,ID_047,2024-12-01 00:00:00,ID_047,3.28,5.29,75.22,SNCF_Open_Data,7.58,1.81,1.4,3.98,8.7,2024-01-21 00:00:00,6.1,5.39,5.46,2.73,4.38,4.33,8.18,ID_047,5.21,ID_047,Transilien,2.49,Montpellier,6.44,4.6,ID_047,1001.3,50,2.0
RATP_Open_Data_2024,ID_048,2024-09-06 00:00:00,ID_048,5.39,6.0,18.41,RATP_Open_Data_2024,7.88,7.26,4.5,1.47,6.91,2024-10-18 00:00:00,6.33,3.82,4.81,7.19,3.1,6.46,1.63,ID_048,6.94,ID_048,Transilien,7.76,Marseille,6.06,21.6,ID_048,1012.4,80,6.09
RATP_Open_Data_2024,ID_049,2024-04-14 00:00:00,ID_049,2.9,7.02,20.99,Airparif,6.44,7.32,1.93,1.93,5.32,2024-06-07 00:00:00,8.72,6.54,2.47,8.2,6.4,7.88,4.03,ID_049,4.51,ID_049,Transilien,3.68,Nice,4.01,7.3,ID_049,1021.1,50,7.12
Airparif,ID_050,2024-09-21 00:00:00,ID_050,4.91,5.42,8.62,SNCF_Open_Data,6.29,2.67,7.86,8.11,7.58,2024-05-06 00:00:00,5.15,7.61,6.12,4.11,3.07,8.23,4.36,ID_050,1.77,ID_050,Métro,3.52,Marseille,4.25,22.8,ID_050,1018.5,110,4.55
Data.gouv.fr,ID_051,2024-11-06 00:00:00,ID_051,3.86,4.96,44.5,Data.gouv.fr,3.04,1.32,7.11,2.25,3.43,2024-02-03 00:00:00,3.08,3.2,4.06,6.93,6.13,2.9,5.33,ID_051,3.64,ID_051,RER,5.47,Bordeaux,4.14,12.2,ID_051,999.6,70,3.64
Météo-France,ID_052,2024-12-11 00:00:00,ID_052,3.49,5.19,27.87,SNCF_Open_Data,2.01,6.93,2.74,2.18,7.78,2024-02-21 00:00:00,7.92,2.3,3.99,1.8,1.95,2.49,6.85,ID_052,6.83,ID_052,RER,2.45,Nice,6.35,24.1,ID_052,1002.0,50,7.6
Airparif,ID_053,2024-03-22 00:00:00,ID_053,1.85,7.56,83.51,Data.gouv.fr,1.55,2.16,4.18,5.9,6.06,2024-07-26 00:00:00,1.7,5.81,1.86,4.37,2.41,7.76,5.48,ID_053,2.17,ID_053,Bus RATP,6.42,Bordeaux,7.67,15.8,ID_053,1001.7,130,5.46
Météo-France,ID_054,2024-08-10 00:00:00,ID_054,5.99,5.1,55.07,Météo-France,3.95,3.15,5.94,7.69,5.34,2024-04-29 00:00:00,1.65,6.89,5.38,7.65,2.85,7.73,6.01,ID_054,6.47,ID_054,TER,5.93,Montpellier,4.14,13.5,ID_054,1021.7,30,2.42
Airparif,ID_055,2024-02-21 00:00:00,ID_055,5.39,3.43,71.43,Airparif,8.12,3.3,5.36,5.21,4.24,2024-04-15 00:00:00,6.98,6.46,4.95,3.67,6.45,4.16,5.28,ID_055,5.05,ID_055,Tramway,2.35,Strasbourg,2.42,21.9,ID_055,1024.5,45,5.19
Data.gouv.fr,ID_056,2024-04-23 00:00:00,ID_056,4.23,8.52,28.41,SNCF_Open_Data,2.88,7.72,6.66,3.06,6.11,2024-08-01 00:00:00,7.2,5.14,6.96,7.04,8.73,1.56,7.85,ID_056,4.84,ID_056,Transilien,7.42,Strasbourg,1.6,24.9,ID_056,998.8,45,6.91
RATP_Open_Data_2024,ID_057,2024-08-31 00:00:00,ID_057,7.88,1.87,28.92,Airparif,4.3,4.99,5.56,5.39,7.46,2024-09-14 00:00:00,3.84,7.52,4.55,2.23,2.07,1.67,1.26,ID_057,3.38,ID_057,TGV,3.56,Nantes,1.57,19.1,ID_057,995.9,110,3.9
Data.gouv.fr,ID_058,2024-09-09 00:00:00,ID_058,8.78,4.98,32.4,Airparif,4.56,2.68,5.24,3.01,1.69,2024-05-06 00:00:00,2.54,7.05,1.37,5.56,2.4,7.94,6.44,ID_058,4.4,ID_058,Tramway,6.37,Marseille,4.81,9.3,ID_058,1007.7,30,7.58
RATP_Open_Data_2024,ID_059,2024-03-06 00:00:00,ID_059,5.93,3.07,5.94,SNCF_Open_Data,8.22,3.05,2.43,3.95,3.85,2024-03-29 00:00:00,5.04,3.2,5.0,3.76,7.24,6.93,2.88,ID_059,6.81,ID_059,RER,4.97,Strasbourg,6.64,19.9,ID_059,1010.8,50,3.28
Airparif,ID_060,2024-10-09 00:00:00,ID_060,8.48,3.08,75.62,Airparif,4.53,1.28,3.08,1.91,6.32,2024-06-14 00:00:00,6.18,8.34,4.04,7.37,5.77,5.56,3.03,ID_060,1.73,ID_060,Transilien,8.31,Paris,7.13,25.6,ID_060,1002.6,50,6.16
Météo-France,ID_061,2024-10-07 00:00:00,ID_061,6.94,5.79,30.68,SNCF_Open_Data,7.65,8.43,4.86,4.47,4.71,2024-03-29 00:00:00,7.94,8.74,6.0,3.98,6.99,6.28,1.79,ID_061,5.6,ID_061,TER,5.31,Marseille,7.0,24.1,ID_061,1016.9,130,4.9
