col_ville,col_region,col_reseau,col_mode,col_ligne,col_nom_ligne,col_heure,col_capacite_theorique,col_charge_percent,col_taux_remplissage,col_voyageurs_estimes,col_densite,col_longueur_km,col_nb_stations,col_efficacite_score,col_date_scraping,col_voyageurs_total_jour,col_voyages_par_km,col_cout_exploitation_euro,col_revenu_estime_euro,col_rentabilite_euro,col_ratio_rentabilite_percent,col_statut,col_date_analyse,col_type_action,col_action,col_impact_estime,col_delai,col_nb_lignes,col_voyageurs_total,col_charge_moyenne,col_efficacite_moyenne
Paris,Pays de la Loire,4.71,Transilien,3.13,Ligne B,1.86,120,4.32,3.05,2024-09-28 00:00:00,126690,-1.08666,Matabiau 3,2.02,2024-07-07 00:00:00,2.84,5.09,8.4,2024-09-09 00:00:00,1.25,6.95,1.92,2024-09-23 00:00:00,7.92,2.95,2024-10-06 00:00:00,5.84,3.33,7.35,6.5,8.05
Montpellier,Bretagne,7.32,Bus RATP,3.32,Ligne A,4.43,5,6.61,5.55,2024-08-12 00:00:00,79553,1.128443,Gare de Lyon 9,2.97,2024-01-28 00:00:00,1.55,7.32,8.39,2024-07-02 00:00:00,4.97,3.03,5.0,2024-03-29 00:00:00,1.37,3.93,2024-03-09 00:00:00,7.21,1.78,8.3,6.65,1.68
Paris,Nouvelle-Aquitaine,1.63,Transilien,7.94,Ligne 1,2.27,5,5.91,2.07,2024-04-19 00:00:00,69790,2.622818,Gare du Nord 6,3.42,2024-04-18 00:00:00,6.55,3.42,8.58,2024-12-21 00:00:00,4.69,5.76,5.3,2024-09-05 00:00:00,7.19,5.27,2024-08-30 00:00:00,7.23,6.9,8.41,4.67,3.5
Nantes,Auvergne-Rhône-Alpes,3.4,TER,5.4,Ligne 1,2.75,5,7.11,8.58,2024-04-28 00:00:00,102675,2.536222,Montparnasse 8,1.6,2024-07-28 00:00:00,6.77,2.64,6.63,2024-01-21 00:00:00,5.62,4.84,2.59,2024-12-02 00:00:00,3.68,8.23,2024-08-16 00:00:00,6.75,7.25,2.62,1.63,5.45
Toulouse,Île-de-France,6.93,Métro,2.78,Ligne A,4.59,350,1.8,6.42,2024-05-04 00:00:00,173963,5.049126,Montparnasse 2,1.44,2024-09-09 00:00:00,4.07,2.22,5.83,2024-07-08 00:00:00,3.24,8.14,6.21,2024-08-15 00:00:00,7.31,3.18,2024-07-17 00:00:00,5.13,5.24,4.33,3.66,7.6
Marseille,Normandie,2.71,Métro,5.35,Ligne B,2.4,120,7.74,5.04,2024-11-01 00:00:00,81019,0.097713,Gare de l'Est 8,8.58,2024-08-26 00:00:00,2.22,3.0,4.29,2024-02-23 00:00:00,1.47,7.04,3.85,2024-03-30 00:00:00,5.04,1.82,2024-04-23 00:00:00,1.68,2.59,2.22,6.04,5.95
Strasbourg,Normandie,8.31,Transilien,2.17,Ligne 1,4.53,800,2.72,7.34,2024-01-14 00:00:00,35599,1.296651,Gare du Nord 9,5.9,2024-05-04 00:00:00,4.0,4.13,8.47,2024-11-27 00:00:00,1.47,6.09,8.43,2024-04-11 00:00:00,7.52,3.05,2024-01-04 00:00:00,4.19,2.56,7.44,8.49,4.2
Nantes,Provence-Alpes-Côte d'Azur,5.31,Bus RATP,1.56,Ligne 1,6.73,800,2.99,3.56,2024-05-31 00:00:00,35072,2.607217,Gare de l'Est 6,5.48,2024-01-08 00:00:00,3.78,2.43,7.5,2024-10-16 00:00:00,2.66,4.72,2.32,2024-05-29 00:00:00,2.16,6.66,2024-12-12 00:00:00,1.99,3.62,6.52,6.43,1.26
Bordeaux,Île-de-France,2.26,RER,3.08,Ligne 1,3.95,800,2.1,3.31,2024-03-10 00:00:00,121553,-0.316034,Montparnasse 8,4.12,2024-02-25 00:00:00,6.2,7.33,7.75,2024-02-03 00:00:00,6.63,5.14,6.53,2024-09-29 00:00:00,7.8,5.6,2024-09-19 00:00:00,4.72,7.75,8.24,2.97,3.8
Nice,Hauts-de-France,6.83,Tramway,1.88,Ligne A,5.07,50,2.77,5.84,2024-04-15 00:00:00,92176,-0.824028,Matabiau 5,3.01,2024-06-03 00:00:00,8.48,3.47,2.75,2024-11-12 00:00:00,3.3,7.89,3.35,2024-05-30 00:00:00,7.86,5.39,2024-11-29 00:00:00,5.96,1.31,1.28,4.29,6.04
Lille,Normandie,7.95,TER,4.59,Ligne C,7.82,350,8.11,3.71,2024-09-21 00:00:00,138494,2.632989,Gare de Lyon 5,3.99,2024-08-09 00:00:00,6.09,6.81,4.79,2024-09-23 00:00:00,4.3,8.03,5.53,2024-12-16 00:00:00,3.04,5.95,2024-04-19 00:00:00,4.0,5.05,6.64,1.47,3.66
Montpellier,Auvergne-Rhône-Alpes,8.31,TER,3.95,Ligne 1,6.57,5,7.3,3.01,2024-07-29 00:00:00,45259,6.300619,Gare du Nord 7,2.25,2024-07-11 00:00:00,3.31,1.75,2.69,2024-06-01 00:00:00,7.97,2.68,7.35,2024-05-28 00:00:00,6.93,4.69,2024-07-17 00:00:00,3.08,7.11,1.45,8.32,3.08
Bordeaux,Île-de-France,8.12,TER,8.31,Ligne 14,6.16,120,2.03,7.83,2024-04-27 00:00:00,7109,-0.568457,Gare de l'Est 3,7.52,2024-02-11 00:00:00,2.5,2.65,7.36,2024-10-28 00:00:00,7.77,4.77,3.45,2024-03-09 00:00:00,5.02,3.74,2024-07-04 00:00:00,6.53,5.86,7.02,2.28,7.87
Marseille,Île-de-France,3.89,RER,6.91,Ligne B,3.98,350,5.34,8.5,2024-09-13 00:00:00,30211,0.483188,Part-Dieu 5,7.32,2024-05-31 00:00:00,1.87,4.39,8.5,2024-05-27 00:00:00,5.67,6.41,3.29,2024-08-15 00:00:00,5.89,7.37,2024-07-17 00:00:00,3.61,6.97,6.1,6.09,2.13
Marseille,Pays de la Loire,6.54,TGV,7.2,Ligne 14,1.75,120,2.22,5.94,2024-10-12 00:00:00,172375,1.889862,Montparnasse 6,5.12,2024-07-12 00:00:00,1.87,2.42,4.66,2024-02-29 00:00:00,6.91,4.26,4.92,2024-05-11 00:00:00,7.01,6.42,2024-04-25 00:00:00,3.32,1.46,4.32,5.81,1.41
Marseille,Normandie,5.34,TGV,4.21,Ligne A,2.81,5,2.57,8.28,2024-06-03 00:00:00,106501,3.875246,Gare de Lyon 2,6.4,2024-07-06 00:00:00,7.84,6.03,8.1,2024-11-08 00:00:00,3.26,4.88,5.34,2024-01-24 00:00:00,4.7,4.54,2024-06-02 00:00:00,7.77,7.12,2.37,6.12,6.87
Nice,Normandie,4.57,Tramway,8.52,Ligne 14,3.56,50,6.51,2.59,2024-10-17 00:00:00,176045,4.189261,Haussmann Saint-Lazare 8,2.23,2024-10-14 00:00:00,3.53,7.89,2.42,2024-03-23 00:00:00,5.64,6.18,7.74,2024-12-02 00:00:00,4.58,2.48,2024-07-31 00:00:00,2.49,8.01,6.3,4.84,2.14
Nice,Bretagne,5.33,Métro,1.5,Ligne A,1.74,800,4.06,5.16,2024-01-15 00:00:00,110035,4.66575,Saint-Jean 1,4.28,2024-12-18 00:00:00,4.13,3.11,1.43,2024-12-07 00:00:00,2.76,8.68,3.04,2024-03-12 00:00:00,7.87,3.35,2024-11-03 00:00:00,1.24,2.46,4.14,1.7,2.5
Montpellier,Hauts-de-France,5.01,TER,6.33,Ligne A,8.77,50,4.73,5.53,2024-11-20 00:00:00,76250,2.76571,Gare de l'Est 5,8.58,2024-09-22 00:00:00,5.04,7.45,2.61,2024-03-15 00:00:00,1.63,2.44,1.93,2024-01-24 00:00:00,4.12,6.28,2024-03-17 00:00:00,8.06,6.53,4.79,3.19,1.34
Nantes,Normandie,4.48,TER,3.29,Ligne 1,5.75,5,8.45,8.37,2024-06-16 00:00:00,183879,4.604169,Haussmann Saint-Lazare 9,5.07,2024-08-18 00:00:00,4.43,6.67,7.09,2024-05-28 00:00:00,7.94,1.88,5.92,2024-04-21 00:00:00,2.09,7.89,2024-08-23 00:00:00,6.19,7.0,1.58,2.96,1.23
Paris,Bretagne,1.56,Transilien,8.11,Ligne C,1.21,120,6.2,3.74,2024-01-19 00:00:00,31070,-1.038906,Gare du Nord 9,3.94,2024-10-26 00:00:00,1.23,2.69,8.79,2024-12-09 00:00:00,7.15,5.24,6.03,2024-12-13 00:00:00,2.66,5.66,2024-01-17 00:00:00,6.21,3.66,5.46,6.19,5.77
Strasbourg,Auvergne-Rhône-Alpes,7.13,TER,2.24,Ligne 14,5.3,350,5.15,3.46,2024-04-20 00:00:00,72188,5.482504,Gare du Nord 6,4.13,2024-05-26 00:00:00,8.41,4.15,6.43,2024-08-10 00:00:00,2.73,4.41,6.18,2024-02-06 00:00:00,6.29,2.21,2024-11-29 00:00:00,1.81,1.6,3.38,1.87,4.45
Montpellier,Pays de la Loire,2.35,Bus RATP,5.59,Ligne B,3.59,350,3.37,5.83,2024-09-17 00:00:00,189108,3.856116,Matabiau 8,3.42,2024-06-20 00:00:00,1.87,3.1,7.07,2024-03-14 00:00:00,6.92,6.44,5.82,2024-11-05 00:00:00,5.81,7.26,2024-08-21 00:00:00,6.35,3.32,6.51,1.48,3.63
Marseille,Hauts-de-France,2.82,TER,1.76,Ligne C,5.43,120,1.92,5.06,2024-08-02 00:00:00,185368,-1.635366,Gare du Nord 6,3.36,2024-10-12 00:00:00,6.19,8.28,2.87,2024-10-12 00:00:00,2.01,5.77,1.32,2024-09-10 00:00:00,1.26,5.61,2024-11-10 00:00:00,6.2,4.4,5.63,4.92,6.66
Lyon,Île-de-France,6.73,Transilien,1.86,Ligne B,4.55,5,7.02,6.1,2024-12-19 00:00:00,17429,0.42407,Saint-Jean 4,6.06,2024-12-19 00:00:00,4.99,3.33,2.03,2024-12-04 00:00:00,6.6,6.24,1.89,2024-12-19 00:00:00,2.17,5.75,2024-04-20 00:00:00,6.81,3.14,4.47,7.82,5.61
Lille,Nouvelle-Aquitaine,4.84,Métro,3.75,Ligne 1,5.94,120,3.8,2.59,2024-04-29 00:00:00,98846,4.599127,Montparnasse 2,1.7,2024-04-14 00:00:00,2.56,4.48,8.0,2024-11-07 00:00:00,5.06,7.83,1.61,2024-12-20 00:00:00,3.35,5.07,2024-10-13 00:00:00,3.85,7.6,4.34,7.01,5.29
Montpellier,Auvergne-Rhône-Alpes,2.91,TER,3.47,Ligne M1,7.79,50,2.51,2.07,2024-08-13 00:00:00,132856,-0.408855,Part-Dieu 8,7.77,2024-10-04 00:00:00,2.4,3.2,6.91,2024-02-03 00:00:00,1.43,2.26,5.97,2024-02-16 00:00:00,3.04,3.82,2024-07-20 00:00:00,4.71,7.47,8.66,4.52,4.0
Paris,Île-de-France,8.35,Tramway,3.3,Ligne T2,1.23,5,3.75,3.17,2024-07-30 00:00:00,37621,-0.32112,Gare de l'Est 2,8.67,2024-05-19 00:00:00,4.19,7.87,4.31,2024-10-07 00:00:00,6.45,2.94,5.29,2024-02-12 00:00:00,2.34,2.55,2024-03-07 00:00:00,4.54,5.67,2.26,4.02,4.93
Marseille,Île-de-France,7.66,TER,7.1,Ligne T2,3.16,50,1.38,3.78,2024-12-11 00:00:00,153695,1.698601,Part-Dieu 2,4.69,2024-07-07 00:00:00,4.7,7.54,4.87,2024-06-17 00:00:00,6.8,4.43,4.81,2024-11-11 00:00:00,4.54,1.63,2024-03-24 00:00:00,7.03,4.03,8.23,5.74,8.56
Lille,Occitanie,2.0,TGV,5.7,Ligne B,7.17,800,3.58,6.19,2024-06-21 00:00:00,55570,4.515812,Saint-Jean 8,6.38,2024-03-23 00:00:00,6.21,6.38,4.76,2024-11-12 00:00:00,2.34,6.43,1.86,2024-01-02 00:00:00,6.62,6.07,2024-02-07 00:00:00,6.46,1.97,7.79,1.76,4.4
Paris,Occitanie,4.09,TGV,6.72,Ligne T2,5.39,120,7.5,7.86,2024-08-17 00:00:00,163012,-0.064124,Matabiau 7,5.66,2024-11-14 00:00:00,7.95,5.11,3.12,2024-03-19 00:00:00,5.98,4.35,7.71,2024-03-27 00:00:00,7.02,7.47,2024-07-06 00:00:00,8.0,2.71,2.59,6.35,3.68
Marseille,Grand Est,7.6,RER,4.57,Ligne A,8.55,800,7.5,3.35,2024-07-11 00:00:00,168761,3.871843,Saint-Jean 8,2.82,2024-09-01 00:00:00,6.97,2.82,7.7,2024-12-26 00:00:00,1.99,1.23,6.06,2024-06-11 00:00:00,1.89,4.65,2024-04-07 00:00:00,8.47,1.24,2.47,6.4,8.49
Strasbourg,Grand Est,3.8,TGV,3.59,Ligne 1,4.67,800,2.89,6.79,2024-11-04 00:00:00,111937,3.6568,Saint-Charles 4,4.27,2024-03-04 00:00:00,2.78,6.9,1.89,2024-10-30 00:00:00,8.21,3.0,4.27,2024-09-01 00:00:00,5.24,6.92,2024-05-11 00:00:00,4.78,4.0,8.47,8.61,7.52
Strasbourg,Provence-Alpes-Côte d'Azur,6.85,Tramway,1.73,Ligne 14,4.42,50,8.08,3.26,2024-12-08 00:00:00,148324,-1.492207,Matabiau 3,1.35,2024-10-15 00:00:00,8.12,3.5,8.66,2024-03-11 00:00:00,7.22,6.38,5.91,2024-11-07 00:00:00,8.34,8.72,2024-07-03 00:00:00,3.21,6.74,5.68,6.34,7.57
Lille,Île-de-France,4.23,Métro,3.17,Ligne B,2.99,5,3.87,7.65,2024-08-17 00:00:00,164748,5.046954,Haussmann Saint-Lazare 8,7.59,2024-04-22 00:00:00,1.7,1.82,3.59,2024-03-27 00:00:00,6.65,3.3,5.39,2024-12-10 00:00:00,4.76,8.63,2024-02-15 00:00:00,5.55,1.85,7.22,8.39,8.4
Bordeaux,Bretagne,5.58,Tramway,1.82,Ligne 1,8.15,800,5.27,6.61,2024-03-04 00:00:00,74019,4.247769,Matabiau 2,4.16,2024-12-03 00:00:00,1.28,6.62,8.61,2024-02-02 00:00:00,2.6,2.66,7.32,2024-06-04 00:00:00,3.09,3.02,2024-11-15 00:00:00,7.72,6.96,1.82,1.75,7.66
Paris,Occitanie,4.2,TER,7.79,Ligne C,8.7,350,8.57,3.82,2024-05-30 00:00:00,48201,4.407609,Montparnasse 2,7.72,2024-03-27 00:00:00,1.34,4.79,5.25,2024-09-28 00:00:00,5.6,5.87,2.93,2024-04-16 00:00:00,7.63,5.2,2024-07-17 00:00:00,2.36,1.47,8.02,8.41,4.37
Lille,Provence-Alpes-Côte d'Azur,2.49,Métro,5.2,Ligne 14,6.65,50,8.47,4.96,2024-07-09 00:00:00,55883,4.832776,Saint-Charles 6,5.03,2024-11-22 00:00:00,7.22,5.69,3.38,2024-06-18 00:00:00,2.76,7.56,8.29,2024-02-24 00:00:00,3.3,3.1,2024-09-18 00:00:00,8.59,3.67,6.43,2.01,8.23
Nice,Auvergne-Rhône-Alpes,7.29,TGV,3.93,Ligne C,7.09,120,2.55,5.85,2024-04-29 00:00:00,28709,0.567204,Saint-Jean 6,4.9,2024-01-15 00:00:00,4.31,5.75,4.38,2024-11-20 00:00:00,3.27,8.68,8.7,2024-02-23 00:00:00,4.56,6.39,2024-06-14 00:00:00,4.3,6.34,6.04,1.68,1.9
Paris,Nouvelle-Aquitaine,7.93,Métro,6.69,Ligne 1,7.3,50,2.78,7.7,2024-02-06 00:00:00,123450,5.969549,Haussmann Saint-Lazare 8,8.42,2024-09-06 00:00:00,1.63,3.73,8.19,2024-07-22 00:00:00,6.83,1.96,6.67,2024-03-03 00:00:00,2.78,3.81,2024-05-11 00:00:00,1.54,5.82,1.45,7.69,1.23
Strasbourg,Nouvelle-Aquitaine,5.48,Transilien,2.26,Ligne C,7.4,50,1.61,6.11,2024-01-10 00:00:00,190807,-1.486051,Haussmann Saint-Lazare 1,7.02,2024-09-26 00:00:00,8.55,5.7,3.21,2024-02-09 00:00:00,8.6,3.63,4.05,2024-11-08 00:00:00,8.63,2.2,2024-12-21 00:00:00,7.09,1.79,2.63,5.55,5.51
Nantes,Hauts-de-France,5.74,Tramway,6.09,Ligne C,8.11,50,7.34,2.71,2024-03-20 00:00:00,60506,0.081885,Saint-Charles 5,2.11,2024-10-09 00:00:00,8.29,3.31,6.21,2024-01-31 00:00:00,1.7,7.81,3.08,2024-12-07 00:00:00,2.08,1.94,2024-05-09 00:00:00,4.66,5.67,7.82,6.81,6.71
Paris,Occitanie,3.99,TER,4.45,Ligne M1,3.78,800,8.35,5.25,2024-03-03 00:00:00,40664,4.980456,Matabiau 1,3.67,2024-11-01 00:00:00,3.28,3.57,8.17,2024-11-30 00:00:00,5.12,6.62,1.57,2024-03-30 00:00:00,5.34,2.18,2024-11-30 00:00:00,7.85,3.44,2.47,2.4,8.07
Nice,Hauts-de-France,8.31,Tramway,8.43,Ligne B,3.86,350,4.33,6.31,2024-05-29 00:00:00,145242,5.312196,Saint-Jean 5,6.21,2024-03-16 00:00:00,2.65,5.89,1.71,2024-02-18 00:00:00,3.47,6.19,5.81,2024-11-28 00:00:00,2.11,8.51,2024-03-07 00:00:00,1.93,8.34,5.4,1.4,2.04
Paris,Auvergne-Rhône-Alpes,7.21,TGV,7.58,Ligne T2,6.81,800,5.74,3.77,2024-04-24 00:00:00,108805,0.46151,Part-Dieu 8,8.16,2024-05-28 00:00:00,6.72,1.62,6.74,2024-10-20 00:00:00,4.67,2.32,6.89,2024-02-21 00:00:00,4.54,7.41,2024-07-30 00:00:00,6.57,5.27,4.73,1.72,3.86
Lyon,Bretagne,1.69,Bus RATP,2.99,Ligne A,8.28,5,5.6,3.8,2024-10-22 00:00:00,22335,-0.644092,Gare du Nord 7,5.6,2024-07-17 00:00:00,7.9,2.79,7.77,2024-08-16 00:00:00,2.96,8.09,7.44,2024-06-24 00:00:00,4.45,5.01,2024-01-24 00:00:00,3.73,6.08,2.43,8.54,3.57
Bordeaux,Bretagne,4.61,Tramway,7.65,Ligne C,7.85,800,4.74,5.15,2024-03-26 00:00:00,70527,-0.937166,Saint-Charles 7,8.05,2024-11-19 00:00:00,2.39,3.11,3.24,2024-09-10 00:00:00,6.1,7.81,1.33,2024-03-21 00:00:00,3.16,5.02,2024-05-16 00:00:00,3.74,7.32,3.95,4.35,5.38
Montpellier,Auvergne-Rhône-Alpes,6.46,Métro,4.05,Ligne 1,4.81,120,4.83,5.87,2024-10-27 00:00:00,170836,2.073381,Saint-Jean 6,7.15,2024-08-22 00:00:00,6.85,4.34,5.64,2024-11-01 00:00:00,2.14,3.94,4.56,2024-04-29 00:00:00,5.71,4.38,2024-10-03 00:00:00,6.76,2.67,3.31,5.7,8.34
Strasbourg,Auvergne-Rhône-Alpes,5.51,TGV,6.09,Ligne T2,3.12,5,6.79,4.96,2024-08-16 00:00:00,142394,4.335782,Gare du Nord 9,5.61,2024-02-21 00:00:00,3.74,6.11,8.32,2024-09-10 00:00:00,5.98,3.93,5.86,2024-03-16 00:00:00,1.25,3.24,2024-08-31 00:00:00,5.47,3.79,3.71,3.66,2.12
Nantes,Île-de-France,7.88,Bus RATP,2.41,Ligne 1,2.99,350,8.68,2.39,2024-01-26 00:00:00,185279,0.145755,Haussmann Saint-Lazare 6,8.01,2024-08-23 00:00:00,4.04,5.48,1.64,2024-02-27 00:00:00,8.65,1.42,2.09,2024-05-14 00:00:00,3.72,1.76,2024-10-29 00:00:00,8.33,2.53,3.18,4.49,8.21
Lille,Pays de la Loire,6.37,Transilien,1.76,Ligne 14,4.9,800,7.38,5.96,2024-04-14 00:00:00,110449,5.673574,Saint-Jean 1,2.0,2024-03-15 00:00:00,8.35,6.42,3.51,2024-01-07 00:00:00,5.94,8.01,5.99,2024-10-26 00:00:00,4.8,6.64,2024-04-06 00:00:00,7.89,4.4,3.9,4.87,5.35
Montpellier,Pays de la Loire,2.92,Bus RATP,3.7,Ligne B,6.22,50,4.31,7.67,2024-04-26 00:00:00,131958,-0.911441,Saint-Jean 8,6.45,2024-01-13 00:00:00,3.53,2.69,7.45,2024-03-05 00:00:00,4.79,3.07,5.14,2024-05-28 00:00:00,1.21,1.53,2024-05-14 00:00:00,7.26,4.43,4.23,3.97,3.15
Nice,Auvergne-Rhône-Alpes,3.52,Tramway,5.56,Ligne 14,6.77,50,1.99,4.9,2024-05-19 00:00:00,26247,-1.493731,Montparnasse 2,2.95,2024-07-22 00:00:00,6.07,1.27,3.04,2024-01-20 00:00:00,7.73,2.83,4.02,2024-08-31 00:00:00,8.72,8.27,2024-04-11 00:00:00,4.89,6.88,2.99,5.57,1.91
Toulouse,Auvergne-Rhône-Alpes,5.39,Bus RATP,6.63,Ligne C,7.89,350,8.78,5.62,2024-04-23 00:00:00,170535,0.029006,Gare de Lyon 7,3.75,2024-07-17 00:00:00,6.7,3.19,7.95,2024-05-28 00:00:00,6.74,7.01,5.54,2024-05-25 00:00:00,7.52,4.2,2024-12-08 00:00:00,5.2,4.26,3.17,4.48,6.64
Lyon,Pays de la Loire,6.42,TER,7.3,Ligne T2,1.37,800,6.99,7.06,2024-11-23 00:00:00,4373,-0.181747,Montparnasse 6,5.18,2024-01-24 00:00:00,8.29,4.63,8.08,2024-01-02 00:00:00,5.51,7.24,4.64,2024-08-26 00:00:00,3.41,2.19,2024-08-26 00:00:00,2.99,4.17,3.02,3.89,2.68
Nice,Occitanie,7.29,Métro,3.85,Ligne B,2.25,120,3.43,7.63,2024-12-06 00:00:00,75743,-0.435511,Part-Dieu 6,1.72,2024-04-18 00:00:00,8.71,1.93,6.23,2024-05-04 00:00:00,8.55,6.07,3.77,2024-06-20 00:00:00,6.27,6.4,2024-08-24 00:00:00,3.22,3.88,5.8,7.16,2.64
Paris,Pays de la Loire,8.76,Bus RATP,6.42,Ligne M1,8.73,50,6.37,4.56,2024-06-05 00:00:00,76690,5.982647,Saint-Charles 7,7.53,2024-06-25 00:00:00,8.33,4.3,5.6,2024-08-26 00:00:00,2.11,8.17,4.89,2024-04-15 00:00:00,8.02,2.85,2024-10-09 00:00:00,2.84,7.67,7.32,4.13,3.44
Bordeaux,Nouvelle-Aquitaine,5.04,Tramway,2.12,Ligne 14,8.75,50,7.01,3.02,2024-01-15 00:00:00,103124,5.521978,Montparnasse 7,6.54,2024-03-24 00:00:00,2.17,3.86,2.92,2024-09-22 00:00:00,2.12,3.82,2.88,2024-02-01 00:00:00,3.24,6.42,2024-01-19 00:00:00,4.09,7.26,2.04,2.01,8.59
Lyon,Hauts-de-France,6.7,Tramway,7.17,Ligne 14,6.24,350,4.2,2.05,2024-03-08 00:00:00,148701,5.396819,Saint-Jean 6,6.13,2024-03-01 00:00:00,3.6,3.17,7.47,2024-10-10 00:00:00,3.45,7.55,6.85,2024-10-19 00:00:00,2.08,2.27,2024-07-11 00:00:00,4.43,4.32,6.28,7.97,7.23
Marseille,Île-de-France,4.41,TGV,6.98,Ligne 1,1.31,50,6.48,8.0,2024-10-07 00:00:00,6506,5.688482,Montparnasse 3,1.33,2024-05-20 00:00:00,2.02,4.51,6.48,2024-11-19 00:00:00,7.58,2.96,2.28,2024-09-04 00:00:00,1.27,6.28,2024-02-06 00:00:00,2.57,4.8,2.48,2.09,5.5
Marseille,Normandie,7.44,TGV,7.22,Ligne 14,2.86,5,6.38,5.84,2024-03-09 00:00:00,75375,-1.550585,Matabiau 9,4.94,2024-08-07 00:00:00,4.18,7.08,8.79,2024-07-24 00:00:00,6.39,3.93,7.0,2024-05-02 00:00:00,1.74,7.08,2024-07-21 00:00:00,7.21,5.38,3.57,5.13,7.35
Lille,Île-de-France,1.69,TGV,7.57,Ligne T2,7.1,120,6.15,4.49,2024-06-09 00:00:00,81016,5.1193,Haussmann Saint-Lazare 6,1.67,2024-05-13 00:00:00,2.64,2.98,7.2,2024-01-07 00:00:00,7.32,3.38,3.96,2024-06-10 00:00:00,1.28,5.86,2024-11-29 00:00:00,5.5,3.54,7.33,7.92,3.22
Nantes,Provence-Alpes-Côte d'Azur,4.58,Bus RATP,7.04,Ligne 14,4.39,350,1.95,1.92,2024-04-07 00:00:00,63365,-0.988709,Gare de Lyon 1,6.68,2024-05-28 00:00:00,5.43,8.25,7.6,2024-08-17 00:00:00,2.84,3.81,8.02,2024-11-06 00:00:00,4.64,7.59,2024-07-09 00:00:00,1.35,7.02,3.79,3.14,7.88
Nice,Bretagne,7.45,Tramway,5.0,Ligne T2,7.09,800,3.44,4.97,2024-05-13 00:00:00,125570,3.081468,Gare du Nord 5,5.86,2024-01-17 00:00:00,2.54,2.28,6.17,2024-01-31 00:00:00,5.73,7.38,5.54,2024-01-20 00:00:00,6.17,3.49,2024-06-23 00:00:00,4.2,3.08,1.53,4.84,2.46
Lille,Auvergne-Rhône-Alpes,2.28,TGV,5.09,Ligne 14,4.89,120,4.92,1.57,2024-03-05 00:00:00,5248,1.550221,Montparnasse 1,3.91,2024-01-11 00:00:00,3.19,2.94,7.11,2024-02-25 00:00:00,2.54,1.36,1.9,2024-05-14 00:00:00,8.24,5.47,2024-07-14 00:00:00,4.67,4.18,7.26,2.85,3.86
Montpellier,Auvergne-Rhône-Alpes,8.34,Bus RATP,4.34,Ligne M1,3.48,120,4.53,6.3,2024-02-16 00:00:00,37847,3.266039,Saint-Charles 9,5.54,2024-06-09 00:00:00,8.79,8.11,5.23,2024-09-11 00:00:00,7.54,7.13,1.48,2024-07-17 00:00:00,8.45,6.89,2024-09-28 00:00:00,5.25,3.46,1.26,7.75,2.24
Nice,Bretagne,4.39,TER,7.33,Ligne 1,7.54,50,5.1,3.18,2024-01-31 00:00:00,60028,3.80258,Montparnasse 9,4.42,2024-03-19 00:00:00,3.39,8.22,1.26,2024-06-17 00:00:00,7.24,3.09,1.64,2024-05-05 00:00:00,4.95,5.77,2024-09-08 00:00:00,2.14,8.23,1.82,1.95,5.89
Lille,Auvergne-Rhône-Alpes,1.64,Tramway,5.92,Ligne C,6.5,350,3.37,1.34,2024-08-20 00:00:00,5664,-1.637784,Gare de l'Est 8,2.63,2024-04-03 00:00:00,1.59,3.83,1.27,2024-02-24 00:00:00,5.31,4.85,8.25,2024-10-16 00:00:00,2.66,8.2,2024-02-16 00:00:00,8.48,2.83,3.55,1.57,5.18
Paris,Provence-Alpes-Côte d'Azur,4.63,RER,5.96,Ligne B,5.64,50,8.25,4.74,2024-06-19 00:00:00,63242,-0.954556,Saint-Jean 8,1.99,2024-05-23 00:00:00,2.11,2.29,8.25,2024-02-09 00:00:00,5.72,5.68,6.53,2024-10-16 00:00:00,5.68,2.86,2024-04-15 00:00:00,5.5,4.06,2.58,5.04,7.89
Strasbourg,Bretagne,2.1,TGV,3.78,Ligne C,8.25,350,4.62,4.8,2024-04-26 00:00:00,115890,5.333527,Gare de Lyon 6,6.04,2024-07-15 00:00:00,7.55,8.73,4.01,2024-05-18 00:00:00,3.49,1.21,6.55,2024-11-09 00:00:00,2.77,1.41,2024-10-21 00:00:00,1.67,6.48,2.91,4.28,2.64
Montpellier,Auvergne-Rhône-Alpes,7.52,Tramway,6.76,Ligne 1,8.4,350,8.33,7.01,2024-04-18 00:00:00,80394,3.484409,Gare du Nord 2,7.26,2024-07-10 00:00:00,2.8,7.52,7.54,2024-06-06 00:00:00,5.98,4.03,5.02,2024-11-20 00:00:00,7.39,7.06,2024-01-23 00:00:00,8.6,8.23,3.56,7.86,6.35
Bordeaux,Île-de-France,2.52,TER,3.19,Ligne 14,4.1,120,4.35,1.92,2024-02-02 00:00:00,39213,5.021502,Saint-Charles 5,6.34,2024-01-27 00:00:00,2.3,5.72,5.39,2024-07-02 00:00:00,1.39,2.08,7.02,2024-09-29 00:00:00,2.93,1.78,2024-09-07 00:00:00,4.2,4.24,4.29,3.78,2.49
Toulouse,Auvergne-Rhône-Alpes,6.15,TGV,1.27,Ligne 1,4.49,50,7.18,2.94,2024-11-30 00:00:00,87234,3.220099,Haussmann Saint-Lazare 6,2.33,2024-08-22 00:00:00,1.63,7.63,5.21,2024-07-10 00:00:00,4.1,6.99,4.03,2024-05-31 00:00:00,8.64,8.25,2024-09-01 00:00:00,8.02,5.1,5.9,5.48,3.67
