col_ville,col_mode_transport,col_periode_journee,col_freq_moyenne,col_freq_max,col_taux_remplissage_moyen,col_date,col_heure,col_jour_semaine,col_est_weekend,col_frequentation,col_capacite_max,col_taux_remplissage,col_source
Nantes,Bus RATP,4.01,4.62,6.68,2.59,2024-04-20 00:00:00,8.07,3.32,0,8.2,5,7.74,Airparif
Marseille,TER,6.87,6.73,6.74,2.92,2024-08-31 00:00:00,2.69,3.0,0,6.92,5,3.38,RATP_Open_Data_2024
Bordeaux,Tramway,4.82,1.89,6.03,8.5,2024-01-10 00:00:00,7.35,5.63,NON,1.45,50,1.89,Data.gouv.fr
Lille,TER,1.45,8.44,2.31,4.67,2024-12-04 00:00:00,5.67,3.24,OUI,3.56,5,7.24,SNCF_Open_Data
Lyon,Métro,4.56,2.3,8.16,6.34,2024-02-14 00:00:00,8.18,2.88,OUI,8.21,350,2.46,Airparif
Lille,TGV,6.62,1.62,3.39,5.2,2024-06-17 00:00:00,2.45,5.45,OUI,1.22,50,7.04,Météo-France
Nantes,TER,8.8,5.25,4.3,7.43,2024-08-15 00:00:00,1.29,4.84,OUI,4.42,350,5.46,Airparif
Nice,Métro,4.62,2.16,3.37,4.12,2024-05-11 00:00:00,5.99,3.21,OUI,4.4,800,7.94,SNCF_Open_Data
Strasbourg,Transilien,8.73,3.96,4.22,1.75,2024-07-25 00:00:00,5.17,2.28,0,5.49,120,4.84,RATP_Open_Data_2024
Lille,RER,5.59,4.13,7.35,8.73,2024-08-04 00:00:00,1.27,8.06,NON,3.12,350,8.1,SNCF_Open_Data
Lyon,Transilien,4.05,6.57,3.53,4.39,2024-04-29 00:00:00,4.21,2.95,OUI,2.22,5,6.45,RATP_Open_Data_2024
Lyon,RER,4.24,1.45,5.96,5.7,2024-04-28 00:00:00,5.44,7.15,0,2.36,800,8.35,Data.gouv.fr
Marseille,TGV,7.74,2.52,6.97,4.41,2024-06-06 00:00:00,2.28,5.95,NON,4.06,50,7.65,RATP_Open_Data_2024
Montpellier,RER,4.32,5.08,1.81,7.96,2024-11-04 00:00:00,5.68,4.16,0,5.19,800,7.83,SNCF_Open_Data
Lyon,Transilien,5.87,5.64,6.07,7.17,2024-06-25 00:00:00,7.0,1.55,0,6.07,5,7.91,SNCF_Open_Data
Lille,Tramway,7.23,7.91,3.92,5.06,2024-01-04 00:00:00,3.82,8.13,OUI,2.02,5,5.39,SNCF_Open_Data
Paris,Transilien,1.95,2.77,7.52,5.98,2024-06-20 00:00:00,8.63,5.65,0,1.73,120,4.96,Airparif
Montpellier,Tramway,3.78,3.93,6.04,2.08,2024-05-12 00:00:00,3.13,7.4,NON,2.46,800,3.23,RATP_Open_Data_2024
Lyon,RER,6.99,3.49,5.18,3.87,2024-04-30 00:00:00,2.4,8.71,OUI,5.01,350,5.31,Météo-France
Toulouse,Tramway,3.39,4.74,8.43,6.08,2024-10-02 00:00:00,5.49,2.27,0,4.63,50,4.51,RATP_Open_Data_2024
Nice,TGV,7.08,5.73,1.26,7.8,2024-01-21 00:00:00,5.69,8.78,0,4.86,350,1.8,Data.gouv.fr
Lille,Tramway,1.76,1.49,5.65,8.8,2024-05-14 00:00:00,4.25,7.75,1,1.87,120,6.05,Data.gouv.fr
Montpellier,Transilien,3.71,5.89,4.86,5.49,2024-10-30 00:00:00,7.57,7.61,0,2.55,350,6.69,RATP_Open_Data_2024
Lille,Tramway,6.71,3.67,8.11,7.44,2024-10-29 00:00:00,5.35,6.52,0,3.02,120,2.1,Data.gouv.fr
Paris,Métro,3.75,8.23,5.34,6.91,2024-09-20 00:00:00,7.5,2.41,0,4.34,120,2.25,Airparif
Montpellier,Tramway,2.88,2.24,5.12,3.49,2024-10-17 00:00:00,4.84,1.91,OUI,4.0,5,3.35,SNCF_Open_Data
Toulouse,Bus RATP,1.84,5.3,2.92,6.62,2024-04-18 00:00:00,8.54,6.04,NON,1.73,50,2.76,Data.gouv.fr
Montpellier,Tramway,7.24,1.22,5.8,4.37,2024-11-03 00:00:00,6.04,3.04,NON,4.7,50,6.25,RATP_Open_Data_2024
Paris,Transilien,2.74,3.54,8.52,3.61,2024-09-24 00:00:00,2.78,4.38,NON,7.16,5,3.77,Airparif
Montpellier,Métro,1.58,1.58,6.81,2.59,2024-10-15 00:00:00,3.42,1.42,1,6.33,50,2.49,Airparif
Lille,Tramway,5.68,2.36,3.94,2.48,2024-06-09 00:00:00,8.52,3.93,NON,2.55,120,6.48,Data.gouv.fr
Toulouse,Bus RATP,8.01,3.68,7.99,7.78,2024-10-23 00:00:00,6.99,2.37,NON,2.31,120,1.48,Airparif
Nice,TGV,5.86,2.21,1.47,7.92,2024-07-23 00:00:00,7.27,4.43,OUI,2.55,350,1.61,Météo-France
Bordeaux,Tramway,7.25,1.61,1.32,8.76,2024-09-16 00:00:00,8.55,5.59,OUI,2.65,120,1.53,Data.gouv.fr
Nice,Tramway,5.75,2.43,7.44,2.94,2024-08-12 00:00:00,4.98,5.13,0,1.59,350,4.42,RATP_Open_Data_2024
Nice,TGV,7.53,4.28,4.52,6.24,2024-01-25 00:00:00,3.93,4.86,0,7.21,5,3.97,SNCF_Open_Data
Strasbourg,TER,3.98,6.12,2.89,5.12,2024-02-16 00:00:00,7.92,3.74,1,6.25,350,6.9,Data.gouv.fr
Strasbourg,RER,7.54,1.67,8.61,6.95,2024-11-25 00:00:00,2.68,5.99,NON,2.71,350,7.39,Data.gouv.fr
Lille,RER,7.05,5.53,5.48,5.32,2024-09-22 00:00:00,7.4,6.45,0,1.55,120,7.21,RATP_Open_Data_2024
Lyon,TER,8.77,7.7,1.74,1.65,2024-07-14 00:00:00,2.1,7.58,NON,3.31,5,6.04,Météo-France
Marseille,Transilien,5.89,2.7,4.41,7.76,2024-12-25 00:00:00,3.39,8.35,1,4.34,50,6.76,RATP_Open_Data_2024
Marseille,Transilien,7.61,7.77,5.59,1.27,2024-01-16 00:00:00,4.76,4.23,0,4.86,350,6.98,Météo-France
Nantes,Tramway,7.3,8.18,1.43,4.18,2024-01-08 00:00:00,5.28,2.26,0,4.46,5,3.75,Météo-France
Montpellier,TGV,1.57,3.01,7.04,6.44,2024-03-16 00:00:00,5.51,1.84,1,5.21,50,3.13,Data.gouv.fr
Nantes,TGV,7.95,6.06,2.05,4.28,2024-04-18 00:00:00,8.02,2.6,1,4.09,800,5.09,Météo-France
Toulouse,Tramway,1.94,3.28,5.58,5.1,2024-03-22 00:00:00,8.21,5.88,1,3.36,50,1.87,Airparif
Bordeaux,Métro,2.25,6.58,2.43,4.24,2024-03-03 00:00:00,6.44,7.23,0,6.01,350,2.99,Airparif
Bordeaux,TER,8.77,4.29,4.94,2.66,2024-06-03 00:00:00,2.61,2.92,OUI,2.89,800,4.97,Airparif
Bordeaux,TER,4.17,6.4,8.04,3.36,2024-08-14 00:00:00,4.88,4.54,NON,6.09,120,2.85,Data.gouv.fr
Marseille,TER,1.65,4.09,4.14,4.04,2024-02-13 00:00:00,2.45,7.11,OUI,5.64,50,7.23,SNCF_Open_Data
Strasbourg,TGV,6.63,4.02,7.19,8.6,2024-10-07 00:00:00,6.98,8.15,0,2.64,120,1.42,Météo-France
Strasbourg,Transilien,8.37,4.17,3.67,6.78,2024-05-21 00:00:00,1.31,6.19,0,2.85,350,3.81,SNCF_Open_Data
Strasbourg,TGV,7.92,5.02,7.13,2.31,2024-09-03 00:00:00,1.6,1.89,1,5.6,5,6.62,Data.gouv.fr
Montpellier,TER,6.24,3.19,3.1,3.98,2024-07-05 00:00:00,1.59,4.88,OUI,5.73,5,1.26,Data.gouv.fr
Nice,TER,2.11,7.84,6.37,4.16,2024-08-08 00:00:00,5.69,2.18,1,5.46,50,6.43,Météo-France
Montpellier,TER,4.0,2.34,1.84,6.27,2024-08-08 00:00:00,2.6,1.68,NON,2.44,5,1.45,Météo-France
Bordeaux,TGV,7.6,7.37,6.34,6.18,2024-01-26 00:00:00,7.0,7.04,OUI,3.9,800,1.67,Data.gouv.fr
Paris,TGV,7.46,5.59,7.17,5.85,2024-12-06 00:00:00,5.54,7.71,0,1.39,5,5.61,RATP_Open_Data_2024
Lyon,TER,1.5,1.59,7.56,1.78,2024-08-05 00:00:00,5.73,3.46,0,5.71,350,8.09,RATP_Open_Data_2024
Montpellier,TER,5.15,5.39,8.55,5.9,2024-01-30 00:00:00,3.2,6.54,0,5.89,120,3.47,RATP_Open_Data_2024
Montpellier,Métro,2.13,2.09,5.12,2.87,2024-04-15 00:00:00,1.27,5.7,0,1.36,800,1.64,Airparif
Toulouse,RER,5.0,7.89,7.09,3.07,2024-02-13 00:00:00,6.76,2.22,1,1.97,350,4.36,Airparif
Bordeaux,TER,3.51,3.75,6.89,4.26,2024-09-06 00:00:00,7.92,7.22,NON,2.34,800,6.75,Météo-France
Nantes,Bus RATP,4.12,4.47,5.01,3.77,2024-02-05 00:00:00,2.97,5.67,OUI,3.9,50,8.25,Data.gouv.fr
Montpellier,Bus RATP,4.41,8.55,2.71,6.94,2024-07-21 00:00:00,8.39,2.63,OUI,6.44,50,2.16,Data.gouv.fr
Toulouse,Bus RATP,7.12,4.67,1.33,5.13,2024-04-16 00:00:00,5.64,7.83,1,5.17,5,2.68,SNCF_Open_Data
Nantes,RER,3.88,6.88,3.85,8.16,2024-05-11 00:00:00,3.72,8.5,1,7.18,800,3.21,SNCF_Open_Data
Toulouse,Métro,3.58,3.92,8.21,4.86,2024-08-22 00:00:00,8.03,5.33,0,6.97,800,4.22,Météo-France
Strasbourg,Transilien,4.28,8.35,5.23,3.1,2024-02-06 00:00:00,6.05,2.78,NON,3.0,800,4.15,Data.gouv.fr
Bordeaux,Tramway,3.29,6.39,5.07,4.98,2024-05-20 00:00:00,3.69,6.62,0,3.5,50,2.82,RATP_Open_Data_2024
Toulouse,Métro,2.05,8.64,2.61,3.96,2024-07-20 00:00:00,2.92,2.63,OUI,6.55,120,4.94,Data.gouv.fr
Paris,Tramway,5.53,6.43,5.72,3.51,2024-08-23 00:00:00,2.11,7.85,OUI,1.95,350,1.38,RATP_Open_Data_2024
Marseille,Tramway,8.7,4.45,1.97,7.76,2024-04-06 00:00:00,4.49,3.2,OUI,4.89,350,7.26,Airparif
Lyon,Transilien,5.75,4.74,7.83,5.33,2024-10-31 00:00:00,8.03,4.31,NON,4.44,120,1.93,RATP_Open_Data_2024
Marseille,RER,7.36,1.7,5.46,2.71,2024-01-20 00:00:00,4.46,4.11,1,3.29,800,8.45,RATP_Open_Data_2024
Paris,RER,7.79,7.69,6.81,5.51,2024-01-19 00:00:00,7.05,1.41,0,5.49,350,3.04,SNCF_Open_Data
Montpellier,Bus RATP,8.79,8.18,8.54,3.91,2024-03-12 00:00:00,6.1,3.96,OUI,6.9,120,6.58,Météo-France
Strasbourg,TER,2.72,7.73,3.98,7.29,2024-09-30 00:00:00,8.07,8.06,0,8.11,350,1.74,Airparif
Montpellier,TGV,8.67,8.48,6.93,1.69,2024-09-02 00:00:00,2.23,1.89,1,8.42,5,7.61,Airparif
Nice,TGV,2.66,8.25,4.33,7.43,2024-07-11 00:00:00,4.15,6.04,NON,8.07,350,7.31,SNCF_Open_Data
Nice,RER,8.19,4.21,6.46,4.34,2024-10-16 00:00:00,4.18,5.02,1,2.31,120,7.82,SNCF_Open_Data
Nantes,Tramway,7.03,8.54,2.3,1.53,2024-10-21 00:00:00,7.84,7.61,NON,1.29,350,3.61,Data.gouv.fr
Lyon,TGV,1.96,5.45,3.41,5.15,2024-11-12 00:00:00,5.36,1.42,NON,8.56,50,5.63,Météo-France
Strasbourg,Transilien,4.87,3.89,4.61,7.57,2024-04-29 00:00:00,8.13,7.89,0,6.34,800,6.56,SNCF_Open_Data
Strasbourg,Transilien,2.97,2.83,6.18,3.83,2024-01-30 00:00:00,7.99,6.51,1,3.78,120,1.4,Airparif
Marseille,TGV,3.46,3.68,1.84,6.14,2024-04-22 00:00:00,7.85,7.04,OUI,3.91,50,6.81,Data.gouv.fr
Marseille,TGV,5.88,1.3,4.84,5.38,2024-06-10 00:00:00,4.1,5.57,0,3.48,5,1.87,SNCF_Open_Data
Toulouse,RER,3.14,1.33,1.95,2.01,2024-03-03 00:00:00,4.05,3.36,OUI,3.33,800,6.14,Météo-France
Toulouse,Métro,5.07,8.59,3.11,3.96,2024-05-19 00:00:00,1.96,4.48,NON,1.54,350,6.51,RATP_Open_Data_2024
Montpellier,RER,4.41,5.43,6.02,3.66,2024-02-24 00:00:00,7.36,6.82,OUI,5.08,120,2.24,RATP_Open_Data_2024
Toulouse,TGV,4.97,6.89,8.63,7.72,2024-06-17 00:00:00,4.98,8.57,NON,7.62,5,2.8,Data.gouv.fr
Bordeaux,Métro,2.74,1.37,5.99,8.52,2024-05-21 00:00:00,6.55,2.41,1,5.24,5,5.53,RATP_Open_Data_2024
Nice,Tramway,6.6,7.27,7.52,2.55,2024-04-19 00:00:00,2.77,4.15,1,4.91,350,7.9,Airparif
Bordeaux,Métro,5.75,2.72,1.49,2.83,2024-05-22 00:00:00,4.67,4.58,0,2.73,350,3.54,RATP_Open_Data_2024
Lyon,Métro,5.06,1.22,5.56,6.79,2024-08-03 00:00:00,3.93,3.15,0,4.62,800,5.58,Météo-France
Paris,RER,8.52,3.33,5.29,8.08,2024-07-16 00:00:00,3.36,2.34,NON,1.76,5,4.5,SNCF_Open_Data
Marseille,Tramway,3.39,5.5,5.38,7.15,2024-11-10 00:00:00,5.87,5.64,1,4.51,120,4.71,Airparif
Lille,Métro,6.22,8.53,8.55,2.15,2024-11-06 00:00:00,5.76,8.02,1,3.23,800,7.89,SNCF_Open_Data
Bordeaux,Bus RATP,1.32,3.11,6.52,6.71,2024-01-25 00:00:00,5.26,6.77,1,2.47,120,2.68,Data.gouv.fr
Bordeaux,Transilien,8.02,6.84,4.56,1.68,2024-02-17 00:00:00,4.89,5.08,NON,3.37,120,6.74,Airparif
Toulouse,Transilien,4.91,8.16,6.73,4.9,2024-01-11 00:00:00,5.68,6.75,0,5.87,350,5.49,SNCF_Open_Data
Nantes,Bus RATP,3.89,7.21,6.48,6.55,2024-01-08 00:00:00,2.14,1.95,OUI,7.65,350,4.3,Météo-France
Marseille,Tramway,7.66,1.52,2.79,7.4,2024-01-28 00:00:00,3.96,1.64,1,7.85,50,5.08,Météo-France
Lille,Transilien,6.81,4.83,1.23,8.59,2024-01-31 00:00:00,5.93,5.61,NON,7.27,5,8.6,Météo-France
Nice,TGV,5.86,5.59,7.23,5.25,2024-01-14 00:00:00,8.15,6.82,0,7.41,350,8.37,RATP_Open_Data_2024
Montpellier,RER,4.29,2.41,4.71,8.14,2024-09-22 00:00:00,4.5,7.92,NON,6.71,800,1.36,Météo-France
Toulouse,Bus RATP,2.5,1.49,3.52,6.32,2024-09-23 00:00:00,6.5,8.58,OUI,1.57,5,1.52,Data.gouv.fr
Toulouse,Bus RATP,8.43,3.52,3.57,3.29,2024-06-16 00:00:00,2.65,3.36,1,7.97,5,7.82,Airparif
Bordeaux,Bus RATP,5.24,3.36,4.38,1.98,2024-11-16 00:00:00,2.2,5.41,OUI,3.64,5,1.4,SNCF_Open_Data
Nantes,Bus RATP,2.99,5.17,1.37,2.04,2024-06-14 00:00:00,8.42,8.61,1,6.1,800,3.53,Météo-France
Nantes,Transilien,3.68,7.34,5.48,2.05,2024-04-03 00:00:00,7.78,3.61,OUI,2.05,350,5.56,SNCF_Open_Data
Bordeaux,TER,6.03,3.36,1.9,4.45,2024-05-21 00:00:00,4.75,8.19,0,5.04,350,1.48,SNCF_Open_Data
Nantes,Tramway,8.43,2.21,5.53,2.83,2024-11-11 00:00:00,6.89,6.07,NON,1.69,5,4.85,Météo-France
Toulouse,Bus RATP,1.72,8.53,6.53,3.77,2024-12-08 00:00:00,1.89,3.4,OUI,1.52,5,6.99,Airparif
Toulouse,TGV,1.61,7.9,1.3,3.01,2024-10-06 00:00:00,6.65,6.71,0,1.56,800,5.19,Data.gouv.fr
Strasbourg,Tramway,2.64,7.97,1.25,6.1,2024-07-30 00:00:00,7.79,7.76,OUI,7.74,350,4.8,SNCF_Open_Data
Montpellier,TGV,3.88,2.09,8.52,4.67,2024-03-15 00:00:00,7.31,4.82,OUI,7.61,350,4.65,Airparif
Nantes,TGV,7.78,4.96,6.12,4.59,2024-06-02 00:00:00,4.87,7.02,OUI,3.43,120,4.81,Météo-France
Toulouse,Tramway,1.66,7.96,4.42,4.34,2024-07-30 00:00:00,6.37,8.26,OUI,5.72,120,2.14,Airparif
Nice,Bus RATP,5.75,2.14,4.44,1.48,2024-07-25 00:00:00,4.09,3.13,OUI,6.52,800,5.86,RATP_Open_Data_2024
Lyon,TGV,4.55,2.88,3.93,1.57,2024-09-07 00:00:00,5.24,2.99,OUI,2.48,350,7.14,Météo-France
Marseille,Transilien,5.79,8.19,6.68,8.75,2024-01-15 00:00:00,8.72,1.64,1,2.4,50,4.07,Airparif
Bordeaux,Transilien,1.53,7.21,7.76,5.73,2024-05-31 00:00:00,7.94,7.09,0,7.71,800,1.98,SNCF_Open_Data
Marseille,TGV,7.62,3.94,6.57,3.7,2024-10-31 00:00:00,2.02,8.37,0,4.69,800,5.95,RATP_Open_Data_2024
Lyon,TER,3.5,8.2,7.52,7.03,2024-01-29 00:00:00,7.31,2.92,0,4.42,350,8.63,Airparif
Lyon,RER,8.47,5.42,1.42,1.82,2024-02-16 00:00:00,3.38,7.43,1,8.32,50,4.22,Data.gouv.fr
Strasbourg,TGV,1.47,5.09,3.12,7.91,2024-12-10 00:00:00,1.9,7.15,OUI,5.09,5,4.95,Data.gouv.fr
Lille,Bus RATP,2.26,3.32,2.7,2.21,2024-05-15 00:00:00,5.97,7.07,1,5.54,50,5.07,RATP_Open_Data_2024
Nantes,TER,2.95,4.31,5.22,3.81,2024-11-29 00:00:00,8.02,7.39,0,1.71,50,5.33,RATP_Open_Data_2024
Bordeaux,Transilien,8.29,3.89,3.0,4.52,2024-01-02 00:00:00,3.64,3.8,0,4.47,350,5.31,Data.gouv.fr
Nantes,Tramway,7.7,3.9,5.55,2.13,2024-08-05 00:00:00,2.02,1.96,NON,8.15,350,7.32,SNCF_Open_Data
Montpellier,TER,7.62,8.28,1.4,7.4,2024-04-12 00:00:00,5.16,5.96,0,3.65,350,3.47,Airparif
Strasbourg,RER,8.17,4.48,2.92,6.31,2024-10-08 00:00:00,2.86,4.57,1,6.78,350,4.58,Data.gouv.fr
Lyon,Tramway,2.48,3.24,5.5,5.9,2024-09-20 00:00:00,6.51,5.28,OUI,8.52,120,4.4,Airparif
Nice,Métro,7.9,6.15,2.94,8.56,2024-01-12 00:00:00,1.89,2.43,0,2.02,350,3.07,SNCF_Open_Data
Lyon,TGV,5.28,5.88,8.53,3.61,2024-02-29 00:00:00,6.89,8.68,1,8.55,120,4.05,Airparif
Lyon,Métro,8.55,4.45,2.43,7.81,2024-02-23 00:00:00,8.75,7.98,0,4.77,800,1.85,Météo-France
Bordeaux,TGV,4.29,5.22,4.93,5.07,2024-01-18 00:00:00,4.78,5.63,NON,5.03,5,4.76,Airparif
Montpellier,TER,7.63,4.25,3.89,3.9,2024-01-12 00:00:00,1.97,3.42,OUI,8.28,5,2.47,Météo-France
Nice,Tramway,7.21,7.82,3.96,5.82,2024-11-13 00:00:00,6.59,2.58,NON,2.3,350,4.94,SNCF_Open_Data
Marseille,TER,1.55,5.35,4.36,5.43,2024-05-24 00:00:00,4.38,3.76,0,3.43,120,7.66,RATP_Open_Data_2024
Nantes,Transilien,4.39,2.59,3.81,3.02,2024-06-02 00:00:00,6.57,2.25,1,7.78,120,7.03,Airparif
Nantes,Transilien,3.12,8.65,8.45,8.3,2024-02-17 00:00:00,1.96,3.08,NON,8.2,120,6.78,Airparif
Toulouse,Métro,3.11,7.5,2.86,7.9,2024-09-11 00:00:00,8.67,6.43,1,3.11,120,2.99,Airparif
Bordeaux,TGV,2.64,5.76,7.35,7.59,2024-10-24 00:00:00,6.65,8.46,NON,2.84,5,2.16,Data.gouv.fr
Bordeaux,Métro,5.66,7.88,1.86,2.27,2024-09-26 00:00:00,8.14,6.7,1,1.87,120,4.04,SNCF_Open_Data
Toulouse,TGV,6.7,1.21,8.61,3.8,2024-11-01 00:00:00,7.35,1.49,NON,5.1,5,3.45,Data.gouv.fr
Lille,TER,5.68,4.57,3.84,2.16,2024-06-20 00:00:00,1.31,6.36,NON,8.25,5,8.74,Data.gouv.fr
Strasbourg,Transilien,3.0,1.64,7.15,3.77,2024-02-17 00:00:00,5.84,6.48,NON,3.62,5,6.1,SNCF_Open_Data
Nantes,Tramway,2.16,8.51,8.23,3.01,2024-02-10 00:00:00,2.03,4.1,NON,2.01,120,5.63,Météo-France
Toulouse,Transilien,3.81,2.22,5.9,3.66,2024-07-14 00:00:00,3.3,2.06,0,3.27,350,4.85,RATP_Open_Data_2024
Nantes,Tramway,1.67,1.8,4.72,3.77,2024-06-27 00:00:00,4.67,5.68,NON,3.04,800,8.74,Data.gouv.fr
Nantes,RER,5.81,2.29,7.65,7.48,2024-09-28 00:00:00,8.39,5.29,1,1.35,350,7.96,Airparif
Strasbourg,Métro,7.68,5.15,1.95,3.54,2024-01-29 00:00:00,6.03,5.59,OUI,2.93,800,7.87,Météo-France
Toulouse,TGV,2.75,6.03,2.12,2.82,2024-12-24 00:00:00,6.92,8.56,1,3.35,120,3.88,Airparif
Bordeaux,Tramway,5.79,8.18,4.44,3.28,2024-07-26 00:00:00,5.46,5.57,OUI,8.03,5,4.28,Météo-France
Lille,Transilien,2.01,7.57,1.5,7.56,2024-02-17 00:00:00,3.94,4.12,1,1.25,5,7.54,RATP_Open_Data_2024
Lyon,TER,3.81,6.05,5.63,5.52,2024-10-11 00:00:00,8.52,3.68,0,4.98,120,4.01,SNCF_Open_Data
Nice,TGV,4.11,8.41,7.64,6.98,2024-09-08 00:00:00,6.37,2.05,1,5.19,800,3.47,SNCF_Open_Data
Nice,Métro,3.26,7.37,3.67,5.98,2024-08-19 00:00:00,4.31,2.01,1,3.17,350,6.44,Météo-France
Strasbourg,Tramway,4.85,1.48,4.4,8.27,2024-10-08 00:00:00,5.8,1.77,1,5.84,800,6.34,Airparif
Paris,RER,3.79,3.04,2.3,2.18,2024-08-14 00:00:00,1.68,2.12,OUI,8.79,5,2.57,Data.gouv.fr
Toulouse,TER,3.98,7.53,2.53,3.55,2024-07-21 00:00:00,1.46,3.12,0,7.82,350,2.22,Airparif
Nantes,Tramway,7.39,5.82,5.0,8.01,2024-03-27 00:00:00,4.22,6.58,NON,6.01,50,6.68,Météo-France
Paris,Bus RATP,2.67,3.18,1.89,3.12,2024-10-14 00:00:00,1.69,3.97,OUI,7.22,120,3.26,Météo-France
Nice,TGV,2.25,5.3,5.83,4.73,2024-02-05 00:00:00,2.14,1.42,OUI,7.83,120,5.96,RATP_Open_Data_2024
Lyon,TER,2.64,7.77,8.09,7.96,2024-03-04 00:00:00,2.36,3.65,0,3.07,800,3.17,Météo-France
Strasbourg,TGV,2.01,2.72,4.95,8.73,2024-01-03 00:00:00,6.22,8.14,OUI,7.28,120,3.19,Data.gouv.fr
Lille,RER,5.66,7.23,7.86,2.39,2024-04-19 00:00:00,6.85,5.37,1,2.4,5,7.51,RATP_Open_Data_2024
Lyon,RER,2.13,5.2,5.98,6.06,2024-10-29 00:00:00,2.84,1.33,1,1.48,50,8.23,Météo-France
Bordeaux,Bus RATP,7.33,6.01,4.84,4.97,2024-09-13 00:00:00,4.78,7.28,NON,6.83,120,2.84,Airparif
Strasbourg,Bus RATP,7.71,2.77,5.42,4.8,2024-11-01 00:00:00,2.72,8.79,0,1.43,50,4.14,SNCF_Open_Data
Bordeaux,TGV,3.35,3.27,6.5,5.67,2024-09-16 00:00:00,7.49,2.06,NON,3.52,5,4.04,RATP_Open_Data_2024
Bordeaux,Tramway,6.4,1.51,7.76,7.36,2024-07-17 00:00:00,2.65,3.1,1,2.93,50,7.67,Data.gouv.fr
Nice,TER,2.76,1.9,5.85,4.95,2024-09-15 00:00:00,4.03,6.68,NON,4.47,350,3.32,SNCF_Open_Data
Nantes,Métro,5.1,4.05,8.62,5.4,2024-11-09 00:00:00,4.05,7.02,OUI,7.05,5,5.2,Météo-France
Montpellier,Tramway,3.63,8.39,3.12,5.14,2024-02-06 00:00:00,6.0,3.79,NON,3.83,800,3.21,RATP_Open_Data_2024
Marseille,Métro,1.87,1.62,2.34,2.34,2024-06-17 00:00:00,8.24,1.51,OUI,2.84,800,7.67,Météo-France
Lille,TGV,2.52,3.43,2.36,2.84,2024-09-12 00:00:00,5.7,7.21,OUI,2.47,5,8.41,RATP_Open_Data_2024
Paris,Transilien,4.7,2.54,6.0,4.49,2024-08-04 00:00:00,6.9,1.45,NON,1.46,800,3.15,Airparif
Lyon,TER,6.81,1.28,2.12,8.48,2024-11-04 00:00:00,7.91,7.3,0,3.54,50,4.95,SNCF_Open_Data
Montpellier,TER,2.73,5.91,7.87,4.05,2024-01-22 00:00:00,5.21,6.71,OUI,7.51,50,3.91,Météo-France
Montpellier,RER,6.71,7.42,4.08,8.62,2024-09-10 00:00:00,7.38,4.82,OUI,6.46,50,3.53,RATP_Open_Data_2024
Nice,TGV,1.98,2.24,3.98,1.33,2024-08-12 00:00:00,8.16,3.3,0,6.66,350,4.85,SNCF_Open_Data
Toulouse,TER,5.16,6.76,1.8,8.37,2024-06-07 00:00:00,8.02,6.14,NON,3.86,800,8.36,Météo-France
Nice,Tramway,6.32,4.07,7.7,5.29,2024-11-22 00:00:00,8.16,6.87,OUI,1.37,5,3.16,SNCF_Open_Data
Paris,Transilien,7.97,2.82,2.29,6.94,2024-07-15 00:00:00,7.07,3.38,0,7.38,800,5.76,SNCF_Open_Data
Lille,TGV,2.86,5.85,2.58,3.42,2024-07-19 00:00:00,4.7,7.87,NON,4.52,50,6.08,Météo-France
Montpellier,Tramway,2.48,6.67,6.09,3.55,2024-08-19 00:00:00,3.94,1.5,NON,1.47,50,5.95,Data.gouv.fr
Montpellier,TER,2.07,6.08,4.53,7.88,2024-12-20 00:00:00,6.34,1.69,OUI,5.79,800,5.09,Data.gouv.fr
Nantes,Transilien,4.45,5.61,3.97,2.87,2024-04-21 00:00:00,1.72,8.23,0,1.85,800,2.99,Météo-France
Toulouse,Tramway,2.86,2.19,5.19,5.06,2024-02-24 00:00:00,3.28,4.27,NON,1.98,350,3.52,Météo-France
Lille,Tramway,8.01,2.19,3.24,8.55,2024-05-04 00:00:00,4.87,3.68,NON,7.12,120,5.09,Airparif
Bordeaux,TGV,7.33,6.89,5.74,6.36,2024-12-08 00:00:00,6.47,3.67,NON,4.15,350,4.28,Airparif
Montpellier,TGV,7.0,5.04,4.34,1.38,2024-04-21 00:00:00,4.26,7.24,OUI,5.08,50,6.84,Airparif
Nantes,RER,6.43,3.32,1.46,1.35,2024-05-09 00:00:00,2.52,3.37,NON,2.53,800,2.38,SNCF_Open_Data
Montpellier,Transilien,3.31,8.1,4.82,7.08,2024-08-05 00:00:00,7.11,5.3,1,8.74,5,1.21,RATP_Open_Data_2024
Lille,Bus RATP,3.24,7.78,8.48,5.81,2024-12-16 00:00:00,2.37,8.73,0,6.97,50,2.3,Data.gouv.fr
Nice,Bus RATP,3.96,7.71,3.03,2.95,2024-09-28 00:00:00,2.87,4.73,0,8.28,350,2.13,Data.gouv.fr
Marseille,Transilien,4.76,2.12,8.57,4.24,2024-01-21 00:00:00,1.33,2.67,0,4.61,50,2.43,Météo-France
Paris,Bus RATP,6.94,7.63,7.06,2.63,2024-01-30 00:00:00,1.72,5.07,NON,3.13,120,4.11,Airparif
Paris,TGV,8.01,4.33,4.23,4.76,2024-10-07 00:00:00,6.37,2.7,OUI,6.44,800,4.32,RATP_Open_Data_2024
