col_ville,col_mode_transport,col_retard_moyen,col_retard_max,col_nb_incidents,col_total_passagers_impactes,col_date,col_heure,col_ligne,col_retard_minutes,col_retard_categorie,col_cause_retard,col_nb_voyages_affectes,col_passagers_impactes,col_type_incident,col_source
Nantes,Transilien,7.91,6.79,ID_067,3.81,2024-11-27 00:00:00,2.16,3.95,5.58,4.35,5.04,4.32,5.13,ID_067,SNCF_Open_Data
Toulouse,Transilien,3.02,6.92,ID_068,5.23,2024-02-04 00:00:00,6.0,5.92,5.85,2.08,5.03,8.09,4.5,ID_068,RATP_Open_Data_2024
Nantes,TGV,2.16,1.6,ID_069,7.21,2024-05-29 00:00:00,8.07,4.25,2.23,3.27,4.81,3.19,2.01,ID_069,Airparif
Montpellier,TER,1.42,6.32,ID_070,1.36,2024-01-24 00:00:00,4.25,2.54,7.69,6.83,8.74,8.48,3.05,ID_070,Data.gouv.fr
Marseille,Transilien,2.44,8.0,ID_071,7.17,2024-01-03 00:00:00,4.05,5.0,4.48,7.57,3.03,1.21,3.22,ID_071,Airparif
Strasbourg,Transilien,5.1,6.46,ID_072,2.99,2024-08-28 00:00:00,8.03,1.58,7.16,1.26,7.67,5.33,1.38,ID_072,SNCF_Open_Data
Paris,TER,1.5,6.46,ID_073,7.87,2024-08-22 00:00:00,5.53,5.94,6.94,1.51,5.35,4.86,1.35,ID_073,Météo-France
Marseille,TER,5.16,8.12,ID_074,2.24,2024-02-03 00:00:00,4.66,5.49,5.48,4.27,3.92,1.44,5.66,ID_074,SNCF_Open_Data
Bordeaux,RER,8.35,7.11,ID_075,6.58,2024-07-03 00:00:00,8.19,3.25,4.13,1.61,2.51,5.88,7.12,ID_075,Data.gouv.fr
Toulouse,TER,5.3,7.9,ID_076,7.43,2024-06-08 00:00:00,4.0,1.62,6.18,2.78,2.53,7.26,2.87,ID_076,Data.gouv.fr
Toulouse,Bus RATP,7.56,6.63,ID_077,5.41,2024-12-03 00:00:00,2.41,2.16,4.99,6.46,4.71,3.49,2.86,ID_077,SNCF_Open_Data
Nice,Tramway,6.82,6.4,ID_078,3.49,2024-09-02 00:00:00,6.51,8.09,6.27,1.82,7.98,5.53,7.57,ID_078,SNCF_Open_Data
Marseille,TGV,6.39,7.03,ID_079,3.72,2024-04-03 00:00:00,3.75,8.58,3.26,6.36,4.49,6.78,4.57,ID_079,Data.gouv.fr
Montpellier,Bus RATP,3.16,1.48,ID_080,3.89,2024-08-15 00:00:00,7.01,2.93,1.76,6.88,5.15,7.64,3.92,ID_080,Météo-France
Nice,Transilien,2.16,5.06,ID_081,6.11,2024-06-27 00:00:00,7.46,8.65,4.28,5.98,8.71,5.13,5.97,ID_081,RATP_Open_Data_2024
Paris,Bus RATP,5.46,8.29,ID_082,7.17,2024-11-25 00:00:00,8.56,2.47,1.94,5.22,3.49,6.33,6.16,ID_082,RATP_Open_Data_2024
Lyon,Transilien,3.81,7.26,ID_083,6.05,2024-05-16 00:00:00,2.56,2.38,7.66,1.89,4.35,4.15,2.59,ID_083,Data.gouv.fr
Toulouse,Transilien,4.76,4.42,ID_084,4.91,2024-03-03 00:00:00,4.0,7.65,3.9,4.27,7.96,6.06,6.12,ID_084,Météo-France
Paris,Bus RATP,5.3,6.19,ID_085,1.96,2024-03-25 00:00:00,4.98,4.11,2.29,7.34,1.76,2.3,2.64,ID_085,RATP_Open_Data_2024
Paris,TER,3.52,7.12,ID_086,4.85,2024-04-17 00:00:00,6.41,6.77,4.2,2.63,7.18,8.41,5.55,ID_086,Data.gouv.fr
Montpellier,TGV,1.99,5.73,ID_087,6.57,2024-07-11 00:00:00,7.0,7.14,3.21,2.13,2.89,6.74,2.82,ID_087,Météo-France
Montpellier,TER,4.62,3.77,ID_088,1.58,2024-04-22 00:00:00,5.39,2.24,6.53,8.68,1.28,1.49,5.74,ID_088,Data.gouv.fr
Montpellier,Bus RATP,3.94,6.29,ID_089,8.72,2024-08-21 00:00:00,7.62,7.58,7.86,1.22,3.17,6.55,8.22,ID_089,Météo-France
Paris,Métro,2.49,2.78,ID_090,6.46,2024-08-26 00:00:00,7.22,1.9,4.03,6.1,7.53,8.67,4.23,ID_090,SNCF_Open_Data
Lille,RER,1.78,3.86,ID_091,4.76,2024-07-19 00:00:00,1.68,8.16,1.78,4.31,2.18,4.14,2.42,ID_091,Météo-France
Paris,TER,2.3,5.34,ID_092,7.65,2024-08-04 00:00:00,7.47,5.46,8.54,4.03,1.8,3.34,7.99,ID_092,Météo-France
Marseille,Bus RATP,1.48,2.99,ID_093,7.15,2024-11-18 00:00:00,2.84,2.5,4.39,4.62,6.61,4.27,5.67,ID_093,Data.gouv.fr
Strasbourg,RER,4.57,8.55,ID_094,6.55,2024-06-03 00:00:00,2.09,5.49,1.8,1.22,1.73,8.44,4.65,ID_094,Météo-France
Toulouse,Transilien,4.01,5.82,ID_095,2.71,2024-10-23 00:00:00,1.21,5.74,7.5,4.49,4.94,6.84,8.02,ID_095,Météo-France
Bordeaux,Bus RATP,5.13,2.79,ID_096,1.75,2024-09-14 00:00:00,1.58,5.27,7.76,6.8,4.24,1.65,3.28,ID_096,Airparif
Montpellier,Transilien,5.28,2.73,ID_097,6.28,2024-08-18 00:00:00,6.17,5.93,6.87,6.28,7.74,1.36,5.92,ID_097,SNCF_Open_Data
Nantes,TER,3.83,5.04,ID_098,1.7,2024-04-01 00:00:00,3.41,6.21,2.44,5.0,1.52,3.33,6.58,ID_098,Airparif
Lyon,TGV,2.21,7.13,ID_099,5.38,2024-05-23 00:00:00,6.54,7.98,1.9,4.3,4.51,5.33,5.0,ID_099,Météo-France
Nantes,Transilien,5.48,4.19,ID_000,8.72,2024-05-29 00:00:00,5.89,2.84,6.42,5.39,2.0,5.47,8.15,ID_000,RATP_Open_Data_2024
Marseille,Tramway,1.55,3.59,ID_001,7.7,2024-08-31 00:00:00,3.05,5.16,8.63,7.77,3.92,3.41,5.51,ID_001,Data.gouv.fr
Montpellier,Tramway,1.44,2.89,ID_002,4.57,2024-08-22 00:00:00,4.5,5.17,7.93,3.03,7.44,6.81,4.18,ID_002,Airparif
Lille,RER,7.88,6.29,ID_003,7.13,2024-03-31 00:00:00,8.42,6.83,6.59,1.63,7.82,7.48,1.25,ID_003,SNCF_Open_Data
Lyon,RER,7.8,5.48,ID_004,8.59,2024-02-10 00:00:00,5.25,5.49,3.56,2.24,5.27,6.91,7.16,ID_004,Data.gouv.fr
Bordeaux,Transilien,5.34,8.63,ID_005,5.32,2024-04-24 00:00:00,4.87,2.41,8.29,3.64,1.66,1.85,7.57,ID_005,Data.gouv.fr
Lille,Transilien,3.52,3.14,ID_006,6.27,2024-06-11 00:00:00,2.04,1.21,1.78,8.59,3.52,7.99,6.44,ID_006,Météo-France
Lille,RER,7.72,6.92,ID_007,1.81,2024-04-13 00:00:00,7.51,3.29,4.42,3.8,8.12,4.65,4.65,ID_007,RATP_Open_Data_2024
Lille,Transilien,2.1,3.3,ID_008,4.71,2024-11-18 00:00:00,3.41,6.71,6.6,1.61,1.92,2.73,5.84,ID_008,Météo-France
Toulouse,Bus RATP,2.55,7.23,ID_009,1.62,2024-04-16 00:00:00,8.16,6.1,3.05,2.59,4.36,2.9,4.06,ID_009,RATP_Open_Data_2024
Lille,Bus RATP,6.57,7.17,ID_010,1.83,2024-08-04 00:00:00,3.07,6.25,5.57,7.1,8.78,2.7,5.02,ID_010,Airparif
Lille,Tramway,2.76,4.95,ID_011,5.69,2024-02-09 00:00:00,7.57,1.72,3.54,6.43,2.66,8.01,5.66,ID_011,Data.gouv.fr
Nantes,Bus RATP,1.57,4.76,ID_012,8.17,2024-12-08 00:00:00,8.78,6.69,8.04,5.9,1.69,1.64,8.26,ID_012,Météo-France
Nantes,Bus RATP,8.12,6.62,ID_013,5.12,2024-08-11 00:00:00,5.47,7.45,4.17,2.76,8.69,2.54,4.49,ID_013,SNCF_Open_Data
Nice,TGV,2.59,3.05,ID_014,3.42,2024-11-26 00:00:00,4.89,6.81,2.72,8.69,7.95,2.76,7.67,ID_014,Airparif
Lyon,TER,3.46,6.23,ID_015,6.55,2024-09-16 00:00:00,5.34,7.64,1.31,4.68,7.85,8.03,5.54,ID_015,Airparif
Nantes,RER,2.01,6.91,ID_016,6.23,2024-01-31 00:00:00,1.46,8.21,3.07,1.58,1.34,4.94,5.22,ID_016,Airparif
Lille,Transilien,5.74,4.58,ID_017,5.81,2024-11-07 00:00:00,4.68,3.6,7.99,7.9,8.1,8.57,3.5,ID_017,SNCF_Open_Data
Montpellier,Métro,4.48,5.65,ID_018,8.64,2024-06-12 00:00:00,5.69,7.72,8.29,6.61,2.89,3.31,7.84,ID_018,Airparif
Toulouse,Tramway,8.03,8.48,ID_019,3.83,2024-05-23 00:00:00,3.2,7.43,4.4,3.63,8.06,8.01,4.37,ID_019,Météo-France
Toulouse,Tramway,1.48,7.45,ID_020,5.36,2024-07-30 00:00:00,4.5,1.89,2.33,7.43,5.1,1.74,6.92,ID_020,RATP_Open_Data_2024
Lyon,Tramway,8.61,8.14,ID_021,8.16,2024-10-18 00:00:00,5.72,4.53,2.33,7.3,8.51,3.53,7.27,ID_021,SNCF_Open_Data
Nantes,Transilien,7.92,5.01,ID_022,7.78,2024-06-13 00:00:00,5.05,7.95,5.56,7.53,6.01,2.58,1.24,ID_022,Airparif
Marseille,TER,4.18,2.2,ID_023,4.86,2024-09-02 00:00:00,5.44,8.21,7.67,8.58,7.83,6.16,2.55,ID_023,Data.gouv.fr
Marseille,Tramway,1.46,2.06,ID_024,6.32,2024-08-05 00:00:00,5.19,4.82,1.46,1.46,4.33,5.91,1.89,ID_024,RATP_Open_Data_2024
Nantes,RER,4.66,8.76,ID_025,1.37,2024-11-13 00:00:00,1.24,1.77,4.71,5.82,3.59,3.74,8.39,ID_025,SNCF_Open_Data
Montpellier,TGV,5.57,4.66,ID_026,4.22,2024-06-08 00:00:00,8.53,4.93,7.97,1.75,8.49,4.21,1.93,ID_026,RATP_Open_Data_2024
Lille,TER,3.56,1.77,ID_027,2.26,2024-07-05 00:00:00,4.78,8.46,4.81,2.01,2.86,2.24,7.28,ID_027,SNCF_Open_Data
Marseille,RER,3.73,2.63,ID_028,7.15,2024-08-20 00:00:00,6.96,6.72,6.65,5.5,6.0,8.17,4.31,ID_028,RATP_Open_Data_2024
Montpellier,TGV,8.38,2.53,ID_029,1.61,2024-02-29 00:00:00,5.75,6.62,3.18,8.74,8.17,5.61,3.45,ID_029,Data.gouv.fr
Montpellier,Tramway,8.57,8.23,ID_030,2.52,2024-10-05 00:00:00,6.09,2.88,8.77,6.4,7.61,6.82,4.62,ID_030,RATP_Open_Data_2024
Bordeaux,Métro,2.54,6.81,ID_031,6.07,2024-07-18 00:00:00,2.25,1.92,5.03,2.81,5.69,5.83,5.69,ID_031,SNCF_Open_Data
Marseille,TGV,6.16,3.89,ID_032,6.5,2024-01-20 00:00:00,2.72,4.37,8.44,5.47,3.9,5.55,5.36,ID_032,Météo-France
Toulouse,TGV,5.79,3.91,ID_033,2.55,2024-10-24 00:00:00,5.0,5.14,3.78,2.46,4.61,6.99,7.76,ID_033,Airparif
Paris,Tramway,7.52,1.21,ID_034,7.25,2024-03-31 00:00:00,8.49,8.58,1.63,6.68,6.05,2.57,7.89,ID_034,Data.gouv.fr
Marseille,RER,7.12,4.56,ID_035,6.27,2024-10-26 00:00:00,2.82,8.79,2.38,1.43,5.42,6.51,3.52,ID_035,Airparif
Montpellier,Transilien,7.88,7.37,ID_036,2.68,2024-09-12 00:00:00,6.38,5.08,3.38,5.51,1.94,7.91,3.56,ID_036,Météo-France
Bordeaux,Métro,7.39,5.5,ID_037,1.78,2024-04-14 00:00:00,2.74,5.75,7.45,6.07,2.41,5.17,2.66,ID_037,RATP_Open_Data_2024
Toulouse,TGV,8.04,4.45,ID_038,2.97,2024-07-03 00:00:00,8.0,7.25,6.9,1.79,3.65,1.33,7.43,ID_038,RATP_Open_Data_2024
Lyon,TGV,5.32,1.71,ID_039,6.58,2024-02-29 00:00:00,4.9,3.71,3.93,4.96,4.94,4.99,5.34,ID_039,SNCF_Open_Data
Marseille,Métro,1.91,6.36,ID_040,3.59,2024-11-11 00:00:00,1.65,3.87,7.64,2.71,4.31,7.24,5.17,ID_040,RATP_Open_Data_2024
Paris,Métro,7.58,5.94,ID_041,1.25,2024-01-20 00:00:00,1.36,2.77,8.42,6.5,1.46,2.94,7.89,ID_041,SNCF_Open_Data
Bordeaux,Métro,7.17,6.03,ID_042,6.66,2024-07-19 00:00:00,8.08,1.78,4.26,1.76,1.41,6.93,6.7,ID_042,RATP_Open_Data_2024
Strasbourg,RER,6.74,3.52,ID_043,8.27,2024-11-25 00:00:00,3.79,2.89,2.43,6.8,7.92,5.39,6.57,ID_043,RATP_Open_Data_2024
Marseille,TER,2.49,6.75,ID_044,2.68,2024-02-12 00:00:00,1.73,4.85,7.43,2.07,8.68,2.52,1.72,ID_044,Data.gouv.fr
Bordeaux,TER,6.5,7.94,ID_045,6.95,2024-06-22 00:00:00,8.42,4.13,2.22,3.49,8.77,3.85,3.05,ID_045,Data.gouv.fr
Marseille,Tramway,8.07,3.12,ID_046,7.37,2024-02-22 00:00:00,6.69,7.08,5.96,6.71,2.32,6.39,5.4,ID_046,Data.gouv.fr
Bordeaux,Bus RATP,6.88,8.49,ID_047,4.72,2024-10-03 00:00:00,8.1,5.71,5.93,1.89,2.66,3.66,7.16,ID_047,RATP_Open_Data_2024
Lille,Bus RATP,3.67,2.24,ID_048,4.39,2024-04-10 00:00:00,5.01,2.21,3.83,4.23,2.71,1.87,8.67,ID_048,Data.gouv.fr
Marseille,Tramway,1.48,2.41,ID_049,7.8,2024-06-09 00:00:00,8.49,6.81,3.75,6.25,5.79,6.13,4.24,ID_049,Météo-France
Marseille,RER,1.83,3.32,ID_050,6.32,2024-06-25 00:00:00,3.45,8.28,8.62,7.58,7.3,3.96,1.35,ID_050,SNCF_Open_Data
Montpellier,Métro,3.91,8.74,ID_051,8.59,2024-09-17 00:00:00,2.02,4.19,1.22,5.19,6.77,2.9,6.52,ID_051,RATP_Open_Data_2024
Toulouse,Métro,4.07,2.24,ID_052,5.84,2024-05-28 00:00:00,1.65,8.08,5.94,4.39,8.68,6.89,1.6,ID_052,RATP_Open_Data_2024
Montpellier,Bus RATP,2.23,7.84,ID_053,5.38,2024-09-21 00:00:00,5.62,6.31,7.04,8.41,5.54,4.48,7.23,ID_053,Météo-France
Nantes,TGV,8.49,5.96,ID_054,4.32,2024-05-22 00:00:00,3.21,1.31,3.08,2.48,6.09,2.7,7.91,ID_054,Data.gouv.fr
Strasbourg,RER,1.3,2.86,ID_055,6.87,2024-08-09 00:00:00,6.43,7.5,4.43,1.5,7.52,5.84,7.16,ID_055,SNCF_Open_Data
Bordeaux,RER,3.06,2.52,ID_056,6.48,2024-12-06 00:00:00,4.4,2.08,5.69,4.66,4.99,1.23,6.52,ID_056,Data.gouv.fr
Lyon,Métro,4.33,2.15,ID_057,6.03,2024-07-16 00:00:00,1.59,2.99,1.5,6.01,7.1,1.75,6.55,ID_057,RATP_Open_Data_2024
Nantes,Bus RATP,2.63,6.19,ID_058,8.55,2024-11-23 00:00:00,2.05,7.38,4.23,7.63,7.22,1.87,5.62,ID_058,Data.gouv.fr
Bordeaux,Métro,1.94,2.35,ID_059,1.83,2024-02-07 00:00:00,5.18,3.95,4.63,7.12,8.53,8.51,1.86,ID_059,Data.gouv.fr
Paris,Transilien,6.28,4.05,ID_060,5.06,2024-04-30 00:00:00,7.3,4.61,2.45,7.95,4.26,7.28,8.17,ID_060,Data.gouv.fr
Toulouse,TGV,4.3,5.61,ID_061,1.32,2024-11-19 00:00:00,7.74,7.2,4.08,2.35,4.39,3.22,2.86,ID_061,Airparif
Bordeaux,Bus RATP,8.1,1.68,ID_062,4.81,2024-10-21 00:00:00,8.71,2.54,1.73,8.61,6.62,4.74,6.18,ID_062,Data.gouv.fr
Montpellier,TGV,6.23,8.35,ID_063,6.91,2024-08-15 00:00:00,6.23,4.47,1.56,4.9,5.24,8.72,2.9,ID_063,SNCF_Open_Data
Nice,Tramway,1.81,3.22,ID_064,2.8,2024-05-12 00:00:00,8.34,2.25,6.59,8.78,8.12,5.49,3.74,ID_064,Data.gouv.fr
Nantes,TER,6.78,3.87,ID_065,8.07,2024-11-01 00:00:00,8.01,8.79,4.36,6.06,7.13,8.09,7.47,ID_065,Airparif
Paris,Tramway,1.36,2.55,ID_066,4.24,2024-03-28 00:00:00,4.46,6.62,3.59,3.64,5.24,1.61,4.04,ID_066,SNCF_Open_Data
Strasbourg,TGV,1.86,7.4,ID_067,4.51,2024-03-22 00:00:00,4.16,2.31,5.35,8.29,2.38,6.06,6.24,ID_067,Airparif
Paris,Bus RATP,8.13,1.39,ID_068,5.44,2024-02-17 00:00:00,7.07,3.46,1.83,6.13,3.91,2.08,2.58,ID_068,Data.gouv.fr
Lille,Transilien,2.53,6.43,ID_069,6.94,2024-06-23 00:00:00,8.38,1.24,6.93,6.18,7.31,2.12,1.48,ID_069,Airparif
Toulouse,Tramway,6.49,2.22,ID_070,8.02,2024-11-30 00:00:00,8.65,7.61,3.67,6.51,4.32,7.61,3.49,ID_070,SNCF_Open_Data
Strasbourg,Tramway,4.09,6.23,ID_071,7.99,2024-01-02 00:00:00,3.51,8.02,3.99,2.36,3.33,4.45,8.35,ID_071,Météo-France
Marseille,Bus RATP,2.75,8.04,ID_072,6.16,2024-02-16 00:00:00,8.27,8.17,1.29,2.26,1.45,1.22,3.59,ID_072,SNCF_Open_Data
Strasbourg,Bus RATP,5.85,6.76,ID_073,1.71,2024-12-02 00:00:00,8.17,4.74,6.84,3.91,5.38,8.29,8.71,ID_073,Data.gouv.fr
Montpellier,Métro,6.41,7.75,ID_074,3.03,2024-07-13 00:00:00,2.09,5.11,6.93,3.44,2.53,3.21,5.81,ID_074,RATP_Open_Data_2024
Nantes,Bus RATP,4.39,5.28,ID_075,5.18,2024-08-22 00:00:00,6.78,5.05,7.05,4.32,2.48,7.16,5.28,ID_075,Météo-France
Montpellier,RER,7.93,8.44,ID_076,1.87,2024-10-06 00:00:00,6.14,4.6,7.49,3.42,4.69,2.43,8.41,ID_076,Météo-France
Toulouse,Tramway,5.11,5.83,ID_077,4.5,2024-02-26 00:00:00,4.52,2.13,2.32,5.29,8.54,3.39,3.19,ID_077,Airparif
Montpellier,Tramway,3.57,8.64,ID_078,4.77,2024-01-30 00:00:00,3.07,6.74,7.62,8.55,3.35,4.44,7.1,ID_078,SNCF_Open_Data
Montpellier,Tramway,1.74,8.78,ID_079,7.29,2024-11-28 00:00:00,4.85,6.49,5.74,3.23,7.37,7.54,1.69,ID_079,SNCF_Open_Data
Nice,Bus RATP,3.92,4.87,ID_080,6.49,2024-04-08 00:00:00,1.65,4.67,1.58,3.23,2.57,3.44,4.98,ID_080,Airparif
Strasbourg,Métro,5.72,7.87,ID_081,8.62,2024-06-27 00:00:00,1.44,5.86,3.63,1.44,8.48,7.5,2.17,ID_081,RATP_Open_Data_2024
Bordeaux,TER,8.3,4.99,ID_082,2.34,2024-04-19 00:00:00,7.29,2.81,2.59,1.83,5.91,2.03,6.98,ID_082,Météo-France
Nice,Bus RATP,8.44,5.33,ID_083,3.25,2024-03-03 00:00:00,6.14,2.11,4.8,7.72,2.18,5.52,8.07,ID_083,RATP_Open_Data_2024
Nantes,RER,5.45,2.79,ID_084,7.1,2024-09-16 00:00:00,5.17,2.84,1.62,6.62,3.36,5.42,5.3,ID_084,Data.gouv.fr
Marseille,Tramway,2.3,7.16,ID_085,2.16,2024-01-30 00:00:00,5.43,1.23,5.45,6.39,2.91,8.67,8.56,ID_085,Data.gouv.fr
Bordeaux,Bus RATP,1.56,2.32,ID_086,4.38,2024-09-15 00:00:00,7.67,5.27,1.91,6.8,2.18,2.64,2.92,ID_086,Data.gouv.fr
Bordeaux,Tramway,3.13,4.74,ID_087,4.9,2024-08-15 00:00:00,1.5,5.01,3.57,8.41,2.6,7.32,7.11,ID_087,Airparif
Nice,TER,6.75,5.0,ID_088,7.65,2024-10-23 00:00:00,5.64,7.2,7.13,6.39,1.71,2.51,8.46,ID_088,Data.gouv.fr
Marseille,TER,4.81,3.15,ID_089,4.15,2024-04-06 00:00:00,3.05,5.43,8.46,3.71,1.97,4.0,5.79,ID_089,SNCF_Open_Data
Toulouse,Métro,2.68,3.32,ID_090,7.4,2024-02-12 00:00:00,1.41,3.45,3.22,2.26,5.97,4.92,3.13,ID_090,SNCF_Open_Data
Lille,TER,4.79,4.07,ID_091,5.02,2024-06-01 00:00:00,6.9,6.63,7.46,8.54,8.06,3.93,6.13,ID_091,Data.gouv.fr
Toulouse,TER,4.67,2.65,ID_092,7.55,2024-08-31 00:00:00,3.63,1.29,8.25,5.65,5.55,8.1,3.17,ID_092,Data.gouv.fr
Nice,Métro,8.74,7.13,ID_093,6.64,2024-08-22 00:00:00,7.87,8.54,4.66,3.69,4.26,5.08,6.6,ID_093,SNCF_Open_Data
Nantes,Métro,5.95,6.16,ID_094,1.22,2024-02-21 00:00:00,2.86,4.16,4.32,4.54,6.67,8.74,5.86,ID_094,Airparif
Paris,Bus RATP,6.74,1.7,ID_095,7.03,2024-03-21 00:00:00,6.37,5.1,5.99,4.69,7.63,2.06,2.77,ID_095,RATP_Open_Data_2024
Strasbourg,TGV,1.95,6.4,ID_096,5.91,2024-09-17 00:00:00,5.62,8.24,5.8,2.37,4.16,3.95,2.4,ID_096,Data.gouv.fr
Nice,TER,6.66,6.99,ID_097,4.7,2024-01-02 00:00:00,8.68,7.96,2.87,7.36,8.05,5.29,7.06,ID_097,SNCF_Open_Data
Nice,Métro,7.54,3.66,ID_098,5.72,2024-03-05 00:00:00,6.43,5.25,3.74,6.09,5.19,2.01,6.69,ID_098,RATP_Open_Data_2024
Bordeaux,TER,6.83,2.28,ID_099,8.71,2024-09-28 00:00:00,1.83,4.66,2.97,4.93,5.87,2.53,7.48,ID_099,RATP_Open_Data_2024
Lyon,RER,5.12,3.19,ID_000,2.29,2024-09-12 00:00:00,7.83,3.75,1.63,3.54,3.37,3.24,7.64,ID_000,RATP_Open_Data_2024
Montpellier,RER,7.93,7.1,ID_001,8.12,2024-02-17 00:00:00,3.26,6.42,2.7,8.4,5.04,1.32,6.41,ID_001,SNCF_Open_Data
Marseille,Transilien,5.56,8.48,ID_002,4.11,2024-02-15 00:00:00,3.39,4.61,4.35,2.8,5.4,6.81,3.59,ID_002,Météo-France
Lyon,Tramway,4.59,3.17,ID_003,4.33,2024-09-23 00:00:00,6.05,6.68,1.21,4.96,7.39,5.84,6.63,ID_003,RATP_Open_Data_2024
Toulouse,RER,7.86,8.8,ID_004,1.22,2024-10-20 00:00:00,3.53,6.61,3.97,4.49,4.87,8.35,7.13,ID_004,Météo-France
Nantes,Tramway,5.07,8.38,ID_005,2.16,2024-09-08 00:00:00,5.62,2.26,8.52,2.57,4.28,6.4,4.51,ID_005,Météo-France
Strasbourg,Tramway,2.91,6.81,ID_006,5.56,2024-02-28 00:00:00,6.06,2.01,5.01,7.19,3.54,1.44,2.08,ID_006,Data.gouv.fr
Lyon,RER,3.54,5.9,ID_007,1.68,2024-02-04 00:00:00,5.77,7.9,1.47,4.81,7.27,5.11,3.27,ID_007,RATP_Open_Data_2024
Paris,TER,1.58,3.16,ID_008,4.32,2024-08-26 00:00:00,5.05,2.76,5.18,6.55,1.22,2.67,4.25,ID_008,Météo-France
Nice,Transilien,5.19,5.24,ID_009,3.5,2024-09-23 00:00:00,6.08,5.26,7.85,2.86,8.17,8.69,6.66,ID_009,SNCF_Open_Data
Paris,TGV,1.36,2.03,ID_010,1.47,2024-02-22 00:00:00,3.12,2.15,1.32,8.41,2.58,3.56,2.4,ID_010,RATP_Open_Data_2024
Lyon,Transilien,5.3,6.07,ID_011,3.61,2024-04-26 00:00:00,8.65,4.1,6.48,3.3,2.02,4.71,3.44,ID_011,Météo-France
Nantes,TGV,7.37,6.76,ID_012,5.03,2024-06-26 00:00:00,7.1,6.63,6.65,6.15,3.35,4.55,7.95,ID_012,Météo-France
Lyon,TGV,3.31,7.46,ID_013,6.98,2024-09-05 00:00:00,4.82,7.04,4.29,2.86,4.6,7.15,7.83,ID_013,Airparif
Nice,Métro,1.27,8.07,ID_014,4.43,2024-12-08 00:00:00,1.21,2.61,6.27,3.66,7.62,2.69,3.28,ID_014,SNCF_Open_Data
Nice,TGV,2.04,4.49,ID_015,5.06,2024-03-21 00:00:00,4.91,4.07,4.0,6.82,1.95,6.5,5.28,ID_015,Météo-France
Toulouse,Transilien,5.95,1.43,ID_016,5.89,2024-04-01 00:00:00,7.86,1.46,3.71,4.94,3.18,3.56,5.82,ID_016,SNCF_Open_Data
Paris,Bus RATP,2.47,6.59,ID_017,6.89,2024-03-02 00:00:00,8.6,4.01,7.33,6.35,6.68,7.09,7.68,ID_017,Data.gouv.fr
Paris,RER,3.58,7.51,ID_018,3.88,2024-03-26 00:00:00,6.0,5.89,4.67,3.3,3.95,7.16,7.67,ID_018,RATP_Open_Data_2024
Nantes,Métro,3.25,4.32,ID_019,7.41,2024-11-19 00:00:00,2.05,2.54,8.08,4.12,5.74,7.92,8.51,ID_019,Météo-France
Lyon,RER,4.81,6.54,ID_020,3.73,2024-01-29 00:00:00,3.33,3.63,1.33,8.03,7.01,1.31,2.8,ID_020,SNCF_Open_Data
Nice,TGV,8.43,5.67,ID_021,5.1,2024-07-26 00:00:00,2.07,7.75,5.64,5.73,6.55,2.21,4.31,ID_021,Data.gouv.fr
Nantes,Transilien,6.15,4.69,ID_022,7.27,2024-03-22 00:00:00,3.12,5.93,2.9,8.53,6.95,4.25,6.27,ID_022,Météo-France
Marseille,Tramway,8.33,5.12,ID_023,7.03,2024-10-15 00:00:00,5.22,4.94,1.59,4.96,3.08,2.72,2.17,ID_023,SNCF_Open_Data
Paris,Transilien,6.77,4.85,ID_024,4.45,2024-11-03 00:00:00,7.26,8.42,3.18,6.68,5.6,2.99,4.94,ID_024,SNCF_Open_Data
Nantes,TER,5.44,3.54,ID_025,8.29,2024-01-24 00:00:00,5.93,4.75,5.5,2.33,2.23,6.23,7.81,ID_025,Airparif
Bordeaux,TER,4.78,7.63,ID_026,1.45,2024-07-16 00:00:00,2.73,7.82,4.6,3.84,6.29,5.93,1.83,ID_026,Data.gouv.fr
Paris,TER,4.58,4.55,ID_027,1.44,2024-03-18 00:00:00,1.45,8.36,7.31,3.0,7.85,4.32,2.02,ID_027,RATP_Open_Data_2024
Strasbourg,TGV,4.56,1.5,ID_028,3.73,2024-02-16 00:00:00,2.99,4.65,8.41,5.63,6.57,1.83,6.56,ID_028,RATP_Open_Data_2024
Lyon,Bus RATP,3.79,2.32,ID_029,4.99,2024-10-08 00:00:00,7.23,7.67,6.39,4.69,1.43,7.36,7.83,ID_029,SNCF_Open_Data
Bordeaux,Métro,6.52,4.65,ID_030,3.54,2024-10-04 00:00:00,4.9,8.31,3.84,8.34,8.65,8.14,6.4,ID_030,SNCF_Open_Data
Marseille,TER,5.46,5.31,ID_031,6.56,2024-06-09 00:00:00,3.33,2.47,5.73,3.43,1.7,2.87,3.66,ID_031,Météo-France
Strasbourg,Métro,4.35,7.21,ID_032,6.42,2024-08-26 00:00:00,5.92,5.68,7.68,7.03,3.52,7.25,8.62,ID_032,Data.gouv.fr
Nice,Tramway,8.0,2.23,ID_033,1.31,2024-07-03 00:00:00,7.38,6.84,6.94,6.06,7.52,7.35,6.09,ID_033,Météo-France
Paris,Métro,8.76,4.17,ID_034,1.32,2024-04-30 00:00:00,7.82,5.78,2.08,2.08,7.66,3.9,3.5,ID_034,Data.gouv.fr
