col_ville,col_region,col_type_periode,col_creneau_horaire,col_heure_debut,col_type_route,col_type_trafic_dominant,col_nb_vehicules,col_est_heure_pic,col_niveau_congestion,col_vitesse_moyenne_kmh,col_facteur_periode,col_date_scraping,col_source,col_trafic_total,col_nb_heures_pic,col_vitesse_moyenne,col_trafic_moyen_journalier,col_facteur_vs_ouvre,col_heures_pic,col_niveau_encombrement,col_date_analyse,col_trafic_moyen,col_nb_villes_concernees,col_trafic_total_jour,col_heures_congestion,col_rang,col_pourcentage_vs_max
Paris,Auvergne-Rhône-Alpes,5.41,8.12,2.62,6.68,3.63,6.79,7.81,5.81,130,5.34,2024-01-17 00:00:00,RATP_Open_Data_2024,2.05,6.43,80,1.86,7.88,5.0,6.08,2024-05-20 00:00:00,4.45,Nice,8.3,4.3,4.89,2.61
Bordeaux,Pays de la Loire,4.48,1.28,7.51,8.56,5.74,8.53,7.53,6.09,50,4.96,2024-03-18 00:00:00,Météo-France,4.48,4.52,80,8.69,2.26,6.62,5.54,2024-07-01 00:00:00,6.83,Nantes,5.71,3.15,5.62,3.68
Montpellier,Nouvelle-Aquitaine,2.94,5.28,2.74,7.64,1.84,8.52,4.58,2.3,110,7.21,2024-03-21 00:00:00,SNCF_Open_Data,6.6,2.6,30,4.03,2.38,7.12,3.47,2024-08-23 00:00:00,4.54,Lille,2.83,6.55,3.86,6.27
Toulouse,Normandie,1.49,1.77,5.87,5.68,6.51,4.52,2.41,5.21,50,2.02,2024-03-19 00:00:00,Météo-France,8.49,3.91,45,3.56,8.63,4.03,7.59,2024-03-16 00:00:00,1.91,Nantes,5.54,7.47,7.78,4.83
Bordeaux,Provence-Alpes-Côte d'Azur,5.46,4.41,5.46,1.97,3.01,4.3,7.49,3.42,50,7.9,2024-06-23 00:00:00,SNCF_Open_Data,4.84,5.02,70,8.22,2.99,6.77,3.59,2024-03-28 00:00:00,5.59,Toulouse,2.82,1.93,5.53,4.87
Lille,Occitanie,4.99,2.72,8.75,1.91,1.61,1.54,2.62,1.94,45,5.33,2024-07-06 00:00:00,Data.gouv.fr,2.61,8.64,30,8.53,1.73,6.46,4.69,2024-01-07 00:00:00,7.06,Lille,8.26,8.54,5.95,7.12
Lille,Provence-Alpes-Côte d'Azur,7.82,1.65,3.23,2.75,3.47,2.76,4.76,3.3,80,2.42,2024-05-28 00:00:00,Météo-France,4.84,3.21,130,7.08,6.98,4.42,3.35,2024-06-29 00:00:00,4.16,Toulouse,5.52,5.94,3.9,3.57
Lyon,Normandie,4.24,2.07,3.31,4.54,6.52,4.25,2.2,1.83,110,3.82,2024-02-25 00:00:00,SNCF_Open_Data,4.18,3.43,110,5.4,6.63,5.24,1.33,2024-08-17 00:00:00,3.87,Toulouse,1.62,4.72,4.54,3.73
Marseille,Normandie,1.29,6.03,6.69,1.51,3.21,1.8,3.1,4.45,130,1.58,2024-07-24 00:00:00,Data.gouv.fr,1.75,2.3,70,8.79,3.34,5.71,5.31,2024-12-14 00:00:00,8.68,Toulouse,5.22,3.97,4.21,1.91
Nice,Hauts-de-France,5.7,8.46,3.28,4.41,8.73,6.45,8.49,7.84,80,8.42,2024-04-12 00:00:00,RATP_Open_Data_2024,2.04,5.56,50,3.31,1.71,8.62,4.32,2024-02-13 00:00:00,1.83,Montpellier,8.49,1.75,3.25,3.99
Nantes,Grand Est,1.56,2.78,8.05,1.29,7.53,6.94,3.85,5.28,70,2.79,2024-03-08 00:00:00,Data.gouv.fr,8.56,6.3,70,4.0,6.27,2.68,8.4,2024-11-25 00:00:00,3.44,Montpellier,3.39,3.09,2.55,5.85
Nice,Île-de-France,5.11,2.74,6.19,5.97,3.11,8.37,4.06,8.42,110,8.64,2024-01-31 00:00:00,Data.gouv.fr,8.37,3.75,130,8.01,4.02,6.47,8.6,2024-06-27 00:00:00,6.39,Lyon,5.76,8.3,4.03,4.51
Toulouse,Nouvelle-Aquitaine,6.63,8.69,2.03,7.09,3.77,1.71,5.43,6.85,110,6.02,2024-01-03 00:00:00,RATP_Open_Data_2024,3.72,3.83,110,2.57,6.01,6.68,8.42,2024-06-05 00:00:00,1.4,Montpellier,1.8,2.97,5.71,4.88
Bordeaux,Normandie,8.04,5.96,7.93,4.1,7.74,3.08,8.27,5.29,130,4.29,2024-01-01 00:00:00,Airparif,1.35,3.39,80,5.97,2.04,7.93,1.41,2024-01-16 00:00:00,4.67,Nantes,5.28,7.58,6.03,2.08
Nice,Bretagne,8.3,2.37,8.28,4.35,2.8,3.55,7.84,5.67,130,3.71,2024-11-21 00:00:00,SNCF_Open_Data,2.52,6.61,80,6.58,3.2,3.52,2.62,2024-04-15 00:00:00,3.05,Lyon,4.81,6.09,4.82,5.89
Nice,Nouvelle-Aquitaine,3.29,4.22,8.01,6.72,2.6,2.7,6.84,7.48,80,7.77,2024-02-25 00:00:00,Airparif,4.56,2.31,130,8.14,6.71,3.09,5.85,2024-08-16 00:00:00,6.97,Lyon,7.6,5.38,2.62,4.56
Strasbourg,Île-de-France,4.91,5.24,5.87,7.98,2.68,7.85,2.66,4.0,70,6.12,2024-09-13 00:00:00,Météo-France,8.19,6.19,110,6.47,5.78,5.0,4.04,2024-03-05 00:00:00,1.9,Marseille,4.29,1.69,6.96,2.63
Nice,Normandie,1.94,1.77,7.88,6.61,8.1,1.87,3.75,3.9,45,3.62,2024-04-02 00:00:00,Météo-France,5.81,4.83,130,2.19,3.82,1.2,6.99,2024-02-22 00:00:00,4.29,Lille,3.21,7.87,8.33,5.5
Lille,Auvergne-Rhône-Alpes,3.54,2.13,6.68,4.22,1.27,4.24,4.87,5.69,70,1.59,2024-05-09 00:00:00,Météo-France,3.16,8.78,110,4.41,3.3,7.71,4.11,2024-04-21 00:00:00,6.12,Lyon,4.19,1.99,5.43,6.02
Toulouse,Provence-Alpes-Côte d'Azur,2.96,6.34,2.0,3.04,6.28,1.52,7.69,4.25,70,6.1,2024-07-06 00:00:00,Météo-France,3.27,8.53,30,6.02,4.55,6.16,7.23,2024-01-25 00:00:00,8.57,Montpellier,7.45,5.28,4.22,7.17
Toulouse,Grand Est,1.42,3.91,4.53,7.92,8.09,6.44,8.71,6.04,80,2.66,2024-11-08 00:00:00,Data.gouv.fr,4.11,3.7,80,3.93,1.38,3.53,4.89,2024-09-07 00:00:00,2.0,Strasbourg,4.63,1.32,1.72,1.48
Montpellier,Nouvelle-Aquitaine,6.94,5.9,8.7,7.3,3.95,5.59,6.63,5.17,50,8.07,2024-10-14 00:00:00,RATP_Open_Data_2024,2.72,8.76,80,4.98,3.18,8.61,7.06,2024-07-14 00:00:00,4.27,Strasbourg,3.32,8.69,8.49,3.03
Toulouse,Occitanie,5.03,5.09,8.36,1.2,7.93,3.29,1.51,6.38,70,6.37,2024-12-26 00:00:00,Data.gouv.fr,6.47,3.57,45,5.94,5.34,8.76,6.37,2024-03-28 00:00:00,1.98,Nice,2.81,5.43,7.32,6.7
Strasbourg,Nouvelle-Aquitaine,2.12,3.64,6.56,2.73,6.77,4.8,4.04,6.06,45,3.36,2024-02-18 00:00:00,Airparif,1.45,1.26,30,5.62,3.79,3.5,3.64,2024-06-09 00:00:00,3.68,Paris,3.62,2.25,6.05,5.78
Strasbourg,Normandie,3.66,5.32,3.59,6.62,2.26,7.62,2.06,6.65,50,4.06,2024-01-08 00:00:00,Data.gouv.fr,2.58,5.94,50,1.54,1.51,5.78,3.29,2024-09-08 00:00:00,8.16,Lyon,6.44,1.83,4.66,7.1
Lille,Pays de la Loire,1.21,6.33,3.87,6.18,5.15,2.02,4.36,3.15,30,6.83,2024-12-09 00:00:00,RATP_Open_Data_2024,2.79,4.25,50,8.18,1.37,2.2,3.24,2024-09-28 00:00:00,3.95,Nantes,3.14,3.35,8.49,5.29
Lyon,Nouvelle-Aquitaine,6.66,8.08,1.34,6.69,3.96,5.45,7.27,1.22,50,6.65,2024-06-03 00:00:00,Airparif,7.7,7.82,110,7.06,6.34,6.89,8.8,2024-05-14 00:00:00,8.57,Montpellier,7.11,3.39,3.4,3.29
Nice,Nouvelle-Aquitaine,6.89,4.55,5.99,3.72,7.11,4.06,3.87,2.13,80,1.54,2024-05-05 00:00:00,Météo-France,3.26,2.65,50,4.4,5.23,2.76,4.11,2024-02-17 00:00:00,2.66,Lyon,6.98,7.54,8.53,1.73
Bordeaux,Normandie,8.31,2.34,5.5,4.66,5.36,2.61,3.37,7.72,45,5.44,2024-07-31 00:00:00,SNCF_Open_Data,8.16,6.32,110,3.19,3.43,4.72,6.1,2024-08-09 00:00:00,3.0,Paris,7.63,8.64,7.0,4.71
Montpellier,Île-de-France,2.19,2.61,5.9,2.96,1.65,5.43,3.77,2.88,80,6.0,2024-02-28 00:00:00,Météo-France,3.21,2.25,110,4.36,4.93,2.99,3.92,2024-06-19 00:00:00,5.36,Paris,3.64,8.7,3.2,7.95
Toulouse,Provence-Alpes-Côte d'Azur,3.33,1.35,3.61,3.35,5.73,3.82,3.36,3.51,130,7.93,2024-07-26 00:00:00,SNCF_Open_Data,6.15,1.82,110,3.6,5.36,6.36,4.9,2024-02-16 00:00:00,4.57,Marseille,2.41,4.12,6.13,5.78
Bordeaux,Île-de-France,6.6,8.4,2.6,5.76,2.08,7.72,5.28,2.71,50,2.59,2024-06-27 00:00:00,Airparif,2.21,6.52,70,5.89,3.12,7.15,3.34,2024-12-26 00:00:00,3.18,Marseille,8.39,7.65,2.74,7.49
Strasbourg,Île-de-France,3.99,2.91,8.14,4.05,6.11,5.1,2.84,8.18,70,5.89,2024-06-13 00:00:00,Data.gouv.fr,8.24,3.23,80,6.35,8.27,1.2,7.3,2024-10-20 00:00:00,6.02,Toulouse,7.55,3.49,7.83,7.75
Nantes,Pays de la Loire,3.02,4.38,6.53,1.28,8.76,4.7,7.7,3.72,50,3.37,2024-06-13 00:00:00,RATP_Open_Data_2024,4.21,3.59,80,2.68,3.08,6.3,1.55,2024-11-12 00:00:00,4.66,Toulouse,2.11,2.66,2.13,6.28
Nice,Occitanie,3.32,6.69,5.11,4.88,8.0,2.63,3.61,6.53,110,3.14,2024-03-30 00:00:00,Airparif,4.55,8.01,70,4.11,1.53,8.47,5.93,2024-07-01 00:00:00,1.28,Lille,2.27,4.65,8.01,6.67
Bordeaux,Hauts-de-France,4.41,2.03,6.24,3.36,2.56,8.51,1.4,3.79,45,7.72,2024-10-03 00:00:00,Airparif,7.05,4.47,45,8.28,5.45,6.14,7.84,2024-10-20 00:00:00,5.47,Marseille,1.36,8.48,5.53,4.47
Marseille,Normandie,7.64,5.73,3.6,1.97,7.55,4.74,3.72,3.24,130,4.02,2024-09-02 00:00:00,Airparif,2.11,2.69,110,1.84,2.01,2.54,5.12,2024-03-03 00:00:00,6.27,Toulouse,5.13,2.8,2.81,2.28
Nice,Bretagne,4.88,5.01,8.54,6.08,1.39,6.66,2.44,6.34,110,1.89,2024-05-07 00:00:00,SNCF_Open_Data,5.47,1.33,130,5.38,4.22,7.06,4.72,2024-12-19 00:00:00,5.09,Nantes,6.67,2.95,7.73,1.65
Strasbourg,Auvergne-Rhône-Alpes,8.36,4.44,6.57,4.24,1.46,6.56,3.43,6.41,50,2.72,2024-05-18 00:00:00,RATP_Open_Data_2024,5.58,5.5,70,8.29,8.25,3.52,4.48,2024-06-07 00:00:00,8.06,Lyon,8.04,3.87,8.32,7.45
Lyon,Nouvelle-Aquitaine,6.62,2.94,2.56,4.83,4.89,6.76,8.44,6.71,110,1.24,2024-01-28 00:00:00,Météo-France,3.39,2.29,130,7.31,2.24,6.34,2.33,2024-07-06 00:00:00,7.13,Paris,7.49,5.0,3.22,3.55
Bordeaux,Auvergne-Rhône-Alpes,3.22,5.94,5.88,7.19,6.2,1.2,4.32,4.43,45,2.27,2024-10-18 00:00:00,Météo-France,2.5,8.6,45,7.46,6.22,7.11,7.14,2024-01-04 00:00:00,7.02,Nantes,7.27,7.93,7.01,4.83
Nantes,Hauts-de-France,4.12,4.89,5.77,4.4,5.04,6.97,7.92,2.69,70,3.21,2024-03-10 00:00:00,Data.gouv.fr,3.71,3.2,130,3.44,7.25,1.75,7.41,2024-01-15 00:00:00,6.72,Montpellier,5.88,5.5,8.25,6.57
Lyon,Normandie,3.37,6.8,6.8,6.38,4.23,7.62,5.03,3.13,110,2.66,2024-01-18 00:00:00,RATP_Open_Data_2024,6.76,7.0,130,4.46,6.0,4.5,8.79,2024-07-14 00:00:00,5.48,Lyon,8.76,2.78,7.21,8.17
Montpellier,Pays de la Loire,6.15,7.56,2.4,8.65,1.88,5.73,8.68,2.65,80,6.13,2024-05-09 00:00:00,Airparif,6.15,4.14,70,8.56,4.97,2.49,5.8,2024-04-12 00:00:00,8.71,Lyon,7.49,3.26,3.39,6.1
Marseille,Normandie,3.87,1.42,5.79,8.33,8.05,1.33,3.41,4.16,70,8.09,2024-11-09 00:00:00,Airparif,8.09,5.89,80,2.77,1.8,7.55,7.55,2024-11-05 00:00:00,8.6,Strasbourg,7.07,5.79,4.78,8.5
Lyon,Normandie,1.74,7.31,8.7,2.4,5.75,4.35,3.39,3.92,110,8.62,2024-08-21 00:00:00,SNCF_Open_Data,1.5,2.01,130,4.66,5.8,4.4,3.7,2024-10-17 00:00:00,2.67,Marseille,4.18,8.22,4.11,3.14
Strasbourg,Grand Est,5.97,6.53,4.18,3.05,7.78,4.21,4.92,8.05,45,6.76,2024-03-25 00:00:00,Airparif,7.1,4.53,80,8.38,4.18,4.97,5.66,2024-09-20 00:00:00,4.85,Strasbourg,5.17,6.65,4.07,4.3
Bordeaux,Occitanie,7.55,4.11,1.42,1.83,3.09,4.75,8.02,4.82,45,7.96,2024-03-24 00:00:00,Météo-France,4.44,4.09,80,3.58,4.34,4.23,3.28,2024-01-16 00:00:00,1.85,Nantes,7.07,1.65,5.66,8.42
Montpellier,Normandie,7.43,7.54,7.62,8.02,2.5,3.58,5.99,5.83,50,5.02,2024-10-31 00:00:00,Airparif,1.4,2.09,130,5.08,5.4,7.92,6.78,2024-07-08 00:00:00,5.22,Lille,3.72,4.0,5.27,1.72
Lille,Hauts-de-France,5.56,2.08,1.29,4.12,6.53,6.6,5.92,2.58,45,4.22,2024-01-14 00:00:00,SNCF_Open_Data,7.96,5.68,110,5.24,1.24,4.96,4.81,2024-06-12 00:00:00,3.35,Lyon,2.31,7.64,2.41,8.46
Nice,Pays de la Loire,5.3,5.92,4.49,1.77,7.68,6.0,6.02,5.75,50,3.53,2024-06-17 00:00:00,SNCF_Open_Data,5.97,4.54,110,5.19,6.79,2.74,4.95,2024-04-07 00:00:00,8.74,Lille,1.79,8.26,2.26,4.34
Bordeaux,Bretagne,6.43,2.56,5.37,8.48,7.97,3.15,2.2,3.31,70,4.3,2024-11-05 00:00:00,Météo-France,2.3,3.13,70,4.54,7.65,4.31,5.74,2024-08-05 00:00:00,8.27,Nice,7.23,6.55,1.45,4.08
Nantes,Hauts-de-France,4.14,4.47,2.74,3.67,2.29,4.8,4.81,5.17,30,4.56,2024-11-17 00:00:00,SNCF_Open_Data,3.71,6.24,110,5.52,4.76,4.53,5.55,2024-04-01 00:00:00,7.9,Strasbourg,6.83,7.12,3.46,4.4
Nantes,Grand Est,1.77,7.6,5.46,6.46,6.81,2.44,4.21,7.58,50,1.72,2024-01-24 00:00:00,Airparif,5.48,4.05,130,3.2,3.91,6.83,7.81,2024-10-24 00:00:00,4.65,Bordeaux,3.16,8.33,4.69,1.88
Paris,Occitanie,4.87,2.54,8.14,4.9,6.38,1.32,5.84,5.8,70,2.88,2024-08-18 00:00:00,Météo-France,6.75,5.19,45,5.66,3.0,2.55,7.31,2024-04-15 00:00:00,8.78,Strasbourg,1.98,3.86,7.12,2.16
Toulouse,Hauts-de-France,4.11,8.14,6.29,1.54,1.52,1.36,2.03,4.37,50,2.95,2024-03-03 00:00:00,SNCF_Open_Data,5.41,4.55,80,2.28,2.44,5.71,7.36,2024-08-29 00:00:00,7.46,Lille,7.14,2.76,1.74,7.93
Nantes,Pays de la Loire,1.86,1.28,6.48,5.77,1.37,6.25,2.13,4.95,110,3.3,2024-05-08 00:00:00,RATP_Open_Data_2024,6.76,3.39,110,8.4,4.21,2.25,8.67,2024-06-03 00:00:00,6.89,Strasbourg,7.34,2.89,4.36,8.76
Bordeaux,Auvergne-Rhône-Alpes,7.68,6.21,7.01,2.51,8.12,6.23,5.82,5.33,45,3.73,2024-12-16 00:00:00,RATP_Open_Data_2024,6.61,8.19,110,7.97,4.57,6.18,8.13,2024-01-21 00:00:00,3.7,Bordeaux,7.18,7.65,5.7,7.61
Lille,Auvergne-Rhône-Alpes,4.39,7.81,6.91,5.31,5.46,2.61,6.66,8.51,130,8.33,2024-04-04 00:00:00,RATP_Open_Data_2024,6.65,5.01,30,4.94,1.68,5.83,7.38,2024-12-06 00:00:00,5.07,Bordeaux,4.2,4.41,8.14,5.62
Paris,Occitanie,3.35,8.11,7.94,4.7,5.1,2.26,8.15,5.41,130,6.34,2024-11-10 00:00:00,Data.gouv.fr,5.67,2.72,70,1.79,7.3,7.69,5.56,2024-01-10 00:00:00,5.32,Lille,6.9,7.29,7.07,5.75
Marseille,Bretagne,8.48,2.13,2.53,6.41,3.31,5.41,7.97,7.95,70,7.49,2024-08-26 00:00:00,Airparif,6.01,7.8,70,8.58,3.27,4.45,7.49,2024-04-08 00:00:00,5.02,Lyon,1.7,1.94,7.08,2.66
Lyon,Grand Est,3.48,6.12,3.62,1.43,4.48,5.74,1.56,4.03,80,8.78,2024-07-22 00:00:00,Météo-France,6.44,3.43,30,4.46,1.89,5.45,6.85,2024-06-12 00:00:00,4.9,Strasbourg,8.14,3.62,8.34,1.68
Lyon,Hauts-de-France,7.04,8.65,5.55,2.78,4.17,4.72,7.88,5.74,70,6.79,2024-01-03 00:00:00,Data.gouv.fr,8.31,7.59,110,1.29,8.54,5.09,8.42,2024-01-25 00:00:00,7.85,Lyon,1.93,8.24,1.72,5.56
Toulouse,Auvergne-Rhône-Alpes,1.36,2.17,3.81,8.32,6.81,1.97,7.45,2.52,50,5.99,2024-03-23 00:00:00,Airparif,7.81,3.91,80,4.28,4.37,2.27,7.79,2024-09-17 00:00:00,7.2,Marseille,2.86,3.19,7.93,6.13
Lille,Occitanie,6.03,7.36,8.03,2.58,2.85,2.86,8.56,6.55,50,6.38,2024-06-12 00:00:00,Data.gouv.fr,1.56,5.54,45,6.46,4.49,3.11,4.97,2024-07-16 00:00:00,5.88,Bordeaux,1.9,4.59,4.46,2.17
Lyon,Hauts-de-France,5.95,2.91,7.3,3.63,6.41,1.34,1.92,6.05,80,5.71,2024-05-19 00:00:00,RATP_Open_Data_2024,1.44,4.09,70,1.44,5.11,4.73,7.94,2024-02-19 00:00:00,6.42,Lyon,5.94,1.37,6.57,7.95
Nantes,Île-de-France,6.15,1.31,6.26,5.02,7.3,7.92,8.58,5.8,70,1.67,2024-08-04 00:00:00,Météo-France,2.3,2.97,45,4.37,7.08,2.41,3.82,2024-11-18 00:00:00,3.03,Marseille,8.09,3.61,8.42,8.47
Lyon,Occitanie,4.69,7.83,1.53,7.11,5.37,1.82,7.59,2.73,50,7.47,2024-10-10 00:00:00,SNCF_Open_Data,2.0,8.21,45,3.69,4.68,6.41,3.8,2024-02-28 00:00:00,6.41,Nice,4.58,1.82,3.18,3.12
Toulouse,Auvergne-Rhône-Alpes,5.53,1.6,2.34,2.05,7.56,6.71,4.83,5.37,50,8.2,2024-10-11 00:00:00,Data.gouv.fr,2.67,8.29,110,3.46,2.58,4.94,2.92,2024-08-08 00:00:00,2.85,Toulouse,6.09,5.44,8.22,2.32
Lille,Nouvelle-Aquitaine,7.95,6.85,6.69,4.64,8.04,6.27,1.62,1.65,45,6.06,2024-01-15 00:00:00,Météo-France,8.51,5.06,80,8.0,6.5,2.08,2.73,2024-01-29 00:00:00,6.96,Marseille,8.78,2.23,2.73,2.8
Bordeaux,Auvergne-Rhône-Alpes,8.3,4.28,4.86,1.55,4.78,6.75,5.56,6.55,70,7.04,2024-08-26 00:00:00,Météo-France,8.66,1.99,130,8.46,1.42,3.25,6.22,2024-08-17 00:00:00,3.27,Bordeaux,7.55,7.51,1.48,2.72
Nantes,Île-de-France,7.85,2.37,8.1,7.19,3.94,7.84,5.01,6.36,110,2.46,2024-09-09 00:00:00,Airparif,7.97,4.71,45,7.95,1.33,7.25,5.23,2024-04-24 00:00:00,3.86,Nantes,8.12,5.84,2.62,6.15
Toulouse,Île-de-France,2.1,8.58,3.09,5.04,2.36,6.58,2.55,6.98,70,2.77,2024-07-10 00:00:00,Data.gouv.fr,2.35,2.21,110,4.45,6.52,7.8,6.82,2024-07-09 00:00:00,4.02,Paris,5.28,8.06,1.27,8.5
Toulouse,Hauts-de-France,3.98,3.19,2.44,8.22,8.53,3.61,8.78,2.75,30,4.97,2024-09-04 00:00:00,Data.gouv.fr,3.21,8.66,80,3.54,1.71,1.3,5.69,2024-11-28 00:00:00,5.94,Lyon,2.13,4.19,2.33,6.35
Marseille,Nouvelle-Aquitaine,6.32,3.05,4.5,8.58,5.52,8.62,8.43,2.07,80,8.05,2024-05-13 00:00:00,SNCF_Open_Data,5.02,1.49,30,5.05,2.95,7.72,7.89,2024-05-15 00:00:00,8.29,Bordeaux,6.67,5.4,1.66,2.7
Bordeaux,Normandie,4.31,2.9,8.29,2.04,6.43,4.4,4.61,4.32,130,6.23,2024-07-01 00:00:00,Airparif,7.62,2.68,80,7.13,6.19,2.66,7.58,2024-09-30 00:00:00,3.95,Marseille,5.44,3.08,6.41,4.19
Paris,Normandie,7.49,1.43,1.63,5.07,1.48,4.5,7.55,3.73,130,2.55,2024-02-02 00:00:00,RATP_Open_Data_2024,3.53,8.27,30,3.4,5.12,5.88,5.71,2024-12-24 00:00:00,1.46,Bordeaux,2.59,3.63,1.62,7.96
Montpellier,Normandie,8.07,3.38,1.92,7.29,6.77,6.61,7.0,6.78,70,6.24,2024-09-29 00:00:00,Airparif,7.11,8.15,30,2.57,8.04,8.71,8.78,2024-11-12 00:00:00,4.79,Nice,7.28,6.22,8.36,2.27
Nantes,Bretagne,8.08,2.15,6.37,4.29,8.09,8.62,2.35,7.74,45,3.93,2024-04-11 00:00:00,SNCF_Open_Data,2.07,2.97,30,4.62,5.52,4.46,1.48,2024-05-13 00:00:00,2.13,Montpellier,1.88,2.69,5.33,2.7
Marseille,Île-de-France,7.12,2.41,2.64,4.38,5.65,3.14,2.59,8.76,45,4.93,2024-10-27 00:00:00,RATP_Open_Data_2024,7.95,6.83,110,1.23,1.24,3.96,3.96,2024-11-06 00:00:00,4.61,Marseille,4.87,1.44,3.63,2.93
Bordeaux,Hauts-de-France,8.26,8.01,8.53,7.32,5.68,6.67,2.33,2.28,110,7.64,2024-04-26 00:00:00,Data.gouv.fr,6.17,6.97,30,3.57,8.43,3.72,6.16,2024-08-09 00:00:00,6.62,Lille,2.6,2.05,2.0,1.37
Nantes,Occitanie,7.97,2.8,7.31,5.79,7.53,1.62,5.9,2.08,70,4.22,2024-12-15 00:00:00,RATP_Open_Data_2024,5.98,7.45,30,7.95,2.99,1.38,1.66,2024-11-28 00:00:00,2.17,Paris,2.71,5.17,2.03,6.11
Bordeaux,Île-de-France,7.66,2.0,3.43,6.73,2.04,6.96,5.59,7.0,80,1.8,2024-09-25 00:00:00,SNCF_Open_Data,3.17,7.57,50,3.97,7.56,6.87,5.02,2024-05-13 00:00:00,4.93,Paris,7.16,4.33,5.04,2.4
Nice,Bretagne,7.83,5.96,3.91,2.18,3.75,1.31,4.52,2.9,50,2.23,2024-07-10 00:00:00,SNCF_Open_Data,2.03,6.89,45,4.29,1.6,2.32,6.52,2024-11-30 00:00:00,5.63,Bordeaux,1.52,4.44,6.93,7.51
Bordeaux,Pays de la Loire,4.72,2.27,4.18,6.85,7.55,4.87,2.06,2.41,30,1.83,2024-09-26 00:00:00,RATP_Open_Data_2024,5.82,8.18,50,5.82,1.95,1.72,4.07,2024-04-20 00:00:00,7.09,Bordeaux,7.25,4.12,3.52,1.89
Paris,Hauts-de-France,6.18,4.17,3.54,3.53,2.48,5.13,8.67,3.54,30,5.8,2024-03-24 00:00:00,Data.gouv.fr,2.3,7.46,50,8.59,4.48,8.34,4.52,2024-12-11 00:00:00,2.46,Nantes,3.0,5.02,6.13,7.66
Montpellier,Bretagne,7.46,4.57,3.93,5.93,6.52,7.64,7.26,5.67,80,3.45,2024-06-29 00:00:00,Météo-France,7.89,2.09,110,7.3,7.43,5.59,6.12,2024-10-14 00:00:00,2.14,Lille,2.69,1.69,6.14,1.58
Nantes,Occitanie,4.67,2.35,1.72,3.18,5.69,7.18,2.96,8.62,45,5.6,2024-09-28 00:00:00,Météo-France,1.25,1.23,30,8.4,8.67,2.35,6.28,2024-05-17 00:00:00,7.2,Strasbourg,5.61,2.6,4.24,2.46
Paris,Pays de la Loire,2.68,1.52,2.39,3.47,7.12,5.75,8.65,5.43,45,7.87,2024-06-11 00:00:00,Météo-France,1.74,2.45,130,3.34,3.46,1.37,3.53,2024-11-17 00:00:00,7.2,Nice,7.65,7.39,4.35,3.6
Nice,Occitanie,7.6,1.34,8.08,1.85,4.72,1.74,4.55,6.15,70,1.5,2024-12-07 00:00:00,SNCF_Open_Data,2.34,2.7,70,2.4,4.8,3.81,2.86,2024-02-08 00:00:00,5.92,Toulouse,1.58,2.37,4.63,3.05
Nantes,Auvergne-Rhône-Alpes,7.43,1.38,2.41,3.13,4.44,7.54,8.71,6.94,45,3.7,2024-03-29 00:00:00,Airparif,2.22,7.7,50,3.16,5.64,7.81,1.85,2024-03-27 00:00:00,5.43,Nice,3.72,7.27,8.41,3.24
Nantes,Hauts-de-France,8.18,7.23,7.62,2.62,7.69,2.67,8.24,3.06,70,7.37,2024-08-23 00:00:00,RATP_Open_Data_2024,3.45,7.45,110,7.59,6.02,5.21,5.4,2024-11-15 00:00:00,5.86,Lyon,1.84,6.23,5.25,5.6
Bordeaux,Nouvelle-Aquitaine,4.99,7.75,2.87,5.23,4.82,8.37,4.83,5.17,50,5.23,2024-11-26 00:00:00,RATP_Open_Data_2024,4.0,8.08,50,2.15,3.76,4.41,4.19,2024-08-30 00:00:00,3.56,Montpellier,2.69,2.6,8.31,4.08
Bordeaux,Hauts-de-France,8.66,6.92,3.02,8.13,3.1,3.93,1.33,6.44,45,6.55,2024-03-21 00:00:00,Airparif,5.82,6.8,110,4.6,2.78,1.56,8.24,2024-06-14 00:00:00,3.79,Strasbourg,5.94,7.07,1.66,5.26
Toulouse,Grand Est,7.96,8.36,2.73,5.43,6.24,5.94,7.06,5.08,130,7.45,2024-11-09 00:00:00,Airparif,4.33,7.0,70,6.61,4.76,3.84,6.36,2024-08-30 00:00:00,4.4,Nantes,7.01,6.21,8.77,6.88
Nice,Occitanie,2.08,7.54,2.35,7.98,1.87,3.85,4.57,3.35,70,7.38,2024-01-26 00:00:00,RATP_Open_Data_2024,3.1,5.98,130,3.78,4.63,8.29,4.26,2024-11-19 00:00:00,6.27,Nice,1.46,8.31,7.38,5.77
Paris,Île-de-France,5.05,1.74,7.94,4.77,2.42,6.25,6.87,6.3,50,8.11,2024-01-30 00:00:00,SNCF_Open_Data,1.91,3.6,70,2.06,7.22,1.91,6.03,2024-08-30 00:00:00,7.04,Marseille,8.56,4.04,3.49,4.76
Nantes,Pays de la Loire,6.46,6.0,2.71,1.89,3.81,8.71,5.1,6.35,70,6.08,2024-02-26 00:00:00,SNCF_Open_Data,5.74,6.08,70,6.1,4.7,5.31,5.08,2024-10-27 00:00:00,3.21,Nantes,7.39,1.26,4.29,3.77
Nantes,Bretagne,5.71,4.45,1.51,7.25,6.33,1.54,6.24,4.68,45,6.3,2024-09-26 00:00:00,Data.gouv.fr,8.49,4.52,70,6.14,3.24,7.22,3.53,2024-06-09 00:00:00,4.74,Toulouse,7.49,5.28,5.64,4.47
