col_accident_id,col_time_id,col_zone_id,col_lat,col_lon,col_type,col_gravite,col_usager_vulnerable,col_gravite_estimee,col_date_enrichissement
ID_019,ID_019,ID_019,47.340031,-0.082992,4.69,4.07,4.96,2024-02-29 00:00:00,2024-12-04 00:00:00
ID_020,ID_020,ID_020,49.006083,4.896093,7.53,1.94,3.93,2024-02-06 00:00:00,2024-11-17 00:00:00
ID_021,ID_021,ID_021,52.190398,0.758674,7.96,4.21,6.66,2024-05-11 00:00:00,2024-10-05 00:00:00
ID_022,ID_022,ID_022,47.742216,1.987411,7.38,6.29,3.47,2024-02-28 00:00:00,2024-11-27 00:00:00
ID_023,ID_023,ID_023,50.547674,3.18417,1.51,6.43,5.78,2024-06-27 00:00:00,2024-07-25 00:00:00
ID_024,ID_024,ID_024,49.969252,0.752489,6.08,7.8,7.42,2024-06-24 00:00:00,2024-05-21 00:00:00
ID_025,ID_025,ID_025,48.795042,-0.007724,4.13,1.81,4.06,2024-11-05 00:00:00,2024-03-05 00:00:00
ID_026,ID_026,ID_026,50.65648,-1.364631,3.46,1.43,7.42,2024-10-25 00:00:00,2024-10-20 00:00:00
ID_027,ID_027,ID_027,49.179777,6.114411,5.18,5.52,3.09,2024-12-01 00:00:00,2024-09-09 00:00:00
ID_028,ID_028,ID_028,49.124881,5.719912,4.69,4.39,4.92,2024-12-21 00:00:00,2024-07-04 00:00:00
ID_029,ID_029,ID_029,45.87308,5.780465,5.46,2.59,6.22,2024-08-25 00:00:00,2024-02-11 00:00:00
ID_030,ID_030,ID_030,44.952231,3.460712,4.2,5.38,8.79,2024-01-24 00:00:00,2024-05-30 00:00:00
ID_031,ID_031,ID_031,46.994486,5.565532,2.32,1.58,8.47,2024-12-21 00:00:00,2024-01-30 00:00:00
ID_032,ID_032,ID_032,50.932318,4.323135,5.53,3.78,4.33,2024-09-11 00:00:00,2024-06-10 00:00:00
ID_033,ID_033,ID_033,50.571413,1.109205,5.07,3.16,8.29,2024-01-14 00:00:00,2024-03-19 00:00:00
ID_034,ID_034,ID_034,44.888926,0.112177,4.39,5.22,3.74,2024-01-22 00:00:00,2024-11-11 00:00:00
ID_035,ID_035,ID_035,51.613744,1.233561,1.86,1.46,4.45,2024-09-14 00:00:00,2024-01-15 00:00:00
ID_036,ID_036,ID_036,51.277813,-1.466259,1.28,2.12,4.82,2024-01-05 00:00:00,2024-06-24 00:00:00
ID_037,ID_037,ID_037,50.266133,2.302104,5.45,2.16,4.8,2024-05-15 00:00:00,2024-01-03 00:00:00
ID_038,ID_038,ID_038,48.635115,5.82545,5.59,2.67,1.64,2024-10-31 00:00:00,2024-05-14 00:00:00
ID_039,ID_039,ID_039,48.633556,-0.003795,7.62,3.97,2.83,2024-07-03 00:00:00,2024-06-12 00:00:00
ID_040,ID_040,ID_040,46.494522,-1.257564,7.69,5.6,3.58,2024-10-29 00:00:00,2024-04-20 00:00:00
ID_041,ID_041,ID_041,46.679499,3.153271,6.47,1.66,4.73,2024-07-13 00:00:00,2024-08-01 00:00:00
ID_042,ID_042,ID_042,49.607097,4.024927,2.07,1.47,7.04,2024-11-21 00:00:00,2024-11-18 00:00:00
ID_043,ID_043,ID_043,50.074545,3.81707,6.76,7.64,2.47,2024-10-02 00:00:00,2024-10-12 00:00:00
ID_044,ID_044,ID_044,45.88475,2.947558,4.85,1.37,5.52,2024-05-11 00:00:00,2024-08-29 00:00:00
ID_045,ID_045,ID_045,47.741742,-0.193317,7.29,5.58,3.31,2024-06-29 00:00:00,2024-03-30 00:00:00
ID_046,ID_046,ID_046,45.815452,2.413547,7.41,5.38,5.83,2024-01-22 00:00:00,2024-06-18 00:00:00
ID_047,ID_047,ID_047,49.552184,-0.157967,7.98,8.51,4.62,2024-04-03 00:00:00,2024-11-04 00:00:00
ID_048,ID_048,ID_048,45.07533,5.908443,1.8,2.97,3.95,2024-07-07 00:00:00,2024-08-27 00:00:00
ID_049,ID_049,ID_049,50.748582,1.810559,1.37,8.29,6.32,2024-01-11 00:00:00,2024-07-20 00:00:00
ID_050,ID_050,ID_050,45.537102,0.324949,3.08,3.53,3.73,2024-08-20 00:00:00,2024-12-04 00:00:00
ID_051,ID_051,ID_051,48.894433,1.240565,5.79,2.75,6.56,2024-07-09 00:00:00,2024-02-29 00:00:00
ID_052,ID_052,ID_052,49.8007,3.868436,3.85,8.04,5.69,2024-08-13 00:00:00,2024-01-19 00:00:00
ID_053,ID_053,ID_053,50.693811,2.665743,7.29,1.8,6.12,2024-10-22 00:00:00,2024-05-10 00:00:00
ID_054,ID_054,ID_054,46.180305,2.200283,6.2,2.56,2.47,2024-10-22 00:00:00,2024-03-07 00:00:00
ID_055,ID_055,ID_055,46.924418,2.990464,2.68,8.29,4.23,2024-03-11 00:00:00,2024-01-14 00:00:00
ID_056,ID_056,ID_056,48.794244,-0.666372,5.71,2.4,4.36,2024-09-26 00:00:00,2024-11-03 00:00:00
ID_057,ID_057,ID_057,48.05069,-1.448631,8.4,4.65,5.12,2024-06-23 00:00:00,2024-10-03 00:00:00
ID_058,ID_058,ID_058,49.582657,0.694222,1.5,5.47,4.31,2024-01-27 00:00:00,2024-05-18 00:00:00
ID_059,ID_059,ID_059,51.639074,4.202944,1.29,5.08,6.08,2024-01-07 00:00:00,2024-10-23 00:00:00
ID_060,ID_060,ID_060,51.823968,0.18272,5.36,1.72,6.16,2024-07-24 00:00:00,2024-08-13 00:00:00
ID_061,ID_061,ID_061,52.146146,3.133367,4.65,6.87,1.79,2024-12-07 00:00:00,2024-01-29 00:00:00
ID_062,ID_062,ID_062,47.588222,2.723037,8.73,6.83,6.68,2024-06-09 00:00:00,2024-04-30 00:00:00
ID_063,ID_063,ID_063,45.024243,6.041375,1.38,5.27,3.12,2024-10-21 00:00:00,2024-06-16 00:00:00
ID_064,ID_064,ID_064,46.254729,-1.389175,6.39,7.93,4.4,2024-05-16 00:00:00,2024-05-09 00:00:00
ID_065,ID_065,ID_065,45.098858,4.498745,1.74,6.18,2.89,2024-06-06 00:00:00,2024-05-27 00:00:00
ID_066,ID_066,ID_066,48.896534,0.351152,2.34,4.82,4.36,2024-07-26 00:00:00,2024-01-10 00:00:00
ID_067,ID_067,ID_067,49.388953,2.521747,3.59,6.76,5.03,2024-04-14 00:00:00,2024-12-15 00:00:00
ID_068,ID_068,ID_068,45.632893,4.957984,6.22,1.53,3.26,2024-06-19 00:00:00,2024-03-03 00:00:00
ID_069,ID_069,ID_069,47.704535,4.684905,5.93,2.93,3.19,2024-07-29 00:00:00,2024-07-14 00:00:00
ID_070,ID_070,ID_070,45.921882,5.35327,4.03,2.21,1.49,2024-08-19 00:00:00,2024-03-13 00:00:00
ID_071,ID_071,ID_071,52.047225,5.167379,3.83,4.75,7.0,2024-11-08 00:00:00,2024-09-04 00:00:00
ID_072,ID_072,ID_072,51.235435,-1.30415,7.26,5.71,3.41,2024-11-07 00:00:00,2024-04-13 00:00:00
ID_073,ID_073,ID_073,51.573876,-0.774021,2.56,4.78,2.27,2024-02-05 00:00:00,2024-07-08 00:00:00
ID_074,ID_074,ID_074,48.79151,4.996171,4.51,5.04,6.86,2024-09-21 00:00:00,2024-07-12 00:00:00
ID_075,ID_075,ID_075,48.530387,2.300713,5.63,8.04,3.9,2024-06-13 00:00:00,2024-05-21 00:00:00
ID_076,ID_076,ID_076,51.612224,0.059137,2.49,6.36,8.58,2024-04-26 00:00:00,2024-03-03 00:00:00
ID_077,ID_077,ID_077,49.128697,-0.941113,7.91,5.92,5.78,2024-12-26 00:00:00,2024-04-26 00:00:00
ID_078,ID_078,ID_078,47.021828,5.090776,7.9,8.45,2.8,2024-09-21 00:00:00,2024-07-07 00:00:00
ID_079,ID_079,ID_079,46.650331,6.018537,5.03,4.24,6.43,2024-04-21 00:00:00,2024-10-09 00:00:00
ID_080,ID_080,ID_080,49.828992,-0.843129,2.6,5.4,3.9,2024-07-07 00:00:00,2024-04-05 00:00:00
ID_081,ID_081,ID_081,50.759467,1.650525,3.56,7.54,2.42,2024-01-09 00:00:00,2024-06-20 00:00:00
ID_082,ID_082,ID_082,47.525232,3.927187,7.35,7.04,8.17,2024-12-07 00:00:00,2024-01-13 00:00:00
ID_083,ID_083,ID_083,48.543116,5.215962,5.54,6.73,3.42,2024-07-09 00:00:00,2024-06-23 00:00:00
ID_084,ID_084,ID_084,51.811106,6.128982,5.58,4.65,6.45,2024-07-11 00:00:00,2024-02-24 00:00:00
ID_085,ID_085,ID_085,49.247192,0.616013,4.66,1.97,3.73,2024-05-16 00:00:00,2024-04-13 00:00:00
ID_086,ID_086,ID_086,50.930754,1.491402,3.05,3.08,1.96,2024-01-01 00:00:00,2024-09-20 00:00:00
ID_087,ID_087,ID_087,51.0069,3.13261,1.28,2.94,1.2,2024-03-01 00:00:00,2024-08-09 00:00:00
ID_088,ID_088,ID_088,45.338863,2.935351,4.46,1.3,2.58,2024-09-10 00:00:00,2024-04-01 00:00:00
ID_089,ID_089,ID_089,52.363294,-1.242899,4.57,6.58,7.55,2024-01-15 00:00:00,2024-12-04 00:00:00
ID_090,ID_090,ID_090,49.920163,1.425932,6.08,6.6,4.83,2024-03-15 00:00:00,2024-06-06 00:00:00
ID_091,ID_091,ID_091,48.912298,4.910714,2.36,7.45,2.73,2024-04-04 00:00:00,2024-01-20 00:00:00
ID_092,ID_092,ID_092,48.514101,4.874793,8.72,6.9,2.42,2024-04-24 00:00:00,2024-03-07 00:00:00
ID_093,ID_093,ID_093,51.78663,4.286522,4.07,6.49,1.41,2024-09-03 00:00:00,2024-09-12 00:00:00
ID_094,ID_094,ID_094,50.624043,-0.38055,2.14,7.27,1.36,2024-12-18 00:00:00,2024-05-19 00:00:00
ID_095,ID_095,ID_095,45.871431,3.709667,3.32,6.29,7.94,2024-11-21 00:00:00,2024-12-06 00:00:00
ID_096,ID_096,ID_096,46.319624,4.07922,3.65,3.49,7.22,2024-01-22 00:00:00,2024-07-20 00:00:00
ID_097,ID_097,ID_097,50.468807,2.790869,2.71,8.1,4.6,2024-06-13 00:00:00,2024-11-26 00:00:00
ID_098,ID_098,ID_098,50.260927,4.835891,8.05,1.35,2.06,2024-03-11 00:00:00,2024-07-31 00:00:00
ID_099,ID_099,ID_099,49.353083,-0.534811,7.84,4.74,7.59,2024-04-09 00:00:00,2024-12-18 00:00:00
ID_000,ID_000,ID_000,52.26896,1.942098,4.63,8.6,5.27,2024-10-11 00:00:00,2024-04-24 00:00:00
ID_001,ID_001,ID_001,48.269275,-1.263189,5.28,4.89,2.26,2024-08-27 00:00:00,2024-04-05 00:00:00
ID_002,ID_002,ID_002,48.311574,2.954573,6.8,7.37,8.36,2024-09-15 00:00:00,2024-12-25 00:00:00
ID_003,ID_003,ID_003,47.986829,5.962275,4.07,5.12,5.78,2024-11-28 00:00:00,2024-01-10 00:00:00
ID_004,ID_004,ID_004,46.072721,1.617194,7.22,3.63,5.75,2024-11-19 00:00:00,2024-11-26 00:00:00
ID_005,ID_005,ID_005,46.034218,-1.345031,7.59,8.51,2.49,2024-02-17 00:00:00,2024-08-21 00:00:00
ID_006,ID_006,ID_006,50.902819,5.208952,1.24,3.74,1.64,2024-02-26 00:00:00,2024-09-19 00:00:00
ID_007,ID_007,ID_007,50.980177,2.432061,3.36,2.78,7.67,2024-07-21 00:00:00,2024-08-17 00:00:00
ID_008,ID_008,ID_008,52.672103,3.667969,7.62,3.57,8.57,2024-08-11 00:00:00,2024-07-07 00:00:00
ID_009,ID_009,ID_009,46.139265,3.570536,5.02,3.74,5.88,2024-03-06 00:00:00,2024-11-24 00:00:00
ID_010,ID_010,ID_010,50.71066,4.038983,5.07,8.69,5.61,2024-02-25 00:00:00,2024-02-19 00:00:00
ID_011,ID_011,ID_011,45.455513,-0.564766,5.82,8.41,6.45,2024-07-23 00:00:00,2024-11-07 00:00:00
ID_012,ID_012,ID_012,47.669737,5.5594,8.46,1.47,3.69,2024-02-10 00:00:00,2024-01-05 00:00:00
ID_013,ID_013,ID_013,46.519535,3.58754,5.17,4.74,1.68,2024-02-05 00:00:00,2024-01-01 00:00:00
ID_014,ID_014,ID_014,48.786432,0.012838,2.4,7.43,7.39,2024-04-07 00:00:00,2024-07-25 00:00:00
ID_015,ID_015,ID_015,46.909008,5.416144,2.38,8.6,7.53,2024-02-25 00:00:00,2024-01-23 00:00:00
ID_016,ID_016,ID_016,47.6533,4.470492,6.09,7.37,1.62,2024-03-26 00:00:00,2024-01-19 00:00:00
ID_017,ID_017,ID_017,50.500282,0.304544,2.31,8.02,3.41,2024-06-06 00:00:00,2024-06-10 00:00:00
ID_018,ID_018,ID_018,46.994192,-1.165067,4.61,4.73,5.95,2024-05-16 00:00:00,2024-04-08 00:00:00
ID_019,ID_019,ID_019,49.027045,2.92674,4.07,2.25,5.78,2024-03-15 00:00:00,2024-02-19 00:00:00
ID_020,ID_020,ID_020,52.063009,2.175074,6.3,7.68,6.16,2024-10-20 00:00:00,2024-02-15 00:00:00
ID_021,ID_021,ID_021,52.031643,4.882683,3.61,2.08,8.52,2024-01-25 00:00:00,2024-05-26 00:00:00
ID_022,ID_022,ID_022,46.863468,-0.294994,3.47,4.25,6.04,2024-06-24 00:00:00,2024-09-28 00:00:00
ID_023,ID_023,ID_023,47.621025,-1.215286,3.4,1.81,3.86,2024-02-28 00:00:00,2024-02-01 00:00:00
ID_024,ID_024,ID_024,44.867805,3.533592,7.31,7.8,7.51,2024-04-09 00:00:00,2024-03-06 00:00:00
ID_025,ID_025,ID_025,46.495049,0.484344,5.95,3.69,7.23,2024-10-26 00:00:00,2024-04-21 00:00:00
ID_026,ID_026,ID_026,45.690973,0.902053,2.05,6.77,5.17,2024-03-11 00:00:00,2024-01-16 00:00:00
ID_027,ID_027,ID_027,49.501788,3.079295,1.69,5.22,8.04,2024-04-03 00:00:00,2024-06-24 00:00:00
ID_028,ID_028,ID_028,48.196939,5.370269,2.71,6.3,4.58,2024-09-13 00:00:00,2024-09-18 00:00:00
ID_029,ID_029,ID_029,47.435314,4.322545,5.88,7.74,7.11,2024-01-24 00:00:00,2024-08-03 00:00:00
ID_030,ID_030,ID_030,45.407354,-0.367972,3.45,7.96,5.97,2024-06-19 00:00:00,2024-01-07 00:00:00
ID_031,ID_031,ID_031,50.370551,3.548802,6.77,8.08,4.37,2024-05-05 00:00:00,2024-01-23 00:00:00
ID_032,ID_032,ID_032,45.593837,-0.033072,2.38,5.32,3.23,2024-11-03 00:00:00,2024-06-09 00:00:00
ID_033,ID_033,ID_033,52.72767,1.961337,5.61,6.18,5.81,2024-12-06 00:00:00,2024-10-10 00:00:00
ID_034,ID_034,ID_034,46.183449,2.165827,2.25,8.27,4.56,2024-01-20 00:00:00,2024-06-13 00:00:00
ID_035,ID_035,ID_035,46.437297,4.073742,7.91,4.69,4.72,2024-11-28 00:00:00,2024-11-25 00:00:00
ID_036,ID_036,ID_036,50.268095,4.959452,5.57,3.11,7.06,2024-09-30 00:00:00,2024-01-17 00:00:00
ID_037,ID_037,ID_037,52.841399,4.535763,1.37,2.06,4.8,2024-01-26 00:00:00,2024-10-08 00:00:00
ID_038,ID_038,ID_038,48.747834,4.126726,2.85,4.41,4.59,2024-11-19 00:00:00,2024-10-02 00:00:00
ID_039,ID_039,ID_039,49.591895,0.981829,6.72,7.94,6.17,2024-09-24 00:00:00,2024-01-23 00:00:00
ID_040,ID_040,ID_040,50.529182,-0.338723,8.04,1.37,6.2,2024-06-20 00:00:00,2024-07-27 00:00:00
ID_041,ID_041,ID_041,47.00923,0.701307,3.1,1.24,2.98,2024-04-01 00:00:00,2024-05-21 00:00:00
ID_042,ID_042,ID_042,46.578687,0.863148,2.36,5.93,1.77,2024-04-29 00:00:00,2024-03-25 00:00:00
ID_043,ID_043,ID_043,45.181013,2.347416,6.87,4.32,8.3,2024-11-06 00:00:00,2024-08-27 00:00:00
ID_044,ID_044,ID_044,48.477919,4.551236,4.44,5.17,7.04,2024-03-18 00:00:00,2024-09-27 00:00:00
ID_045,ID_045,ID_045,46.680925,5.564777,1.56,8.66,3.62,2024-05-26 00:00:00,2024-07-17 00:00:00
ID_046,ID_046,ID_046,49.271137,0.507483,5.67,5.16,7.26,2024-12-11 00:00:00,2024-12-20 00:00:00
ID_047,ID_047,ID_047,46.694237,3.680765,6.57,5.06,2.55,2024-10-12 00:00:00,2024-08-03 00:00:00
ID_048,ID_048,ID_048,47.601028,5.564401,2.19,6.44,8.0,2024-09-04 00:00:00,2024-04-13 00:00:00
ID_049,ID_049,ID_049,51.035993,2.360533,3.51,4.04,5.14,2024-04-23 00:00:00,2024-02-18 00:00:00
ID_050,ID_050,ID_050,45.159659,6.202246,3.13,7.15,8.76,2024-06-06 00:00:00,2024-02-25 00:00:00
ID_051,ID_051,ID_051,51.090268,3.831195,8.4,6.38,3.99,2024-10-30 00:00:00,2024-07-16 00:00:00
ID_052,ID_052,ID_052,50.045558,-1.452122,4.49,7.7,8.35,2024-08-19 00:00:00,2024-04-25 00:00:00
ID_053,ID_053,ID_053,52.590782,2.451496,8.62,7.97,3.56,2024-05-18 00:00:00,2024-07-08 00:00:00
ID_054,ID_054,ID_054,48.856869,1.576905,3.13,2.45,2.04,2024-06-18 00:00:00,2024-10-04 00:00:00
ID_055,ID_055,ID_055,45.057319,4.616392,4.13,8.18,5.1,2024-08-18 00:00:00,2024-09-17 00:00:00
ID_056,ID_056,ID_056,47.597765,1.997676,6.37,5.49,5.52,2024-10-29 00:00:00,2024-02-02 00:00:00
ID_057,ID_057,ID_057,48.233971,-1.616652,8.42,6.37,4.57,2024-06-20 00:00:00,2024-09-08 00:00:00
ID_058,ID_058,ID_058,50.25485,-0.660491,1.5,8.21,2.94,2024-05-21 00:00:00,2024-08-21 00:00:00
ID_059,ID_059,ID_059,50.876265,3.739333,4.23,2.75,5.88,2024-01-19 00:00:00,2024-08-09 00:00:00
ID_060,ID_060,ID_060,49.365339,2.371079,2.53,4.2,3.7,2024-08-25 00:00:00,2024-03-25 00:00:00
ID_061,ID_061,ID_061,49.338324,3.58819,7.93,5.49,7.09,2024-11-19 00:00:00,2024-03-04 00:00:00
ID_062,ID_062,ID_062,47.277553,2.834672,2.44,8.79,4.16,2024-02-08 00:00:00,2024-03-10 00:00:00
ID_063,ID_063,ID_063,45.01146,-0.305498,2.8,4.63,6.85,2024-04-01 00:00:00,2024-03-24 00:00:00
ID_064,ID_064,ID_064,46.198272,1.95999,2.41,2.45,5.87,2024-01-17 00:00:00,2024-05-13 00:00:00
ID_065,ID_065,ID_065,48.17581,3.299124,6.39,3.3,3.72,2024-12-04 00:00:00,2024-05-19 00:00:00
ID_066,ID_066,ID_066,49.540819,3.359125,7.6,7.6,1.69,2024-01-14 00:00:00,2024-06-23 00:00:00
ID_067,ID_067,ID_067,51.247485,3.86623,7.72,8.53,6.86,2024-06-05 00:00:00,2024-04-21 00:00:00
ID_068,ID_068,ID_068,45.05116,5.520083,7.65,5.33,4.58,2024-03-11 00:00:00,2024-08-21 00:00:00
ID_069,ID_069,ID_069,47.538592,5.154508,2.59,4.41,3.57,2024-02-07 00:00:00,2024-01-20 00:00:00
ID_070,ID_070,ID_070,47.674899,6.22709,8.7,6.18,4.71,2024-04-28 00:00:00,2024-04-02 00:00:00
ID_071,ID_071,ID_071,52.339551,3.096192,4.74,5.24,5.96,2024-11-08 00:00:00,2024-11-22 00:00:00
ID_072,ID_072,ID_072,48.616721,6.297234,6.22,8.71,3.78,2024-03-26 00:00:00,2024-04-16 00:00:00
ID_073,ID_073,ID_073,52.13888,4.085188,6.35,6.55,2.5,2024-02-10 00:00:00,2024-04-24 00:00:00
ID_074,ID_074,ID_074,46.636195,4.052961,8.47,1.64,5.24,2024-08-17 00:00:00,2024-07-31 00:00:00
ID_075,ID_075,ID_075,48.176233,3.333786,3.17,4.15,5.16,2024-03-29 00:00:00,2024-10-06 00:00:00
ID_076,ID_076,ID_076,52.091607,4.45875,6.83,8.49,3.42,2024-04-07 00:00:00,2024-01-31 00:00:00
ID_077,ID_077,ID_077,52.659647,3.908013,4.09,1.48,2.52,2024-09-14 00:00:00,2024-07-23 00:00:00
ID_078,ID_078,ID_078,46.783482,1.294658,7.79,6.44,5.39,2024-01-17 00:00:00,2024-10-31 00:00:00
ID_079,ID_079,ID_079,51.441978,3.06042,3.79,5.79,6.59,2024-11-10 00:00:00,2024-01-21 00:00:00
ID_080,ID_080,ID_080,46.019929,4.578772,6.69,7.6,7.94,2024-06-08 00:00:00,2024-09-20 00:00:00
ID_081,ID_081,ID_081,46.321692,2.337873,5.69,1.31,5.68,2024-11-12 00:00:00,2024-07-20 00:00:00
ID_082,ID_082,ID_082,47.296746,1.309318,3.95,6.73,2.29,2024-12-09 00:00:00,2024-02-14 00:00:00
ID_083,ID_083,ID_083,48.99665,4.479309,3.36,4.62,3.42,2024-07-23 00:00:00,2024-05-08 00:00:00
ID_084,ID_084,ID_084,46.938716,1.964203,4.48,6.38,6.08,2024-11-10 00:00:00,2024-09-29 00:00:00
ID_085,ID_085,ID_085,48.021061,-0.340988,4.61,8.18,2.1,2024-05-12 00:00:00,2024-09-27 00:00:00
ID_086,ID_086,ID_086,50.83871,-1.449463,5.19,1.53,4.94,2024-06-13 00:00:00,2024-08-04 00:00:00
ID_087,ID_087,ID_087,49.941787,4.852105,6.18,7.53,8.49,2024-10-31 00:00:00,2024-11-09 00:00:00
ID_088,ID_088,ID_088,52.290905,1.798449,7.6,7.89,7.18,2024-02-07 00:00:00,2024-11-20 00:00:00
ID_089,ID_089,ID_089,51.063037,-0.798066,6.05,7.63,1.74,2024-02-10 00:00:00,2024-01-27 00:00:00
ID_090,ID_090,ID_090,51.138114,3.63638,7.94,8.3,6.76,2024-05-31 00:00:00,2024-12-10 00:00:00
ID_091,ID_091,ID_091,51.946187,5.874764,2.26,5.19,3.37,2024-12-09 00:00:00,2024-06-14 00:00:00
ID_092,ID_092,ID_092,46.807204,4.815969,2.9,3.44,6.81,2024-02-28 00:00:00,2024-01-28 00:00:00
ID_093,ID_093,ID_093,45.663315,2.690163,8.32,4.86,1.96,2024-05-18 00:00:00,2024-03-11 00:00:00
ID_094,ID_094,ID_094,46.65991,5.62389,2.9,7.3,5.26,2024-11-27 00:00:00,2024-06-27 00:00:00
ID_095,ID_095,ID_095,45.521094,5.249421,5.85,8.02,3.73,2024-12-03 00:00:00,2024-12-11 00:00:00
ID_096,ID_096,ID_096,50.162696,-0.036029,7.63,7.06,4.96,2024-11-18 00:00:00,2024-03-17 00:00:00
ID_097,ID_097,ID_097,46.385614,5.271986,6.66,4.86,4.05,2024-08-17 00:00:00,2024-01-19 00:00:00
ID_098,ID_098,ID_098,51.321945,-0.156775,5.16,5.55,3.28,2024-04-12 00:00:00,2024-10-23 00:00:00
ID_099,ID_099,ID_099,45.288388,4.719509,3.55,5.64,4.01,2024-12-13 00:00:00,2024-01-21 00:00:00
ID_000,ID_000,ID_000,51.672494,-0.35997,2.59,3.87,6.97,2024-01-04 00:00:00,2024-06-15 00:00:00
ID_001,ID_001,ID_001,45.039786,2.504409,4.08,6.02,1.31,2024-11-28 00:00:00,2024-01-28 00:00:00
ID_002,ID_002,ID_002,45.248143,5.721059,4.46,5.56,4.22,2024-03-09 00:00:00,2024-09-28 00:00:00
ID_003,ID_003,ID_003,48.137006,5.862617,5.52,6.06,1.83,2024-10-11 00:00:00,2024-08-16 00:00:00
ID_004,ID_004,ID_004,45.061921,6.326248,2.73,3.76,1.68,2024-06-10 00:00:00,2024-07-04 00:00:00
ID_005,ID_005,ID_005,48.516682,1.135528,4.5,8.66,3.75,2024-04-29 00:00:00,2024-07-09 00:00:00
ID_006,ID_006,ID_006,48.724034,1.093413,1.94,2.43,4.17,2024-05-18 00:00:00,2024-05-18 00:00:00
ID_007,ID_007,ID_007,51.88112,3.379745,4.8,2.53,5.14,2024-08-25 00:00:00,2024-07-21 00:00:00
ID_008,ID_008,ID_008,49.874886,2.715485,3.01,3.01,5.54,2024-03-13 00:00:00,2024-09-22 00:00:00
ID_009,ID_009,ID_009,48.419181,5.022889,4.46,6.35,2.0,2024-02-16 00:00:00,2024-07-21 00:00:00
ID_010,ID_010,ID_010,49.127661,-0.034983,8.64,8.6,4.6,2024-08-03 00:00:00,2024-08-03 00:00:00
ID_011,ID_011,ID_011,47.099878,1.107168,5.4,5.37,3.88,2024-08-11 00:00:00,2024-06-04 00:00:00
ID_012,ID_012,ID_012,47.915327,4.882843,5.31,7.68,4.76,2024-11-16 00:00:00,2024-02-27 00:00:00
ID_013,ID_013,ID_013,50.974659,3.950331,6.13,7.08,4.11,2024-07-01 00:00:00,2024-08-13 00:00:00
ID_014,ID_014,ID_014,50.55705,0.927968,4.24,3.61,1.21,2024-02-12 00:00:00,2024-02-02 00:00:00
ID_015,ID_015,ID_015,48.87085,2.922547,8.52,3.85,5.56,2024-06-04 00:00:00,2024-12-06 00:00:00
ID_016,ID_016,ID_016,47.081318,0.882077,4.08,2.73,8.8,2024-11-22 00:00:00,2024-10-02 00:00:00
ID_017,ID_017,ID_017,46.510741,4.763844,8.7,4.31,4.37,2024-06-19 00:00:00,2024-09-28 00:00:00
ID_018,ID_018,ID_018,49.100429,1.50163,6.61,3.56,3.91,2024-07-31 00:00:00,2024-12-01 00:00:00
ID_019,ID_019,ID_019,48.273113,1.162361,5.85,7.7,2.33,2024-12-09 00:00:00,2024-03-05 00:00:00
ID_020,ID_020,ID_020,48.789894,5.18475,2.0,6.19,4.72,2024-09-14 00:00:00,2024-04-23 00:00:00
ID_021,ID_021,ID_021,51.558063,5.519459,3.77,4.27,8.52,2024-10-17 00:00:00,2024-11-08 00:00:00
ID_022,ID_022,ID_022,48.556902,1.897228,1.48,8.24,8.15,2024-08-14 00:00:00,2024-02-09 00:00:00
ID_023,ID_023,ID_023,49.925199,-0.703723,2.35,5.07,5.38,2024-08-06 00:00:00,2024-12-17 00:00:00
ID_024,ID_024,ID_024,51.878671,1.609391,4.35,6.72,3.66,2024-07-11 00:00:00,2024-09-04 00:00:00
ID_025,ID_025,ID_025,52.174394,5.9368,2.37,8.18,8.29,2024-04-27 00:00:00,2024-03-02 00:00:00
ID_026,ID_026,ID_026,50.152383,1.065038,1.92,2.67,8.32,2024-10-12 00:00:00,2024-03-04 00:00:00
ID_027,ID_027,ID_027,50.698539,1.448678,8.65,3.95,2.0,2024-02-01 00:00:00,2024-10-17 00:00:00
ID_028,ID_028,ID_028,50.061243,3.561752,7.84,3.33,6.52,2024-12-01 00:00:00,2024-01-05 00:00:00
ID_029,ID_029,ID_029,46.765005,1.458598,3.01,7.78,4.15,2024-01-29 00:00:00,2024-06-13 00:00:00
ID_030,ID_030,ID_030,52.035875,2.189928,3.78,1.74,1.45,2024-11-30 00:00:00,2024-03-02 00:00:00
ID_031,ID_031,ID_031,50.620148,0.68369,2.18,8.05,6.36,2024-11-13 00:00:00,2024-04-10 00:00:00
ID_032,ID_032,ID_032,50.936368,4.560836,2.55,3.87,3.08,2024-09-23 00:00:00,2024-04-05 00:00:00
ID_033,ID_033,ID_033,48.257285,-0.761875,7.01,8.06,5.26,2024-08-14 00:00:00,2024-03-05 00:00:00
ID_034,ID_034,ID_034,51.849224,-1.446383,6.65,7.69,4.69,2024-08-31 00:00:00,2024-08-27 00:00:00
ID_035,ID_035,ID_035,49.395819,3.151528,5.06,8.45,6.81,2024-06-24 00:00:00,2024-01-12 00:00:00
ID_036,ID_036,ID_036,46.357436,-1.449474,6.27,2.82,4.94,2024-06-22 00:00:00,2024-02-15 00:00:00
ID_037,ID_037,ID_037,49.791443,0.932967,3.25,4.67,1.35,2024-11-30 00:00:00,2024-01-10 00:00:00
ID_038,ID_038,ID_038,51.535899,1.398661,4.2,1.66,1.53,2024-05-03 00:00:00,2024-11-02 00:00:00
