col_ville,col_code_departement,col_region,col_population,col_type_route,col_heure,col_trafic_vehicules_h,col_vitesse_moyenne_kmh,col_niveau_congestion,col_indice_congestion_1_10,col_date_scraping,col_source,col_latitude,col_longitude,col_qualite_air,col_emission_co2_g_km_moyenne,col_emission_totale_estimee_kg_h,col_lignes_metro,col_lignes_tram,col_systeme_velo,col_departement,col_jour_semaine,col_tmja,col_pourcentage_pl,col_vitesse_commerciale_kmh,col_longueur_reseau_km,col_date_mesure,col_mois,col_mois_nom,col_direction,col_classe_route,col_classement_bison,col_densite_trafic_percent,col_duree_trajet_supplementaire_min,col_est_periode_vacances,col_recommandation,col_trafic_par_habitant
Strasbourg,Nouvelle-Aquitaine,Normandie,47.031342,5.98,3.84,6.83,80,6.63,3.11,2024-11-25 00:00:00,Data.gouv.fr,47.031342,6.270819,2.61,6.26,2024-09-15 00:00:00,3.73,6.25,4.17,Grand Est,2.43,8.44,6.55,110,6.270819,2024-04-19 00:00:00,8.35,3.29,8.72,6.64,2.51,50217,6.44,OUI,4.08,7.3
Lille,Bretagne,Grand Est,45.058203,1.37,1.22,4.9,80,6.05,6.71,2024-02-08 00:00:00,Data.gouv.fr,45.058203,1.777709,6.44,7.39,2024-04-21 00:00:00,7.39,1.78,2.46,Occitanie,5.38,3.75,7.69,130,1.777709,2024-01-16 00:00:00,6.46,1.26,1.52,2.64,3.49,55568,1.46,0,1.72,4.17
Montpellier,Bretagne,Nouvelle-Aquitaine,44.942824,7.1,7.22,5.47,30,5.53,5.84,2024-10-13 00:00:00,Data.gouv.fr,44.942824,1.195869,5.27,4.67,2024-07-20 00:00:00,1.33,4.1,6.29,Grand Est,2.51,1.77,5.61,45,1.195869,2024-10-17 00:00:00,6.75,5.34,7.79,1.46,4.85,48865,7.56,NON,8.69,6.33
Lille,Grand Est,Auvergne-Rhône-Alpes,46.484617,3.77,6.54,8.03,45,5.86,4.52,2024-07-27 00:00:00,SNCF_Open_Data,46.484617,1.428583,6.1,2.21,2024-08-15 00:00:00,1.84,5.48,3.02,Île-de-France,7.27,3.66,8.58,110,1.428583,2024-05-02 00:00:00,8.58,3.39,5.98,2.82,6.38,27623,6.61,0,3.72,5.18
Nantes,Bretagne,Pays de la Loire,48.937702,2.88,6.48,6.65,30,8.38,1.35,2024-06-18 00:00:00,Airparif,48.937702,-0.967909,8.3,5.4,2024-09-27 00:00:00,4.92,5.65,6.04,Normandie,8.62,6.0,6.95,45,-0.967909,2024-05-07 00:00:00,7.03,7.83,4.72,1.52,8.13,180758,3.63,0,3.59,8.6
Montpellier,Normandie,Hauts-de-France,48.827294,1.33,2.39,3.54,30,4.62,8.09,2024-12-13 00:00:00,Airparif,48.827294,0.167649,5.21,3.85,2024-06-18 00:00:00,4.66,2.91,5.93,Provence-Alpes-Côte d'Azur,4.54,3.28,1.89,30,0.167649,2024-02-24 00:00:00,2.73,2.06,1.65,8.48,5.66,196288,7.42,1,2.81,3.18
Lille,Île-de-France,Pays de la Loire,50.165116,4.5,5.61,4.6,30,7.03,5.27,2024-10-05 00:00:00,SNCF_Open_Data,50.165116,-1.346862,7.66,1.85,2024-03-25 00:00:00,7.83,3.89,3.22,Grand Est,8.78,5.33,5.63,110,-1.346862,2024-07-13 00:00:00,6.28,6.39,6.99,4.67,3.72,66712,2.14,0,4.29,2.67
Bordeaux,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,49.012801,4.61,3.68,2.88,80,5.5,6.01,2024-03-23 00:00:00,Airparif,49.012801,6.240047,2.92,1.26,2024-09-02 00:00:00,3.39,3.99,6.71,Hauts-de-France,2.5,8.31,6.83,110,6.240047,2024-05-15 00:00:00,8.39,1.68,5.18,4.84,2.92,72512,3.04,OUI,4.33,5.92
Bordeaux,Hauts-de-France,Provence-Alpes-Côte d'Azur,52.677568,5.03,8.05,7.26,45,3.6,1.26,2024-08-25 00:00:00,Airparif,52.677568,-1.029105,1.32,1.9,2024-10-31 00:00:00,3.91,5.6,5.31,Bretagne,2.0,8.77,6.7,80,-1.029105,2024-04-08 00:00:00,8.06,8.38,7.2,1.87,7.24,57232,6.45,0,7.9,2.41
Lille,Provence-Alpes-Côte d'Azur,Normandie,48.941064,7.61,2.57,7.88,70,4.74,6.3,2024-11-30 00:00:00,RATP_Open_Data_2024,48.941064,-0.11749,5.17,5.71,2024-11-02 00:00:00,7.81,6.02,5.74,Auvergne-Rhône-Alpes,6.01,2.92,8.74,130,-0.11749,2024-02-27 00:00:00,4.33,6.81,7.34,4.26,2.24,50872,4.86,0,4.86,2.81
Strasbourg,Occitanie,Normandie,52.628357,7.95,3.55,4.59,70,7.12,7.74,2024-10-06 00:00:00,Data.gouv.fr,52.628357,3.797981,6.89,1.59,2024-07-14 00:00:00,2.69,1.51,6.29,Île-de-France,5.7,1.42,8.7,50,3.797981,2024-06-13 00:00:00,5.7,8.59,6.78,2.03,7.72,125355,8.48,1,6.43,6.75
Toulouse,Bretagne,Hauts-de-France,46.815281,2.06,7.96,7.99,130,3.6,3.92,2024-12-12 00:00:00,RATP_Open_Data_2024,46.815281,3.82388,4.71,1.73,2024-11-04 00:00:00,8.78,3.34,6.04,Grand Est,4.32,2.27,2.0,45,3.82388,2024-03-31 00:00:00,4.78,5.58,6.35,5.51,5.63,143553,8.51,0,8.22,5.57
Bordeaux,Provence-Alpes-Côte d'Azur,Nouvelle-Aquitaine,49.917113,1.24,7.07,8.69,45,6.6,2.99,2024-07-04 00:00:00,Airparif,49.917113,5.472842,2.2,8.44,2024-06-18 00:00:00,2.9,7.34,5.47,Auvergne-Rhône-Alpes,7.64,3.48,7.55,45,5.472842,2024-06-22 00:00:00,1.52,7.69,1.89,5.32,7.93,153253,6.92,0,3.64,7.53
Lille,Île-de-France,Occitanie,45.353453,6.45,1.26,6.46,70,3.24,2.82,2024-03-06 00:00:00,SNCF_Open_Data,45.353453,4.72538,4.25,3.32,2024-06-14 00:00:00,1.97,5.23,5.15,Normandie,4.15,1.68,1.59,80,4.72538,2024-01-15 00:00:00,6.95,4.23,4.14,7.85,7.2,79507,3.4,0,3.41,3.75
Nantes,Bretagne,Nouvelle-Aquitaine,51.041814,5.77,4.34,8.75,130,5.25,5.83,2024-08-22 00:00:00,Data.gouv.fr,51.041814,-0.674372,2.13,6.78,2024-03-09 00:00:00,3.05,7.49,5.0,Pays de la Loire,4.86,4.68,8.52,130,-0.674372,2024-02-22 00:00:00,8.63,4.95,6.31,5.6,3.67,163156,6.13,1,1.97,1.52
Bordeaux,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,46.292474,3.45,6.98,4.86,50,6.82,4.38,2024-07-06 00:00:00,SNCF_Open_Data,46.292474,5.89777,6.33,5.35,2024-03-09 00:00:00,1.59,4.05,1.24,Normandie,6.22,8.61,8.07,30,5.89777,2024-09-21 00:00:00,3.49,6.86,5.34,1.82,1.88,81810,4.34,OUI,8.1,7.46
Paris,Occitanie,Occitanie,52.180618,4.55,4.55,2.76,30,4.42,6.55,2024-11-20 00:00:00,Météo-France,52.180618,2.784865,7.0,2.64,2024-02-20 00:00:00,6.44,7.87,6.67,Occitanie,4.68,7.14,2.09,30,2.784865,2024-08-03 00:00:00,7.73,7.06,6.1,8.73,2.06,81691,7.72,1,5.0,6.34
Marseille,Auvergne-Rhône-Alpes,Occitanie,47.119361,5.3,2.43,4.12,110,6.56,7.64,2024-03-15 00:00:00,Météo-France,47.119361,2.210735,1.48,3.63,2024-04-30 00:00:00,1.56,7.72,7.67,Hauts-de-France,3.87,2.54,1.43,70,2.210735,2024-02-14 00:00:00,4.16,4.68,6.5,4.05,6.39,20395,2.64,1,1.56,8.58
Strasbourg,Nouvelle-Aquitaine,Normandie,45.186719,7.66,3.1,2.77,30,2.97,3.69,2024-09-07 00:00:00,Météo-France,45.186719,4.621749,5.2,1.46,2024-04-27 00:00:00,2.35,6.39,2.14,Provence-Alpes-Côte d'Azur,4.98,3.32,7.75,130,4.621749,2024-06-08 00:00:00,2.98,4.12,6.39,5.46,7.33,101314,3.63,OUI,2.75,3.6
Lyon,Île-de-France,Hauts-de-France,50.633422,6.25,7.93,5.23,130,5.38,5.1,2024-07-02 00:00:00,Airparif,50.633422,1.518687,4.2,7.55,2024-04-23 00:00:00,7.23,1.9,5.15,Pays de la Loire,3.6,5.45,7.3,30,1.518687,2024-01-18 00:00:00,1.75,7.66,1.71,7.11,3.78,11312,6.53,OUI,3.9,6.26
Nice,Île-de-France,Normandie,50.423895,8.47,2.75,1.39,130,7.05,6.7,2024-11-29 00:00:00,RATP_Open_Data_2024,50.423895,4.111569,1.86,2.52,2024-03-28 00:00:00,1.56,3.6,3.79,Pays de la Loire,5.76,3.38,3.98,130,4.111569,2024-12-10 00:00:00,3.25,6.83,5.63,4.62,6.39,149372,5.01,OUI,7.61,8.52
Bordeaux,Normandie,Bretagne,48.347413,6.52,2.32,6.23,45,3.33,7.36,2024-10-03 00:00:00,Météo-France,48.347413,1.10782,2.36,2.01,2024-08-22 00:00:00,6.08,4.08,8.34,Normandie,5.71,8.23,8.67,30,1.10782,2024-05-31 00:00:00,6.56,2.09,7.8,7.6,2.17,149818,3.99,0,4.66,4.35
Lille,Provence-Alpes-Côte d'Azur,Hauts-de-France,50.892086,4.74,2.97,2.56,110,6.46,2.85,2024-11-29 00:00:00,Airparif,50.892086,3.075143,4.03,6.37,2024-06-13 00:00:00,5.09,3.3,2.31,Grand Est,6.37,3.49,3.18,50,3.075143,2024-02-14 00:00:00,7.3,4.39,6.79,3.59,2.69,152253,7.8,0,6.55,1.33
Paris,Grand Est,Île-de-France,46.585774,8.7,3.74,2.04,130,5.94,5.53,2024-03-19 00:00:00,Météo-France,46.585774,6.056771,2.35,3.7,2024-08-23 00:00:00,4.67,4.11,7.47,Grand Est,8.1,2.44,6.27,30,6.056771,2024-07-12 00:00:00,2.61,4.77,7.35,3.16,7.67,104976,1.48,0,1.8,6.91
Toulouse,Provence-Alpes-Côte d'Azur,Grand Est,45.223154,1.39,6.45,7.09,45,6.9,6.48,2024-02-28 00:00:00,Airparif,45.223154,1.662672,3.01,5.44,2024-09-04 00:00:00,4.5,6.64,2.11,Île-de-France,5.87,3.83,7.6,80,1.662672,2024-01-23 00:00:00,5.8,3.12,5.55,7.69,5.36,174111,8.11,OUI,2.89,5.37
Strasbourg,Hauts-de-France,Pays de la Loire,45.675832,6.38,6.38,8.28,130,7.98,4.26,2024-08-22 00:00:00,Data.gouv.fr,45.675832,0.015865,7.71,7.92,2024-05-20 00:00:00,7.36,3.91,2.64,Grand Est,4.97,2.67,4.1,30,0.015865,2024-09-18 00:00:00,1.54,2.77,5.35,8.11,3.11,112113,3.34,OUI,4.68,7.23
Nice,Bretagne,Île-de-France,48.852513,8.2,8.23,3.57,30,3.72,7.56,2024-01-10 00:00:00,SNCF_Open_Data,48.852513,-0.221962,8.0,5.65,2024-04-20 00:00:00,5.14,2.14,5.23,Pays de la Loire,3.4,7.86,4.2,130,-0.221962,2024-07-04 00:00:00,3.24,7.86,1.93,6.25,7.53,175336,8.3,1,2.88,7.7
Montpellier,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,46.892045,8.02,8.04,1.44,110,4.51,5.92,2024-04-01 00:00:00,Data.gouv.fr,46.892045,5.080327,4.9,2.43,2024-06-25 00:00:00,1.85,6.06,6.34,Bretagne,3.7,1.8,8.69,70,5.080327,2024-10-20 00:00:00,2.98,6.38,1.63,7.42,8.41,18276,8.74,OUI,8.57,8.57
Marseille,Hauts-de-France,Grand Est,44.989146,1.85,6.53,2.7,80,2.32,6.98,2024-11-20 00:00:00,SNCF_Open_Data,44.989146,5.693168,7.77,1.8,2024-04-26 00:00:00,3.93,2.05,8.48,Auvergne-Rhône-Alpes,2.31,1.81,2.95,70,5.693168,2024-10-06 00:00:00,1.29,7.34,3.87,5.09,1.94,16394,1.67,OUI,3.78,6.35
Bordeaux,Nouvelle-Aquitaine,Occitanie,46.610642,3.55,4.35,3.37,80,8.49,6.74,2024-10-21 00:00:00,RATP_Open_Data_2024,46.610642,2.508658,8.55,1.35,2024-04-30 00:00:00,8.15,4.75,6.97,Île-de-France,5.57,6.87,3.7,45,2.508658,2024-01-30 00:00:00,2.35,3.95,4.78,4.62,6.88,97567,6.54,1,1.92,3.46
Lille,Occitanie,Île-de-France,52.316304,5.85,5.88,2.3,50,6.31,3.95,2024-02-28 00:00:00,RATP_Open_Data_2024,52.316304,-0.775721,8.03,6.86,2024-02-16 00:00:00,6.98,3.91,3.67,Normandie,1.57,6.29,7.12,45,-0.775721,2024-03-02 00:00:00,4.19,4.08,6.12,3.42,4.67,91468,5.51,NON,6.92,5.61
Marseille,Hauts-de-France,Nouvelle-Aquitaine,51.425934,2.69,5.91,7.14,110,6.16,6.5,2024-10-14 00:00:00,SNCF_Open_Data,51.425934,6.317659,4.77,5.2,2024-11-23 00:00:00,7.49,7.25,5.49,Île-de-France,1.54,7.04,7.87,45,6.317659,2024-10-30 00:00:00,2.45,5.16,6.77,4.37,7.72,195847,7.02,0,1.86,5.02
Strasbourg,Auvergne-Rhône-Alpes,Occitanie,46.885907,6.7,6.82,3.31,45,1.62,1.2,2024-08-03 00:00:00,Météo-France,46.885907,2.342353,1.62,8.34,2024-12-06 00:00:00,4.82,2.19,3.41,Île-de-France,3.45,4.33,4.05,80,2.342353,2024-04-08 00:00:00,2.56,7.63,8.35,1.43,5.36,32119,2.12,OUI,6.36,3.35
Paris,Provence-Alpes-Côte d'Azur,Hauts-de-France,52.389061,7.66,5.14,6.41,130,6.92,4.44,2024-10-13 00:00:00,RATP_Open_Data_2024,52.389061,0.935795,8.28,1.49,2024-01-04 00:00:00,7.2,6.38,5.16,Auvergne-Rhône-Alpes,1.87,5.8,5.82,30,0.935795,2024-05-10 00:00:00,7.2,5.85,4.72,5.8,5.26,111759,2.05,OUI,1.42,4.88
Lille,Hauts-de-France,Normandie,51.487318,4.59,6.18,3.57,130,8.72,1.55,2024-04-02 00:00:00,SNCF_Open_Data,51.487318,2.838739,2.4,7.86,2024-12-20 00:00:00,4.35,1.24,1.62,Pays de la Loire,7.12,4.32,5.08,50,2.838739,2024-11-19 00:00:00,4.46,2.59,2.18,1.58,3.9,57884,3.3,0,1.77,7.67
Montpellier,Grand Est,Nouvelle-Aquitaine,46.607481,3.13,2.59,3.45,45,1.59,7.5,2024-08-25 00:00:00,RATP_Open_Data_2024,46.607481,4.757626,4.82,5.57,2024-03-19 00:00:00,7.75,4.29,3.62,Normandie,8.71,7.46,4.44,50,4.757626,2024-12-18 00:00:00,5.82,7.83,5.38,1.51,3.8,91002,1.91,NON,5.91,4.96
Lille,Occitanie,Bretagne,47.654946,3.8,2.47,6.91,130,3.34,5.3,2024-04-27 00:00:00,SNCF_Open_Data,47.654946,2.020539,5.5,5.46,2024-01-28 00:00:00,7.95,4.95,8.74,Normandie,3.36,3.09,2.68,45,2.020539,2024-12-15 00:00:00,2.85,6.01,4.87,5.34,5.93,130680,2.06,OUI,2.12,7.57
Nantes,Occitanie,Occitanie,48.160494,4.54,7.85,6.91,130,2.44,3.28,2024-09-10 00:00:00,RATP_Open_Data_2024,48.160494,0.148542,5.7,4.89,2024-11-07 00:00:00,8.37,2.47,8.04,Auvergne-Rhône-Alpes,5.82,1.84,7.19,50,0.148542,2024-06-20 00:00:00,6.89,3.65,7.18,2.08,5.61,60729,7.29,0,3.8,1.25
Marseille,Nouvelle-Aquitaine,Pays de la Loire,45.789195,5.31,6.34,7.21,80,4.43,4.03,2024-09-05 00:00:00,Météo-France,45.789195,-0.45062,2.66,2.32,2024-08-06 00:00:00,6.74,6.21,3.33,Provence-Alpes-Côte d'Azur,8.36,1.4,6.34,30,-0.45062,2024-03-22 00:00:00,6.94,1.23,4.34,8.03,7.62,56492,7.96,NON,6.05,6.13
Strasbourg,Nouvelle-Aquitaine,Normandie,51.473243,7.63,3.77,5.3,110,8.35,3.78,2024-12-21 00:00:00,Airparif,51.473243,0.004255,5.23,8.63,2024-08-23 00:00:00,8.54,5.59,2.92,Normandie,6.23,4.64,2.27,50,0.004255,2024-09-12 00:00:00,1.78,8.61,8.08,3.37,1.84,106326,5.54,0,3.89,2.55
Marseille,Pays de la Loire,Hauts-de-France,46.500879,7.14,8.2,7.97,50,6.59,6.77,2024-02-25 00:00:00,SNCF_Open_Data,46.500879,5.671933,7.76,5.53,2024-08-12 00:00:00,3.49,3.04,4.33,Auvergne-Rhône-Alpes,3.29,4.85,8.77,70,5.671933,2024-11-15 00:00:00,7.43,5.18,5.52,5.98,4.36,156826,2.03,OUI,1.38,4.02
Nantes,Grand Est,Auvergne-Rhône-Alpes,46.796856,5.18,3.57,7.9,110,5.61,2.47,2024-01-13 00:00:00,RATP_Open_Data_2024,46.796856,0.891428,6.6,7.06,2024-12-20 00:00:00,1.36,1.39,5.38,Pays de la Loire,2.96,3.54,2.17,70,0.891428,2024-05-14 00:00:00,5.38,5.18,1.63,3.04,2.78,168726,5.19,1,5.19,3.3
Bordeaux,Grand Est,Grand Est,48.562056,5.38,6.13,6.55,110,4.7,2.87,2024-01-20 00:00:00,Data.gouv.fr,48.562056,5.268965,1.25,5.25,2024-04-29 00:00:00,7.83,4.44,2.05,Île-de-France,3.5,1.46,7.17,30,5.268965,2024-04-29 00:00:00,5.84,1.52,7.82,5.35,2.02,126190,8.56,0,3.48,1.32
Lyon,Grand Est,Nouvelle-Aquitaine,47.654696,4.2,4.79,5.03,50,7.59,6.03,2024-05-19 00:00:00,RATP_Open_Data_2024,47.654696,-0.642017,6.32,3.17,2024-02-02 00:00:00,5.17,5.84,8.09,Provence-Alpes-Côte d'Azur,8.72,8.03,3.01,80,-0.642017,2024-06-26 00:00:00,1.88,7.25,8.58,4.23,3.13,180850,8.26,0,4.83,2.27
Nice,Bretagne,Hauts-de-France,50.142227,8.25,3.94,3.54,110,7.82,2.68,2024-12-13 00:00:00,SNCF_Open_Data,50.142227,5.469655,3.85,5.08,2024-11-28 00:00:00,2.66,7.42,6.76,Provence-Alpes-Côte d'Azur,2.06,2.81,1.44,50,5.469655,2024-02-14 00:00:00,7.85,7.36,5.05,3.15,2.25,37791,6.59,1,8.62,7.89
Toulouse,Pays de la Loire,Bretagne,51.36302,3.43,6.97,3.85,50,8.23,3.92,2024-06-17 00:00:00,Airparif,51.36302,0.597025,4.37,7.8,2024-02-25 00:00:00,6.15,5.1,1.41,Provence-Alpes-Côte d'Azur,6.58,4.66,5.56,45,0.597025,2024-02-20 00:00:00,2.19,6.65,5.4,4.4,6.23,193852,2.32,NON,5.2,5.65
Marseille,Pays de la Loire,Provence-Alpes-Côte d'Azur,50.837073,7.24,2.35,1.5,80,1.52,7.26,2024-01-25 00:00:00,Airparif,50.837073,4.692149,7.57,2.81,2024-06-19 00:00:00,4.1,2.09,7.23,Hauts-de-France,5.16,3.01,1.84,130,4.692149,2024-01-17 00:00:00,7.89,1.42,2.65,3.4,3.3,112539,2.42,NON,2.28,8.65
Nice,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,51.222927,3.0,7.1,3.92,70,2.86,2.49,2024-07-26 00:00:00,RATP_Open_Data_2024,51.222927,1.193573,2.49,1.23,2024-01-15 00:00:00,5.39,1.34,3.93,Hauts-de-France,5.27,3.46,3.11,45,1.193573,2024-11-22 00:00:00,7.79,4.61,5.95,5.1,4.74,179304,7.08,1,5.37,4.05
Bordeaux,Nouvelle-Aquitaine,Grand Est,45.552393,7.74,7.59,2.12,70,6.07,3.52,2024-10-14 00:00:00,RATP_Open_Data_2024,45.552393,1.672647,7.72,4.87,2024-08-19 00:00:00,7.15,8.59,4.99,Occitanie,8.3,4.91,4.25,70,1.672647,2024-07-13 00:00:00,2.02,8.73,2.38,3.8,8.17,136044,4.11,OUI,7.13,3.31
Montpellier,Pays de la Loire,Bretagne,48.638874,8.12,6.57,4.26,80,5.13,7.75,2024-10-03 00:00:00,Météo-France,48.638874,3.475454,4.45,2.51,2024-10-08 00:00:00,3.93,3.23,3.35,Grand Est,5.86,5.72,1.7,130,3.475454,2024-11-26 00:00:00,3.83,4.39,5.54,3.77,8.59,6659,6.92,NON,4.61,4.76
Montpellier,Pays de la Loire,Île-de-France,46.606883,2.59,5.95,8.37,130,7.64,7.96,2024-05-20 00:00:00,RATP_Open_Data_2024,46.606883,2.826803,8.44,1.75,2024-06-15 00:00:00,5.22,5.47,1.69,Bretagne,1.61,2.99,4.76,50,2.826803,2024-03-26 00:00:00,2.28,7.58,4.81,5.66,8.29,33611,4.31,0,5.46,5.23
Lille,Île-de-France,Île-de-France,52.169561,7.19,7.35,6.75,70,6.48,5.4,2024-04-10 00:00:00,Data.gouv.fr,52.169561,1.58457,6.61,7.6,2024-02-15 00:00:00,6.57,4.97,3.22,Normandie,5.28,6.96,6.04,30,1.58457,2024-11-25 00:00:00,7.4,5.54,2.6,8.48,1.43,59661,7.7,1,1.34,3.97
Nice,Île-de-France,Hauts-de-France,51.975803,6.34,2.76,5.25,130,7.71,5.25,2024-03-10 00:00:00,Airparif,51.975803,0.622613,2.46,6.69,2024-05-29 00:00:00,8.17,3.42,5.2,Auvergne-Rhône-Alpes,5.39,4.78,5.27,110,0.622613,2024-06-19 00:00:00,4.51,3.14,5.94,5.66,8.55,181280,8.24,0,8.19,2.26
Bordeaux,Bretagne,Provence-Alpes-Côte d'Azur,48.542449,4.11,6.78,3.5,130,8.58,6.63,2024-06-27 00:00:00,Météo-France,48.542449,4.131031,6.48,6.45,2024-12-12 00:00:00,6.12,1.94,7.57,Provence-Alpes-Côte d'Azur,2.49,7.19,6.82,30,4.131031,2024-07-17 00:00:00,2.2,4.11,6.94,8.08,4.13,150947,6.93,1,3.34,8.67
Strasbourg,Pays de la Loire,Provence-Alpes-Côte d'Azur,47.780992,4.15,1.55,3.99,45,3.82,6.84,2024-04-16 00:00:00,Data.gouv.fr,47.780992,5.978481,4.31,7.39,2024-08-26 00:00:00,7.45,7.51,6.49,Auvergne-Rhône-Alpes,8.14,3.02,4.65,80,5.978481,2024-04-08 00:00:00,8.24,5.32,1.89,3.98,6.3,112002,8.1,OUI,5.74,2.41
Lyon,Normandie,Île-de-France,46.745246,3.78,4.7,7.8,70,5.4,2.91,2024-07-13 00:00:00,Data.gouv.fr,46.745246,3.699452,3.11,5.45,2024-09-28 00:00:00,8.12,7.09,7.85,Provence-Alpes-Côte d'Azur,3.63,3.61,6.53,130,3.699452,2024-09-27 00:00:00,5.08,1.43,2.42,6.87,2.17,130393,5.58,0,3.69,2.87
Nantes,Bretagne,Île-de-France,50.861323,3.45,5.86,5.72,30,3.81,8.0,2024-09-04 00:00:00,Airparif,50.861323,4.753721,5.67,7.61,2024-11-14 00:00:00,3.49,2.07,7.68,Hauts-de-France,1.71,5.75,8.59,30,4.753721,2024-08-14 00:00:00,8.18,6.53,6.76,5.89,2.26,167050,7.69,NON,6.87,5.73
Bordeaux,Occitanie,Hauts-de-France,47.68359,3.67,1.69,5.13,80,4.08,4.97,2024-10-27 00:00:00,RATP_Open_Data_2024,47.68359,-0.557937,8.17,6.45,2024-07-20 00:00:00,1.98,5.24,2.97,Hauts-de-France,8.74,8.5,4.89,80,-0.557937,2024-07-27 00:00:00,2.99,4.14,5.44,2.52,2.8,186675,2.53,OUI,4.66,4.81
Marseille,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,50.143264,2.71,4.76,2.21,130,6.93,5.33,2024-10-16 00:00:00,Météo-France,50.143264,-1.076513,1.7,1.68,2024-06-04 00:00:00,8.57,6.34,5.15,Provence-Alpes-Côte d'Azur,3.63,3.39,4.78,130,-1.076513,2024-09-03 00:00:00,6.51,7.78,1.23,5.11,2.6,44364,5.02,NON,5.07,2.73
Marseille,Auvergne-Rhône-Alpes,Provence-Alpes-Côte d'Azur,51.429163,4.46,2.61,5.71,110,2.49,8.57,2024-07-26 00:00:00,SNCF_Open_Data,51.429163,2.009997,3.4,1.74,2024-07-28 00:00:00,5.86,4.07,8.4,Hauts-de-France,1.91,7.81,2.5,50,2.009997,2024-02-19 00:00:00,7.0,3.3,2.78,4.76,5.81,157908,4.78,1,5.1,8.51
Lille,Auvergne-Rhône-Alpes,Pays de la Loire,52.519689,5.84,3.17,6.94,110,5.06,2.72,2024-02-26 00:00:00,Météo-France,52.519689,2.962838,7.99,5.38,2024-07-01 00:00:00,5.32,1.34,6.44,Provence-Alpes-Côte d'Azur,7.69,8.77,1.54,70,2.962838,2024-12-02 00:00:00,7.75,2.83,6.79,3.54,1.39,154073,2.04,0,3.68,4.47
Lille,Provence-Alpes-Côte d'Azur,Île-de-France,45.934766,7.68,4.64,4.15,45,6.82,6.41,2024-12-19 00:00:00,Data.gouv.fr,45.934766,5.694175,5.36,2.0,2024-02-05 00:00:00,7.27,6.33,8.62,Hauts-de-France,7.63,4.23,5.8,130,5.694175,2024-03-02 00:00:00,6.83,5.99,1.86,7.12,7.63,59452,6.96,NON,7.85,1.52
Lyon,Auvergne-Rhône-Alpes,Île-de-France,49.745868,7.04,3.02,6.6,130,1.87,5.92,2024-06-23 00:00:00,RATP_Open_Data_2024,49.745868,0.459768,8.55,2.55,2024-01-03 00:00:00,4.09,8.72,7.43,Provence-Alpes-Côte d'Azur,4.39,6.54,5.42,110,0.459768,2024-07-31 00:00:00,2.85,6.48,3.9,1.87,4.26,55022,5.64,1,4.58,2.19
Montpellier,Occitanie,Grand Est,46.438059,2.69,4.56,1.71,130,4.3,7.51,2024-06-15 00:00:00,SNCF_Open_Data,46.438059,-1.490976,5.07,3.39,2024-09-18 00:00:00,8.0,5.24,5.27,Île-de-France,5.25,3.46,7.36,70,-1.490976,2024-07-06 00:00:00,2.24,4.94,3.9,6.43,6.02,61182,1.7,0,7.79,4.41
Lille,Bretagne,Occitanie,51.798647,7.22,8.33,8.78,110,5.39,3.89,2024-10-25 00:00:00,Data.gouv.fr,51.798647,-0.044984,8.01,4.98,2024-01-10 00:00:00,3.95,5.68,6.1,Bretagne,5.35,5.75,3.09,45,-0.044984,2024-10-24 00:00:00,2.59,2.64,1.51,7.15,6.88,111530,5.43,NON,5.92,1.35
Marseille,Bretagne,Île-de-France,48.928298,2.32,3.56,5.9,110,7.56,1.51,2024-03-19 00:00:00,SNCF_Open_Data,48.928298,0.122404,7.99,2.23,2024-08-15 00:00:00,4.18,1.85,5.87,Île-de-France,5.33,4.37,7.7,30,0.122404,2024-03-27 00:00:00,6.07,1.72,4.19,1.57,3.64,29694,6.82,OUI,8.12,2.91
Paris,Auvergne-Rhône-Alpes,Hauts-de-France,51.805032,7.54,1.22,4.86,30,4.82,4.12,2024-03-25 00:00:00,Airparif,51.805032,5.509619,6.29,4.18,2024-09-24 00:00:00,5.72,1.2,4.03,Hauts-de-France,3.25,2.31,1.92,30,5.509619,2024-04-14 00:00:00,5.26,1.29,6.32,5.44,3.0,47263,6.23,OUI,6.06,3.45
Paris,Nouvelle-Aquitaine,Île-de-France,48.655503,5.28,6.7,7.95,70,5.63,5.06,2024-07-24 00:00:00,RATP_Open_Data_2024,48.655503,1.844873,3.13,6.84,2024-02-12 00:00:00,3.66,6.39,7.21,Hauts-de-France,3.59,3.04,8.31,110,1.844873,2024-07-03 00:00:00,8.04,2.07,6.93,4.84,8.69,22175,6.25,NON,5.88,8.24
Nantes,Normandie,Hauts-de-France,51.202799,6.14,7.16,5.26,110,8.4,1.83,2024-01-22 00:00:00,Météo-France,51.202799,-0.873029,7.77,5.66,2024-10-10 00:00:00,6.1,4.53,1.55,Bretagne,6.15,2.82,3.49,45,-0.873029,2024-01-17 00:00:00,6.54,3.72,2.62,5.14,7.89,33383,8.68,1,2.94,4.26
